matrix_row_id,intervention_id,mechanism_class,package_mechanism_class,source_row_type,edge_role,coverage_mode,target_community_or_variety,language_or_profile_tag,script,territory_scope,population_link_status,population_observation_ids,population_source_ids,population_count_summary,existing_edition_overlap,communities_excluded,double_count_rule,comprehension_evidence_status,direct_comprehension_source_ids,observed_task_score,observed_task_type,tested_task,localized_output_c_low,localized_output_c_base,localized_output_c_high,localized_output_c_status,cross_language_incremental_c_low,cross_language_incremental_c_base,cross_language_incremental_c_high,cross_language_incremental_c_status,incremental_access_gain_low,incremental_access_gain_base,incremental_access_gain_high,incremental_access_gain_status,rankable_under_current_evidence,source_ids,source_urls,source_locator,confidence,notes
EDGE-NGU-003,IL-NGUNI,pluricentric_shared_core,pluricentric_shared_core,interlanguage_overlap_edge,coverage_candidate,localized_native_output,siSwati-standard cell,ss-Latn,Latn,South Africa and Eswatini cells separate,direct_or_lower_bound_links_present_not_automatically_additive,ZA-SSW-2022,ZA-S001,ZA-SSW-2022:1692719/1692719/1692719 persons [direct_exact_territory_household_language_observation],none established,Other Nguni standards,Country cells and named output only,architecture_not_comprehension_claim,,,,none registered,1,1,1,target_definition_identity_conditional_on_literacy_not_empirical_math_comprehension,0,,,zero_conservative_missing_base_high_no_cross_language_credit,,,,not_applicable,false,ACE-A021,https://www.statssa.gov.za/publications/Census2022inBrief/Census2022inBriefJune2024.pdf,Candidate seed only,low,No South Africa to Eswatini inference.
EDGE-NGU-004,IL-NGUNI,pluricentric_shared_core,pluricentric_shared_core,interlanguage_overlap_edge,coverage_candidate,localized_native_output,Southern Ndebele standard cell,nr-Latn-ZA,Latn,South Africa,direct_or_lower_bound_links_present_not_automatically_additive,ZA-NBL-2022,ZA-S001,ZA-NBL-2022:1044377/1044377/1044377 persons [direct_exact_territory_household_language_observation],none established,Zimbabwean Ndebele and other Nguni standards,Keep nr and nd distinct; named output only,architecture_not_comprehension_claim,,,,none registered,1,1,1,target_definition_identity_conditional_on_literacy_not_empirical_math_comprehension,0,,,zero_conservative_missing_base_high_no_cross_language_credit,,,,not_applicable,false,ACE-A021,https://www.statssa.gov.za/publications/Census2022inBrief/Census2022inBriefJune2024.pdf,Candidate seed only,low,No Ndebele label collapse.
EDGE-SOT-001,IL-SOTHO,pluricentric_shared_core,pluricentric_shared_core,interlanguage_overlap_edge,coverage_candidate,localized_native_output,Northern Sotho standard cell,nso-Latn-ZA,Latn,South Africa,direct_or_lower_bound_links_present_not_automatically_additive,ZA-NSO-2022,ZA-S001,ZA-NSO-2022:5972255/5972255/5972255 persons [direct_exact_territory_household_language_observation],none established,Tswana Southern Sotho Venda Tsonga and Nguni languages,Named output only; no combined Sotho-Tswana population,architecture_not_comprehension_claim,,,,none registered,1,1,1,target_definition_identity_conditional_on_literacy_not_empirical_math_comprehension,0,,,zero_conservative_missing_base_high_no_cross_language_credit,,,,not_applicable,false,ACE-A021,https://www.statssa.gov.za/publications/Census2022inBrief/Census2022inBriefJune2024.pdf,Candidate seed only,low,Shared source reduces compute.
EDGE-SOT-002,IL-SOTHO,pluricentric_shared_core,pluricentric_shared_core,interlanguage_overlap_edge,coverage_candidate,localized_native_output,Tswana standard cell,tn-Latn,Latn,South Africa and Botswana cells separate,direct_or_lower_bound_links_present_not_automatically_additive,ZA-TSN-2022,ZA-S001,ZA-TSN-2022:4972787/4972787/4972787 persons [direct_exact_territory_household_language_observation],none established,Other Sotho-Tswana standards,Country cells remain separate; named output only,architecture_not_comprehension_claim,,,,none registered,1,1,1,target_definition_identity_conditional_on_literacy_not_empirical_math_comprehension,0,,,zero_conservative_missing_base_high_no_cross_language_credit,,,,not_applicable,false,ACE-A021,https://www.statssa.gov.za/publications/Census2022inBrief/Census2022inBriefJune2024.pdf,Candidate seed only,low,Botswana requires its own population cell.
EDGE-SOT-003,IL-SOTHO,pluricentric_shared_core,pluricentric_shared_core,interlanguage_overlap_edge,coverage_candidate,localized_native_output,Southern Sotho standard cell,st-Latn,Latn,South Africa and Lesotho cells separate,direct_or_lower_bound_links_present_not_automatically_additive,ZA-SOT-2022,ZA-S001,ZA-SOT-2022:4678964/4678964/4678964 persons [direct_exact_territory_household_language_observation],none established,Other Sotho-Tswana standards,Country cells remain separate; named output only,architecture_not_comprehension_claim,,,,none registered,1,1,1,target_definition_identity_conditional_on_literacy_not_empirical_math_comprehension,0,,,zero_conservative_missing_base_high_no_cross_language_credit,,,,not_applicable,false,ACE-A021,https://www.statssa.gov.za/publications/Census2022inBrief/Census2022inBriefJune2024.pdf,Candidate seed only,low,Lesotho requires its own population cell.
EDGE-MAN-001,IL-MANDING,pluricentric_shared_core,pluricentric_shared_core,interlanguage_overlap_edge,coverage_candidate,localized_native_output,Bambara Latin-standard cell,bm-Latn-ML,Latn,Mali,direct_or_lower_bound_links_present_not_automatically_additive,POP-ML-AFG-001,AFG-S008,POP-ML-AFG-001:9551561/9551561/9551561 persons [direct_language_observation_orthography_pending],none established,Other Manding and Mande languages,Named output only; no continuum-wide population,architecture_not_comprehension_claim,,,,none registered,1,1,1,target_definition_identity_conditional_on_literacy_not_empirical_math_comprehension,0,,,zero_conservative_missing_base_high_no_cross_language_credit,,,,not_applicable,false,ACE-A021,https://bibliostat.instat.ml/greenstone3/library/collection/dmograph/document/HASH01e98829c5a7e2847f521a98?ed=1,Candidate seed only,low,Shared semantic core reduces compute.
EDGE-MAN-002,IL-MANDING,pluricentric_shared_core,pluricentric_shared_core,interlanguage_overlap_edge,coverage_candidate,localized_native_output,Maninka exact-national-standard cell,man-Latn,Latn,Guinea and neighboring cells separate,context_only_links_present_not_rankable_population,POP-ML-AFG-003,AFG-S008,POP-ML-AFG-003:1360096/1360096/1360096 persons [context_aggregate_not_assignable],none established,Other Manding and Mande languages,Named output and country cell only,architecture_not_comprehension_claim,,,,none registered,1,1,1,target_definition_identity_conditional_on_literacy_not_empirical_math_comprehension,0,,,zero_conservative_missing_base_high_no_cross_language_credit,,,,not_applicable,false,ACE-A021,https://bibliostat.instat.ml/greenstone3/library/collection/dmograph/document/HASH01e98829c5a7e2847f521a98?ed=1,Candidate seed only,low,Exact national standard must be fixed.
EDGE-MAN-003,IL-MANDING,pluricentric_shared_core,pluricentric_shared_core,interlanguage_overlap_edge,coverage_candidate,localized_native_output,Jula Latin-standard cell,dyu-Latn-CI,Latn,Cote d'Ivoire and cross-border cells separate,context_only_links_present_not_rankable_population,POP-CI-AFG-002,AFG-S005,POP-CI-AFG-002:12.479456/12.479456/12.479456 percent_of_valid_weighted_adult_respondents [context_survey_aggregate_not_population_count],none established,Other Manding and Mande languages,Named output and territory cell only,architecture_not_comprehension_claim,,,,none registered,1,1,1,target_definition_identity_conditional_on_literacy_not_empirical_math_comprehension,0,,,zero_conservative_missing_base_high_no_cross_language_credit,,,,not_applicable,false,ACE-A021,https://www.afrobarometer.org/wp-content/uploads/2023/06/afrobarometer_release-dataset_cdi_r9_fr_2023-03-01.sav,Candidate seed only,low,Historical 12.504 million floor is not a package-wide population.
EDGE-MAN-004,IL-MANDING,dual_script_register,pluricentric_shared_core,interlanguage_overlap_edge,coverage_candidate,script_derivative,Bambara N'Ko-literate stratum,bm-Nkoo-ML,Nkoo,Mali,context_only_links_present_not_rankable_population,POP-ML-AFG-001,AFG-S008,POP-ML-AFG-001:9551561/9551561/9551561 persons [language_population_only_script_stratum_missing],Same Bambara language cell as Latin output,Other Manding languages,Partition by observed script use; never add Latin and N'Ko users,inference_only,,,,none registered,1,1,1,target_definition_identity_conditional_on_literacy_not_empirical_math_comprehension,0,,,zero_conservative_missing_base_high_no_cross_language_credit,,,,not_applicable,false,ACE-A021,https://bibliostat.instat.ml/greenstone3/library/collection/dmograph/document/HASH01e98829c5a7e2847f521a98?ed=1,Candidate seed only,low,Script derivative.
EDGE-MAN-005,IL-MANDING,dual_script_register,pluricentric_shared_core,interlanguage_overlap_edge,coverage_candidate,script_derivative,Maninka N'Ko-literate stratum,man-Nkoo,Nkoo,exact territory pending,context_only_links_present_not_rankable_population,POP-ML-AFG-003,AFG-S008,POP-ML-AFG-003:1360096/1360096/1360096 persons [context_aggregate_and_script_stratum_missing],Same Maninka language cell as Latin output,Other Manding languages,Partition by observed script use; never add Latin and N'Ko users,inference_only,,,,none registered,1,1,1,target_definition_identity_conditional_on_literacy_not_empirical_math_comprehension,0,,,zero_conservative_missing_base_high_no_cross_language_credit,,,,not_applicable,false,ACE-A021,https://bibliostat.instat.ml/greenstone3/library/collection/dmograph/document/HASH01e98829c5a7e2847f521a98?ed=1,Candidate seed only,low,Script derivative.
EDGE-SQ-001,IL-SQUECHUA,pluricentric_shared_core,pluricentric_shared_core,interlanguage_overlap_edge,coverage_candidate,localized_native_output,Ayacucho Quechua cell,quy-Latn-PE,Latn,Peru,context_only_links_present_not_rankable_population,POP-PE-001,PM-S007,POP-PE-001:3799780/3799780/3799780 persons [context_macro_aggregate_not_assignable],Spanish overlap unmeasured,Cusco South Bolivian Northern and Central Quechua,Named variety only; no aggregate Quechua population,architecture_not_comprehension_claim,,,,none registered,1,1,1,target_definition_identity_conditional_on_literacy_not_empirical_math_comprehension,0,,,zero_conservative_missing_base_high_no_cross_language_credit,,,,not_applicable,false,ACE-A021,https://www.inei.gob.pe/media/MenuRecursivo/publicaciones_digitales/Est/Lib1544/00TOMO_01.pdf,Candidate seed only,low,Shared Southern semantic core reduces compute.
EDGE-SQ-002,IL-SQUECHUA,pluricentric_shared_core,pluricentric_shared_core,interlanguage_overlap_edge,coverage_candidate,localized_native_output,Cusco Quechua cell,quz-Latn-PE,Latn,Peru,context_only_links_present_not_rankable_population,POP-PE-001,PM-S007,POP-PE-001:3799780/3799780/3799780 persons [context_macro_aggregate_not_assignable],Spanish overlap unmeasured,Ayacucho South Bolivian Northern and Central Quechua,Named variety only; no aggregate Quechua population,architecture_not_comprehension_claim,,,,none registered,1,1,1,target_definition_identity_conditional_on_literacy_not_empirical_math_comprehension,0,,,zero_conservative_missing_base_high_no_cross_language_credit,,,,not_applicable,false,ACE-A021,https://www.inei.gob.pe/media/MenuRecursivo/publicaciones_digitales/Est/Lib1544/00TOMO_01.pdf,Candidate seed only,low,Localized terminology and examples.
EDGE-SQ-003,IL-SQUECHUA,pluricentric_shared_core,pluricentric_shared_core,interlanguage_overlap_edge,coverage_candidate,localized_native_output,South Bolivian Quechua cell,quh-Latn-BO,Latn,Bolivia,none_present_in_current_population_master,,,,Spanish overlap unmeasured,Peruvian Southern Northern and Central Quechua,Named variety and country cell only; no aggregate Quechua population,architecture_not_comprehension_claim,,,,none registered,1,1,1,target_definition_identity_conditional_on_literacy_not_empirical_math_comprehension,0,,,zero_conservative_missing_base_high_no_cross_language_credit,,,,not_applicable,false,ACE-A021,,Candidate seed only,low,Cross-border population remains separate.
ACC-001,ACC-001,accessibility_derivative,accessibility_derivative,accessibility,accessibility_candidate,accessibility,Semantic HTML with MathML,all selected language editions,Zyyy,global target-language cells,needs_exact_access_or_signed_language_stratum,,,,not systematic programme-wide,Primary born-accessible derivative.,Accessibility derivative never adds a language population; it claims only the residual disability device or connectivity stratum within an edition's cell.,format mechanism established; target-specific access gain unquantified,,,,,,,,not_applicable_accessibility_axis,,,,not_applicable_accessibility_axis,0,,,exact_stratum_and_gain_unmeasured_conservative_zero_base_high_missing,false,ACE-E003;ACE-E005;ACE-A023,https://forallx.openlogicproject.org/;https://openstax.org/higher-education,,low,Primary born-accessible derivative.
ACC-002,ACC-002,accessibility_derivative,accessibility_derivative,accessibility,accessibility_candidate,accessibility,Tagged searchable PDF,all selected language editions,Zyyy,global target-language cells,needs_exact_access_or_signed_language_stratum,,,,inconsistent across local corpus,Maintain screen and print profiles where necessary.,Deduplicate with semantic HTML by user-format need; stable pagination is not a new language edition.,format mechanism established; target-specific access gain unquantified,,,,,,,,not_applicable_accessibility_axis,,,,not_applicable_accessibility_axis,0,,,exact_stratum_and_gain_unmeasured_conservative_zero_base_high_missing,false,ACE-E003;ACE-E005;ACE-A023,https://forallx.openlogicproject.org/;https://openstax.org/higher-education,,low,Maintain screen and print profiles where necessary.
ACC-003,ACC-003,accessibility_derivative,accessibility_derivative,accessibility,accessibility_candidate,accessibility,Offline EPUB or SCORM package,all selected language editions,Zyyy,low-connectivity and institutional cells,needs_exact_access_or_signed_language_stratum,,,,not systematic programme-wide,No mandatory remote runtime dependencies.,Count only readers blocked by connectivity or platform access after language overlap deductions.,delivery mechanism established; reach evidence pending,,,,,,,,not_applicable_accessibility_axis,,,,not_applicable_accessibility_axis,0,,,exact_stratum_and_gain_unmeasured_conservative_zero_base_high_missing,false,ACE-E003;ACE-E005;ACE-A023,https://forallx.openlogicproject.org/;https://openstax.org/higher-education,,low,No mandatory remote runtime dependencies.
ACC-004,ACC-004,accessibility_derivative,accessibility_derivative,accessibility,accessibility_candidate,accessibility,Low-bandwidth static HTML bundle,all selected language editions,Zyyy,expensive slow or unstable connection cells,needs_exact_access_or_signed_language_stratum,,,,not systematic programme-wide,Text-first navigation and local search.,Same language population is not added twice; only residual practical-access gain is creditable.,candidate mechanism; measured page-weight and reach pending,,,,,,,,not_applicable_accessibility_axis,,,,not_applicable_accessibility_axis,0,,,exact_stratum_and_gain_unmeasured_conservative_zero_base_high_missing,false,ACE-A023,,,low,Text-first navigation and local search.
ACC-005,ACC-005,accessibility_derivative,accessibility_derivative,accessibility,accessibility_candidate,accessibility,Formula narration and audio,all selected language editions,Zyyy,blind low-literacy and audio-learning cells,needs_exact_access_or_signed_language_stratum,,,,not systematic programme-wide,Explicit reading conventions required.,Count only residual nonvisual or audio-access stratum; generic TTS is not equivalent to a validated derivative.,candidate mechanism; language-specific narration evidence pending,,,,,,,,not_applicable_accessibility_axis,,,,not_applicable_accessibility_axis,0,,,exact_stratum_and_gain_unmeasured_conservative_zero_base_high_missing,false,ACE-A023,,,low,Explicit reading conventions required.
ACC-006,ACC-006,accessibility_derivative,accessibility_derivative,accessibility,accessibility_candidate,accessibility,Plain-language companion,all selected language editions,Zyyy,cognitive and second-language literacy cells,needs_exact_access_or_signed_language_stratum,,,,not systematic programme-wide,Definitions summaries and worked-example scaffolds remain distinct.,Never count as a second language edition; credit only residual register-access gain aligned to the source-faithful work.,candidate mechanism; target-specific comprehension gain pending,,,,,,,,not_applicable_accessibility_axis,,,,not_applicable_accessibility_axis,0,,,exact_stratum_and_gain_unmeasured_conservative_zero_base_high_missing,false,ACE-A023,,,low,Definitions summaries and worked-example scaffolds remain distinct.
ACC-007,ACC-007,accessibility_derivative,accessibility_derivative,accessibility,accessibility_candidate,accessibility,Logic figure remediation,Open Logic selected editions,Zyyy,nonvisual formal-reasoning cells,needs_exact_access_or_signed_language_stratum,,,,not systematic programme-wide,Use structured proof trees and non-colour-only encoding.,Only residual diagram or proof-tree access is credited and overlaps AX-HTML.,candidate mechanism; corpus-specific figure audit pending,,,,,,,,not_applicable_accessibility_axis,,,,not_applicable_accessibility_axis,0,,,exact_stratum_and_gain_unmeasured_conservative_zero_base_high_missing,false,ACE-E005;ACE-A023,https://forallx.openlogicproject.org/,,low,Use structured proof trees and non-colour-only encoding.
ACC-008,ACC-008,accessibility_derivative,accessibility_derivative,accessibility,accessibility_candidate,accessibility,Mathematics figure remediation,OpenStax mathematics selected editions,Zyyy,nonvisual quantitative-learning cells,needs_exact_access_or_signed_language_stratum,,,,not systematic programme-wide,Structured data or long descriptions required.,Only residual graph geometry and coordinate-figure access is credited.,candidate mechanism; corpus-specific figure audit pending,,,,,,,,not_applicable_accessibility_axis,,,,not_applicable_accessibility_axis,0,,,exact_stratum_and_gain_unmeasured_conservative_zero_base_high_missing,false,ACE-E003;ACE-A023,https://openstax.org/higher-education,,low,Structured data or long descriptions required.
ACC-009,ACC-009,accessibility_derivative,accessibility_derivative,accessibility,accessibility_candidate,accessibility,Science figure remediation,OpenStax science selected editions,Zyyy,nonvisual science-learning cells,needs_exact_access_or_signed_language_stratum,,,,not systematic programme-wide,Largest figure-accessibility workload.,Only residual dense-diagram access is credited; do not duplicate AX-HTML users.,candidate mechanism; corpus-specific figure audit pending,,,,,,,,not_applicable_accessibility_axis,,,,not_applicable_accessibility_axis,0,,,exact_stratum_and_gain_unmeasured_conservative_zero_base_high_missing,false,ACE-E003;ACE-A023,https://openstax.org/higher-education,,low,Largest figure-accessibility workload.
ACC-010,ACC-010,accessibility_derivative,accessibility_derivative,accessibility,accessibility_candidate,accessibility,Aligned bilingual edition,selected target plus exact academic-lingua-franca pair,Zyyy,transitioning bilingual learner cells,needs_exact_access_or_signed_language_stratum,,,,not systematic programme-wide,Alignment supports terminology learning and auditability.,Cannot claim full target-language reach; credit only a measured transition benefit beyond both monolingual editions.,candidate mechanism; pair-specific comprehension evidence pending,,,,,,,,not_applicable_accessibility_axis,,,,not_applicable_accessibility_axis,0,,,exact_stratum_and_gain_unmeasured_conservative_zero_base_high_missing,false,ACE-A023,,,low,Alignment supports terminology learning and auditability.
ACC-011,ACC-011,accessibility_derivative,accessibility_derivative,accessibility,accessibility_candidate,accessibility,Locale-specific Braille mathematics,selected language and exact Braille code,Brai,Braille-reading cells,needs_exact_access_or_signed_language_stratum,,,,not present programme-wide,Generate from semantic formulas and verify deterministic conversion.,Count only residual Braille-reading access; never assume a universal mathematics Braille code.,candidate mechanism; exact national Braille code pending,,,,,,,,not_applicable_accessibility_axis,,,,not_applicable_accessibility_axis,0,,,exact_stratum_and_gain_unmeasured_conservative_zero_base_high_missing,false,ACE-A023,,,low,Generate from semantic formulas and verify deterministic conversion.
ACC-012,ACC-012,accessibility_derivative,accessibility_derivative,signed_language_access,accessibility_candidate,signed_language_access,Indian Sign Language mathematics video,ins,video-spatial,India,needs_exact_access_or_signed_language_stratum,,,,missing,Produce navigable modules with aligned transcript and MathML companion.,Written Hindi English Bengali or other editions do not count as ISL access; no International Sign substitution.,candidate only; exact sign-language learner population and domain lexicon pending,,,,,,,,not_applicable_accessibility_axis,,,,not_applicable_accessibility_axis,0,,,exact_stratum_and_gain_unmeasured_conservative_zero_base_high_missing,false,ACE-A023,,,low,Produce navigable modules with aligned transcript and MathML companion.
ACC-013,ACC-013,accessibility_derivative,accessibility_derivative,signed_language_access,accessibility_candidate,signed_language_access,Bangla Sign Language mathematics video,bds,video-spatial,Bangladesh,needs_exact_access_or_signed_language_stratum,,,,missing,Exact national sign language must remain named.,Written Bangla does not count as signed-language access; no ISL substitution.,candidate only; exact language and population evidence pending,,,,,,,,not_applicable_accessibility_axis,,,,not_applicable_accessibility_axis,0,,,exact_stratum_and_gain_unmeasured_conservative_zero_base_high_missing,false,ACE-A023,,,low,Exact national sign language must remain named.
ACC-014,ACC-014,accessibility_derivative,accessibility_derivative,signed_language_access,accessibility_candidate,signed_language_access,Pakistan Sign Language mathematics video,pks,video-spatial,Pakistan,needs_exact_access_or_signed_language_stratum,,,,missing,No International Sign substitution.,Written Urdu Punjabi or English does not count as signed-language access.,candidate only; exact language and population evidence pending,,,,,,,,not_applicable_accessibility_axis,,,,not_applicable_accessibility_axis,0,,,exact_stratum_and_gain_unmeasured_conservative_zero_base_high_missing,false,ACE-A023,,,low,No International Sign substitution.
ACC-015,ACC-015,accessibility_derivative,accessibility_derivative,signed_language_access,accessibility_candidate,signed_language_access,Nigerian Sign Language mathematics video,nsi,video-spatial,Nigeria,needs_exact_access_or_signed_language_stratum,,,,missing,Language-specific signed mathematics remains a distinct access axis.,Written English Hausa Yoruba Igbo or Pidgin does not count as signed-language access.,candidate only; exact language and population evidence pending,,,,,,,,not_applicable_accessibility_axis,,,,not_applicable_accessibility_axis,0,,,exact_stratum_and_gain_unmeasured_conservative_zero_base_high_missing,false,ACE-A023,,,low,Language-specific signed mathematics remains a distinct access axis.
ACC-016,ACC-016,accessibility_derivative,accessibility_derivative,signed_language_access,accessibility_candidate,signed_language_access,Brazilian Sign Language mathematics video,bzs,video-spatial,Brazil,needs_exact_access_or_signed_language_stratum,,,,missing,Existing Brazilian Portuguese edition can serve as aligned transcript but not as linguistic coverage.,Written Portuguese does not count as Libras access; no International Sign substitution.,candidate only; exact language and population evidence pending,,,,,,,,not_applicable_accessibility_axis,,,,not_applicable_accessibility_axis,0,,,exact_stratum_and_gain_unmeasured_conservative_zero_base_high_missing,false,ACE-A023,,,low,Existing Brazilian Portuguese edition can serve as aligned transcript but not as linguistic coverage.
OBS-GRG-PL-008,OBS-GRG-PL-008,accessibility_derivative,accessibility_derivative,signed_language_access,accessibility_candidate,signed_language_access,Polish Sign Language,pso-Zzzz-PL target profile; script unresolved by population source,Signed,Poland,direct_signed_language_link_present_not_access_gain,GRG-PL-008,GRG-S006,GRG-PL-008:9267/9267/9267 persons [direct_exact_signed_language_observation],not_found_in_bounded_local_census,Mechanically surfaced from GRG-PL-008; target-profile research remains explicit rather than inferred from the population source.,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,exact territory-specific source population observation; script and orthography require a separate target-profile source,,,,,,,,not_applicable_accessibility_axis,,,,not_applicable_accessibility_axis,0,,,exact_stratum_and_gain_unmeasured_conservative_zero_base_high_missing,false,GRG-S006;ACE-A118,https://stat.gov.pl/files/gfx/portalinformacyjny/en/defaultaktualnosci/3701/6/1/1/national_population_and_housing_census_2021_population_2.pdf,,low,Mechanically surfaced from GRG-PL-008; target-profile research remains explicit rather than inferred from the population source.
