evidence_identity_id,source_lane,source_record_id,edition_target_id,evidence_role,measure_class,population_unit,population_low_persons,population_base_persons,population_high_persons,population_definition,reference_year,territory,script_or_mode,source_ids,source_urls,source_locators,additivity_class,overlap_group,disposition,rank_eligible,row_sha256
regional:AFRICA_EMPIRICAL_NEED_INPUTS:pcm-Latn-NG:035,AFRICA_EMPIRICAL_NEED_INPUTS,pcm-Latn-NG,edition-target:lang:pcm-Latn-NG,REGIONAL_EMPIRICAL_STRATUM,not_estimated_incompatible_sources,persons,,,,"No compatible exact-row person measure was verified; country, cluster, ethnicity, oral-language and script-literacy measures were not copied into this route.",,Nigeria,Latin; harmonized Naijá route,NG_UNICEF_LIE;NG_NERDC_LDC;UNESCO_NG_LANGUAGE_REVIEW;IFRA_NAIJA_ORTHO;WB_WDI_COMPLETION_2026;WB_WDI_INTERNET_2026;WB_WDI_ELECTRICITY_2026;UNICEF_LP_OFFLINE;WMF_WIKI_STATS_20260901;WMF_TERMS,https://www.unicef.org/nigeria/media/7861/file/Language%20in%20Education%20Report.pdf;https://www.nerdc.gov.ng/content_manager/ldc_achievements.html;https://unesdoc.unesco.org/in/rest/annotationSVC/DownloadWatermarkedAttachment/attach_import_fb201c1b-b6b1-47c1-90d7-6ee59e15df9d?_=149503engo.pdf;https://ifra-nigeria.org/research/former-projects/89-guide-to-standard-naija-orthography-an-nla-harmonized-writing-system-for-common-naija-publications;https://data.worldbank.org/indicator/SE.PRM.CMPT.ZS;https://data.worldbank.org/indicator/IT.NET.USER.ZS;https://data.worldbank.org/indicator/EG.ELC.ACCS.ZS;https://www.unicef.org/learningpassport/offline-learning;https://commons.wikimedia.org/wiki/Data:Wikipedia_statistics/data.tab?action=raw;https://foundation.wikimedia.org/wiki/Policy:Terms_of_Use,"NG_UNICEF_LIE: p.45: immediate-environment language first three primary years, progressive English from year four; pp.45-48 implementation/materials discussion; NG_NERDC_LDC: Curricula for Hausa, Igbo, Yoruba and Fulfulde; bilingual dictionaries; Pidgin translation example; UNESCO_NG_LANGUAGE_REVIEW: Nigerian Pidgin section: formal written corpus/orthography constraints; IFRA_NAIJA_ORTHO: Introduction and 2009 conference outcomes; WB_WDI_COMPLETION_2026: NG/SE.PRM.CMPT.ZS=70.2 (2010); WB_WDI_INTERNET_2026: NG/IT.NET.USER.ZS=41.2 (2024); WB_WDI_ELECTRICITY_2026: NG/EG.ELC.ACCS.ZS=62.5 (2024); UNICEF_LP_OFFLINE: Hub/learner-device and physical-sync ('sneakernet') concepts; WMF_WIKI_STATS_20260901: Rows for named *.wikipedia sites; articles column; retrieved 2026-09-01; table license CC0-1.0; WMF_TERMS: Section 7: Licensing of Content","Historical orthography/corpus constraints and later harmonization coexist. No adoption, population or curriculum-completeness estimate is manufactured; Cameroon Pidgin, Ghanaian Pidgin, Krio and Liberian Kreyol are separate rows.",,ATTACHED_TO_EXISTING_EDITION,false,3de00a3755378f97571ad2231c061009e9cef101208e6a62f3722fa61d072557
regional:AFRICA_EMPIRICAL_NEED_INPUTS:pga-Latn-SS:036,AFRICA_EMPIRICAL_NEED_INPUTS,pga-Latn-SS,edition-target:lang:pga-Latn-SS,REGIONAL_EMPIRICAL_STRATUM,not_estimated_incompatible_sources,persons,,,,"No compatible exact-row person measure was verified; country, cluster, ethnicity, oral-language and script-literacy measures were not copied into this route.",,South Sudan,Latin route,WB_ARABIC_2021;WB_WDI_COMPLETION_2026;WB_WDI_INTERNET_2026;WB_WDI_ELECTRICITY_2026;UNICEF_LP_OFFLINE,https://www.worldbank.org/en/region/mena/publication/advancing-arabic-language-teaching-and-learning-path-to-reducing-learning-poverty-in-the-middle-east-and-north-africa;https://data.worldbank.org/indicator/SE.PRM.CMPT.ZS;https://data.worldbank.org/indicator/IT.NET.USER.ZS;https://data.worldbank.org/indicator/EG.ELC.ACCS.ZS;https://www.unicef.org/learningpassport/offline-learning,WB_ARABIC_2021: Diglossia and formal-Arabic/home-variety discontinuity sections; WB_WDI_COMPLETION_2026: SS/SE.PRM.CMPT.ZS=28.7 (2011); WB_WDI_INTERNET_2026: SS/IT.NET.USER.ZS=6.7 (2019); WB_WDI_ELECTRICITY_2026: SS/EG.ELC.ACCS.ZS=5.4 (2024); UNICEF_LP_OFFLINE: Hub/learner-device and physical-sync ('sneakernet') concepts,"Juba Arabic is not treated as interchangeable with Sudanese, Chadian or Modern Standard Arabic; no regional count or outcome is assigned.",,ATTACHED_TO_EXISTING_EDITION,false,ef3ce3ee35e90deda6e94b398650a834659214ac4130690c1ea0726ceb02f0df
regional:AFRICA_EMPIRICAL_NEED_INPUTS:pov-Latn-GW:037,AFRICA_EMPIRICAL_NEED_INPUTS,pov-Latn-GW,edition-target:lang:pov-Latn-GW,REGIONAL_EMPIRICAL_STRATUM,census_reported_speakers,Guinea-Bissau nationals; multiple languages permitted,1303743,1303743,1303743,Official RGPH 2009 Table 6 direct count of Guinea-Bissau nationals reporting that they speak Kriol; multiple language responses were permitted.,2009,Guinea-Bissau,Latin orthography; national bridge-language edition,GNB_RGPH2009_LANG,https://stat-guinebissau.com/Menu_principal/IV_RGPH/rgph1/caracteristicas_socio_cultural.pdf,"GNB_RGPH2009_LANG: Resumo pp. 9-10; section 3.6 pp. 36-43; Quadro 6 p. 38 (Kriol 1,303,743; Portuguese 390,727); rural comparison pp. 42-43","Multiple-response speaking counts overlap and are not L1, literacy or academic-comfort counts. The report notes census undercount/weighting limitations; published direct counts are retained without projecting them to 2026.",,ATTACHED_TO_EXISTING_EDITION,false,5485709492593313410e08794db02e42a00557d9b8f8902134aba990e17b64d2
regional:AFRICA_EMPIRICAL_NEED_INPUTS:pre-Latn-ST:038,AFRICA_EMPIRICAL_NEED_INPUTS,pre-Latn-ST,edition-target:lang:pre-Latn-ST,REGIONAL_EMPIRICAL_STRATUM,census_reported_speakers,persons; multiple languages permitted,1753,1753,1753,Official 2012 census direct count of residents reporting that they speak Lung'Ie.,2012,São Tomé and Príncipe,Latin orthography; exact language edition,STP_RGPH2012_LANG,https://www.ine.st/phocadownload/userupload/Documentos/Recenseamentos/2012/Dados%20Distritais%20e%20Nacional%20Recenseamento%202012/Resultados%20Nacionais%20do%20IV%20RGPH%202012.pdf,"STP_RGPH2012_LANG: Quadro 10, PDF p. 48, resident population by age, sex and language spoken","Multiple-response spoken-language counts overlap Portuguese and other languages; they are not L1, literacy, exclusive identity or academic-comfort counts.",,ATTACHED_TO_EXISTING_EDITION,false,3b1bc0a49a5f5e6f2a1acbbb4b9c50b1a274bfa0573a810ee62e367116f0bd7a
regional:AFRICA_EMPIRICAL_NEED_INPUTS:rif-oral-MA:039,AFRICA_EMPIRICAL_NEED_INPUTS,rif-oral-MA,,REGIONAL_EMPIRICAL_STRATUM,census_local_language_use_count,persons,,1339077,,Persons reporting Tarifit among locally used languages in RGPH 2014 Table E18; multiple responses permitted.,2014,Morocco,Oral/local-use construct; script delivery unresolved,MA_HCP_RGPH2014;MA_HCP_AMAZIGH_2024;MA_IRCAM_TIFAWIN;MA_IRCAM_MOOC;UNICODE_TIFINAGH;WB_WDI_COMPLETION_2026;WB_WDI_INTERNET_2026;WB_WDI_ELECTRICITY_2026;UNICEF_LP_OFFLINE,https://www.hcp.ma/file/230026/;https://www.hcp.ma/file/242745/;https://www.ircam.ma/fr/node/325;https://www.ircam.ma/fr/%C3%A9v%C3%A8nement/Coup_d%27envoi_officiel_des_cours_d%27enseignement_%C3%A0_distance_de_la_langue_amazighe_%3A_MOOC-IRCAM;https://www.unicode.org/notes/tn59/tn59-1.html;https://data.worldbank.org/indicator/SE.PRM.CMPT.ZS;https://data.worldbank.org/indicator/IT.NET.USER.ZS;https://data.worldbank.org/indicator/EG.ELC.ACCS.ZS;https://www.unicef.org/learningpassport/offline-learning,"MA_HCP_RGPH2014: Table E17 p.81: age 10+ written-language literacy including Amazigh 542,781; Table E18 p.81: local-language use counts; MA_HCP_AMAZIGH_2024: 2024 daily Amazigh use 24.8%; urban 19.9%; rural 33.3%; MA_IRCAM_TIFAWIN: Student manuals and teacher guides covering first five primary years; MA_IRCAM_MOOC: Free distance courses in northern, central and southern variants; UNICODE_TIFINAGH: IRCAM subset, modern Tuareg letters and language-specific glyph variants; WB_WDI_COMPLETION_2026: MA/SE.PRM.CMPT.ZS=106.4 (2024); WB_WDI_INTERNET_2026: MA/IT.NET.USER.ZS=91.2 (2024); WB_WDI_ELECTRICITY_2026: MA/EG.ELC.ACCS.ZS=100 (2024); UNICEF_LP_OFFLINE: Hub/learner-device and physical-sync ('sneakernet') concepts",Multiple-response oral/local use cannot be assigned to a script or treated as exclusive. Related standard resources do not prove equivalent comprehension.,,EVIDENCE_ONLY_CONTEXT,false,5feb27419f870aec5034325a4ce5bea68c766a60a2a0096cd2c0038fd7a6e50e
regional:AFRICA_EMPIRICAL_NEED_INPUTS:rn-Latn-BI:040,AFRICA_EMPIRICAL_NEED_INPUTS,rn-Latn-BI,edition-target:lang:rn-Latn-BI,REGIONAL_EMPIRICAL_STRATUM,territorial_exposure_ceiling,persons,,,12332788,"Preliminary 2024 census total for all Burundi residents; territorial upper exposure ceiling, not a Kirundi literacy count.",2024,Burundi,Latin,BI_IICBA_2026;BI_INSBU_CENSUS_2024;BI_UIL_LITERACY;WB_WDI_COMPLETION_2026;WB_WDI_INTERNET_2026;WB_WDI_ELECTRICITY_2026;UNICEF_LP_OFFLINE;WMF_WIKI_STATS_20260901;WMF_TERMS,https://www.iicba.unesco.org/en/burundi-language-and-insecurity-are-behind-low-and-declining-learning-outcomes;https://www.insbu.bi/resultatRGPHAE2024;https://www.uil.unesco.org/en/litbase/national-literacy-programme-burundi;https://data.worldbank.org/indicator/SE.PRM.CMPT.ZS;https://data.worldbank.org/indicator/IT.NET.USER.ZS;https://data.worldbank.org/indicator/EG.ELC.ACCS.ZS;https://www.unicef.org/learningpassport/offline-learning;https://commons.wikimedia.org/wiki/Data:Wikipedia_statistics/data.tab?action=raw;https://foundation.wikimedia.org/wiki/Policy:Terms_of_Use,"BI_IICBA_2026: Kirundi early grades; French shift grade 4 mathematics/grade 5 other subjects; Grade 6 global-threshold shares; BI_INSBU_CENSUS_2024: Population total: 12,332,788; BI_UIL_LITERACY: Implementation: instruction in mother tongue, notably Kirundi; WB_WDI_COMPLETION_2026: BI/SE.PRM.CMPT.ZS=47.6 (2020); WB_WDI_INTERNET_2026: BI/IT.NET.USER.ZS=8.6 (2024); WB_WDI_ELECTRICITY_2026: BI/EG.ELC.ACCS.ZS=20.1 (2024); UNICEF_LP_OFFLINE: Hub/learner-device and physical-sync ('sneakernet') concepts; WMF_WIKI_STATS_20260901: Rows for named *.wikipedia sites; articles column; retrieved 2026-09-01; table license CC0-1.0; WMF_TERMS: Section 7: Licensing of Content","Territorial ceiling only. Student spoken-language prevalence, adult literacy programming and Grade 6 outcomes have different universes and must not be multiplied together.",,ATTACHED_TO_EXISTING_EDITION,false,3687b4cc4f5e072c06945cf68a1239df6c920af7b143201fff0904a96c56afca
regional:AFRICA_EMPIRICAL_NEED_INPUTS:rw-Latn-RW:041,AFRICA_EMPIRICAL_NEED_INPUTS,rw-Latn-RW,edition-target:lang:rw-Latn-RW,REGIONAL_EMPIRICAL_STRATUM,census_rounded_language_literacy_interval,persons,6486597,6490743,6494888,"Persons age 15+ able to read, write and understand Kinyarwanda, derived from denominator 8,289,582 and the published 78.3%; conservative one-decimal rounding interval.",2022,Rwanda,Latin,RW_EDUCATION_LAW_2021;RW_NISR_EDUCATION_2022;UNICEF_LANGUAGE_LEARNING_2016;WB_WDI_COMPLETION_2026;WB_WDI_INTERNET_2026;WB_WDI_ELECTRICITY_2026;UNICEF_LP_OFFLINE;WMF_WIKI_STATS_20260901;WMF_TERMS,https://rwandalii.org/akn/rw/act/law/2021/10/eng%402021-02-18;https://www.statistics.gov.rw/sites/default/files/documents/2025-02/Education.pdf;https://www.unicef.org/esa/sites/unicef.org.esa/files/2018-09/UNICEF-2016-Language-and-Learning-FullReport.pdf;https://data.worldbank.org/indicator/SE.PRM.CMPT.ZS;https://data.worldbank.org/indicator/IT.NET.USER.ZS;https://data.worldbank.org/indicator/EG.ELC.ACCS.ZS;https://www.unicef.org/learningpassport/offline-learning;https://commons.wikimedia.org/wiki/Data:Wikipedia_statistics/data.tab?action=raw;https://foundation.wikimedia.org/wiki/Policy:Terms_of_Use,"RW_EDUCATION_LAW_2021: Article 20; RW_NISR_EDUCATION_2022: Table 7.7: age 15+ language literacy; Kinyarwanda 78.3%, English 21.2%, French 8.2%, Swahili 4.0%; definition requires reading, writing and understanding; UNICEF_LANGUAGE_LEARNING_2016: Country reviews: Burundi pp.34-37; Eritrea pp.40-43; Ethiopia pp.44-47; Kenya pp.48-49; Madagascar pp.54-55; Rwanda pp.66-69; Somalia pp.71-73; South Africa pp.76-80; South Sudan pp.81-85; Tanzania pp.87-90; Uganda pp.91-94; WB_WDI_COMPLETION_2026: RW/SE.PRM.CMPT.ZS=66.8 (2024); WB_WDI_INTERNET_2026: RW/IT.NET.USER.ZS=31.7 (2024); WB_WDI_ELECTRICITY_2026: RW/EG.ELC.ACCS.ZS=72 (2024); UNICEF_LP_OFFLINE: Hub/learner-device and physical-sync ('sneakernet') concepts; WMF_WIKI_STATS_20260901: Rows for named *.wikipedia sites; articles column; retrieved 2026-09-01; table license CC0-1.0; WMF_TERMS: Section 7: Licensing of Content",Low/base/high arise only from published percentage rounding. Multilingual categories are non-additive and the measure does not establish current learner exposure.,,ATTACHED_TO_EXISTING_EDITION,false,24950d3ea67da4bbfff7268b194d510f0292c1b6315fdc07e6db37ed71519cb8
regional:AFRICA_EMPIRICAL_NEED_INPUTS:shi-oral-MA:042,AFRICA_EMPIRICAL_NEED_INPUTS,shi-oral-MA,,REGIONAL_EMPIRICAL_STRATUM,census_local_language_use_count,persons,,4704398,,Persons reporting Tachelhit among locally used languages in RGPH 2014 Table E18; multiple responses permitted.,2014,Morocco,Oral/local-use construct; script delivery unresolved,MA_HCP_RGPH2014;MA_HCP_AMAZIGH_2024;MA_IRCAM_TIFAWIN;MA_IRCAM_MOOC;UNICODE_TIFINAGH;WB_WDI_COMPLETION_2026;WB_WDI_INTERNET_2026;WB_WDI_ELECTRICITY_2026;UNICEF_LP_OFFLINE;WMF_WIKI_STATS_20260901;WMF_TERMS,https://www.hcp.ma/file/230026/;https://www.hcp.ma/file/242745/;https://www.ircam.ma/fr/node/325;https://www.ircam.ma/fr/%C3%A9v%C3%A8nement/Coup_d%27envoi_officiel_des_cours_d%27enseignement_%C3%A0_distance_de_la_langue_amazighe_%3A_MOOC-IRCAM;https://www.unicode.org/notes/tn59/tn59-1.html;https://data.worldbank.org/indicator/SE.PRM.CMPT.ZS;https://data.worldbank.org/indicator/IT.NET.USER.ZS;https://data.worldbank.org/indicator/EG.ELC.ACCS.ZS;https://www.unicef.org/learningpassport/offline-learning;https://commons.wikimedia.org/wiki/Data:Wikipedia_statistics/data.tab?action=raw;https://foundation.wikimedia.org/wiki/Policy:Terms_of_Use,"MA_HCP_RGPH2014: Table E17 p.81: age 10+ written-language literacy including Amazigh 542,781; Table E18 p.81: local-language use counts; MA_HCP_AMAZIGH_2024: 2024 daily Amazigh use 24.8%; urban 19.9%; rural 33.3%; MA_IRCAM_TIFAWIN: Student manuals and teacher guides covering first five primary years; MA_IRCAM_MOOC: Free distance courses in northern, central and southern variants; UNICODE_TIFINAGH: IRCAM subset, modern Tuareg letters and language-specific glyph variants; WB_WDI_COMPLETION_2026: MA/SE.PRM.CMPT.ZS=106.4 (2024); WB_WDI_INTERNET_2026: MA/IT.NET.USER.ZS=91.2 (2024); WB_WDI_ELECTRICITY_2026: MA/EG.ELC.ACCS.ZS=100 (2024); UNICEF_LP_OFFLINE: Hub/learner-device and physical-sync ('sneakernet') concepts; WMF_WIKI_STATS_20260901: Rows for named *.wikipedia sites; articles column; retrieved 2026-09-01; table license CC0-1.0; WMF_TERMS: Section 7: Licensing of Content","Multiple-response oral/local use cannot be converted into a script population. shi.wikipedia is language-level reference context, not curriculum coverage.",,EVIDENCE_ONLY_CONTEXT,false,c0a553fcb76f30a32e27854b59f8c57168b0fd87e9842eaff21fbbb349235ad9
regional:AFRICA_EMPIRICAL_NEED_INPUTS:shu-Arab-TD:043,AFRICA_EMPIRICAL_NEED_INPUTS,shu-Arab-TD,edition-target:lang:shu-Arab-TD,REGIONAL_EMPIRICAL_STRATUM,not_estimated_incompatible_sources,persons,,,,"No compatible exact-row person measure was verified; country, cluster, ethnicity, oral-language and script-literacy measures were not copied into this route.",,Chad,Arabic script; home variety,WB_ARABIC_2021;WB_WDI_COMPLETION_2026;WB_WDI_INTERNET_2026;WB_WDI_ELECTRICITY_2026;UNICEF_LP_OFFLINE,https://www.worldbank.org/en/region/mena/publication/advancing-arabic-language-teaching-and-learning-path-to-reducing-learning-poverty-in-the-middle-east-and-north-africa;https://data.worldbank.org/indicator/SE.PRM.CMPT.ZS;https://data.worldbank.org/indicator/IT.NET.USER.ZS;https://data.worldbank.org/indicator/EG.ELC.ACCS.ZS;https://www.unicef.org/learningpassport/offline-learning,WB_ARABIC_2021: Diglossia and formal-Arabic/home-variety discontinuity sections; WB_WDI_COMPLETION_2026: TD/SE.PRM.CMPT.ZS=41.8 (2021); WB_WDI_INTERNET_2026: TD/IT.NET.USER.ZS=12.6 (2024); WB_WDI_ELECTRICITY_2026: TD/EG.ELC.ACCS.ZS=13.4 (2024); UNICEF_LP_OFFLINE: Hub/learner-device and physical-sync ('sneakernet') concepts,"This row is unrankable on population, stage exposure, learning and supply; regional evidence is context only.",,ATTACHED_TO_EXISTING_EDITION,false,c863ce52624730237f6d5c0df4744665b2e94af3f30914a688f58a2905f5b64b
regional:AFRICA_EMPIRICAL_NEED_INPUTS:shy-Latn-DZ:044,AFRICA_EMPIRICAL_NEED_INPUTS,shy-Latn-DZ,edition-target:lang:shy-Latn-DZ,REGIONAL_EMPIRICAL_STRATUM,not_estimated_incompatible_sources,persons,,,,"No compatible exact-row person measure was verified; country, cluster, ethnicity, oral-language and script-literacy measures were not copied into this route.",,Algeria,Latin,DZ_IICBA_TAMAZIGHT;UNICODE_TIFINAGH;WB_WDI_COMPLETION_2026;WB_WDI_INTERNET_2026;WB_WDI_ELECTRICITY_2026;UNICEF_LP_OFFLINE,https://www.iicba.unesco.org/en/algerias-tamazight-policy-and-challenge-home-language-instruction-africa;https://www.unicode.org/notes/tn59/tn59-1.html;https://data.worldbank.org/indicator/SE.PRM.CMPT.ZS;https://data.worldbank.org/indicator/IT.NET.USER.ZS;https://data.worldbank.org/indicator/EG.ELC.ACCS.ZS;https://www.unicef.org/learningpassport/offline-learning,"DZ_IICBA_TAMAZIGHT: Daily Algerian Arabic; French in higher education/employment; English expanding; no unified Tamazight teacher guide/progression; UNICODE_TIFINAGH: IRCAM subset, modern Tuareg letters and language-specific glyph variants; WB_WDI_COMPLETION_2026: DZ/SE.PRM.CMPT.ZS=98.2 (2025); WB_WDI_INTERNET_2026: DZ/IT.NET.USER.ZS=77.4 (2024); WB_WDI_ELECTRICITY_2026: DZ/EG.ELC.ACCS.ZS=100 (2024); UNICEF_LP_OFFLINE: Hub/learner-device and physical-sync ('sneakernet') concepts",No exact population denominator. No compatible open general-reference edition inventory was verified. Latin and Tifinagh resources are not interchangeable.,,ATTACHED_TO_EXISTING_EDITION,false,2af2343e4d4ac29c1aff46b5676617d94d63962efa4972ef28990de81e33643f
regional:AFRICA_EMPIRICAL_NEED_INPUTS:so-Latn-ET:045,AFRICA_EMPIRICAL_NEED_INPUTS,so-Latn-ET,edition-target:lang:so-Latn-ET,REGIONAL_EMPIRICAL_STRATUM,census_mother_tongue_count,persons,,4609274,,"Persons reporting Somali as mother tongue in Ethiopia's 2007 national census, Table 3.2.",2007,Ethiopia,Latin; Ethiopian Somali route,ET_ESS_CENSUS_2007;ET_MOE_POLICY;ET_MOE_ESAA_2022;ET_WB_LP_2024;WB_WDI_COMPLETION_2026;WB_WDI_INTERNET_2026;WB_WDI_ELECTRICITY_2026;UNICEF_LP_OFFLINE;WMF_WIKI_STATS_20260901;WMF_TERMS,https://drs.ess.gov.et/bitstreams/61d74990-69a7-4f11-8e91-9234ca31d94f/download;https://www.moe.gov.et/storage/Books/Ethiopia%20Education%20and%20Training%20Policy.pdf;https://moe.gov.et/storage/Books/ESAA%202014%20EC%20%282021-22%20G.C%29%20Final.pdf;https://documents1.worldbank.org/curated/en/099062624135522075/pdf/P1792091d3bd9308519cdf1354887c45a1d.pdf;https://data.worldbank.org/indicator/SE.PRM.CMPT.ZS;https://data.worldbank.org/indicator/IT.NET.USER.ZS;https://data.worldbank.org/indicator/EG.ELC.ACCS.ZS;https://www.unicef.org/learningpassport/offline-learning;https://commons.wikimedia.org/wiki/Data:Wikipedia_statistics/data.tab?action=raw;https://foundation.wikimedia.org/wiki/Policy:Terms_of_Use,"ET_ESS_CENSUS_2007: Table 3.2: population by mother tongue; ET_MOE_POLICY: Sections 3.5.1-3.5.7; ET_MOE_ESAA_2022: Textbook section and regional/language-related pupil-textbook ratios; ET_WB_LP_2024: p.1: learning poverty 90%, learning deprivation 89%, schooling deprivation 14.8%; WB_WDI_COMPLETION_2026: ET/SE.PRM.CMPT.ZS=54.4 (2024); WB_WDI_INTERNET_2026: ET/IT.NET.USER.ZS=21.9 (2024); WB_WDI_ELECTRICITY_2026: ET/EG.ELC.ACCS.ZS=56.6 (2024); UNICEF_LP_OFFLINE: Hub/learner-device and physical-sync ('sneakernet') concepts; WMF_WIKI_STATS_20260901: Rows for named *.wikipedia sites; articles column; retrieved 2026-09-01; table license CC0-1.0; WMF_TERMS: Section 7: Licensing of Content","The 2007 count is exact for mother tongue but dated. It cannot be combined with Somalia's territorial estimate, and so.wikipedia is a cross-territory edition.",,ATTACHED_TO_EXISTING_EDITION,false,1a23040a5f450883b0fe6ddaec9dd4d53cafeeff6bc95f9ebf95ac7d257a69f4
regional:AFRICA_EMPIRICAL_NEED_INPUTS:so-Latn-SO:046,AFRICA_EMPIRICAL_NEED_INPUTS,so-Latn-SO,edition-target:lang:so-Latn-SO:variety:standard-somali-maxaa,REGIONAL_EMPIRICAL_STRATUM,territorial_exposure_ceiling,persons,,,12316895,"2014 Population Estimation Survey estimate for all Somalia residents; an upper exposure ceiling, not a Somali-language or literacy count.",2014,Somalia,Latin; Somalia national route,SO_UNFPA_PESS_2014;UNICEF_LANGUAGE_LEARNING_2016;SO_UNESCO_RADIO_2024;WB_WDI_COMPLETION_2026;WB_WDI_INTERNET_2026;WB_WDI_ELECTRICITY_2026;UNICEF_LP_OFFLINE;WMF_WIKI_STATS_20260901;WMF_TERMS,https://somalia.unfpa.org/sites/default/files/pub-pdf/Population-Estimation-Survey-of-Somalia-PESS-2013-2014.pdf;https://www.unicef.org/esa/sites/unicef.org.esa/files/2018-09/UNICEF-2016-Language-and-Learning-FullReport.pdf;https://www.unesco.org/en/articles/somalia-celebrates-world-radio-day-2024;https://data.worldbank.org/indicator/SE.PRM.CMPT.ZS;https://data.worldbank.org/indicator/IT.NET.USER.ZS;https://data.worldbank.org/indicator/EG.ELC.ACCS.ZS;https://www.unicef.org/learningpassport/offline-learning;https://commons.wikimedia.org/wiki/Data:Wikipedia_statistics/data.tab?action=raw;https://foundation.wikimedia.org/wiki/Policy:Terms_of_Use,"SO_UNFPA_PESS_2014: p.22: estimated population 12,316,895 and settlement categories; UNICEF_LANGUAGE_LEARNING_2016: Country reviews: Burundi pp.34-37; Eritrea pp.40-43; Ethiopia pp.44-47; Kenya pp.48-49; Madagascar pp.54-55; Rwanda pp.66-69; Somalia pp.71-73; South Africa pp.76-80; South Sudan pp.81-85; Tanzania pp.87-90; Uganda pp.91-94; SO_UNESCO_RADIO_2024: Radio reach and oral/low-print context; WB_WDI_COMPLETION_2026: SO/SE.PRM.CMPT.ZS, no non-null observation retrieved; WB_WDI_INTERNET_2026: SO/IT.NET.USER.ZS=27.9 (2024); WB_WDI_ELECTRICITY_2026: SO/EG.ELC.ACCS.ZS=54.4 (2024); UNICEF_LP_OFFLINE: Hub/learner-device and physical-sync ('sneakernet') concepts; WMF_WIKI_STATS_20260901: Rows for named *.wikipedia sites; articles column; retrieved 2026-09-01; table license CC0-1.0; WMF_TERMS: Section 7: Licensing of Content","Territorial ceiling only; federal-member-state and private-system routes are nonuniform. Somali Wikipedia is global language context, not Somalia-localized curriculum supply.",,ATTACHED_TO_EXISTING_EDITION,false,2700eed71bb0ef2f8be3a7a41eabe8140cccdac9f4ed652819ee88e0c68b7bf2
regional:AFRICA_EMPIRICAL_NEED_INPUTS:swc-Latn-CD-Ituri:047,AFRICA_EMPIRICAL_NEED_INPUTS,swc-Latn-CD-Ituri,,REGIONAL_EMPIRICAL_STRATUM,not_estimated_incompatible_sources,persons,,,,"No compatible exact-row person measure was verified; country, cluster, ethnicity, oral-language and script-literacy measures were not copied into this route.",,"Ituri-area education markets, Democratic Republic of the Congo",Latin; localized Congo Swahili route,UNESCO_KISWAHILI;DRC_UIL_LITERACY;WB_WDI_COMPLETION_2026;WB_WDI_INTERNET_2026;WB_WDI_ELECTRICITY_2026;UNICEF_LP_OFFLINE;WMF_WIKI_STATS_20260901;WMF_TERMS,https://www.unesco.org/en/days/kiswahili-language?hub=71635;https://www.uil.unesco.org/en/litbase/congo-literacy-project-democratic-republic-congo;https://data.worldbank.org/indicator/SE.PRM.CMPT.ZS;https://data.worldbank.org/indicator/IT.NET.USER.ZS;https://data.worldbank.org/indicator/EG.ELC.ACCS.ZS;https://www.unicef.org/learningpassport/offline-learning;https://commons.wikimedia.org/wiki/Data:Wikipedia_statistics/data.tab?action=raw;https://foundation.wikimedia.org/wiki/Policy:Terms_of_Use,UNESCO_KISWAHILI: Overview statement: more than 200 million users; DRC_UIL_LITERACY: Language context and national-language implementation sections; WB_WDI_COMPLETION_2026: CD/SE.PRM.CMPT.ZS=75.7 (2023); WB_WDI_INTERNET_2026: CD/IT.NET.USER.ZS=19.7 (2024); WB_WDI_ELECTRICITY_2026: CD/EG.ELC.ACCS.ZS=22.5 (2024); UNICEF_LP_OFFLINE: Hub/learner-device and physical-sync ('sneakernet') concepts; WMF_WIKI_STATS_20260901: Rows for named *.wikipedia sites; articles column; retrieved 2026-09-01; table license CC0-1.0; WMF_TERMS: Section 7: Licensing of Content,"Katanga, Kivu and Ituri routes are retained separately because vocabulary, orthography and delivery localization may differ. The sw.wikipedia count is only broad Kiswahili-edition context and is not a Congo Swahili inventory.",,EVIDENCE_ONLY_CONTEXT,false,8f90eaf94d83ac629cc817f96ab890181a734f648bd537ed8c36403a155a64e5
