edition_target_id,edition_key,target_kind,canonical_target_id,regional_stratum_id,language_tags,language_variety_names,scripts_orthographies,territories_communities,language_mode,exactness,effective_order_l_target,disposition,evidence_identity_count,row_sha256
edition-target:lang:rhg-Rohg,lang:rhg-Rohg,canonical_language_edition,lang:rhg-Rohg,,rhg-Rohg,Rohingya,Hanifi Rohingya script; language/locale metadata required,Rohingya communities inside Myanmar and refugee/asylum-seeker communities abroad,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,2f97e570377071b29012a3c73c02c5cf1934762231d30a2ccacc32d2268d2f56
edition-target:lang:rhg-Rohg-BD,lang:rhg-Rohg-BD,canonical_language_edition,lang:rhg-Rohg-BD,,rhg-Rohg-BD,Rohingya,Hanifi Rohingya,Bangladesh and Myanmar displacement contexts,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,245cc6af8d91e832dade9b828374c247bda5fbfa58a24ad45acd98bd6f751403
edition-target:lang:rif-Latn-MA,lang:rif-Latn-MA,canonical_language_edition,lang:rif-Latn-MA,,rif-Latn-MA,Tarifit,Latin tertiary/search companion,Morocco,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,86378e6cebe4e512c2d8fcf2641d4562c7c190db2833986e56a939f82ef2a90a
edition-target:lang:rif-Tfng-MA,lang:rif-Tfng-MA,canonical_language_edition,lang:rif-Tfng-MA,,rif-Tfng-MA,Tarifit,Neo-Tifinagh learner/practical orthography,Morocco,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,dcf1f771c29adbdf67e22c44aa6b96d708190b0d893a6fe58ba39748ef9e2a49
edition-target:lang:rkh-Latn-CK,lang:rkh-Latn-CK,canonical_language_edition,lang:rkh-Latn-CK,,rkh-Latn-CK,Manihiki-Rakahanga,Manihiki-Rakahanga Latin orthography,Cook Islands; Manihiki-Rakahanga community,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,363e4a307703c4453e5953d78163edbf6e43c81968e934a21e886f21e9461505
edition-target:lang:rki-Mymr-MM,lang:rki-Mymr-MM,canonical_language_edition,lang:rki-Mymr-MM,,rki-Mymr-MM,Rakhine / Arakanese,Myanmar script; Rakhine locale and vocabulary,Rakhine State and displaced Rakhine communities,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,809c6582e2e483c8e100e2863843952faa2ec00baaf91e8f12f9354bd27d9434
edition-target:lang:rn-Latn-BI,lang:rn-Latn-BI,canonical_language_edition,lang:rn-Latn-BI,,rn-Latn-BI,Standard Kirundi,Latin; Burundi standard,Burundi,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,2,ad7926f89e3d6168009f2247f017e6078d2fc14cca0ed3fd10b9d73e97e4cc85
edition-target:lang:rn-Latn-CD,lang:rn-Latn-CD,canonical_language_edition,lang:rn-Latn-CD,,rn-Latn-CD,Kirundi,Latin; DRC refugee-context terminology,DRC refugee communities,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,e6b0de5668a1a17eeee4fa8b56518b4862830077eb1fcfe8f65b229315d014f9
edition-target:lang:rn-Latn-TZ,lang:rn-Latn-TZ,canonical_language_edition,lang:rn-Latn-TZ,,rn-Latn-TZ,Kirundi,Latin; Tanzania refugee-context terminology,Tanzania refugee communities,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,d85d71417672917c39bd5fc2544bf579be82346025efdda547c74dec13b4c4f8
edition-target:lang:ro-Latn-RO,lang:ro-Latn-RO,sentinel_exact_edition,,,ro-Latn-RO,Romanian,Latin,Romania,written_or_multimodal,exact_sentinel_target,true,GLOBAL_SENTINEL_EXACT_TARGET_NO_POPULATION_INFERENCE,0,ed4da103cd9f79818587755e18ddece0ad0b0ff1aad05690064a98f06770b16d
edition-target:lang:rom-Latn-150,lang:rom-Latn-150,canonical_language_edition,lang:rom-Latn-150,,rom-Latn-150,Romani varieties,Latin and community orthographies,Europe and diaspora,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,6fcfb5724151fb74811038a064b404689a69a88df1690d81807b27b70100edd0
edition-target:lang:rop-Latn-AU,lang:rop-Latn-AU,canonical_language_edition,lang:rop-Latn-AU,,rop-Latn-AU,Australian Kriol,Australian Kriol Latin orthography,Australia; Kriol-speaking communities,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,2,67521acb0cc0d0aeb66dfd9582cb6f43be917a3285dd317c961943aa2e322e76
edition-target:lang:rsl-RU,lang:rsl-RU,canonical_language_edition,lang:rsl-RU,,rsl-RU,Russian Sign Language,Visual-manual; no ordinary script,Russia and post-Soviet communities,signed,exact,true,CANONICAL_V2_EDITION,0,9dd49fda4ed8ef48ad540bbbe55d4179c5a7c139937751476585cde70a678c47
edition-target:lang:rsn-RW,lang:rsn-RW,canonical_language_edition,lang:rsn-RW,,rsn-RW,Rwandan Sign Language,,Rwanda,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,f600a32fd8d7b52a8c9bf7a0f65631c1a8f37c62317523a43830f3f512efda91
edition-target:lang:rtm-Latn-FJ,lang:rtm-Latn-FJ,canonical_language_edition,lang:rtm-Latn-FJ,,rtm-Latn-FJ,Rotuman,Rotuman Latin orthography,Fiji; relevant language community,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,43c861ce18c1160c45b1d5ec2c10315e2fe29ee17228de30d5120b5e0f1a7eaa
edition-target:lang:ru-Cyrl-001,lang:ru-Cyrl-001,canonical_language_edition,lang:ru-Cyrl-001,,ru-Cyrl-001,Russian,Cyrillic,Worldwide,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,2,f9486792962639841f0adcf5d0ebde1b2ee192e4641f4bea99cf41efa4b91858
edition-target:lang:ru-Cyrl-RU,lang:ru-Cyrl-RU,canonical_language_edition,lang:ru-Cyrl-RU,,ru-Cyrl-RU,Russian — Russian Federation,Cyrillic,Russian Federation,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,5,b25721edd209b914a7e91ff08f3391cc2670dd62932e39d1a62ef036334c2f06
edition-target:lang:rw-Latn,lang:rw-Latn,canonical_language_edition,lang:rw-Latn,,rw-Latn,Kinyarwanda,Latin; plain-language refugee/diaspora terminology,Regional refugee and diaspora communities,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,be2d0f3be24bc8f730dd900c64d9fc23e4272a1d03663fa036149acd57956645
edition-target:lang:rw-Latn-RW,lang:rw-Latn-RW,canonical_language_edition,lang:rw-Latn-RW,,rw-Latn-RW,Standard Kinyarwanda,Latin; Rwanda national standard,Rwanda,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,2,ddb9b5f028f3c29e6e800107e6359b1828175eb7464f45772bea895854c40a75
edition-target:lang:sab-PA,lang:sab-PA,canonical_language_edition,lang:sab-PA,,sab-PA,Buglere,Latin; community-approved Buglere orthography,Panama; relevant comarca and urban communities,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,be7d8969a7af6e891d60a603ece360dd7d137b2207a07908d4735622ef1860d9
edition-target:lang:sad-Latn-TZ,lang:sad-Latn-TZ,canonical_language_edition,lang:sad-Latn-TZ,,sad-Latn-TZ,Sandawe,Latin; community orthography,Tanzania,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,f8a8e6c2d1efb64f02604819bbe5ed517b6c278c5260075f4fb56873b438c33b
edition-target:lang:sap-PY,lang:sap-PY,canonical_language_edition,lang:sap-PY,,sap-PY,Sanapaná,Latin; community-approved Sanapaná orthography,Paraguay; Sanapaná people,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,f08668f32d47ee72f2987495993241f01dd2f03061502778e215a90fbe90da0a
edition-target:lang:saq-Latn-KE,lang:saq-Latn-KE,canonical_language_edition,lang:saq-Latn-KE,,saq-Latn-KE,Samburu,Latin; Kenya standard,Kenya,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,6985ab8881fb6bea9f5abf63a61ce20158af3eaa3c650289c0a05837f2405b84
edition-target:lang:sas-Latn-ID,lang:sas-Latn-ID,canonical_language_edition,lang:sas-Latn-ID,,sas-Latn-ID,Sasak,Latin; locale-tagged varieties,"Lombok, Indonesia; Sasak communities",written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,d3340ccba21d2b6bfa8f985756ab448df45a1e5314dc036b1f854a97f859d2de
edition-target:lang:sat-Beng-IN,lang:sat-Beng-IN,canonical_language_edition,lang:sat-Beng-IN,,sat-Beng-IN,Santali,Bengali script,India; Santali learners schooled through Bengali script,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,f5f2ce5c70d905264c07f3bf22d219afecc75dd08571f6ca41944be7aeb9c71a
edition-target:lang:sat-Deva-IN,lang:sat-Deva-IN,canonical_language_edition,lang:sat-Deva-IN,,sat-Deva-IN,Santali,Devanagari,India; Santali learners schooled through Devanagari,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,a0716c7fb74b44a5449d11f541bd4549c352259a1dc290d083056d0bc531989d
edition-target:lang:sat-Olck-IN,lang:sat-Olck-IN,canonical_language_edition,lang:sat-Olck-IN,,sat-Olck-IN,Santali,Ol Chiki,India; Santali-speaking communities,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,51cbfee1a5ad2797365581203454af2367c8561c877bdb25542cf04443bcccb4
edition-target:lang:sat-Orya-IN,lang:sat-Orya-IN,canonical_language_edition,lang:sat-Orya-IN,,sat-Orya-IN,Santali,Odia script,India; Santali learners schooled through Odia script,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,1ccb58f5da24eda5be4c84acba73d22661c0a63e476727813abdad6f8de667f1
edition-target:lang:sd-Arab-PK,lang:sd-Arab-PK,canonical_language_edition,lang:sd-Arab-PK,,sd-Arab-PK,Sindhi (Pakistan standard),Sindhi Arabic-derived right-to-left,Pakistan; especially Sindh,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,abc5cbf7c6867f58fd722a879403b11efbf81c1d1a7b6ff02477a36bfd383d4b
edition-target:lang:se-Latn-001,lang:se-Latn-001,canonical_language_edition,lang:se-Latn-001,,se-Latn-001,Sami languages,Latin,"Sapmi across Norway, Sweden, Finland and Russia",written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,093af41287f0f86a66fce937c047c569276e816e83f1bfb5b529bb891c06de7a
edition-target:lang:sea-Latn-MY,lang:sea-Latn-MY,canonical_language_edition,lang:sea-Latn-MY,,sea-Latn-MY,Semai,Locale-confirmed Latin orthography,Peninsular Malaysia; Semai communities,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,9a2f44c1057750c745cbc860d0ac5beb8bb52ea2cf2e61fb61e543b94be6c0fb
edition-target:lang:seh-Latn-MZ,lang:seh-Latn-MZ,canonical_language_edition,lang:seh-Latn-MZ,,seh-Latn-MZ,Sena,Latin; Mozambique standard,Mozambique,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,91a855c56d9eb9464e1861f624e0ec8340d42621a9dadadb5f321cdbea4bd07e
edition-target:lang:sel-RU,lang:sel-RU,canonical_language_edition,lang:sel-RU,,sel-RU,Selkup — exact local variety required,Cyrillic; exact Selkup — exact local variety required standard/local variety required,Russian Arctic and sub-Arctic; Selkup — exact local variety required communities,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,4b6bd39e9bbf34a9abe6f2856d34d611950e8a857c5d4d041ea53e34d41a2173
edition-target:lang:ses-Latn-ML,lang:ses-Latn-ML,canonical_language_edition,lang:ses-Latn-ML,,ses-Latn-ML,Koyraboro Senni,Latin; Mali standard,Mali,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,923f708ba8deed1d8aed55201a87a8ba573f542809c082c1a17df628a1d9a6e3
edition-target:lang:sfs-ZA,lang:sfs-ZA,canonical_language_edition,lang:sfs-ZA,,sfs-ZA,South African Sign Language,Visual-manual; no ordinary script,South Africa,signed,exact,true,CANONICAL_V2_EDITION,0,7b46f96c3e2e1990e9c35a999c71320ba450f206d5443824e604d7064edc456d
edition-target:lang:sg-Latn-CF,lang:sg-Latn-CF,canonical_language_edition,lang:sg-Latn-CF,,sg-Latn-CF,Sango,Latin; Central African Republic standard,Central African Republic,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,e8339e9814d510b5b753bfd4cbe05b197c63550fbe6b20250f4da7e6b1b70108
edition-target:lang:shb-BR,lang:shb-BR,canonical_language_edition,lang:shb-BR,,shb-BR,Ninam / Yanam,Latin; community-approved Ninam / Yanam orthography,Brazil; Ninam / Yanam communities,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,b2c7b421535fc7895ea4b073bc9f36a81c582bcf1d8705a0ed9528bfb46f9d04
edition-target:lang:shb-VE,lang:shb-VE,canonical_language_edition,lang:shb-VE,,shb-VE,Ninam / Yanam,Latin; community-approved Ninam / Yanam orthography,Venezuela; Ninam / Yanam communities,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,f9657639db2655333d6dce11dd44d77ccb577c48b175584db7820d328a1ff242
edition-target:lang:shi-Latn-MA,lang:shi-Latn-MA,canonical_language_edition,lang:shi-Latn-MA,,shi-Latn-MA,Tachelhit,Latin tertiary/search companion,Morocco,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,b51d6bac045aaee65fca478b1100e84346bba00685acb233d54a171c76c94eae
edition-target:lang:shi-Tfng-MA,lang:shi-Tfng-MA,canonical_language_edition,lang:shi-Tfng-MA,,shi-Tfng-MA,Tachelhit,Neo-Tifinagh learner/practical orthography,Morocco,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,40d81874075a717a516a7df62cb67694011227dec9794fb51456564e79903b3d
edition-target:lang:shn-Mymr-MM,lang:shn-Mymr-MM,canonical_language_edition,lang:shn-Mymr-MM,,shn-Mymr-MM,Shan,Shan orthography in Myanmar-derived script; transliteration only as tagged aid,Myanmar; Shan-speaking communities,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,d0e7b6983fd33919ab5fa88aeb52c4861ef1ab8056c884378e1b79ad55048a3c
edition-target:lang:shp-PE,lang:shp-PE,canonical_language_edition,lang:shp-PE,,shp-PE,Shipibo-Konibo,Official Latin Shipibo-Konibo alphabet,Peru; Shipibo-Konibo communities,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,d9fc737d4b4969b50b55c5cb231474d86a7da93cc87f0029ef9882b7665dcbd0
edition-target:lang:shr-Latn-CD,lang:shr-Latn-CD,canonical_language_edition,lang:shr-Latn-CD,,shr-Latn-CD,Shi,Latin; DRC standard,DRC,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,d56c24966de2b96b84b42ecd02e92d9fb53101c8f83e18e466045eb06f0a77ef
edition-target:lang:shu-Arab-TD,lang:shu-Arab-TD,canonical_language_edition,lang:shu-Arab-TD,,shu-Arab-TD,Chadian Arabic,Arabic; graded-vowel support in paired Modern Standard Arabic,TD,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,2,1812965e73fbec36432f912e25e7f06a11afbb54d9fe921ea14b8c1403fdd6fc
edition-target:lang:shu-Latn-TD,lang:shu-Latn-TD,canonical_language_edition,lang:shu-Latn-TD,,shu-Latn-TD,Chadian Arabic,"Latin romanization; optional learner/search aid, never the only edition",TD,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,f19f9dfaffed49a369b6df7609c8056ae3622e320cb5dc6947e0fa44155d73ad
edition-target:lang:shy-Latn-DZ,lang:shy-Latn-DZ,canonical_language_edition,lang:shy-Latn-DZ,,shy-Latn-DZ,Chaoui/Shawiya,Latin; community orthography,"Algeria, Aurès",written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,1f171d944ac8576b1fc4cab192b54ce58970107709393908a34087fc6a00464f
edition-target:lang:si-Sinh-LK,lang:si-Sinh-LK,canonical_language_edition,lang:si-Sinh-LK,,si-Sinh-LK,Sinhala,Sinhala script,Sri Lanka; Sinhalese communities,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,8aab3192fbf5e75f119e06a88051d39592a5ab52bd6f1b7f798c3257e68b9d33
edition-target:lang:sid-Latn-ET,lang:sid-Latn-ET,canonical_language_edition,lang:sid-Latn-ET,,sid-Latn-ET,Sidama,Latin; Ethiopia educational orthography,Ethiopia,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,380a5c0b200f2603496eae7a78edcefedcb6ed65a1db2fff0fd96b15cdaab3c3
edition-target:lang:siz-Latn-EG,lang:siz-Latn-EG,canonical_language_edition,lang:siz-Latn-EG,,siz-Latn-EG,Siwi,Latin; community orthography,"Egypt, Siwa",written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,35ffb4ff92d73ba535430ec3409d2bf72a4ff145c04a447198e3e55a1231774a
edition-target:lang:sjd,lang:sjd,canonical_language_edition,lang:sjd,,sjd,Kildin Sámi,Cyrillic Kildin Sámi orthography,Sápmi; Kildin Sámi communities in relevant national jurisdictions,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,d0b6f822f089540b7e8ef35b446f3185eb0a2b91bfe361ba8d08a30f41d87cde
edition-target:lang:sje,lang:sje,canonical_language_edition,lang:sje,,sje,Pite Sámi,Latin Pite Sámi orthography approved in Sweden in 2019,Sápmi; Pite Sámi communities in relevant national jurisdictions,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,8f37ae1c2d7f1fd9b2874734db816bcc1e71287816ea63fc70b7cd89abd11e45
edition-target:lang:sju,lang:sju,canonical_language_edition,lang:sju,,sju,Ume Sámi,Latin Ume Sámi orthography approved in Sweden in 2016,Sápmi; Ume Sámi communities in relevant national jurisdictions,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,fb9f50e07903ab246cafd040fed90134a6005b8e366a3a93b57179ad6d4d4adb
edition-target:lang:sk-Latn-SK,lang:sk-Latn-SK,sentinel_exact_edition,,,sk-Latn-SK,Slovak,Latin,Slovakia,written_or_multimodal,exact_sentinel_target,true,GLOBAL_SENTINEL_EXACT_TARGET_NO_POPULATION_INFERENCE,0,5f21e9bf7316f53fd30a65bcdc4418c3d9f81cc3c24881edce426da25eea4dd1
edition-target:lang:skg-Latn-MG,lang:skg-Latn-MG,canonical_language_edition,lang:skg-Latn-MG,,skg-Latn-MG,Sakalava Malagasy,Latin; Sakalava scaffold;Sakalava Latin orthography,"Madagascar, Sakalava communities;Madagascar; Sakalava Malagasy learners",written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,d004d39ba7fc5c202c00b46737d288c06a580767a27ea33157af54e15d7781f6
edition-target:lang:skr-Arab-PK,lang:skr-Arab-PK,canonical_language_edition,lang:skr-Arab-PK,,skr-Arab-PK,Saraiki,Saraiki Perso-Arabic right-to-left,Pakistan; especially South Punjab,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,eddf3dabec981acdcc83110d6035c5bc3d3e948698bf8805957566234ced24f9
edition-target:lang:sm-Latn-AS,lang:sm-Latn-AS,canonical_language_edition,lang:sm-Latn-AS,,sm-Latn-AS,Samoan,Samoan Latin orthography with macrons and ʻokina,American Samoa; Samoan home-language households,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,f83502f8c371c6e351db0711c9884a5981b2422fb2bc8669acafb4d7b392624b
edition-target:lang:sm-Latn-WS,lang:sm-Latn-WS,canonical_language_edition,lang:sm-Latn-WS,,sm-Latn-WS,Samoan,Samoan Latin orthography with macrons and ʻokina,Samoa; Samoan-language learners,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,f5e8283d143038e5da0935eff50a7eccc68026270a6d5e3c3d34b6b1eb0dedcd
edition-target:lang:sma,lang:sma,canonical_language_edition,lang:sma,,sma,South Sámi,Latin South Sámi orthography with country conventions,Sápmi; South Sámi communities in relevant national jurisdictions,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,0d528f2c39e6989ae000fc4d560db21fe0696e9a634d19711e31d35ba08a3386
edition-target:lang:sme,lang:sme,canonical_language_edition,lang:sme,,sme,North Sámi,Latin common Nordic orthography with á č đ ŋ š ŧ ž,Sápmi; North Sámi communities in relevant national jurisdictions,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,1008f6bba79f7ef2550a2135a3e1b455c3058cf3ffbd268460fd3b622f4520c2
edition-target:lang:smj,lang:smj,canonical_language_edition,lang:smj,,smj,Lule Sámi,Latin; Norwegian æ/ø or Swedish ä/ö country conventions,Sápmi; Lule Sámi communities in relevant national jurisdictions,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,5e42cedee9cb2c9fea2a0c2f9c625294a65675c9ea9b5d144c694003d6460feb
edition-target:lang:smn,lang:smn,canonical_language_edition,lang:smn,,smn,Inari Sámi,Latin Inari Sámi orthography,Sápmi; Inari Sámi communities in relevant national jurisdictions,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,4354541545967cc90485561c2bc6c39d1916268068f54f23a71c0cd5dc7ff5cb
edition-target:lang:sms,lang:sms,canonical_language_edition,lang:sms,,sms,Skolt Sámi,Latin Skolt Sámi orthography with its special characters,Sápmi; Skolt Sámi communities in relevant national jurisdictions,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,df42e035bd77ff5e51b8ed0ec6989956589c19030ca0c038f7b62873fdbb065d
edition-target:lang:sn-Latn-ZA,lang:sn-Latn-ZA,canonical_language_edition,lang:sn-Latn-ZA,,sn-Latn-ZA,Shona,Latin; South Africa migrant-service terminology,South Africa,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,ebe7e4d67c2a35933c56853476b2901ac553310f969b7a7d5b0291cb7acddd3b
edition-target:lang:sn-Latn-ZW,lang:sn-Latn-ZW,sentinel_exact_edition,,,sn-Latn-ZW,Shona,Latin,Zimbabwe,written_or_multimodal,exact_sentinel_target,true,GLOBAL_SENTINEL_EXACT_TARGET_NO_POPULATION_INFERENCE,0,85bc64dbfe154d60a053515d243a3fd89a96036a0ed6e5baf1131b855db4a005
edition-target:lang:sn-Latn-ZW:variety:karanga-shona,lang:sn-Latn-ZW:variety:karanga-shona,canonical_language_edition,lang:sn-Latn-ZW:variety:karanga-shona,,sn-Latn-ZW,Karanga Shona,Latin; Karanga scaffold,Zimbabwe,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,b0c322d111fa2019dad36d31fa324d3541614dc457ad1d7695d987fb63854be0
edition-target:lang:sn-Latn-ZW:variety:korekore-shona,lang:sn-Latn-ZW:variety:korekore-shona,canonical_language_edition,lang:sn-Latn-ZW:variety:korekore-shona,,sn-Latn-ZW,Korekore Shona,Latin; Korekore scaffold,Zimbabwe,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,e707b2e6787d916ae6a1f024f0b636129c5e53088d8d924a0525682e33dbba10
edition-target:lang:sn-Latn-ZW:variety:manyika-shona,lang:sn-Latn-ZW:variety:manyika-shona,canonical_language_edition,lang:sn-Latn-ZW:variety:manyika-shona,,sn-Latn-ZW,Manyika Shona,Latin; Manyika scaffold,Zimbabwe,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,b6dd79edc7e822e0878cdccde2f6b121f3c1e054a8d212127f87bf20f7157066
edition-target:lang:sn-Latn-ZW:variety:standard-shona,lang:sn-Latn-ZW:variety:standard-shona,canonical_language_edition,lang:sn-Latn-ZW:variety:standard-shona,,sn-Latn-ZW,Standard Shona,Latin; Zimbabwe Standard Shona,Zimbabwe,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,2895103ede4e762562923386e89b9e007803051c822d1003052f8f1a885f430e
edition-target:lang:sn-Latn-ZW:variety:zezuru-shona,lang:sn-Latn-ZW:variety:zezuru-shona,canonical_language_edition,lang:sn-Latn-ZW:variety:zezuru-shona,,sn-Latn-ZW,Zezuru Shona,Latin; Zezuru scaffold,Zimbabwe,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,dcea21f6919357abed7a8e351644d272d4a65f4f10cfae8c02781a81679d5b00
edition-target:lang:snk-Latn-ML,lang:snk-Latn-ML,canonical_language_edition,lang:snk-Latn-ML,,snk-Latn-ML,Soninke,Latin; Mali standard,Mali,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,012c2852121cbdb5b89acbcfbc24439829b02edec54d4c4a1eb52c0efde46df1
edition-target:lang:snk-Latn-MR,lang:snk-Latn-MR,canonical_language_edition,lang:snk-Latn-MR,,snk-Latn-MR,Soninke,Latin; Mauritania standard,Mauritania,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,86251ab92be317b3fc1239473fbda5e99710dbf5a074a7e3138ce87c3f83eef4
edition-target:lang:so-Latn-DJ,lang:so-Latn-DJ,canonical_language_edition,lang:so-Latn-DJ,,so-Latn-DJ,Standard Somali,Latin; Djibouti terminology,Djibouti,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,4e8095b17568af0bd4cd79ddc3540f41ff06ada1ea40c45a46fbdfc00adf0ffc
edition-target:lang:so-Latn-ET,lang:so-Latn-ET,canonical_language_edition,lang:so-Latn-ET,,so-Latn-ET,Standard Somali,Latin; Ethiopia terminology,Ethiopia,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,2,87dc96d7d9b9bfc701bf508ed14298f5c740c53825b1605db701ac2b60f3588e
edition-target:lang:so-Latn-KE,lang:so-Latn-KE,canonical_language_edition,lang:so-Latn-KE,,so-Latn-KE,Standard Somali,Latin; Kenya terminology,Kenya,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,2a83ab8933b6f5203068fd8e629a807cf73cf3e836a29a1ff1d8f02033290b27
edition-target:lang:so-Latn-SO,lang:so-Latn-SO,sentinel_exact_edition,,,so-Latn-SO,Somali,Latin,Somalia and diaspora,written_or_multimodal,exact_sentinel_target,true,GLOBAL_SENTINEL_EXACT_TARGET_NO_POPULATION_INFERENCE,0,15b4d51049165af4ce89b3fb132180131185e1a84748da371ba12672b03ae8de
edition-target:lang:so-Latn-SO:variety:standard-somali-maxaa,lang:so-Latn-SO:variety:standard-somali-maxaa,canonical_language_edition,lang:so-Latn-SO:variety:standard-somali-maxaa,,so-Latn-SO,Standard Somali/Maxaa,Latin standard;Latin; Somaliland curriculum terminology,Somalia;Somaliland,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,2,5b66486985b4239642da60761205218976cff7aeba2f994d7dd25128f34f7374
edition-target:lang:so-Osma-SO,lang:so-Osma-SO,canonical_language_edition,lang:so-Osma-SO,,so-Osma-SO,Standard Somali,Osmanya; additional heritage/research edition,Somalia and Somaliland,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,10e104796770995debdcc201db8ee8ccd78e85076a5ba5bf20551c642c558fdd
edition-target:lang:sou-Thai-TH,lang:sou-Thai-TH,canonical_language_edition,lang:sou-Thai-TH,,sou-Thai-TH,Southern Thai,Thai script; locale-tag phonology and vocabulary,Southern Thailand; Southern Thai communities,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,07f68dbef420f80bd26571bfb97b99734c4cbb62891835267b2a291007682c65
edition-target:lang:sr-Cyrl-RS,lang:sr-Cyrl-RS,sentinel_exact_edition,,,sr-Cyrl-RS,Serbian — Cyrillic,Cyrillic,Serbia,written_or_multimodal,exact_sentinel_target,true,GLOBAL_SENTINEL_EXACT_TARGET_NO_POPULATION_INFERENCE,0,edb2555c1fd7b4b8e6c57a2f2b09bc94619f1194073f5d756a48f83e9192bf48
edition-target:lang:sr-Latn-RS,lang:sr-Latn-RS,sentinel_exact_edition,,,sr-Latn-RS,Serbian — Latin,Latin,Serbia,written_or_multimodal,exact_sentinel_target,true,GLOBAL_SENTINEL_EXACT_TARGET_NO_POPULATION_INFERENCE,0,138611f23482e180c1aa1df2790034c722934318235b931edc08c02e93d196f4
