prior_family,edition_target_id,model_need_proxy,rank,reference_rank,rank_change_from_reference,top100_member
reference_common,edition-target:lang:ayr-BO,183857.916000,79,77,2,true
reference_common,edition-target:lang:ayr-PE,178644.378000,80,80,0,true
reference_common,edition-target:lang:cak-GT,177014.923400,81,78,3,true
reference_common,edition-target:regional:ru-Cyrl-EE,163287.826000,82,82,0,true
reference_common,edition-target:lang:tet-Latn-TL,145132.854000,83,84,-1,true
reference_common,edition-target:lang:swh-Latn-RW,142779.639800,84,83,1,true
reference_common,edition-target:lang:mag-Deva-NP,92507.034000,85,85,0,true
reference_common,edition-target:lang:ctu-MX,87685.765216,86,88,-2,true
reference_common,edition-target:lang:mi-Latn-NZ,85967.298000,87,86,1,true
reference_common,edition-target:lang:mgm-Latn-TL,78702.756000,88,89,-1,true
reference_common,edition-target:lang:bzj-BZ,77849.035200,89,87,2,true
reference_common,edition-target:regional:nah-huasteca-hidalguense-Latn-MX,67393.919700,90,91,-1,true
reference_common,edition-target:lang:kjb-GT,66836.922000,91,90,1,true
reference_common,edition-target:lang:poh-GT,53495.748000,92,92,0,true
reference_common,edition-target:lang:nav-US,51511.827535,93,95,-2,true
reference_common,edition-target:lang:acr-GT,49983.876000,94,94,0,true
reference_common,edition-target:lang:mkz-Latn-TL,49783.680000,95,93,2,true
reference_common,edition-target:regional:nah-sierra-noreste-puebla-Latn-MX,46383.279147,96,99,-3,true
reference_common,edition-target:lang:pap-CW,46249.296000,97,97,0,true
reference_common,edition-target:lang:ixl-GT,46228.794000,98,96,2,true
reference_common,edition-target:regional:nah-huasteca-potosina-Latn-MX,45865.870651,99,100,-1,true
reference_common,edition-target:lang:pis-Latn-SB,43743.792800,100,98,2,true
reference_common,edition-target:regional:nah-mexicano-guerrero-Latn-MX,42949.380444,101,101,0,false
reference_common,edition-target:regional:chol-northwest-Latn-MX,40407.779029,102,103,-1,false
reference_common,edition-target:lang:crs-Latn-SC,37601.283800,103,102,1,false
reference_common,edition-target:lang:pap-AW,29863.832400,104,104,0,false
reference_common,edition-target:regional:tseltal-north-Latn-MX,28985.203304,105,106,-1,false
reference_common,edition-target:lang:kem-Latn-TL,27735.990000,106,105,1,false
reference_common,edition-target:regional:tsotsil-north-high-Latn-MX,26747.919328,107,109,-2,false
reference_common,edition-target:lang:bfn-Latn-TL,26003.772000,108,107,1,false
reference_common,edition-target:lang:cri-Latn-ST,25208.214000,109,108,1,false
reference_common,edition-target:regional:nah-noroeste-central-Latn-MX,24455.555271,110,112,-2,false
reference_common,edition-target:regional:tseltal-east-Latn-MX,24205.285160,111,115,-4,false
reference_common,edition-target:lang:jiv-EC,23625.540000,112,110,2,false
reference_common,edition-target:lang:cac-GT,23553.984000,113,111,2,false
reference_common,edition-target:lang:agr-PE,22746.768000,114,113,1,false
reference_common,edition-target:lang:knj-GT,22226.580000,115,114,1,false
reference_common,edition-target:regional:tsotsil-centre-Latn-MX,19659.113104,116,117,-1,false
reference_common,edition-target:lang:tkd-Latn-TL,18807.168000,117,116,1,false
reference_common,edition-target:lang:tca-BR,17713.377905,118,119,-1,false
reference_common,edition-target:lang:iku-CA,16753.350000,119,118,1,false
reference_common,edition-target:lang:iu-Cans-CA,16753.350000,120,120,0,false
reference_common,edition-target:regional:eu-Latn-FR-64,16575.007628,121,123,-2,false
reference_common,edition-target:lang:sm-Latn-AS,15611.670000,122,121,1,false
reference_common,edition-target:lang:mh-Latn-MH,15215.681600,123,122,1,false
reference_common,edition-target:regional:pdt-Latn-CA,14295.920000,124,124,0,false
reference_common,edition-target:regional:tsotsil-northwest-Latn-MX,14213.758750,125,125,0,false
reference_common,edition-target:lang:shp-PE,13729.104000,126,126,0,false
reference_common,edition-target:lang:kgk-BR,13174.107565,127,129,-2,false
reference_common,edition-target:lang:jac-GT,13092.336000,128,127,1,false
reference_common,edition-target:lang:chk-Latn-FM,11917.716200,129,128,1,false
reference_common,edition-target:lang:nzs-NZ,10305.532800,130,130,0,false
reference_common,edition-target:lang:gub-BR,9955.042429,131,131,0,false
reference_common,edition-target:lang:kgp-BR,9365.482542,132,133,-1,false
reference_common,edition-target:regional:chol-southeast-Latn-MX,9363.269254,133,134,-1,false
reference_common,edition-target:regional:nah-istmo-Latn-MX,9169.456225,134,132,2,false
reference_common,edition-target:lang:ccr-GT,8663.100000,135,135,0,false
reference_common,edition-target:lang:haw-Latn-US,8146.701601,136,136,0,false
reference_common,edition-target:lang:pon-Latn-FM,7150.374000,137,137,0,false
reference_common,edition-target:lang:gui-BO,7071.984000,138,139,-1,false
reference_common,edition-target:lang:dhv-Latn-NC,6846.540000,139,138,1,false
reference_common,edition-target:regional:nah-sierra-oeste-puebla-Latn-MX,6706.688173,140,141,-1,false
reference_common,edition-target:lang:caa-GT,6698.526000,141,140,1,false
reference_common,edition-target:regional:nah-mexicano-oriente-central-Latn-MX,6509.432638,142,143,-1,false
reference_common,edition-target:lang:ojs-CA,6152.610000,143,142,1,false
reference_common,edition-target:lang:pau-Latn-PW,5339.009400,144,144,0,false
reference_common,edition-target:lang:crk-CA,4826.010000,145,145,0,false
reference_common,edition-target:lang:na-Latn-NR,4742.628400,146,146,0,false
reference_common,edition-target:lang:aoa-Latn-ST,4573.554000,147,147,0,false
reference_common,edition-target:lang:prl-PE,4362.667200,148,148,0,false
reference_common,edition-target:lang:poc-GT,4336.374000,149,150,-1,false
reference_common,edition-target:lang:moe-CA,4317.480000,150,149,1,false
reference_common,edition-target:lang:agu-GT,4078.290000,151,151,0,false
reference_common,edition-target:lang:ch-Latn-MP,3850.758000,152,152,0,false
reference_common,edition-target:lang:nen-Latn-NC,3778.800000,153,153,0,false
reference_common,edition-target:lang:mic-CA,3714.480000,154,154,0,false
reference_common,edition-target:lang:acu-EC,3683.124000,155,155,0,false
reference_common,edition-target:lang:chr-US,3336.663975,156,156,0,false
reference_common,edition-target:lang:tcs-Latn-AU,3053.592000,157,157,0,false
reference_common,edition-target:lang:rop-Latn-AU,2976.006000,158,158,0,false
reference_common,edition-target:regional:gun-Latn-BR,2909.631393,159,162,-3,false
reference_common,edition-target:regional:inb-Latn-CO,2906.828560,160,159,1,false
reference_common,edition-target:lang:rap-Latn-CL,2816.412000,161,160,1,false
reference_common,edition-target:regional:nah-oaxaca-Latn-MX,2798.756537,162,163,-1,false
reference_common,edition-target:lang:bla-CA,2685.360000,163,161,2,false
reference_common,edition-target:lang:pri-Latn-NC,2625.060000,164,165,-1,false
reference_common,edition-target:lang:quv-GT,2624.256000,165,164,1,false
reference_common,edition-target:lang:zun-US,2591.667449,166,166,0,false
reference_common,edition-target:regional:nah-istmo-bajo-Latn-MX,2340.903376,167,167,0,false
reference_common,edition-target:lang:cho-US,2320.323799,168,169,-1,false
reference_common,edition-target:lang:hop-US,2270.785205,169,170,-1,false
reference_common,edition-target:lang:ane-Latn-NC,2251.200000,170,168,2,false
reference_common,edition-target:regional:gnh-Latn-BR,2141.499610,171,172,-1,false
reference_common,edition-target:lang:cwd-CA,2054.220000,172,171,1,false
reference_common,edition-target:lang:crl-CA,1959.750000,173,173,0,false
reference_common,edition-target:lang:csw-CA,1877.340000,174,174,0,false
reference_common,edition-target:lang:kos-Latn-FM,1835.532000,175,175,0,false
reference_common,edition-target:lang:evn-RU,1711.018061,176,178,-2,false
reference_common,edition-target:lang:yap-Latn-FM,1684.380000,177,176,1,false
reference_common,edition-target:lang:qum-GT,1670.310000,178,177,1,false
reference_common,edition-target:lang:dlg-RU,1491.193160,179,183,-4,false
reference_common,edition-target:lang:mrl-Latn-FM,1491.018000,180,179,1,false
reference_common,edition-target:lang:eve-RU,1473.429532,181,181,0,false
reference_common,edition-target:lang:ojw-CA,1459.260000,182,180,2,false
reference_common,edition-target:regional:rmf-Latn-FI,1407.000000,183,182,1,false
reference_common,edition-target:regional:nhd-Latn-BR,1193.773573,184,185,-1,false
reference_common,edition-target:lang:woe-Latn-FM,1186.704000,185,184,1,false
reference_common,edition-target:lang:ciw-CA,820.080000,186,186,0,false
reference_common,edition-target:lang:mop-GT,808.422000,187,187,0,false
reference_common,edition-target:lang:alq-CA,785.910000,188,188,0,false
reference_common,edition-target:lang:ckt-RU,732.115255,189,190,-1,false
reference_common,edition-target:lang:pre-Latn-ST,704.706000,190,189,1,false
reference_common,edition-target:lang:cod-PE,476.370000,191,191,0,false
reference_common,edition-target:lang:nsk-CA,416.070000,192,192,0,false
reference_common,edition-target:lang:crj-CA,359.790000,193,193,0,false
reference_common,edition-target:lang:pqm-CA,329.640000,194,194,0,false
reference_common,edition-target:lang:ikt-CA,317.580000,195,195,0,false
reference_common,edition-target:regional:jqr-Latn-PE,180.096000,196,196,0,false
reference_common,edition-target:lang:crm-CA,166.830000,197,197,0,false
reference_common,edition-target:lang:itz-GT,163.212000,198,198,0,false
reference_common,edition-target:lang:itl-RU,144.329481,199,200,-1,false
reference_common,edition-target:regional:inuvialuktun-Latn-CA,142.710000,200,199,1,false
reference_common,edition-target:lang:zh-Hans-CX,94.470000,201,201,0,false
reference_common,edition-target:lang:nio-RU,93.259049,202,203,-1,false
reference_common,edition-target:lang:otw-CA,88.440000,203,202,1,false
reference_common,edition-target:lang:ulk-Latn-AU,24.120000,204,204,0,false
