language_target_id,language_target_label,language_tag,country_identity_status,country_region_subtag,stage_identity_status,stage_scope_values_json,endpoint_identity_status,candidate_identity_ready,eligible_population_measure_count,eligible_population_measure_ids_json,population_factor_status,conditional_chain_status,education_need_status,resource_gap_status,resource_evidence_locator_target_id,academic_nonoverlap_status,standardized_access_gain_status,accessible_delivery_reach_status,conditional_functional_use_status,scorer_candidate_row_ready,scorer_factor_chain_ready,rankable_now,package_intervention_ids_json,source_candidate_ids_json,missing_requirements_json
lang:pri-Latn-NC,Paicî,pri-Latn-NC,EXACT_BCP47_REGION_IDENTITY,NC,MISSING_EXACT_CLOSED_STAGE_IDENTITY,"[""ECE–lycée; teacher education""]",MISSING_EXACT_ENDPOINT_AND_HORIZON_IDENTITY,false,1,"[""pop:bfde747d90b71d839629a249""]",LANGUAGE_POPULATION_LOCATOR_ONLY_STAGE_ENDPOINT_DENOMINATOR_MISSING,MISSING_EXPLICIT_CONDITIONAL_DENOMINATOR_CHAIN,MISSING_PUBLIC_CONDITIONAL_RATE_FOR_EXACT_COUNTRY_STAGE_ENDPOINT_DENOMINATOR,MISSING_EXACT_STAGE_SUBJECT_ROUTE_RESOURCE_AUDIT,,MISSING_PUBLIC_LOW_BASE_HIGH_NONOVERLAP_FOR_EXACT_CAPABILITY_STRATUM,MISSING_PUBLIC_LOW_BASE_HIGH_GAIN_FOR_FIXED_PACKAGE_ENDPOINT_HORIZON,MISSING_ROUTE_SPECIFIC_LOW_BASE_HIGH_REACH_FOR_EXACT_STRATUM,MISSING_ENDPOINT_SPECIFIC_LOW_BASE_HIGH_FUNCTIONAL_USE_RATE,false,false,false,"[""package:oio-nc-paici-latn""]","[""OIO_NC_PAICI_LATN""]","[""documented_conditional_denominator_chain"",""exact_closed_learner_stage"",""exact_functional_access_endpoint"",""fixed_horizon_months"",""fixed_subject_or_canon_package"",""public_factor:academic_nonoverlap"",""public_factor:accessible_delivery_reach"",""public_factor:conditional_functional_use"",""public_factor:education_need"",""public_factor:resource_gap"",""public_factor:standardized_access_gain"",""stage_endpoint_compatible_population_denominator""]"
lang:prl-PE,Peruvian Sign Language / Peruvian Sign Language / Lengua de Señas Peruana,prl-PE,EXACT_BCP47_REGION_IDENTITY,PE,MISSING_EXACT_CLOSED_STAGE_IDENTITY,"[""all_stages_accessibility"",""early childhood-primary-secondary-TVET-higher education-family and teacher education""]",MISSING_EXACT_ENDPOINT_AND_HORIZON_IDENTITY,false,1,"[""pop:bbe199a06c15dc411f4b0e33""]",LANGUAGE_POPULATION_LOCATOR_ONLY_STAGE_ENDPOINT_DENOMINATOR_MISSING,MISSING_EXPLICIT_CONDITIONAL_DENOMINATOR_CHAIN,MISSING_PUBLIC_CONDITIONAL_RATE_FOR_EXACT_COUNTRY_STAGE_ENDPOINT_DENOMINATOR,MISSING_EXACT_STAGE_SUBJECT_ROUTE_RESOURCE_AUDIT,,MISSING_PUBLIC_LOW_BASE_HIGH_NONOVERLAP_FOR_EXACT_CAPABILITY_STRATUM,MISSING_PUBLIC_LOW_BASE_HIGH_GAIN_FOR_FIXED_PACKAGE_ENDPOINT_HORIZON,MISSING_ROUTE_SPECIFIC_LOW_BASE_HIGH_REACH_FOR_EXACT_STRATUM,MISSING_ENDPOINT_SPECIFIC_LOW_BASE_HIGH_FUNCTIONAL_USE_RATE,false,false,false,"[""package:amar-per-lsp"",""package:glob-prl-pe""]","[""AMAR_PER_LSP"",""glob_prl_pe""]","[""documented_conditional_denominator_chain"",""exact_closed_learner_stage"",""exact_functional_access_endpoint"",""fixed_horizon_months"",""fixed_subject_or_canon_package"",""public_factor:academic_nonoverlap"",""public_factor:accessible_delivery_reach"",""public_factor:conditional_functional_use"",""public_factor:education_need"",""public_factor:resource_gap"",""public_factor:standardized_access_gain"",""stage_endpoint_compatible_population_denominator""]"
lang:ps-Arab-PK,Pashto (Pakistan curriculum pack),ps-Arab-PK,EXACT_BCP47_REGION_IDENTITY,PK,MISSING_EXACT_CLOSED_STAGE_IDENTITY,"[""A1-A2-D-B-C""]",MISSING_EXACT_ENDPOINT_AND_HORIZON_IDENTITY,false,1,"[""pop:f13a1e88b606ae7fd303c7c9""]",LANGUAGE_POPULATION_LOCATOR_ONLY_STAGE_ENDPOINT_DENOMINATOR_MISSING,MISSING_EXPLICIT_CONDITIONAL_DENOMINATOR_CHAIN,MISSING_PUBLIC_CONDITIONAL_RATE_FOR_EXACT_COUNTRY_STAGE_ENDPOINT_DENOMINATOR,MISSING_EXACT_STAGE_SUBJECT_ROUTE_RESOURCE_AUDIT,,MISSING_PUBLIC_LOW_BASE_HIGH_NONOVERLAP_FOR_EXACT_CAPABILITY_STRATUM,MISSING_PUBLIC_LOW_BASE_HIGH_GAIN_FOR_FIXED_PACKAGE_ENDPOINT_HORIZON,MISSING_ROUTE_SPECIFIC_LOW_BASE_HIGH_REACH_FOR_EXACT_STRATUM,MISSING_ENDPOINT_SPECIFIC_LOW_BASE_HIGH_FUNCTIONAL_USE_RATE,false,false,false,"[""package:sa-pk-pashto-arab""]","[""sa_pk_pashto_arab""]","[""documented_conditional_denominator_chain"",""exact_closed_learner_stage"",""exact_functional_access_endpoint"",""fixed_horizon_months"",""fixed_subject_or_canon_package"",""public_factor:academic_nonoverlap"",""public_factor:accessible_delivery_reach"",""public_factor:conditional_functional_use"",""public_factor:education_need"",""public_factor:resource_gap"",""public_factor:standardized_access_gain"",""stage_endpoint_compatible_population_denominator""]"
lang:quc-GT,K’iche’,quc-GT,EXACT_BCP47_REGION_IDENTITY,GT,MISSING_EXACT_CLOSED_STAGE_IDENTITY,"[""early childhood-primary-secondary-TVET-higher education-teacher education""]",MISSING_EXACT_ENDPOINT_AND_HORIZON_IDENTITY,false,1,"[""pop:6675ca49ad1364558f62562f""]",LANGUAGE_POPULATION_LOCATOR_ONLY_STAGE_ENDPOINT_DENOMINATOR_MISSING,MISSING_EXPLICIT_CONDITIONAL_DENOMINATOR_CHAIN,MISSING_PUBLIC_CONDITIONAL_RATE_FOR_EXACT_COUNTRY_STAGE_ENDPOINT_DENOMINATOR,MISSING_EXACT_STAGE_SUBJECT_ROUTE_RESOURCE_AUDIT,,MISSING_PUBLIC_LOW_BASE_HIGH_NONOVERLAP_FOR_EXACT_CAPABILITY_STRATUM,MISSING_PUBLIC_LOW_BASE_HIGH_GAIN_FOR_FIXED_PACKAGE_ENDPOINT_HORIZON,MISSING_ROUTE_SPECIFIC_LOW_BASE_HIGH_REACH_FOR_EXACT_STRATUM,MISSING_ENDPOINT_SPECIFIC_LOW_BASE_HIGH_FUNCTIONAL_USE_RATE,false,false,false,"[""package:amar-gtm-kiche""]","[""AMAR_GTM_KICHE""]","[""documented_conditional_denominator_chain"",""exact_closed_learner_stage"",""exact_functional_access_endpoint"",""fixed_horizon_months"",""fixed_subject_or_canon_package"",""public_factor:academic_nonoverlap"",""public_factor:accessible_delivery_reach"",""public_factor:conditional_functional_use"",""public_factor:education_need"",""public_factor:resource_gap"",""public_factor:standardized_access_gain"",""stage_endpoint_compatible_population_denominator""]"
lang:quc-Latn-GT,K'iche',quc-Latn-GT,EXACT_BCP47_REGION_IDENTITY,GT,MISSING_EXACT_CLOSED_STAGE_IDENTITY,"[""all_stages""]",MISSING_EXACT_ENDPOINT_AND_HORIZON_IDENTITY,false,1,"[""pop:87d45218db3bdc03ab4590e8""]",LANGUAGE_POPULATION_LOCATOR_ONLY_STAGE_ENDPOINT_DENOMINATOR_MISSING,MISSING_EXPLICIT_CONDITIONAL_DENOMINATOR_CHAIN,MISSING_PUBLIC_CONDITIONAL_RATE_FOR_EXACT_COUNTRY_STAGE_ENDPOINT_DENOMINATOR,MISSING_EXACT_STAGE_SUBJECT_ROUTE_RESOURCE_AUDIT,,MISSING_PUBLIC_LOW_BASE_HIGH_NONOVERLAP_FOR_EXACT_CAPABILITY_STRATUM,MISSING_PUBLIC_LOW_BASE_HIGH_GAIN_FOR_FIXED_PACKAGE_ENDPOINT_HORIZON,MISSING_ROUTE_SPECIFIC_LOW_BASE_HIGH_REACH_FOR_EXACT_STRATUM,MISSING_ENDPOINT_SPECIFIC_LOW_BASE_HIGH_FUNCTIONAL_USE_RATE,false,false,false,"[""package:glob-quc-latn-gt""]","[""glob_quc_latn_gt""]","[""documented_conditional_denominator_chain"",""exact_closed_learner_stage"",""exact_functional_access_endpoint"",""fixed_horizon_months"",""fixed_subject_or_canon_package"",""public_factor:academic_nonoverlap"",""public_factor:accessible_delivery_reach"",""public_factor:conditional_functional_use"",""public_factor:education_need"",""public_factor:resource_gap"",""public_factor:standardized_access_gain"",""stage_endpoint_compatible_population_denominator""]"
lang:qum-GT,Sipakapense,qum-GT,EXACT_BCP47_REGION_IDENTITY,GT,MISSING_EXACT_CLOSED_STAGE_IDENTITY,"[""early childhood-primary-secondary-TVET-higher education-teacher education""]",MISSING_EXACT_ENDPOINT_AND_HORIZON_IDENTITY,false,1,"[""pop:2eccbeef4cf4351a88626fd5""]",LANGUAGE_POPULATION_LOCATOR_ONLY_STAGE_ENDPOINT_DENOMINATOR_MISSING,MISSING_EXPLICIT_CONDITIONAL_DENOMINATOR_CHAIN,MISSING_PUBLIC_CONDITIONAL_RATE_FOR_EXACT_COUNTRY_STAGE_ENDPOINT_DENOMINATOR,MISSING_EXACT_STAGE_SUBJECT_ROUTE_RESOURCE_AUDIT,,MISSING_PUBLIC_LOW_BASE_HIGH_NONOVERLAP_FOR_EXACT_CAPABILITY_STRATUM,MISSING_PUBLIC_LOW_BASE_HIGH_GAIN_FOR_FIXED_PACKAGE_ENDPOINT_HORIZON,MISSING_ROUTE_SPECIFIC_LOW_BASE_HIGH_REACH_FOR_EXACT_STRATUM,MISSING_ENDPOINT_SPECIFIC_LOW_BASE_HIGH_FUNCTIONAL_USE_RATE,false,false,false,"[""package:amar-gtm-sipakapense""]","[""AMAR_GTM_SIPAKAPENSE""]","[""documented_conditional_denominator_chain"",""exact_closed_learner_stage"",""exact_functional_access_endpoint"",""fixed_horizon_months"",""fixed_subject_or_canon_package"",""public_factor:academic_nonoverlap"",""public_factor:accessible_delivery_reach"",""public_factor:conditional_functional_use"",""public_factor:education_need"",""public_factor:resource_gap"",""public_factor:standardized_access_gain"",""stage_endpoint_compatible_population_denominator""]"
lang:quv-GT,Sakapulteko,quv-GT,EXACT_BCP47_REGION_IDENTITY,GT,MISSING_EXACT_CLOSED_STAGE_IDENTITY,"[""early childhood-primary-secondary-TVET-higher education-teacher education""]",MISSING_EXACT_ENDPOINT_AND_HORIZON_IDENTITY,false,1,"[""pop:414a0eb7fe9109d67a43341f""]",LANGUAGE_POPULATION_LOCATOR_ONLY_STAGE_ENDPOINT_DENOMINATOR_MISSING,MISSING_EXPLICIT_CONDITIONAL_DENOMINATOR_CHAIN,MISSING_PUBLIC_CONDITIONAL_RATE_FOR_EXACT_COUNTRY_STAGE_ENDPOINT_DENOMINATOR,MISSING_EXACT_STAGE_SUBJECT_ROUTE_RESOURCE_AUDIT,,MISSING_PUBLIC_LOW_BASE_HIGH_NONOVERLAP_FOR_EXACT_CAPABILITY_STRATUM,MISSING_PUBLIC_LOW_BASE_HIGH_GAIN_FOR_FIXED_PACKAGE_ENDPOINT_HORIZON,MISSING_ROUTE_SPECIFIC_LOW_BASE_HIGH_REACH_FOR_EXACT_STRATUM,MISSING_ENDPOINT_SPECIFIC_LOW_BASE_HIGH_FUNCTIONAL_USE_RATE,false,false,false,"[""package:amar-gtm-sakapulteko""]","[""AMAR_GTM_SAKAPULTEKO""]","[""documented_conditional_denominator_chain"",""exact_closed_learner_stage"",""exact_functional_access_endpoint"",""fixed_horizon_months"",""fixed_subject_or_canon_package"",""public_factor:academic_nonoverlap"",""public_factor:accessible_delivery_reach"",""public_factor:conditional_functional_use"",""public_factor:education_need"",""public_factor:resource_gap"",""public_factor:standardized_access_gain"",""stage_endpoint_compatible_population_denominator""]"
lang:rop-Latn-AU,Australian Kriol,rop-Latn-AU,EXACT_BCP47_REGION_IDENTITY,AU,MISSING_EXACT_CLOSED_STAGE_IDENTITY,"[""primary–secondary; adult learning""]",MISSING_EXACT_ENDPOINT_AND_HORIZON_IDENTITY,false,1,"[""pop:676eb50e5ae61c38d3579c6a""]",LANGUAGE_POPULATION_LOCATOR_ONLY_STAGE_ENDPOINT_DENOMINATOR_MISSING,MISSING_EXPLICIT_CONDITIONAL_DENOMINATOR_CHAIN,MISSING_PUBLIC_CONDITIONAL_RATE_FOR_EXACT_COUNTRY_STAGE_ENDPOINT_DENOMINATOR,MISSING_EXACT_STAGE_SUBJECT_ROUTE_RESOURCE_AUDIT,,MISSING_PUBLIC_LOW_BASE_HIGH_NONOVERLAP_FOR_EXACT_CAPABILITY_STRATUM,MISSING_PUBLIC_LOW_BASE_HIGH_GAIN_FOR_FIXED_PACKAGE_ENDPOINT_HORIZON,MISSING_ROUTE_SPECIFIC_LOW_BASE_HIGH_REACH_FOR_EXACT_STRATUM,MISSING_ENDPOINT_SPECIFIC_LOW_BASE_HIGH_FUNCTIONAL_USE_RATE,false,false,false,"[""package:oio-au-rop-latn""]","[""OIO_AU_ROP_LATN""]","[""documented_conditional_denominator_chain"",""exact_closed_learner_stage"",""exact_functional_access_endpoint"",""fixed_horizon_months"",""fixed_subject_or_canon_package"",""public_factor:academic_nonoverlap"",""public_factor:accessible_delivery_reach"",""public_factor:conditional_functional_use"",""public_factor:education_need"",""public_factor:resource_gap"",""public_factor:standardized_access_gain"",""stage_endpoint_compatible_population_denominator""]"
lang:sd-Arab-PK,Sindhi (Pakistan standard),sd-Arab-PK,EXACT_BCP47_REGION_IDENTITY,PK,MISSING_EXACT_CLOSED_STAGE_IDENTITY,"[""A1-A2-D-B-C""]",MISSING_EXACT_ENDPOINT_AND_HORIZON_IDENTITY,false,1,"[""pop:51abe077d0139899162234df""]",LANGUAGE_POPULATION_LOCATOR_ONLY_STAGE_ENDPOINT_DENOMINATOR_MISSING,MISSING_EXPLICIT_CONDITIONAL_DENOMINATOR_CHAIN,MISSING_PUBLIC_CONDITIONAL_RATE_FOR_EXACT_COUNTRY_STAGE_ENDPOINT_DENOMINATOR,MISSING_EXACT_STAGE_SUBJECT_ROUTE_RESOURCE_AUDIT,,MISSING_PUBLIC_LOW_BASE_HIGH_NONOVERLAP_FOR_EXACT_CAPABILITY_STRATUM,MISSING_PUBLIC_LOW_BASE_HIGH_GAIN_FOR_FIXED_PACKAGE_ENDPOINT_HORIZON,MISSING_ROUTE_SPECIFIC_LOW_BASE_HIGH_REACH_FOR_EXACT_STRATUM,MISSING_ENDPOINT_SPECIFIC_LOW_BASE_HIGH_FUNCTIONAL_USE_RATE,false,false,false,"[""package:sa-pk-sindhi-arab""]","[""sa_pk_sindhi_arab""]","[""documented_conditional_denominator_chain"",""exact_closed_learner_stage"",""exact_functional_access_endpoint"",""fixed_horizon_months"",""fixed_subject_or_canon_package"",""public_factor:academic_nonoverlap"",""public_factor:accessible_delivery_reach"",""public_factor:conditional_functional_use"",""public_factor:education_need"",""public_factor:resource_gap"",""public_factor:standardized_access_gain"",""stage_endpoint_compatible_population_denominator""]"
lang:shp-PE,Shipibo-Konibo,shp-PE,EXACT_BCP47_REGION_IDENTITY,PE,MISSING_EXACT_CLOSED_STAGE_IDENTITY,"[""early childhood-primary-secondary-TVET-higher education-teacher education""]",MISSING_EXACT_ENDPOINT_AND_HORIZON_IDENTITY,false,1,"[""pop:d88183abc8ad013a2b2be4c2""]",LANGUAGE_POPULATION_LOCATOR_ONLY_STAGE_ENDPOINT_DENOMINATOR_MISSING,MISSING_EXPLICIT_CONDITIONAL_DENOMINATOR_CHAIN,MISSING_PUBLIC_CONDITIONAL_RATE_FOR_EXACT_COUNTRY_STAGE_ENDPOINT_DENOMINATOR,MISSING_EXACT_STAGE_SUBJECT_ROUTE_RESOURCE_AUDIT,,MISSING_PUBLIC_LOW_BASE_HIGH_NONOVERLAP_FOR_EXACT_CAPABILITY_STRATUM,MISSING_PUBLIC_LOW_BASE_HIGH_GAIN_FOR_FIXED_PACKAGE_ENDPOINT_HORIZON,MISSING_ROUTE_SPECIFIC_LOW_BASE_HIGH_REACH_FOR_EXACT_STRATUM,MISSING_ENDPOINT_SPECIFIC_LOW_BASE_HIGH_FUNCTIONAL_USE_RATE,false,false,false,"[""package:amar-per-shipibo-konibo""]","[""AMAR_PER_SHIPIBO_KONIBO""]","[""documented_conditional_denominator_chain"",""exact_closed_learner_stage"",""exact_functional_access_endpoint"",""fixed_horizon_months"",""fixed_subject_or_canon_package"",""public_factor:academic_nonoverlap"",""public_factor:accessible_delivery_reach"",""public_factor:conditional_functional_use"",""public_factor:education_need"",""public_factor:resource_gap"",""public_factor:standardized_access_gain"",""stage_endpoint_compatible_population_denominator""]"
lang:skr-Arab-PK,Saraiki,skr-Arab-PK,EXACT_BCP47_REGION_IDENTITY,PK,MISSING_EXACT_CLOSED_STAGE_IDENTITY,"[""A1-A2-D-B-C""]",MISSING_EXACT_ENDPOINT_AND_HORIZON_IDENTITY,false,1,"[""pop:7e60a110e78e419e9a877fc1""]",LANGUAGE_POPULATION_LOCATOR_ONLY_STAGE_ENDPOINT_DENOMINATOR_MISSING,MISSING_EXPLICIT_CONDITIONAL_DENOMINATOR_CHAIN,MISSING_PUBLIC_CONDITIONAL_RATE_FOR_EXACT_COUNTRY_STAGE_ENDPOINT_DENOMINATOR,MISSING_EXACT_STAGE_SUBJECT_ROUTE_RESOURCE_AUDIT,,MISSING_PUBLIC_LOW_BASE_HIGH_NONOVERLAP_FOR_EXACT_CAPABILITY_STRATUM,MISSING_PUBLIC_LOW_BASE_HIGH_GAIN_FOR_FIXED_PACKAGE_ENDPOINT_HORIZON,MISSING_ROUTE_SPECIFIC_LOW_BASE_HIGH_REACH_FOR_EXACT_STRATUM,MISSING_ENDPOINT_SPECIFIC_LOW_BASE_HIGH_FUNCTIONAL_USE_RATE,false,false,false,"[""package:sa-pk-saraiki-arab""]","[""sa_pk_saraiki_arab""]","[""documented_conditional_denominator_chain"",""exact_closed_learner_stage"",""exact_functional_access_endpoint"",""fixed_horizon_months"",""fixed_subject_or_canon_package"",""public_factor:academic_nonoverlap"",""public_factor:accessible_delivery_reach"",""public_factor:conditional_functional_use"",""public_factor:education_need"",""public_factor:resource_gap"",""public_factor:standardized_access_gain"",""stage_endpoint_compatible_population_denominator""]"
lang:sm-Latn-AS,Samoan,sm-Latn-AS,EXACT_BCP47_REGION_IDENTITY,AS,MISSING_EXACT_CLOSED_STAGE_IDENTITY,"[""primary–secondary; CTE""]",MISSING_EXACT_ENDPOINT_AND_HORIZON_IDENTITY,false,1,"[""pop:1a296b1f7b12ec1ef607f53a""]",LANGUAGE_POPULATION_LOCATOR_ONLY_STAGE_ENDPOINT_DENOMINATOR_MISSING,MISSING_EXPLICIT_CONDITIONAL_DENOMINATOR_CHAIN,MISSING_PUBLIC_CONDITIONAL_RATE_FOR_EXACT_COUNTRY_STAGE_ENDPOINT_DENOMINATOR,MISSING_EXACT_STAGE_SUBJECT_ROUTE_RESOURCE_AUDIT,,MISSING_PUBLIC_LOW_BASE_HIGH_NONOVERLAP_FOR_EXACT_CAPABILITY_STRATUM,MISSING_PUBLIC_LOW_BASE_HIGH_GAIN_FOR_FIXED_PACKAGE_ENDPOINT_HORIZON,MISSING_ROUTE_SPECIFIC_LOW_BASE_HIGH_REACH_FOR_EXACT_STRATUM,MISSING_ENDPOINT_SPECIFIC_LOW_BASE_HIGH_FUNCTIONAL_USE_RATE,false,false,false,"[""package:oio-as-sm-latn""]","[""OIO_AS_SM_LATN""]","[""documented_conditional_denominator_chain"",""exact_closed_learner_stage"",""exact_functional_access_endpoint"",""fixed_horizon_months"",""fixed_subject_or_canon_package"",""public_factor:academic_nonoverlap"",""public_factor:accessible_delivery_reach"",""public_factor:conditional_functional_use"",""public_factor:education_need"",""public_factor:resource_gap"",""public_factor:standardized_access_gain"",""stage_endpoint_compatible_population_denominator""]"
lang:sn-Latn-ZA,Shona,sn-Latn-ZA,EXACT_BCP47_REGION_IDENTITY,ZA,MISSING_EXACT_CLOSED_STAGE_IDENTITY,"[""primary; lower/upper secondary; TVET; first-year tertiary; full undergraduate; professional/practical""]",MISSING_EXACT_ENDPOINT_AND_HORIZON_IDENTITY,false,1,"[""pop:2d407ad3f659e88495e45953""]",LANGUAGE_POPULATION_LOCATOR_ONLY_STAGE_ENDPOINT_DENOMINATOR_MISSING,MISSING_EXPLICIT_CONDITIONAL_DENOMINATOR_CHAIN,MISSING_PUBLIC_CONDITIONAL_RATE_FOR_EXACT_COUNTRY_STAGE_ENDPOINT_DENOMINATOR,MISSING_EXACT_STAGE_SUBJECT_ROUTE_RESOURCE_AUDIT,,MISSING_PUBLIC_LOW_BASE_HIGH_NONOVERLAP_FOR_EXACT_CAPABILITY_STRATUM,MISSING_PUBLIC_LOW_BASE_HIGH_GAIN_FOR_FIXED_PACKAGE_ENDPOINT_HORIZON,MISSING_ROUTE_SPECIFIC_LOW_BASE_HIGH_REACH_FOR_EXACT_STRATUM,MISSING_ENDPOINT_SPECIFIC_LOW_BASE_HIGH_FUNCTIONAL_USE_RATE,false,false,false,"[""package:afr-r20-007""]","[""AFR-R20-007""]","[""documented_conditional_denominator_chain"",""exact_closed_learner_stage"",""exact_functional_access_endpoint"",""fixed_horizon_months"",""fixed_subject_or_canon_package"",""public_factor:academic_nonoverlap"",""public_factor:accessible_delivery_reach"",""public_factor:conditional_functional_use"",""public_factor:education_need"",""public_factor:resource_gap"",""public_factor:standardized_access_gain"",""stage_endpoint_compatible_population_denominator""]"
lang:su-Latn-ID,Sundanese,su-Latn-ID,EXACT_BCP47_REGION_IDENTITY,ID,MISSING_EXACT_CLOSED_STAGE_IDENTITY,"[""all_stages"",""foundational; primary bridge; secondary; TVET; first-year bridge""]",MISSING_EXACT_ENDPOINT_AND_HORIZON_IDENTITY,false,2,"[""pop:81c2eb0deb82a255d760e37e"",""pop:d0b15f9fbe3faaf8c928a1e0""]",MULTIPLE_NONADDITIVE_LANGUAGE_MEASURES_REQUIRE_STRATUM_PARTITION,MISSING_EXPLICIT_CONDITIONAL_DENOMINATOR_CHAIN,MISSING_PUBLIC_CONDITIONAL_RATE_FOR_EXACT_COUNTRY_STAGE_ENDPOINT_DENOMINATOR,MISSING_EXACT_STAGE_SUBJECT_ROUTE_RESOURCE_AUDIT,,MISSING_PUBLIC_LOW_BASE_HIGH_NONOVERLAP_FOR_EXACT_CAPABILITY_STRATUM,MISSING_PUBLIC_LOW_BASE_HIGH_GAIN_FOR_FIXED_PACKAGE_ENDPOINT_HORIZON,MISSING_ROUTE_SPECIFIC_LOW_BASE_HIGH_REACH_FOR_EXACT_STRATUM,MISSING_ENDPOINT_SPECIFIC_LOW_BASE_HIGH_FUNCTIONAL_USE_RATE,false,false,false,"[""package:glob-su-latn-id"",""package:sea-id-sundanese-latn""]","[""SEA_ID_SUNDANESE_LATN"",""glob_su_latn_id""]","[""documented_conditional_denominator_chain"",""exact_closed_learner_stage"",""exact_functional_access_endpoint"",""fixed_horizon_months"",""fixed_subject_or_canon_package"",""nonoverlapping_population_measure_selection_or_partition"",""public_factor:academic_nonoverlap"",""public_factor:accessible_delivery_reach"",""public_factor:conditional_functional_use"",""public_factor:education_need"",""public_factor:resource_gap"",""public_factor:standardized_access_gain"",""stage_endpoint_compatible_population_denominator""]"
lang:ta-Taml-IN,Tamil / Tamil (India standard),ta-Taml-IN,EXACT_BCP47_REGION_IDENTITY,IN,MISSING_EXACT_CLOSED_STAGE_IDENTITY,"[""A1-A2-B-C"",""all_stages""]",MISSING_EXACT_ENDPOINT_AND_HORIZON_IDENTITY,false,1,"[""pop:2cb02fc39902ed72029da51a""]",LANGUAGE_POPULATION_LOCATOR_ONLY_STAGE_ENDPOINT_DENOMINATOR_MISSING,MISSING_EXPLICIT_CONDITIONAL_DENOMINATOR_CHAIN,MISSING_PUBLIC_CONDITIONAL_RATE_FOR_EXACT_COUNTRY_STAGE_ENDPOINT_DENOMINATOR,CATEGORICAL_TARGET_LOCATOR_ONLY_NOT_A_QUANTITATIVE_STAGE_ROUTE_FACTOR,ta-Taml-IN,MISSING_PUBLIC_LOW_BASE_HIGH_NONOVERLAP_FOR_EXACT_CAPABILITY_STRATUM,MISSING_PUBLIC_LOW_BASE_HIGH_GAIN_FOR_FIXED_PACKAGE_ENDPOINT_HORIZON,MISSING_ROUTE_SPECIFIC_LOW_BASE_HIGH_REACH_FOR_EXACT_STRATUM,MISSING_ENDPOINT_SPECIFIC_LOW_BASE_HIGH_FUNCTIONAL_USE_RATE,false,false,false,"[""package:lang-ta-taml-in:general""]","[""glob_ta_taml_in"",""sa_in_tamil_taml""]","[""documented_conditional_denominator_chain"",""exact_closed_learner_stage"",""exact_functional_access_endpoint"",""fixed_horizon_months"",""fixed_subject_or_canon_package"",""public_factor:academic_nonoverlap"",""public_factor:accessible_delivery_reach"",""public_factor:conditional_functional_use"",""public_factor:education_need"",""public_factor:resource_gap"",""public_factor:standardized_access_gain"",""stage_endpoint_compatible_population_denominator""]"
lang:tca-BR,Tikúna,tca-BR,EXACT_BCP47_REGION_IDENTITY,BR,MISSING_EXACT_CLOSED_STAGE_IDENTITY,"[""early childhood-primary-secondary-TVET-higher education-teacher education""]",MISSING_EXACT_ENDPOINT_AND_HORIZON_IDENTITY,false,1,"[""pop:74e4bf043ec5ed6103fe5b6b""]",LANGUAGE_POPULATION_LOCATOR_ONLY_STAGE_ENDPOINT_DENOMINATOR_MISSING,MISSING_EXPLICIT_CONDITIONAL_DENOMINATOR_CHAIN,MISSING_PUBLIC_CONDITIONAL_RATE_FOR_EXACT_COUNTRY_STAGE_ENDPOINT_DENOMINATOR,MISSING_EXACT_STAGE_SUBJECT_ROUTE_RESOURCE_AUDIT,,MISSING_PUBLIC_LOW_BASE_HIGH_NONOVERLAP_FOR_EXACT_CAPABILITY_STRATUM,MISSING_PUBLIC_LOW_BASE_HIGH_GAIN_FOR_FIXED_PACKAGE_ENDPOINT_HORIZON,MISSING_ROUTE_SPECIFIC_LOW_BASE_HIGH_REACH_FOR_EXACT_STRATUM,MISSING_ENDPOINT_SPECIFIC_LOW_BASE_HIGH_FUNCTIONAL_USE_RATE,false,false,false,"[""package:amar-bra-tikuna""]","[""AMAR_BRA_TIKUNA""]","[""documented_conditional_denominator_chain"",""exact_closed_learner_stage"",""exact_functional_access_endpoint"",""fixed_horizon_months"",""fixed_subject_or_canon_package"",""public_factor:academic_nonoverlap"",""public_factor:accessible_delivery_reach"",""public_factor:conditional_functional_use"",""public_factor:education_need"",""public_factor:resource_gap"",""public_factor:standardized_access_gain"",""stage_endpoint_compatible_population_denominator""]"
