sentinel_id,target_label,expected_edition_target_id,expected_language_tag,script_or_mode,territory_or_community,sentinel_class,minimum_lane,presence_status,matched_target_ids,matched_context_strata,current_rank_status,current_direct_person_ranks,why_required,preferred_evidence_action,publication_disposition,row_sha256
S104,Kazakh,edition-target:lang:kk-Cyrl-KZ,kk-Cyrl-KZ,Cyrillic with Latin transition context,Kazakhstan,LARGE_LANGUAGE,DIRECT_OR_EXPLICIT_CONTEXT,PRESENT_EXACT_TARGET,edition-target:lang:kk-Cyrl-KZ,,DIRECT_PERSON_RANKED,40,Large national language with script transition,Keep current literacy and planned orthography distinct,VISIBLE_DIRECT_PERSON_LANE_PLUS_STAGE_SUBJECT_PROFILE,5D4E1DA1FC2E7E2DE705908AD60BAFCB1B280FFF64189C8F803B629519EB18AE
S105,Uzbek,edition-target:lang:uz-Latn-UZ,uz-Latn-UZ,Latin with Cyrillic context,Uzbekistan,LARGE_LANGUAGE,DIRECT_OR_EXPLICIT_CONTEXT,PRESENT_EXACT_TARGET,edition-target:lang:uz-Latn-UZ,,DIRECT_PERSON_RANKED,16,Large national language,Retain direct population and script-specific delivery evidence,VISIBLE_DIRECT_PERSON_LANE_PLUS_STAGE_SUBJECT_PROFILE,8DB4B57C35ADE2E59C75F0D7E2D6582F50972C576BB745E5026D442D4BD947F8
S106,Azerbaijani,edition-target:lang:az-Latn-AZ,az-Latn-AZ,Latin,Azerbaijan,LARGE_LANGUAGE,DIRECT_OR_EXPLICIT_CONTEXT,PRESENT_EXACT_TARGET,edition-target:lang:az-Latn-AZ,,EXACT_TARGET_UNRANKED,,Large national language and Turkic close-pair research case,Do not award pan-Turkic reach without comprehension evidence,VISIBLE_UNRANKED_EVIDENCE_PRIORITY_OR_NEGATIVE_CONTROL,69BDAB56C9D92A97F87A6EC8A2217D9F0770B37CAEF2C06D85FF1547BF4DA8E8
S107,Georgian,edition-target:lang:ka-Geor-GE,ka-Geor-GE,Georgian,Georgia,LARGE_LANGUAGE,DIRECT_OR_EXPLICIT_CONTEXT,PRESENT_EXACT_TARGET,edition-target:lang:ka-Geor-GE,,DIRECT_PERSON_RANKED,55,National language with distinct script,Add exact evidence and subject-gap profile,VISIBLE_DIRECT_PERSON_LANE_PLUS_STAGE_SUBJECT_PROFILE,AAC929836D63EB6D17B87E92D58B6C577EA90E5F78C75BFBA8D58AD998B14ECD
S108,Armenian,edition-target:lang:hy-Armn-AM,hy-Armn-AM,Armenian,Armenia,LARGE_LANGUAGE,DIRECT_OR_EXPLICIT_CONTEXT,PRESENT_EXACT_TARGET,edition-target:lang:hy-Armn-AM,,DIRECT_PERSON_RANKED,59,National language with distinct script,Add exact evidence and diaspora strata separately,VISIBLE_DIRECT_PERSON_LANE_PLUS_STAGE_SUBJECT_PROFILE,AFEFE0AD71309D7FD9EA62353F005E8BBF882628E3358958D0103430697CF3E3
S109,Mongolian — Cyrillic Mongolia,edition-target:lang:mn-Cyrl-MN,mn-Cyrl-MN,Cyrillic,Mongolia,LARGE_LANGUAGE,DIRECT_OR_EXPLICIT_CONTEXT,PRESENT_EXACT_TARGET,edition-target:lang:mn-Cyrl-MN,,EXACT_TARGET_UNRANKED,,National language and education standard,Keep Inner Mongolian traditional-script population separate,VISIBLE_UNRANKED_EVIDENCE_PRIORITY_OR_NEGATIVE_CONTROL,10DD43C38B4FC2B4ADB738DF04BC1A9538AD1FF69D44C6611164B9F581D12E22
S110,Uyghur,edition-target:lang:ug-Arab-CN,ug-Arab-CN,Perso-Arabic,Xinjiang China,MINORITIZED_LARGE,DIRECT_OR_EXPLICIT_CONTEXT,PRESENT_EXACT_TARGET,edition-target:lang:ug-Arab-CN,,EXACT_TARGET_UNRANKED,,Large minoritized language absent from the current authority,Add exact candidate with cautious primary evidence,VISIBLE_UNRANKED_EVIDENCE_PRIORITY_OR_NEGATIVE_CONTROL,0BCCC5A1E0AA2372B30CD40C9273C5E0D853A8F9CAA8A471D27425F13E144BC9
S111,Tibetan,edition-target:lang:bo-Tibt-CN,bo-Tibt-CN,Tibetan,Tibetan-speaking regions of China,MINORITIZED_LARGE,DIRECT_OR_EXPLICIT_CONTEXT,PRESENT_EXACT_TARGET,edition-target:lang:bo-Tibt-CN,,EXACT_TARGET_UNRANKED,,Large minoritized language and script absent from the current authority,Add exact variety-aware candidate and evidence,VISIBLE_UNRANKED_EVIDENCE_PRIORITY_OR_NEGATIVE_CONTROL,7D1D422470DB71600E87AA4B1500078513BC4ACDA4A4233B89293D9F145B7EBF
S112,Zhuang,edition-target:lang:za-Latn-CN,za-Latn-CN,Latin standardized Zhuang,Guangxi and neighboring China,MINORITIZED_LARGE,DIRECT_OR_EXPLICIT_CONTEXT,PRESENT_EXACT_TARGET,edition-target:lang:za-Latn-CN,,EXACT_TARGET_UNRANKED,,Large minoritized language hidden by ethnicity or Mandarin totals,Add exact candidate and distinguish varieties from macro labels,VISIBLE_UNRANKED_EVIDENCE_PRIORITY_OR_NEGATIVE_CONTROL,6C0884F37FB5337C95BF83DE78DB867E41958B47327886B620794FFF73AF9645
S113,Nuosu Yi,edition-target:lang:ii-Yiii-CN,ii-Yiii-CN,Yi syllabary,Sichuan China,MINORITIZED_LARGE,DIRECT_OR_EXPLICIT_CONTEXT,PRESENT_EXACT_TARGET,edition-target:lang:ii-Yiii-CN,,EXACT_TARGET_UNRANKED,,Large standardized minority language with distinct script,Add exact candidate and direct/context evidence,VISIBLE_UNRANKED_EVIDENCE_PRIORITY_OR_NEGATIVE_CONTROL,05E33BB29CDA16E774EE13F77672F464C9C89DC622711030F4DD64AEC5D101A7
S114,Inner Mongolian — traditional script,edition-target:lang:mn-Mong-CN,mn-Mong-CN,Traditional Mongolian vertical script,Inner Mongolia China,MINORITIZED_LARGE,DIRECT_OR_EXPLICIT_CONTEXT,PRESENT_EXACT_TARGET,edition-target:lang:mn-Mong-CN,,EXACT_TARGET_UNRANKED,,Major script and curriculum stratum absent from the current authority,Add exact candidate without merging with Mongolia Cyrillic,VISIBLE_UNRANKED_EVIDENCE_PRIORITY_OR_NEGATIVE_CONTROL,0CA0D98083A99F67A1A8406A6FFCACC9F1E8422A9EA0E76117613A03FCC89685
S115,Wu Chinese,edition-target:lang:wuu-Hans-CN,wuu-Hans-CN,Simplified Han plus spoken/audio arm,Lower Yangtze China,SINITIC_VARIETY,DIRECT_OR_EXPLICIT_CONTEXT,PRESENT_EXACT_TARGET,edition-target:lang:wuu-Hans-CN,,EXACT_TARGET_UNRANKED,,Large Sinitic variety not functionally replaced by written-language population counts,Add exact evidence and separate written-standard overlap from spoken comprehension,VISIBLE_UNRANKED_EVIDENCE_PRIORITY_OR_NEGATIVE_CONTROL,CC1BD1AA286FA93F172E3852B1AC9BE22FBBC337F5F8B3CE7BE8BF00BE7DE2D0
S116,Taiwanese Taigi — Southern Min,edition-target:lang:nan-Hant-TW,nan-Hant-TW,Traditional Han and standardized romanization arms,Taiwan,SINITIC_VARIETY,DIRECT_OR_EXPLICIT_CONTEXT,PRESENT_EXACT_TARGET,edition-target:lang:nan-Hant-TW,,DIRECT_PERSON_RANKED,33,Large current-use and transmission population with official direct evidence,Integrate DGBAS use measures and retain children/noncitizens exclusions,VISIBLE_DIRECT_PERSON_LANE_PLUS_STAGE_SUBJECT_PROFILE,22C38D01E9CAA6BDA1E6BDF117C1649A681539B682D30BA3DD5C8110B02C8696
S117,Mainland Southern Min,edition-target:lang:nan-Hans-CN,nan-Hans-CN,Simplified Han plus spoken/audio arm,Fujian and diaspora China,SINITIC_VARIETY,DIRECT_OR_EXPLICIT_CONTEXT,PRESENT_EXACT_TARGET,edition-target:lang:nan-Hans-CN,,EXACT_TARGET_UNRANKED,,Large Sinitic variety distinct from Taiwan Taigi,Add exact mainland evidence without transferring Taiwan counts,VISIBLE_UNRANKED_EVIDENCE_PRIORITY_OR_NEGATIVE_CONTROL,6C35599E270AF6B3F337103DC8AEA24E8387A2A3E02F9196BC6B088B92F3929F
S118,Taiwan Hakka,edition-target:lang:hak-Hant-TW,hak-Hant-TW,Traditional Han and Hakka romanization arms,Taiwan,SINITIC_VARIETY,DIRECT_OR_EXPLICIT_CONTEXT,PRESENT_EXACT_TARGET,edition-target:lang:hak-Hant-TW,,DIRECT_PERSON_RANKED,67,Official evidence shows large identity and much smaller ability/use constructs,Preserve identity ability use age and geography as separate measures,VISIBLE_DIRECT_PERSON_LANE_PLUS_STAGE_SUBJECT_PROFILE,E2B428878D3C4AA3E4075898F0A2BE473442245E9DB460E0B6EEDC60A8E84685
S119,Mainland Hakka,edition-target:lang:hak-Hans-CN,hak-Hans-CN,Simplified Han plus spoken/audio arm,China,SINITIC_VARIETY,DIRECT_OR_EXPLICIT_CONTEXT,PRESENT_EXACT_TARGET,edition-target:lang:hak-Hans-CN,,EXACT_TARGET_UNRANKED,,Large Sinitic variety absent from the current authority,Add mainland-specific evidence without importing Taiwan counts,VISIBLE_UNRANKED_EVIDENCE_PRIORITY_OR_NEGATIVE_CONTROL,4089A8C15744EF11BAD019B7A4F0ABBB524FF697156B6E8E773FEE073E4385F7
S120,Xiang Chinese,edition-target:lang:hsn-Hans-CN,hsn-Hans-CN,Simplified Han plus spoken/audio arm,Hunan China,SINITIC_VARIETY,DIRECT_OR_EXPLICIT_CONTEXT,PRESENT_EXACT_TARGET,edition-target:lang:hsn-Hans-CN,,EXACT_TARGET_UNRANKED,,Large Sinitic variety absent from the current authority,Add exact evidence and written-standard overlap analysis,VISIBLE_UNRANKED_EVIDENCE_PRIORITY_OR_NEGATIVE_CONTROL,4B2B2D2FA89209B357555250C593D821C274BE85583971B3910799EB08A5EFA9
S121,Gan Chinese,edition-target:lang:gan-Hans-CN,gan-Hans-CN,Simplified Han plus spoken/audio arm,Jiangxi and neighboring China,SINITIC_VARIETY,DIRECT_OR_EXPLICIT_CONTEXT,PRESENT_EXACT_TARGET,edition-target:lang:gan-Hans-CN,,EXACT_TARGET_UNRANKED,,Large Sinitic variety absent from the current authority,Add exact evidence and written-standard overlap analysis,VISIBLE_UNRANKED_EVIDENCE_PRIORITY_OR_NEGATIVE_CONTROL,8CADFEB6AD2678F8B56B4E792F0B67883057D3C39DEEA1F3063363418CAF6CF1
S122,Jin Chinese,edition-target:lang:cjy-Hans-CN,cjy-Hans-CN,Simplified Han plus spoken/audio arm,Shanxi and neighboring China,SINITIC_VARIETY,DIRECT_OR_EXPLICIT_CONTEXT,PRESENT_EXACT_TARGET,edition-target:lang:cjy-Hans-CN,,EXACT_TARGET_UNRANKED,,Large Sinitic variety absent from the current authority,Add exact evidence and written-standard overlap analysis,VISIBLE_UNRANKED_EVIDENCE_PRIORITY_OR_NEGATIVE_CONTROL,C66F834D25D86656038EC240651F22B8C47F832FFCF25A077425842116A98C37
S123,Yue Cantonese — mainland,edition-target:lang:yue-Hans-CN,yue-Hans-CN,Simplified Han plus Cantonese speech,Guangdong Guangxi and mainland communities,SINITIC_VARIETY,DIRECT_OR_EXPLICIT_CONTEXT,PRESENT_EXACT_TARGET,edition-target:lang:yue-Hans-CN,,EXACT_TARGET_UNRANKED,,Large Sinitic variety requiring mainland disposition,Do not substitute Hong Kong traditional-script evidence,VISIBLE_UNRANKED_EVIDENCE_PRIORITY_OR_NEGATIVE_CONTROL,CFD71BF741CD3B8A8B420785B6DDF5D85FDD312D965BF59005703E6895710A35
S124,Yue Cantonese — Hong Kong,edition-target:lang:yue-Hant-HK,yue-Hant-HK,Traditional Han plus Cantonese speech,Hong Kong,SINITIC_VARIETY,DIRECT_OR_EXPLICIT_CONTEXT,PRESENT_EXACT_TARGET,edition-target:lang:yue-Hant-HK,,DIRECT_PERSON_RANKED,48,Large territorial spoken and written profile,Use Hong Kong-specific language-use evidence,VISIBLE_DIRECT_PERSON_LANE_PLUS_STAGE_SUBJECT_PROFILE,3C99367A274972DC754B5303200207FFDE5CE58F2F5D74DD94D229FCE8C5F81A
S125,Hainanese or Qiongwen Min,edition-target:lang:hnm-Hans-CN,hnm-Hans-CN,Simplified Han plus spoken/audio arm,Hainan China,SINITIC_VARIETY,DIRECT_OR_EXPLICIT_CONTEXT,PRESENT_EXACT_TARGET,edition-target:lang:hnm-Hans-CN,,EXACT_TARGET_UNRANKED,,Potentially large omitted Min variety,Resolve exact ISO identity and direct evidence before ranking,VISIBLE_UNRANKED_EVIDENCE_PRIORITY_OR_NEGATIVE_CONTROL,54C099D8130A420E30E75EC4E4B40481CE2F58EF8EF337B426903CC1A7125EFA
S126,Hmong varieties in China,edition-target:lang:unresolved-hmong-varieties-CN,,Multiple orthographies,China,UNRESOLVED_MACRO,MANDATORY_CONTEXT,MISSING_EXACT_TARGET,,,NO_TARGET_OR_CONTEXT_RECORD,,Macro labels such as Miao or Hmong must not become one fake language,Create exact variety and script records before any person allocation,UNRANKED_EVIDENCE_NEEDED_ADD_EXACT_TARGET,25BB6F858FBB16B8E954E233D2BBDDBE21B0917D9A8239F6BECEFF6A09474CF8
S127,Low German,edition-target:lang:nds-Latn-DE,nds-Latn-DE,Latin,Germany and diaspora,MINORITIZED_GERMANIC,DIRECT_OR_EXPLICIT_CONTEXT,PRESENT_EXACT_TARGET,edition-target:lang:nds-Latn-DE,,EXACT_TARGET_UNRANKED,,Inter-Germanic hypothesis must be tested against actual gaps,Add exact candidate and independent educational-need evidence,VISIBLE_UNRANKED_EVIDENCE_PRIORITY_OR_NEGATIVE_CONTROL,12662E962084A308394B4D2825BA40FE5FC910FE653EF1CB6BEFFB4035B2F67A
S128,Plautdietsch,edition-target:lang:pdt-Latn-001,pdt-Latn-001,Latin,Transnational Mennonite communities,MINORITIZED_GERMANIC,DIRECT_OR_EXPLICIT_CONTEXT,PRESENT_EXACT_TARGET,edition-target:lang:pdt-Latn-001,,EXACT_TARGET_UNRANKED,,Distinct diaspora language potentially poorly served by national standards,Add community-specific evidence and script profile,VISIBLE_UNRANKED_EVIDENCE_PRIORITY_OR_NEGATIVE_CONTROL,8E0883073E516F615D7AE9BE1340AC9A6B1A203DBBD5D9F3DEF240C5BE4F647C
S129,Pennsylvania Dutch,edition-target:lang:pdc-Latn-US,pdc-Latn-US,Latin,United States diaspora communities,MINORITIZED_GERMANIC,DIRECT_OR_EXPLICIT_CONTEXT,PRESENT_EXACT_TARGET,edition-target:lang:pdc-Latn-US,,EXACT_TARGET_UNRANKED,,Distinct diaspora language in the Inter-Germanic hypothesis,Add community-specific evidence,VISIBLE_UNRANKED_EVIDENCE_PRIORITY_OR_NEGATIVE_CONTROL,DF9B7779547148A1011F5D8B991556B7C77C0C992F2EE3D7529E3C27EA3DA719
S130,Hutterisch,edition-target:lang:geh-Latn-001,geh-Latn-001,Latin,North American Hutterite communities,MINORITIZED_GERMANIC,DIRECT_OR_EXPLICIT_CONTEXT,PRESENT_EXACT_TARGET,edition-target:lang:geh-Latn-001,,EXACT_TARGET_UNRANKED,,Distinct diaspora language in the Inter-Germanic hypothesis,Add community-specific evidence,VISIBLE_UNRANKED_EVIDENCE_PRIORITY_OR_NEGATIVE_CONTROL,77F5CD4F179FEE3923E716A999BFE5D2A11664194542BE52C927974C82117A91
S131,West Frisian,edition-target:lang:fy-Latn-NL,fy-Latn-NL,Latin,Friesland Netherlands,MINORITIZED_GERMANIC,DIRECT_OR_EXPLICIT_CONTEXT,PRESENT_EXACT_TARGET,edition-target:lang:fy-Latn-NL,,EXACT_TARGET_UNRANKED,,Official regional language and Inter-Germanic test case,Add exact educational-resource evidence,VISIBLE_UNRANKED_EVIDENCE_PRIORITY_OR_NEGATIVE_CONTROL,0AA85617A0AC2DF72C4F51D67CA78CFC2CFBA545A45DFA422DE45CE6B8375256
S132,Afrikaans,edition-target:lang:af-Latn-ZA,af-Latn-ZA,Latin,South Africa and Namibia,LARGE_LANGUAGE,DIRECT_OR_EXPLICIT_CONTEXT,PRESENT_EXACT_TARGET,edition-target:lang:af-Latn-ZA,,EXACT_TARGET_UNRANKED,,Large Germanic language with distinct educational communities,Add exact evidence rather than assume English coverage,VISIBLE_UNRANKED_EVIDENCE_PRIORITY_OR_NEGATIVE_CONTROL,C5D990E2398FEAD8699FE5961E1547B7FA2E5548B85E8EA0A82781863E4C2A85
S133,Yiddish,edition-target:lang:yi-Hebr-001,yi-Hebr-001,Hebrew script,Global Yiddish communities,MINORITIZED_GERMANIC,DIRECT_OR_EXPLICIT_CONTEXT,PRESENT_EXACT_TARGET,edition-target:lang:yi-Hebr-001,,EXACT_TARGET_UNRANKED,,Distinct script and educational ecology,Add community-specific and stage-specific evidence,VISIBLE_UNRANKED_EVIDENCE_PRIORITY_OR_NEGATIVE_CONTROL,ED3F64752D59F64261589BC8F1A4724D5CAD49A84E7CDEA78278FD89C2D2B099
S134,Faroese,edition-target:lang:fo-Latn-FO,fo-Latn-FO,Latin,Faroe Islands,MINORITIZED_GERMANIC,DIRECT_OR_EXPLICIT_CONTEXT,PRESENT_EXACT_TARGET,edition-target:lang:fo-Latn-FO,,EXACT_TARGET_UNRANKED,,Small national language and Inter-Germanic test case,Add exact evidence without assuming Danish or English comfort,VISIBLE_UNRANKED_EVIDENCE_PRIORITY_OR_NEGATIVE_CONTROL,7172EBA8037F827C2219BE4468287351202AC5AD119B622DCCF7E4E7BDD99C23
S135,Icelandic,edition-target:lang:is-Latn-IS,is-Latn-IS,Latin,Iceland,MINORITIZED_GERMANIC,DIRECT_OR_EXPLICIT_CONTEXT,PRESENT_EXACT_TARGET,edition-target:lang:is-Latn-IS,,EXACT_TARGET_UNRANKED,,Small national language and negative-control case,Research exact stage and advanced-resource gaps,VISIBLE_UNRANKED_EVIDENCE_PRIORITY_OR_NEGATIVE_CONTROL,7BC7F571EF776FBA85E273AD3485258CF98FB62D859A4ADF78316C982447EFB9
S136,Luxembourgish,edition-target:lang:lb-Latn-LU,lb-Latn-LU,Latin,Luxembourg,MINORITIZED_GERMANIC,DIRECT_OR_EXPLICIT_CONTEXT,PRESENT_EXACT_TARGET,edition-target:lang:lb-Latn-LU,,EXACT_TARGET_UNRANKED,,National language in a strongly multilingual system,Research actual education-language functions before interlanguage claims,VISIBLE_UNRANKED_EVIDENCE_PRIORITY_OR_NEGATIVE_CONTROL,EA2E6570569647469EA8C2A0F8EE80A912997137B1DE3444EFC1A29B1BB181F1
S137,Swiss German varieties,edition-target:lang:gsw-Latn-CH,gsw-Latn-CH,Latin plus spoken/audio arm,Switzerland,MINORITIZED_GERMANIC,DIRECT_OR_EXPLICIT_CONTEXT,PRESENT_EXACT_TARGET,edition-target:lang:gsw-Latn-CH,,EXACT_TARGET_UNRANKED,,Spoken continuum not equivalent to Standard German in all educational functions,Resolve variety and modality before ranking,VISIBLE_UNRANKED_EVIDENCE_PRIORITY_OR_NEGATIVE_CONTROL,926D1133F78F912368BD93CBBA6FC8DBB9BBD74AE84D816775D82FA9DEF782C2
S138,Haitian Kreyòl,edition-target:lang:ht-Latn-HT,ht-Latn-HT,Latin,Haiti and diaspora,CREOLE_LARGE,DIRECT_OR_EXPLICIT_CONTEXT,PRESENT_EXACT_TARGET,edition-target:lang:ht-Latn-HT,,EXACT_TARGET_UNRANKED,,Large national creole with major education-language implications,Resolve duplicate identifiers and source-bind a defensible person range,VISIBLE_UNRANKED_EVIDENCE_PRIORITY_OR_NEGATIVE_CONTROL,045666425453E9E732183FE0AE4435A74AEA7974F850AEE658C5E1B1C4F06501
S139,Guinea-Bissau Kriol,edition-target:lang:pov-Latn-GW,pov-Latn-GW,Latin,Guinea-Bissau,CREOLE_BRIDGE,DIRECT_OR_EXPLICIT_CONTEXT,PRESENT_EXACT_TARGET,edition-target:lang:pov-Latn-GW,,DIRECT_PERSON_RANKED,65,Official census shows 1303743 users and strong rural bridge reach,Retain direct multiple-response count and nonadditivity caveat,VISIBLE_DIRECT_PERSON_LANE_PLUS_STAGE_SUBJECT_PROFILE,3CEACC39F88A6B3068CA95B259185BD95F9569B37D38296E72D5A43A5A432EB1
S140,Kreol Morisien,edition-target:lang:mfe-Latn-MU,mfe-Latn-MU,Latin,Island of Mauritius,CREOLE_LARGE,DIRECT_OR_EXPLICIT_CONTEXT,PRESENT_EXACT_TARGET,edition-target:lang:mfe-Latn-MU,,DIRECT_PERSON_RANKED,69,Large directly enumerated national creole population,Use Mauritius-island denominator when Rodrigues is separate,VISIBLE_DIRECT_PERSON_LANE_PLUS_STAGE_SUBJECT_PROFILE,E562A2F1B58DFC5CEE42B3BC578E4E32F7896C62DC766429AE404F024590A2AD
S141,Kreol Rodrige,edition-target:lang:mfe-Latn-MU-x-rodrigues,mfe-Latn-MU-x-rodrigues,Latin,Rodrigues,CREOLE_REGIONAL,DIRECT_OR_EXPLICIT_CONTEXT,PRESENT_EXACT_TARGET,edition-target:lang:mfe-Latn-MU-x-rodrigues,,EXACT_TARGET_UNRANKED,,Separate official census stratum,Do not double count inside Republic-wide Morisien total,VISIBLE_UNRANKED_EVIDENCE_PRIORITY_OR_NEGATIVE_CONTROL,904B689CE56B2498C32AC7428942B5ABA5AFBA49A96B4EF12C63AC670632EAEE
S142,Kreol Seselwa,edition-target:lang:crs-Latn-SC,crs-Latn-SC,Latin,Seychelles,CREOLE_LARGE,DIRECT_OR_EXPLICIT_CONTEXT,PRESENT_EXACT_TARGET,edition-target:lang:crs-Latn-SC,,DIRECT_PERSON_RANKED,102,National creole with directly bounded derived population,Use correct 2022 denominator and rounded-share interval,VISIBLE_DIRECT_PERSON_LANE_PLUS_STAGE_SUBJECT_PROFILE,3C36175516F6C8B142430A80B43EF6E528579F9E983DE927CE45DFB4CDEE3765
S143,Belize Kriol,edition-target:lang:bzj-BZ,bzj-BZ,Latin,Belize,CREOLE_REGIONAL,DIRECT_OR_EXPLICIT_CONTEXT,PRESENT_EXACT_TARGET,edition-target:lang:bzj-BZ,,DIRECT_PERSON_RANKED,87,Official census provides direct multiple-response person count,Retain exact age universe and nonadditivity caveat,VISIBLE_DIRECT_PERSON_LANE_PLUS_STAGE_SUBJECT_PROFILE,4D80EEB88DF4D7832B2E480668E38B1642E9C003D9A9AD215D1E6475838FD21F
S144,Curaçao Papiamentu,edition-target:lang:pap-CW,pap-CW,Phonemic Latin,Curaçao,CREOLE_REGIONAL,DIRECT_OR_EXPLICIT_CONTEXT,PRESENT_EXACT_TARGET,edition-target:lang:pap-CW,,DIRECT_PERSON_RANKED,97,Official census provides home-language share,Use rounded-share interval and keep Aruba orthography separate,VISIBLE_DIRECT_PERSON_LANE_PLUS_STAGE_SUBJECT_PROFILE,119E6A0113CBB1E53509AE9F3D61338FCE5D2CBB1A7BBC9B57E32D8EC92E3D0A
S145,Aruba Papiamento,edition-target:lang:pap-AW,pap-AW,Etymological Latin,Aruba,CREOLE_REGIONAL,DIRECT_OR_EXPLICIT_CONTEXT,PRESENT_EXACT_TARGET,edition-target:lang:pap-AW,,DIRECT_PERSON_RANKED,104,Official census provides direct home-language count,Keep Curaçao and Bonaire orthographic profiles separate,VISIBLE_DIRECT_PERSON_LANE_PLUS_STAGE_SUBJECT_PROFILE,042C1F6BE0DB798A63A279940F3C28CA75A82E719056933AD6FADDB6BB4AF378
