benchmark_profile_id,flores_code,language_code,script_code,profile_measurement_kind,profile_match_scope,aligned_sentences,tokenization_measurement_set_sha256,direct_measurement_row_hash,profile_row_hash,profile_set_hash
flores:lug_Latn,lug_Latn,lug,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,df49efc62e9a4418ea587d82fff52fca10038b649c44e1d06c15209aa50189c5,6541dfe78a5f7dee24c557a69ea1cd2ff5b9bc39165a5503f30c2431b3a44959,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:luo_Latn,luo_Latn,luo,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,e92854e91ac6325a3663c42a9227e5858f4088723b5a1f6d1177a4fb781f743d,8d24cc88c28ad559a64f5bf20a1a9a5b2bd117f693878781a654ff7eee14db5b,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:lus_Latn,lus_Latn,lus,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a5f5c1c2b3589c5f2c1b8054773b2cf8b6c28c42f136c88ace8046ed848c22ca,5756e8aefc8629ac6b2040b1126c5916c93219c116fee5c22659949056c76744,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:lvs_Latn,lvs_Latn,lvs,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,dfec83759f3e48f2db1e5e88319e80041d51f7aad2a8d2a3b64c72081566a34e,a785779ff28723c26000c16feb1357f46c7d2b88f8553aebab96723b2a5f1851,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:mag_Deva,mag_Deva,mag,Deva,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,2ae476d73f7837e46945ae0cde9e55bdd76d8ed7c2e71537fa68c48fda58cd4c,536a3bb2c2c35d89d4740a72e1df1db3d91a833de06b5951b06b72ac94fe6637,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:mai_Deva,mai_Deva,mai,Deva,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,d7ba90754dc887f0975e437b51b90da762ee0e898c41bbe95d2bd38d83bce1c3,be4429779dba4785aecdb88bcaac7cb7981e16d9b218cd0a2afef28a190dd67b,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:mal_Mlym,mal_Mlym,mal,Mlym,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,979a095569f1a7f1d92206b141f26a7233e3c470f92ef9aadb58e531341421f9,edf6aba4be639ea545665cc68959946435c2c8445023bafb92157823c83f364b,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:mar_Deva,mar_Deva,mar,Deva,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,242e02ee8c9d442127410adfe2fc24b4354e47c98f9eb84c259396a0055e3f3e,88ca915112fa4d1a48bd43d45912d941d86b0f1cf93341d05666154b6ab5be82,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:min_Arab,min_Arab,min,Arab,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,3b654d6481ba87fa248cbd8f1fa9666c93eb2527df1fc4b85db095db82f8c4fd,b75b4908c128ff8c1e7e9bd480c5714ff4a98f2e40b7c4ce6f5eb5248112188c,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:min_Latn,min_Latn,min,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,33d8368458c9b5b22da81108526df4ce98605fe08d56481e77920ac391fd4578,ecffbb9076f77bfaa75c20dae7e1b5b38a317925c6fd7e30c89f065b90c040ee,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:mkd_Cyrl,mkd_Cyrl,mkd,Cyrl,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,e0f196d5334216c0d870ea8020c8d95c243dea0c917bc6a188ff6aeedfe8d53b,4e587a39b4f6e9cce3f68f236c3f614f81d4091cbc755edf407876cf9dc31112,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:mlt_Latn,mlt_Latn,mlt,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,266fd6da49601325ebb00b26cd08ed656ca0700bbee675c9f1ca3a53291ed6c7,a272e032bb29ff00328aed3caff2cd8ee838be5d08e904548556569cacd7ed6a,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:mni_Beng,mni_Beng,mni,Beng,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,29b078624b18ef804c7338a72d09d30282fd320c6c2c0e2eabef988672598076,d245e00cc5b8b0f525c7de63a354c6ce06bdde22575d48d9a6e97d9cad4f95cc,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:mos_Latn,mos_Latn,mos,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,ed1bb14325471e9ac2aacee0cb5e8c61817f582d2280abd7e65b2573041c66af,3fbd3f99a5b8b080256f1d6001b5a55f85aeb7e24805b8fa1212542f86cf9f5f,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:mri_Latn,mri_Latn,mri,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,bcc4b4e4467470c7e6bcf41846c7dd054418aa81a3fb418d229b5786f01cf0b7,9176ccc8932533decffbeb1f83477d01790c449c3d010531afa26f67af9f40de,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:mya_Mymr,mya_Mymr,mya,Mymr,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,8d1e07080a820fe7b3b2025c91be8955f24857895fa365a932f54c611ac588be,3ea5f0d46ba3da85dee0d79664e27fa15a979923384b0ef30cd3737f17af9a59,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:nld_Latn,nld_Latn,nld,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,09244fc39cf669d4af4ade2c70ef716d5b8e75586dd1cff56da6d9e7a6db1ee2,fd6b1cd0a5559098b9a08447e7deef84656aa6846b42172ba34e515911ae10c7,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:nno_Latn,nno_Latn,nno,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,4d2ecaefc1fca62b827b5025d5d49c83b6106bd6eb4a342fff0bb38ee7d2acdb,8ba697e3ccd4b6272e5dd6cc4c963ae6269e8a2e50ab0c9c5a82f00ebaac4062,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:nob_Latn,nob_Latn,nob,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,5f79d26eed6a7f37129e6559fad709658d01ee5bbe465a909ee78b9ad91a4fb0,89e704d92acfc80fc3dac3ca4dace2835acf386ea55f44656d5ef8daf15cff34,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:npi_Deva,npi_Deva,npi,Deva,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,43c1ec2e0396eeae6e991e0cde1add3e00c0ea785405dd851c46f602ed8ddbcc,79772cf76f7f764070e30f451c574beeb85f974f39e091bd003b966ab81a8cc9,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:nso_Latn,nso_Latn,nso,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,b2e8998c784a1ae8b6a3831f543cb29d989ef00db5d965d99aacbb5161a63f85,125b54a4d7a1466c8bb7b4df38150d67b6b03d3e101d8ba449c5b7d5e8fdf429,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:nus_Latn,nus_Latn,nus,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,5a9c1cdef2fd26d207da7ff62eb258d29f8346973b5d143cd3a3fc1650a9d808,b81430dcd1ed10fbf2ef0daf575d22d7202b5657a352cd4abaf54c9a1198de5c,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:nya_Latn,nya_Latn,nya,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,fa450608c710ef1f1ed47357f328942bc97ac4e82786f73dcfdcaa626870328f,bba2da6abf03b7f7b72d6c29dd492db1fc3a6778d098e3b1061667bd4e385591,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:oci_Latn,oci_Latn,oci,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,019e1c583b6e7333ea887d62d210321dafea6de48fa5565477bbcb49c2ab1b8e,a56ceec9ad70068015731bc358a641bcc3a967bfa41cd34d18477fdfa5ceb2da,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:ory_Orya,ory_Orya,ory,Orya,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,6900893c9f8eca7940b11928499ad4f03d5ccd11396d6b8c44941f1642563e4f,82f265ee1c552678aacdf7faa93b12c7a7c7cf4d20082a0c9d19c2bb338bcc82,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:pag_Latn,pag_Latn,pag,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,cfbe35ad62230531f4385d2dd2496bf3ce0a56c7838a2f576f01cee5ba3a1c33,da8a1288670ce01e68f7e2c42777476009cecfba36261f51ab3c97211f6a1c8e,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:pan_Guru,pan_Guru,pan,Guru,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,52f196ce3884f0aa40c12d22422fa6a6452a4fec8fd8a86f89b2dc77fc231840,63310b4f2918eb7f651a53d41fc07b02f5afd35cd8e0ef530a8220717aea7bd8,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:pap_Latn,pap_Latn,pap,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,f016e9a86e1c632ec0c92efa8f248f0ff4f2cc825e4a8793812b248f1ea28959,05050eef673f623930eb2ba4756a0a7535be13cda583fc69082da4580a9cfb70,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:pbt_Arab,pbt_Arab,pbt,Arab,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,e779a4ec5ac3ee0ae1652a2f2c75ce17e6c6f3e46f31694b28ac59aedb88606d,262bba5c6e4275e0fe0b6912865adba28facbeccf04ec99e9aea04c3ba30d4e1,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:pes_Arab,pes_Arab,pes,Arab,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,77609a64eaf84200ff08ef9caaa0b54398f797919d67e32f60f7e8a2548b9814,73b9d66bd5c13e28b0bc0a3b28677d6656a5d58c3c0b378ea36a65d2625cbf52,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:plt_Latn,plt_Latn,plt,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,bd48cf15ba5d44c8ec0d00a789ca4cebb2ca1377d0185e69d8a087be25e9390e,61a9f20c1ca5697bd3781815d671e66c178f542e987da08ce685460edfda1318,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:pol_Latn,pol_Latn,pol,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,02143e310735547de7697f7f117f12f52b5af4e860b7be0ac911fa1e01fd0427,d0cded086df15c3ab49dcd3dfa6fd4026f284fb7dc1fdbbcffda723d58e7f09b,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:por_Latn,por_Latn,por,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,ad61aac2441ab1c0071548059c1d4e2e84b9fee0a4334af007e2166075508af6,e6fcbaff3c4c84078c6f1599c29b86a175392e0e6ba5a77d2011e006097897b0,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:prs_Arab,prs_Arab,prs,Arab,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,eb061ea765496ea21e30c9e14926129582cbb505daa2e69c38f61301cbce51b6,0a80e97f0c6fbf9e7e80ce39682fdcda8202f71e6cb7f6716c73f3736a577484,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:quy_Latn,quy_Latn,quy,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,1a060b673ee22842d257f7872d22c129fba7875e8edaa0e82a4571b837578a4d,4dab1266e6662d906822116c343b9c81bb381162698bc19337f02ecf431b637d,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:ron_Latn,ron_Latn,ron,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,9512ea78d98fefcc08f786057f54e6d05f5122a2450f0d24929b6f604515dddf,ab882353cd9fb9e1ba04ac5bf0a140d0e7950cb1ce18aa1e30a6f24ce6864087,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:run_Latn,run_Latn,run,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,e924d83c4e3d1add06e5be6d971b1c7c4c2e3d25254c6570df86cebe4cd7e482,d46cde3e30f41a98ce0c6f8ea8cf4c69527d806af4098f86cb3359fcdc86d224,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:rus_Cyrl,rus_Cyrl,rus,Cyrl,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,85210a98a6662c03b6bb8404b72c6e1b2fb9db27d629b4c7c90f8ccbce68cf15,9d8e692a065de2c7c1d965abe7eaeea5865190e6f1dbfe6a0fd098323e76610a,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:sag_Latn,sag_Latn,sag,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,de36f6502c16d025d45edf1f0aa6afe7ce59ea39e7734a86530ed02e6d56c8f0,8e7febbdf10b426a7cc02f794b3e1b9ff715bfc440e4723c4fe656db64490ec5,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:san_Deva,san_Deva,san,Deva,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,675e78d4f19ebc5ef690f51f470817f0c9066fbc3e09e8dce8d5deb36c35295c,d911fbb75ea85256ecc7bc14cc2c3ed7a1ca1c9b7a7cfa4b3d1d75647daf87ff,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:sat_Olck,sat_Olck,sat,Olck,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,46e10d4aa966195ecc898599f8e3c34662204f88e9c4399c96bb273a89fd5572,5d60b471c589f4dc1e6e86ca8026250194cca0e9da134e25963849e80308d0b9,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:scn_Latn,scn_Latn,scn,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,f45fcca523583179cdaa70b8f4039ebcdd4cdfd9e0e9adb58b732f15c9ff98dd,8769401137d1c2a41dc071db45c886cbc97babb37e9ff4964a56eb44782d3903,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:shn_Mymr,shn_Mymr,shn,Mymr,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,cd5df24881aef07ac2c6b099122aff7e9c0b6d74cc514ab5083edad2ef217aef,ec39a6e10a92556002e141d576613580c0672b15a0c8fd170ff8835b49f365bd,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:sin_Sinh,sin_Sinh,sin,Sinh,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,e7b71638bceca7b6f0b7e4b785853462e1df6bacbcd93df18208123a9dc3034c,c59b9e26fa5c4048a4fe3a7bade9c81590bebc221313a0553c08e4f42a380405,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:slk_Latn,slk_Latn,slk,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a5ca387a1073ac90ac2a5383b7bc62258fe5ce5d5053677e627136f9a75c0daa,5d8d72d9c4132384e47ce69f542802960a4c8e99e7d39f44d33696f5c7fa3c3e,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:slv_Latn,slv_Latn,slv,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,07094007ed781e8425634a5d864fdb3112284b32fda251857af3c14e930496cc,6221d04477b702d9cd11e5af28f670ffe2710c2ed0a922571ac08f0e9b011c8b,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:smo_Latn,smo_Latn,smo,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,6cfdb45649572074c7375f93b7f958db22890644fdcf91fdd5d1cc97b5f3615b,ee8e228a21c62a74f9cbd9c2cf335a781193d968f9a00a9e21c43928d4338544,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:sna_Latn,sna_Latn,sna,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,6bafafb0806183082716625adcf24a49e036afcc6506666d74714e7df4d387f8,9f3ba8bfa4503f9cfaad334bb42c9994f638553e922eb7446df5298d7617475c,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:snd_Arab,snd_Arab,snd,Arab,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,5fda0c14561858323dfef21be89123717a8bcf2b7d79c9da5348465316c926d7,549330fa6de0c82ee8d1e26d592bac308af7d1376bcfb0b75f7876620f998450,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:som_Latn,som_Latn,som,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,163691b2f96e74edfb8480e49ef6fdaa0a94c236c904911874cee6f8417eced0,6def5d00bbfe7f41ed9037a4fd5409cd9d919e2c199bd31f36d738f22314805d,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:sot_Latn,sot_Latn,sot,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,41bbb2adea64139bcb4b83297051684ed7a14ee26d5f85f2c22b74e83a466bc1,74e0fb21a9656c871136dbd0b3bf8377d55e78ea66123c3dc872402c8bcc3a4d,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:spa_Latn,spa_Latn,spa,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,7a186e30c15c5ccd3fbf54c9d435e7db2b2c826c50ebb8b947c3b3f13a31d438,b412f78489b20aef8323abc6c363931c92d529f119a1a97b9906acdcc95e5f8d,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:srd_Latn,srd_Latn,srd,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,49bc53ddf285a5a824bdcb74fc75d1ca03d79f54742e5095677c322ef4fe5194,2a0a0134bf46613de6ef7e836fc0fb07a75915ce009a22dd095a7acc6e33760f,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:srp_Cyrl,srp_Cyrl,srp,Cyrl,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,baa0a3bd255a3ff9c0eb25b0ad2f5f3c9ff80b3d5c33dfca8cbc34eeba344625,ef9dd1c5d06d05cd1971ea5a576c861234d1d0082b304934f52cd5178ab4bc92,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:ssw_Latn,ssw_Latn,ssw,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,8b6635106476a8626adb6f413f97e0d524d27cb4acf40a0079b847d2581cf35a,65cc7626d3b36819a646367bb9c8ad9c7d548cc629e96da538c56de53b4a1340,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
