decision_rank,edition_target_id,label,language_tag,population_basis_class,order_lane,population_low,population_base,population_high,population_source_id,population_definition,population_reference_year,population_confidence,population_atom_id,schooling_language_gap,learning_completion_gap,open_resource_scarcity,academic_lingua_franca_nonoverlap,delivery_gap,accessibility_gap,intrinsic_need_low,intrinsic_need_model,intrinsic_need_high,intrinsic_need_p05,intrinsic_need_median,intrinsic_need_mean,intrinsic_need_p95,top10_probability,top100_probability,standard_compute_p50_fecu,compute_evidence_class,population_rank_eligible,primary_order_eligible,model_status,authorization_id,authorization_ids,authorization_status,authorization_tier,evidence_identity_id,source_lane,source_record_id,evidence_role,target_row_sha256,evidence_row_sha256,source_evidence_row_sha256,source_registry_row_hashes,evidence_bounds_source_complete,evidence_bounds_were_imputed,population_bound_type,source_population_low_persons,source_population_base_persons,source_population_high_persons,normalized_population_low_persons,normalized_population_high_persons,local_work_exclusion,synthetic_or_model_prior
,edition-target:lang:unresolved-tag:chinese-varieties-among-hoa-communities:viet-nam-hoa-ethnicity-proxy,Chinese varieties among Hoa communities,lang:unresolved-tag:chinese-varieties-among-hoa-communities:viet-nam-hoa-ethnicity-proxy,MODEL_CONDITIONAL_TERRITORIAL_CEILING,unranked_context,0.000000,,8466543.916667,MODEL_PRIOR_COUNTRY_CEILING,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,territory:VNM,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,,,,,,,,,,1450000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,false,false,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
,edition-target:lang:unresolved-tag:chorote:argentina-people-self-identifying-as,Chorote,lang:unresolved-tag:chorote:argentina-people-self-identifying-as,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,0.000000,,8200000000.000000,MODEL_PRIOR_COUNTRY_CEILING,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,world:unresolved-territory,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,,,,,,,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,false,false,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
,edition-target:lang:unresolved-tag:cross-language-mathematical-structure-speech-rules-variable-names-decima:global-instantiate-by-language-local,Cross-language mathematical structure,lang:unresolved-tag:cross-language-mathematical-structure-speech-rules-variable-names-decima:global-instantiate-by-language-local,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,0.000000,,8200000000.000000,MODEL_PRIOR_COUNTRY_CEILING,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,world:unresolved-territory,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,,,,,,,,,,1250000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,false,false,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
,edition-target:lang:unresolved-tag:cup-ik-cu-pig:united-states-cup-ik-cu-pig-communit,Cup’ik,lang:unresolved-tag:cup-ik-cu-pig:united-states-cup-ik-cu-pig-communit,MODEL_CONDITIONAL_TERRITORIAL_CEILING,unranked_context,0.000000,,13671394.280000,MODEL_PRIOR_COUNTRY_CEILING,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,territory:USA,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,,,,,,,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,false,false,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
,edition-target:lang:unresolved-tag:dao-census-category:viet-nam-dao-ethnicity-proxy,Dao census category,lang:unresolved-tag:dao-census-category:viet-nam-dao-ethnicity-proxy,MODEL_CONDITIONAL_TERRITORIAL_CEILING,unranked_context,0.000000,,8466543.916667,MODEL_PRIOR_COUNTRY_CEILING,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,territory:VNM,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,,,,,,,,,,1250000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,false,false,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
,edition-target:lang:unresolved-tag:fataluku:timor-leste-fataluku-l1-communities,Fataluku,lang:unresolved-tag:fataluku:timor-leste-fataluku-l1-communities,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,0.000000,,8200000000.000000,MODEL_PRIOR_COUNTRY_CEILING,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,world:unresolved-territory,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,,,,,,,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,false,false,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
,edition-target:lang:unresolved-tag:forest-nenets:russian-arctic-and-sub-arctic-forest,Forest Nenets,lang:unresolved-tag:forest-nenets:russian-arctic-and-sub-arctic-forest,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,0.000000,,8200000000.000000,MODEL_PRIOR_COUNTRY_CEILING,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,world:unresolved-territory,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,,,,,,,,,,1080000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,false,false,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
,edition-target:lang:unresolved-tag:galoli:timor-leste-galoli-l1-communities,Galoli,lang:unresolved-tag:galoli:timor-leste-galoli-l1-communities,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,0.000000,,8200000000.000000,MODEL_PRIOR_COUNTRY_CEILING,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,world:unresolved-territory,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,,,,,,,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,false,false,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
,edition-target:lang:unresolved-tag:guarani-nandeva:paraguay-guarani-nandeva-people,Guaraní Ñandéva,lang:unresolved-tag:guarani-nandeva:paraguay-guarani-nandeva-people,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,0.000000,,8200000000.000000,MODEL_PRIOR_COUNTRY_CEILING,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,world:unresolved-territory,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,,,,,,,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,false,false,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
,edition-target:lang:unresolved-tag:guarani-occidental:paraguay-guarani-occidental-people,Guaraní Occidental,lang:unresolved-tag:guarani-occidental:paraguay-guarani-occidental-people,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,0.000000,,8200000000.000000,MODEL_PRIOR_COUNTRY_CEILING,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,world:unresolved-territory,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,,,,,,,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,false,false,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
,edition-target:lang:unresolved-tag:haida-alaska-variety-required:united-states-haida-alaska-variety-r,Haida — Alaska variety required,lang:unresolved-tag:haida-alaska-variety-required:united-states-haida-alaska-variety-r,MODEL_CONDITIONAL_TERRITORIAL_CEILING,unranked_context,0.000000,,13671394.280000,MODEL_PRIOR_COUNTRY_CEILING,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,territory:USA,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,,,,,,,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,false,false,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
,edition-target:lang:unresolved-tag:highland-kichwa-exact-regional-variety-required:ecuador-highland-kichwa-exact-region,Highland Kichwa — exact regional variety required,lang:unresolved-tag:highland-kichwa-exact-regional-variety-required:ecuador-highland-kichwa-exact-region,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,0.000000,,8200000000.000000,MODEL_PRIOR_COUNTRY_CEILING,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,world:unresolved-territory,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,,,,,,,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,false,false,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
,edition-target:lang:unresolved-tag:hindko-census-category:pakistan-especially-khyber-pakhtunkh,Hindko (Census category),lang:unresolved-tag:hindko-census-category:pakistan-especially-khyber-pakhtunkh,MODEL_CONDITIONAL_TERRITORIAL_CEILING,unranked_context,0.000000,,25521955.400000,MODEL_PRIOR_COUNTRY_CEILING,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,territory:PAK,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,,,,,,,,,,1140000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,false,false,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
,edition-target:lang:unresolved-tag:inuktun-avanersuarmiutut:qaanaaq-avanersuaq-greenland,Inuktun,lang:unresolved-tag:inuktun-avanersuarmiutut:qaanaaq-avanersuaq-greenland,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,0.000000,,8200000000.000000,MODEL_PRIOR_COUNTRY_CEILING,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,world:unresolved-territory,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,,,,,,,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,false,false,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
,edition-target:lang:unresolved-tag:inuvialuktun:canada-inuvialuktun-communities-and,Inuvialuktun,lang:unresolved-tag:inuvialuktun:canada-inuvialuktun-communities-and,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,0.000000,,303703703.703704,MODEL_PRIOR_COUNTRY_CEILING,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,world:unresolved-territory,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,,,,,,,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,false,false,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
,edition-target:lang:unresolved-tag:iogys:argentina-people-self-identifying-as,Iogys,lang:unresolved-tag:iogys:argentina-people-self-identifying-as,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,0.000000,,8200000000.000000,MODEL_PRIOR_COUNTRY_CEILING,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,world:unresolved-territory,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,,,,,,,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,false,false,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
,edition-target:lang:unresolved-tag:jamaican-country-sign-konchri-sain:st-elizabeth-jamaica,Jamaican Country Sign,lang:unresolved-tag:jamaican-country-sign-konchri-sain:st-elizabeth-jamaica,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,0.000000,,8200000000.000000,MODEL_PRIOR_COUNTRY_CEILING,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,world:unresolved-territory,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.80000000,,,,,,,,,,1562500.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,false,false,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
,edition-target:lang:unresolved-tag:ka-apor-sign-language:brazil-ka-apor-community,Ka’apor Sign Language,lang:unresolved-tag:ka-apor-sign-language:brazil-ka-apor-community,MODEL_CONDITIONAL_TERRITORIAL_CEILING,unranked_context,0.000000,,11200652.894737,MODEL_PRIOR_COUNTRY_CEILING,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,territory:BRA,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.80000000,,,,,,,,,,1562500.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,false,false,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
,edition-target:lang:unresolved-tag:kadazandusun-varieties:sabah-malaysia-kadazandusun-communit,Kadazandusun varieties,lang:unresolved-tag:kadazandusun-varieties:sabah-malaysia-kadazandusun-communit,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,0.000000,,8200000000.000000,MODEL_PRIOR_COUNTRY_CEILING,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,world:unresolved-territory,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,,,,,,,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,false,false,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
,edition-target:lang:unresolved-tag:kavet:cambodia-kavet-communities-within-mi,Kavet,lang:unresolved-tag:kavet:cambodia-kavet-communities-within-mi,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,0.000000,,8200000000.000000,MODEL_PRIOR_COUNTRY_CEILING,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,world:unresolved-territory,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,,,,,,,,,,1250000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,false,false,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
,edition-target:lang:unresolved-tag:kreung:cambodia-kreung-communities-within-m,Kreung,lang:unresolved-tag:kreung:cambodia-kreung-communities-within-m,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,0.000000,,8200000000.000000,MODEL_PRIOR_COUNTRY_CEILING,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,world:unresolved-territory,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,,,,,,,,,,1250000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,false,false,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
,edition-target:lang:unresolved-tag:localized-labels-in-one-declared-written-braille-language-tactile-geomet:global-instantiate-by-curriculum-dia,Localized labels in one declared written,lang:unresolved-tag:localized-labels-in-one-declared-written-braille-language-tactile-geomet:global-instantiate-by-curriculum-dia,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,0.000000,,8200000000.000000,MODEL_PRIOR_COUNTRY_CEILING,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,world:unresolved-territory,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,,,,,,,,,,1250000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,false,false,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
,edition-target:lang:unresolved-tag:mapuche-tehuelche:argentina-people-self-identifying-as,Mapuche-Tehuelche,lang:unresolved-tag:mapuche-tehuelche:argentina-people-self-identifying-as,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,0.000000,,8200000000.000000,MODEL_PRIOR_COUNTRY_CEILING,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,world:unresolved-territory,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,,,,,,,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,false,false,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
,edition-target:lang:unresolved-tag:mayangna-exact-local-variety-required:nicaragua-mayangna-communities,Mayangna — exact local variety required,lang:unresolved-tag:mayangna-exact-local-variety-required:nicaragua-mayangna-communities,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,0.000000,,8200000000.000000,MODEL_PRIOR_COUNTRY_CEILING,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,world:unresolved-territory,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,,,,,,,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,false,false,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
,edition-target:lang:unresolved-tag:midiki:timor-leste-midiki-l1-communities,Midiki,lang:unresolved-tag:midiki:timor-leste-midiki-l1-communities,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,0.000000,,8200000000.000000,MODEL_PRIOR_COUNTRY_CEILING,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,world:unresolved-territory,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,,,,,,,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,false,false,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
,edition-target:lang:unresolved-tag:multilingual-mainland-population-zh-hans-cn-capable-subset-unmeasured:mainland-china-people-offline-in-the,Multilingual mainland population,lang:unresolved-tag:multilingual-mainland-population-zh-hans-cn-capable-subset-unmeasured:mainland-china-people-offline-in-the,MODEL_CONDITIONAL_TERRITORIAL_CEILING,unranked_context,0.000000,,66980238.095238,MODEL_PRIOR_COUNTRY_CEILING,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,territory:CHN,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,,,,,,,,,,1450000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,false,false,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
,edition-target:lang:unresolved-tag:multilingual-older-population-zh-hans-cn-capable-subset-unmeasured:mainland-china-people-aged-60-or-old,Multilingual older population,lang:unresolved-tag:multilingual-older-population-zh-hans-cn-capable-subset-unmeasured:mainland-china-people-aged-60-or-old,MODEL_CONDITIONAL_TERRITORIAL_CEILING,unranked_context,0.000000,,66980238.095238,MODEL_PRIOR_COUNTRY_CEILING,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,territory:CHN,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,,,,,,,,,,1450000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,false,false,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
,edition-target:lang:unresolved-tag:multilingual-rural-population-zh-hans-cn-capable-subset-unmeasured:mainland-china-rural-residents-offli,Multilingual rural population,lang:unresolved-tag:multilingual-rural-population-zh-hans-cn-capable-subset-unmeasured:mainland-china-rural-residents-offli,MODEL_CONDITIONAL_TERRITORIAL_CEILING,unranked_context,0.000000,,66980238.095238,MODEL_PRIOR_COUNTRY_CEILING,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,territory:CHN,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,,,,,,,,,,1450000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,false,false,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
,edition-target:lang:unresolved-tag:muong-varieties:viet-nam-muong-ethnicity-proxy,Mường varieties,lang:unresolved-tag:muong-varieties:viet-nam-muong-ethnicity-proxy,MODEL_CONDITIONAL_TERRITORIAL_CEILING,unranked_context,0.000000,,8466543.916667,MODEL_PRIOR_COUNTRY_CEILING,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,territory:VNM,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,,,,,,,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,false,false,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
,edition-target:lang:unresolved-tag:named-sign-language-required-instantiate-one-candidate-per-identified-la:named-deaf-community-and-territory-m,NAMED SIGN LANGUAGE REQUIRED,lang:unresolved-tag:named-sign-language-required-instantiate-one-candidate-per-identified-la:named-deaf-community-and-territory-m,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,0.000000,,8200000000.000000,MODEL_PRIOR_COUNTRY_CEILING,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,world:unresolved-territory,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,,,,,,,,,,1250000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,false,false,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
,edition-target:lang:unresolved-tag:national-and-indigenous-sign-languages:worldwide-signing-deaf-communities,National and Indigenous sign languages,lang:unresolved-tag:national-and-indigenous-sign-languages:worldwide-signing-deaf-communities,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,0.000000,,8200000000.000000,MODEL_PRIOR_COUNTRY_CEILING,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,world:unresolved-territory,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.80000000,,,,,,,,,,1562500.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,false,false,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
,edition-target:lang:unresolved-tag:naueti:timor-leste-naueti-l1-communities,Naueti,lang:unresolved-tag:naueti:timor-leste-naueti-l1-communities,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,0.000000,,8200000000.000000,MODEL_PRIOR_COUNTRY_CEILING,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,world:unresolved-territory,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,,,,,,,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,false,false,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
,edition-target:lang:unresolved-tag:neku:new-caledonia-neku-using-communities,Nèku,lang:unresolved-tag:neku:new-caledonia-neku-using-communities,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,0.000000,,8200000000.000000,MODEL_PRIOR_COUNTRY_CEILING,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,world:unresolved-territory,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,,,,,,,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,false,false,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
,edition-target:lang:unresolved-tag:ngatikese:federated-states-of-micronesia-ngati,Ngatikese,lang:unresolved-tag:ngatikese:federated-states-of-micronesia-ngati,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,0.000000,,8200000000.000000,MODEL_PRIOR_COUNTRY_CEILING,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,world:unresolved-territory,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,,,,,,,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,false,false,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
,edition-target:lang:unresolved-tag:northern-pwo-karen:myanmar-and-displaced-northern-pwo-c,Northern Pwo Karen,lang:unresolved-tag:northern-pwo-karen:myanmar-and-displaced-northern-pwo-c,MODEL_CONDITIONAL_TERRITORIAL_CEILING,unranked_context,0.000000,,4570887.333333,MODEL_PRIOR_COUNTRY_CEILING,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,territory:MMR,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,,,,,,,,,,1240000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,false,false,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
,edition-target:lang:unresolved-tag:one-named-written-language-and-braille-code-per-edition-contraction-leve:global-instantiate-by-language-count,One named written language and braille code per edition,lang:unresolved-tag:one-named-written-language-and-braille-code-per-edition-contraction-leve:global-instantiate-by-language-count,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,0.000000,,8200000000.000000,MODEL_PRIOR_COUNTRY_CEILING,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,world:unresolved-territory,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,,,,,,,,,,1250000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,false,false,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
,edition-target:lang:unresolved-tag:pai-tavytera:paraguay-pai-tavytera-people,Paĩ Tavyterã,lang:unresolved-tag:pai-tavytera:paraguay-pai-tavytera-people,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,0.000000,,8200000000.000000,MODEL_PRIOR_COUNTRY_CEILING,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,world:unresolved-territory,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,,,,,,,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,false,false,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
,edition-target:lang:unresolved-tag:paikoka:ecuador-paikoka-communities,Paikoka,lang:unresolved-tag:paikoka:ecuador-paikoka-communities,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,0.000000,,8200000000.000000,MODEL_PRIOR_COUNTRY_CEILING,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,world:unresolved-territory,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,,,,,,,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,false,false,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
,edition-target:lang:unresolved-tag:paramaccan:suriname-paramaccan-communities,Paramaccan,lang:unresolved-tag:paramaccan:suriname-paramaccan-communities,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,0.000000,,8200000000.000000,MODEL_PRIOR_COUNTRY_CEILING,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,world:unresolved-territory,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,,,,,,,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,false,false,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
