decision_rank,edition_target_id,label,language_tag,population_basis_class,order_lane,population_low,population_base,population_high,population_source_id,population_definition,population_reference_year,population_confidence,population_atom_id,schooling_language_gap,learning_completion_gap,open_resource_scarcity,academic_lingua_franca_nonoverlap,delivery_gap,accessibility_gap,intrinsic_need_low,intrinsic_need_model,intrinsic_need_high,intrinsic_need_p05,intrinsic_need_median,intrinsic_need_mean,intrinsic_need_p95,top10_probability,top100_probability,standard_compute_p50_fecu,compute_evidence_class,population_rank_eligible,primary_order_eligible,model_status,authorization_id,authorization_ids,authorization_status,authorization_tier,evidence_identity_id,source_lane,source_record_id,evidence_role,target_row_sha256,evidence_row_sha256,source_evidence_row_sha256,source_registry_row_hashes,evidence_bounds_source_complete,evidence_bounds_were_imputed,population_bound_type,source_population_low_persons,source_population_base_persons,source_population_high_persons,normalized_population_low_persons,normalized_population_high_persons,local_work_exclusion,synthetic_or_model_prior
44,edition-target:lang:xh-Latn-ZA,isiXhosa,xh-Latn-ZA,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,9786928.000000,9786928.000000,9786928.000000,ZA_STATSSA_CENSUS_2022;ZA_STATSSA_METADATA_2022;ZA_UNDATA_LANGUAGE_2022;ZA_DBE_PIRLS_2021;ZA_DBE_MTBBE_2025;WB_WDI_COMPLETION_2026;WB_WDI_INTERNET_2026;WB_WDI_ELECTRICITY_2026;UNICEF_LP_OFFLINE;WMF_WIKI_STATS_20260901;WMF_TERMS,"Persons age 1+ for whom isiXhosa was the language most often spoken in the household, South Africa Census 2022.",2022,A_REGIONAL_EXACT_TYPED_PERSON,xh-Latn-ZA,0.60000000,0.27719072,0.50000000,0.40000000,0.15721201,0.50000000,894993.286625,4026810.246625,7158627.206625,2953313.824534,3980640.963253,4029000.118547,5303419.420730,0.000000,1.000000,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,true,true,L-M_COMMON_PRIOR_MODEL_CONDITIONAL,auth:regional:AFRICA_EMPIRICAL_NEED_INPUTS:xh-Latn-ZA,auth:regional:AFRICA_EMPIRICAL_NEED_INPUTS:xh-Latn-ZA,ADMIT,A_REGIONAL_EXACT_TYPED_PERSON,regional:AFRICA_EMPIRICAL_NEED_INPUTS:xh-Latn-ZA,AFRICA_EMPIRICAL_NEED_INPUTS,xh-Latn-ZA,REGIONAL_EMPIRICAL_STRATUM,6cf324a90be67a5cbe0b332e44b53eadcabfe0ea3199c51e75ec6efb740230cc,ee165bd982d672a81167102402199982244cc5789a325a6da1a038a0976e4d18,47fab47d8461f877d5c7e6896c392142ccbff9982972f4ad0fcbaf537a7c1d64,dcffeb591b4a2fbd3bccfad6be6334de63aa7f70ace0e1f254a751220ca06f81;a48f87197221f088c039caeb060d092ee1d6add77f8139c11431151aaf0ea48e;be34c749697b04fda2d94bc70fd58bb9088f1c7128272d38fc9fe5148875606a;cfe4005db4ddbd69227b2f67162332dededd01b56dcc716b73f9b6bf45902763;afe50ef6f97ad8f5b66f224efe4ad1e68b1c8cafc3f546e9a5db9c6b9e3d672f;9c33353549fc27a2ca2324fce4a756d339919d730256dd89c7f5b4e7448cf9f0;a4cece4af9a4faeed12675aea814c27c361ae700e854fbb0b716f58b6b5542d6;ce9ed3e99ff8beae8c3ba2cd7069cd3b48397588bf3c0dc755bc3c53b0a943ef;f08a8440b3bcbcc5182faa1cd33b606ff6fe4f68195e2e63badddb3f2b1fd8a4;1116171463655f3000daa67696b5fdad231077d53124aeec2023087d759613f3;1f5f1cfe3b410860ae46e0ad9ba9d5494397fa456f69b516caeeffcde0c4392e,true,false,POINT,,9786928,,9786928,9786928,true,false
45,edition-target:lang:rw-Latn-RW,Standard Kinyarwanda,rw-Latn-RW,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,6486597.000000,6490743.000000,6494888.000000,RW_EDUCATION_LAW_2021;RW_NISR_EDUCATION_2022;UNICEF_LANGUAGE_LEARNING_2016;WB_WDI_COMPLETION_2026;WB_WDI_INTERNET_2026;WB_WDI_ELECTRICITY_2026;UNICEF_LP_OFFLINE;WMF_WIKI_STATS_20260901;WMF_TERMS,"Persons age 15+ able to read, write and understand Kinyarwanda, derived from denominator 8,289,582 and the published 78.3%; conservative one-decimal rounding interval.",2022,B_REGIONAL_INTERVAL_TYPED_PERSON,rw-Latn-RW,0.60000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,998935.938000,3076612.182000,5156941.072000,2285626.263338,3073509.336367,3038603.626871,3755893.962748,0.000000,1.000000,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,true,true,L-M_COMMON_PRIOR_MODEL_CONDITIONAL,auth:regional:AFRICA_EMPIRICAL_NEED_INPUTS:rw-Latn-RW,auth:regional:AFRICA_EMPIRICAL_NEED_INPUTS:rw-Latn-RW,ADMIT,B_REGIONAL_INTERVAL_TYPED_PERSON,regional:AFRICA_EMPIRICAL_NEED_INPUTS:rw-Latn-RW,AFRICA_EMPIRICAL_NEED_INPUTS,rw-Latn-RW,REGIONAL_EMPIRICAL_STRATUM,ddb9b5f028f3c29e6e800107e6359b1828175eb7464f45772bea895854c40a75,694508f34ac72fd9b0e0bb0dbfba0d208afe742a1e82ae03ca37c3df82451a5a,ccbe952cbe4371b019bfeb7b97e1e624818d2a92c099746c55d85838cfe12eb1,dd1904a904371b3a39661b187ff9cfbd1be22c6c3b2e79d5d860c2bd94d361d9;61d52341ff6f7727cefb30ec29900f0ac40511fb0ac380bb364de29814218c6c;1b735ca1d8352a60af648c25c61f408285dfd6ceaae812630db699934b259cec;9c33353549fc27a2ca2324fce4a756d339919d730256dd89c7f5b4e7448cf9f0;a4cece4af9a4faeed12675aea814c27c361ae700e854fbb0b716f58b6b5542d6;ce9ed3e99ff8beae8c3ba2cd7069cd3b48397588bf3c0dc755bc3c53b0a943ef;f08a8440b3bcbcc5182faa1cd33b606ff6fe4f68195e2e63badddb3f2b1fd8a4;1116171463655f3000daa67696b5fdad231077d53124aeec2023087d759613f3;1f5f1cfe3b410860ae46e0ad9ba9d5494397fa456f69b516caeeffcde0c4392e,true,false,INTERVAL,6486597,6490743,6494888,6486597,6494888,true,false
46,edition-target:lang:mwr-Deva-IN,Marwari,mwr-Deva-IN,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,7831749.000000,7831749.000000,7831749.000000,IND_C16_2011,Separate mother-tongue return inside Hindi umbrella,2011,A_DIRECT_TYPED_PERSON,auth:canonical:canonical:pop:e971c0d9ad86571a6d181fcc,0.40000000,0.29472837,0.50000000,0.40000000,0.15050000,0.50000000,391710.205162,2897869.885162,5404029.565162,2205799.353528,2977337.678668,2993390.401242,3895955.794880,0.000000,1.000000,1220000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,true,true,L-M_COMMON_PRIOR_MODEL_CONDITIONAL,auth:canonical:canonical:pop:e971c0d9ad86571a6d181fcc,auth:canonical:canonical:pop:e971c0d9ad86571a6d181fcc,ADMIT,A_DIRECT_TYPED_PERSON,canonical:pop:e971c0d9ad86571a6d181fcc,legacy_canonical_population,pop:e971c0d9ad86571a6d181fcc,language_population_or_context,36bb71764feac5224d3ff531dfd2e97643ab73a1a529c686845a830ebce3c8b2,36273b40d2b354abeb4097452819334877ee7683fe18c726fa9dbec03dac8847,e3c2e6e3e0e90132f531f4170e4f2485bec2b7c756a478cafbb4c7c2d5dd5546,EC2BDF734B61061AABB368111F19C6FD09AB026FE6C42FB466BEF1DA45D722C6,true,false,POINT,7831749,7831749,7831749,7831749,7831749,true,false
47,edition-target:lang:mad-Latn-ID,Madurese,mad-Latn-ID,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,7743533.000000,7743533.000000,7743533.000000,IDN_BPS_LANG_2010,BPS daily-home-language count for people age five and above.,2010,A_DIRECT_TYPED_PERSON,auth:canonical:canonical:pop:9c716ea01474c94ecbdbc6b0,0.40000000,0.25060551,0.50000000,0.40000000,0.13659622,0.50000000,303891.644195,2781822.204195,5259752.764195,1959959.978501,2820241.409441,2817914.394091,3608224.866042,0.000000,1.000000,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,true,true,L-M_COMMON_PRIOR_MODEL_CONDITIONAL,auth:canonical:canonical:pop:9c716ea01474c94ecbdbc6b0,auth:canonical:canonical:pop:9c716ea01474c94ecbdbc6b0,ADMIT,A_DIRECT_TYPED_PERSON,canonical:pop:9c716ea01474c94ecbdbc6b0,legacy_canonical_population,pop:9c716ea01474c94ecbdbc6b0,language_population_or_context,803dc840230c855cbbc1c034c72c4d24c498a4e0c61226623e109ea8a79a0a99,575008510fd65d5663ead85940093f0919d96dcde3d9c6035f083fc2b674492e,a963caae1129f8f08515049d3bebaecf34300ffbf3458c6fa1121e358d8f0384,6C23D04903146EDA54249B865AB790B9B16EDF54891415ACDF8DDDA2DDBA5A00,true,false,POINT,,7743533,,7743533,7743533,true,false
48,edition-target:lang:yue-Hant-HK,Cantonese (Yue),yue-Hant-HK,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,6328947.000000,6328947.000000,6328947.000000,SRC_HK_CENSUS_2021,Usual spoken language among population age 5+ in Hong Kong Census 2021.,2021,A_DIRECT_TYPED_PERSON,auth:canonical:canonical:pop:d13a7085a4e2cc561361a665,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,696184.170000,2721447.210000,4746710.250000,1995185.608642,2748977.331966,2740011.845707,3464894.254431,0.000000,1.000000,1450000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,true,true,L-M_COMMON_PRIOR_MODEL_CONDITIONAL,auth:canonical:canonical:pop:d13a7085a4e2cc561361a665,auth:canonical:canonical:pop:d13a7085a4e2cc561361a665,ADMIT,A_DIRECT_TYPED_PERSON,canonical:pop:d13a7085a4e2cc561361a665,legacy_canonical_population,pop:d13a7085a4e2cc561361a665,language_population_or_context,6cdcc59e9a3c446d49bc0432022ba7aceae495cfc7d56b854310dc87c2e81afc,f41c1913acae4f541f5b1469f196a448880b9ad9d3d5428ec40d00f4782d0f10,9a0a4735d9e8f6a1210c76ed9eeaae79f8c70691764cfe39a70abccb826af06f,D3FE84FB2B0D66220A60CEE43B7FF46BA347DDF23101EAD0E1D17E64262EDB0C,true,false,POINT,6328947,6328947,6328947,6328947,6328947,true,false
49,edition-target:lang:tk-Latn-TM,Turkmen,tk-Latn-TM,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,6297965.000000,6297965.000000,6297965.000000,SRC_TURKMEN_CENSUS_2022,Direct mother-tongue count in Census 2022.,2022,A_DIRECT_TYPED_PERSON,auth:canonical:canonical:pop:9e349abef5cd58a8ac3f2848,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,692776.150000,2708124.950000,4723473.750000,1848584.555786,2657005.021712,2646873.444140,3457444.187175,0.000000,1.000000,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,true,true,L-M_COMMON_PRIOR_MODEL_CONDITIONAL,auth:canonical:canonical:pop:9e349abef5cd58a8ac3f2848,auth:canonical:canonical:pop:9e349abef5cd58a8ac3f2848;auth:regional:OCEANIA_CENTRAL_ASIA_EMPIRICAL_INPUTS:tk-Latn-TM,ADMIT,A_DIRECT_TYPED_PERSON,canonical:pop:9e349abef5cd58a8ac3f2848,legacy_canonical_population,pop:9e349abef5cd58a8ac3f2848,language_population_or_context,4ce0ac5d9807f7aab9d62531714c7d2fdb99ecdd0b322fafedfbf5e068f96a2f,1bb9237c88fa94ca830b9cb9fe354b10b87648871fbbb312a5c4ef5011631cc7,f810a478b4d49a04e9fa2105568052d526d0f1d866a808f9b555f24fb1eb9c28,B4569D4A7AD229132C7AB77947133B0AD1DCA8C27802D3194AEBF900DCE13546,true,false,POINT,6297965,6297965,6297965,6297965,6297965,true,false
50,edition-target:lang:so-Latn-ET,Standard Somali,so-Latn-ET,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,4609274.000000,4609274.000000,4609274.000000,ET_ESS_CENSUS_2007;ET_MOE_POLICY;ET_MOE_ESAA_2022;ET_WB_LP_2024;WB_WDI_COMPLETION_2026;WB_WDI_INTERNET_2026;WB_WDI_ELECTRICITY_2026;UNICEF_LP_OFFLINE;WMF_WIKI_STATS_20260901;WMF_TERMS,"Persons reporting Somali as mother tongue in Ethiopia's 2007 national census, Table 3.2.",2007,A_REGIONAL_EXACT_TYPED_PERSON,so-Latn-ET,0.60000000,0.65497641,0.50000000,0.40000000,0.60729350,0.50000000,1060208.481243,2535176.161243,4010143.841243,2045774.468788,2569048.929237,2559478.806138,3051822.681426,0.000000,1.000000,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,true,true,L-M_COMMON_PRIOR_MODEL_CONDITIONAL,auth:regional:AFRICA_EMPIRICAL_NEED_INPUTS:so-Latn-ET,auth:regional:AFRICA_EMPIRICAL_NEED_INPUTS:so-Latn-ET,ADMIT,A_REGIONAL_EXACT_TYPED_PERSON,regional:AFRICA_EMPIRICAL_NEED_INPUTS:so-Latn-ET,AFRICA_EMPIRICAL_NEED_INPUTS,so-Latn-ET,REGIONAL_EMPIRICAL_STRATUM,87dc96d7d9b9bfc701bf508ed14298f5c740c53825b1605db701ac2b60f3588e,bb0adc9ca47d5fce363a60928b918050afd5ebfbeeeb671a08e816a6c30c4fda,3429b229c816cdb23fd8daafeb3ad30ccedee2087f64a16182b58249d96beb6a,fce6afecd896e8cf08d2cff807dd900a46d27bdb0eacc06b1cedb1ae1c09c46a;fc45a53902b1372dbf4db1196e8284205586e09a1dc0437dc0ccf6a3018763e8;9d96f04b2f0c30df9305b8ab607d11d34d25767cd9378948818ca8340ff09fba;6dc0c8d6289e5cad740dffaef05ea881ea64b5d2f9e1d471714a817dbe28b7d4;9c33353549fc27a2ca2324fce4a756d339919d730256dd89c7f5b4e7448cf9f0;a4cece4af9a4faeed12675aea814c27c361ae700e854fbb0b716f58b6b5542d6;ce9ed3e99ff8beae8c3ba2cd7069cd3b48397588bf3c0dc755bc3c53b0a943ef;f08a8440b3bcbcc5182faa1cd33b606ff6fe4f68195e2e63badddb3f2b1fd8a4;1116171463655f3000daa67696b5fdad231077d53124aeec2023087d759613f3;1f5f1cfe3b410860ae46e0ad9ba9d5494397fa456f69b516caeeffcde0c4392e,true,false,POINT,,4609274,,4609274,4609274,true,false
51,edition-target:lang:ckb-Arab-001,Sorani Kurdish,ckb-Arab-001,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,6000000.000000,,8000000.000000,KURD_NLP_2016;KURD_TEXTBOOK_CORPUS;IRN_CONSTITUTION;OER_UNESCO_2019;WCAG_22,Peer-reviewed NLP literature reports approximately 6–8 million Central Kurdish/Sorani speakers; no midpoint is manufactured.,2016,B_REGIONAL_INTERVAL_TYPED_PERSON,ckb-Arab-001,0.40000000,0.26309742,0.50000000,0.40000000,0.07329800,0.50000000,197287.224333,2470168.428388,5383049.632444,1754334.173421,2517344.647142,2544741.654679,3350827.038859,0.000000,1.000000,1140000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,true,true,L-M_COMMON_PRIOR_MODEL_CONDITIONAL,auth:regional:OCEANIA_CENTRAL_ASIA_EMPIRICAL_INPUTS:ckb-Arab-001,auth:regional:OCEANIA_CENTRAL_ASIA_EMPIRICAL_INPUTS:ckb-Arab-001,ADMIT,B_REGIONAL_INTERVAL_TYPED_PERSON,regional:OCEANIA_CENTRAL_ASIA_EMPIRICAL_INPUTS:ckb-Arab-001,OCEANIA_CENTRAL_ASIA_EMPIRICAL_INPUTS,ckb-Arab-001,REGIONAL_EMPIRICAL_STRATUM,a752dcd051efdad114204abf69dcd08cd57334139f7387211b5a900435803728,e6ee69dcfd09cb5ca58f3783a774715a8b3365a0ffb8b300e72b4ed77acaf9a5,9dc532510e1763a6694ed67c4d120e3b66f3ff4a58f2061ad579307f40c0e8fb,011723ace6e763817bc7c6fa6dc556cbb53ada15c6fcb96b81dec2220061b822;a972242a10e1ce1a1e657d1647bc99711a0024401292ba8aab6382d8731120b5;1da5d26d7fac134630cf090dfab5eaa952ad4165211ad5c9a1923ab1d70ff6bd;7e71f12fa5d4b32811d5235352dd285b5b65ce84cf8e71348332d70554a08579;3e45c06f376cb8f9cfe88fec638596913deb9d22c05262416a75a978b22f5209,true,false,INTERVAL,6000000,,8000000,6000000,8000000,true,false
52,edition-target:lang:ky-Cyrl-KG,Kyrgyz,ky-Cyrl-KG,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,5360056.000000,5360056.000000,5360056.000000,SRC_KYRGYZ_CENSUS_2022,Own-nationality native-language count in Census 2022.,2022,A_DIRECT_TYPED_PERSON,auth:canonical:canonical:pop:f954ecbfa521ac0984f243a1,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,589606.160000,2304824.080000,4020042.000000,1719096.055596,2292963.805249,2286835.376453,2873780.020496,0.000000,1.000000,1080000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,true,true,L-M_COMMON_PRIOR_MODEL_CONDITIONAL,auth:canonical:canonical:pop:f954ecbfa521ac0984f243a1,auth:canonical:canonical:pop:f954ecbfa521ac0984f243a1;auth:regional:OCEANIA_CENTRAL_ASIA_EMPIRICAL_INPUTS:ky-Cyrl-KG,ADMIT,A_DIRECT_TYPED_PERSON,canonical:pop:f954ecbfa521ac0984f243a1,legacy_canonical_population,pop:f954ecbfa521ac0984f243a1,language_population_or_context,38433c3bd705254f1f3e5dae2e4d554cccb2029235de4b25aa3fcd39e0851d06,2c4f9b2deee258b43cb43cfd78b0cc7dff71df56b15e5f56bedd57da96ead5c5,3d1d136861814ddbcf1320c02b2aecfcedf9838febc05cbbb8abd62dc36235da,25A7FBBA3D7E4DFF4CFA4034DABB7282E9D847C0102AB3C586A42A5B23AC55FE,true,false,POINT,5360056,5360056,5360056,5360056,5360056,true,false
53,edition-target:lang:ti-Ethi-ET,Tigrinya,ti-Ethi-ET,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,4324933.000000,4324933.000000,4324933.000000,ET_ESS_CENSUS_2007;ET_MOE_POLICY;ET_MOE_ESAA_2022;ET_WB_LP_2024;WB_WDI_COMPLETION_2026;WB_WDI_INTERNET_2026;WB_WDI_ELECTRICITY_2026;UNICEF_LP_OFFLINE;WMF_WIKI_STATS_20260901;WMF_TERMS,"Persons reporting Tigrinya as mother tongue in Ethiopia's 2007 national census, Table 3.2.",2007,A_REGIONAL_EXACT_TYPED_PERSON,ti-Ethi-ET,0.40000000,0.65497641,0.50000000,0.40000000,0.60729350,0.50000000,804508.344123,2188486.904123,3572465.464123,1745454.560061,2180832.855317,2199185.059080,2720827.129267,0.000000,1.000000,1200000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,true,true,L-M_COMMON_PRIOR_MODEL_CONDITIONAL,auth:regional:AFRICA_EMPIRICAL_NEED_INPUTS:ti-Ethi-ET,auth:regional:AFRICA_EMPIRICAL_NEED_INPUTS:ti-Ethi-ET,ADMIT,A_REGIONAL_EXACT_TYPED_PERSON,regional:AFRICA_EMPIRICAL_NEED_INPUTS:ti-Ethi-ET,AFRICA_EMPIRICAL_NEED_INPUTS,ti-Ethi-ET,REGIONAL_EMPIRICAL_STRATUM,5f34ab322239df3e0f7deb891edb32df7982df14326bb77d7267bfb264665b09,f147a94c15d3b73ecc69be40cbcf5b2df4da08cdaaaeeceed18b984179af4a15,729de121149d95c5acaa13c7c0f83d18cd1ffe9ef311ba554b16eaabb79f1e14,fce6afecd896e8cf08d2cff807dd900a46d27bdb0eacc06b1cedb1ae1c09c46a;fc45a53902b1372dbf4db1196e8284205586e09a1dc0437dc0ccf6a3018763e8;9d96f04b2f0c30df9305b8ab607d11d34d25767cd9378948818ca8340ff09fba;6dc0c8d6289e5cad740dffaef05ea881ea64b5d2f9e1d471714a817dbe28b7d4;9c33353549fc27a2ca2324fce4a756d339919d730256dd89c7f5b4e7448cf9f0;a4cece4af9a4faeed12675aea814c27c361ae700e854fbb0b716f58b6b5542d6;ce9ed3e99ff8beae8c3ba2cd7069cd3b48397588bf3c0dc755bc3c53b0a943ef;f08a8440b3bcbcc5182faa1cd33b606ff6fe4f68195e2e63badddb3f2b1fd8a4;1116171463655f3000daa67696b5fdad231077d53124aeec2023087d759613f3;1f5f1cfe3b410860ae46e0ad9ba9d5494397fa456f69b516caeeffcde0c4392e,true,false,POINT,,4324933,,4324933,4324933,true,false
54,edition-target:lang:gug-Latn-PY,Paraguayan Guarani,gug-Latn-PY,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,3792294.000000,3792294.000000,3792294.000000,SRC_PARAGUAY_EPHC_2025,Age 5+ using Guarani alone or with Castilian at home in EPHC 2025 covered population.,2025,A_DIRECT_TYPED_PERSON,auth:canonical:canonical:pop:54e9e2b29ce82bb19316c6db,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,417152.340000,1630686.420000,2844220.500000,1216315.321516,1629361.582593,1634611.376682,2091593.566694,0.000000,1.000000,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,true,true,L-M_COMMON_PRIOR_MODEL_CONDITIONAL,auth:canonical:canonical:pop:54e9e2b29ce82bb19316c6db,auth:canonical:canonical:pop:54e9e2b29ce82bb19316c6db,ADMIT,A_DIRECT_TYPED_PERSON,canonical:pop:54e9e2b29ce82bb19316c6db,legacy_canonical_population,pop:54e9e2b29ce82bb19316c6db,language_population_or_context,2f7870c8330db5b22231b03743d507da4a6c5073a07f0f5f6a4a259d8f9e657b,0389ae2d6e3670e3f86722ddd046107ea985fcdfd1021c31154e717ddd82d7c5,035c90817ebe747f0b505611fa40f71809e8611179585fc51c42e59a66137471,ED26E7E5207DA6FBDB7A585BA47C2A99FFF59B990945DD6FE82601539ED3C79B,true,false,POINT,3792294,3792294,3792294,3792294,3792294,true,false
55,edition-target:lang:ka-Geor-GE,Georgian,ka-Geor-GE,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,3343987.000000,3343987.000000,3343987.000000,GEO_CENSUS_2024;GEO_UNICEF_SITAN_2025;OER_UNESCO_2019;WCAG_22,2024 census main-results count reporting Georgian as mother tongue.,2024,A_REGIONAL_EXACT_TYPED_PERSON,ka-Geor-GE,0.60000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,514973.998000,1585049.838000,2655125.678000,1253215.085379,1601358.591855,1608900.216886,1990009.684339,0.000000,1.000000,1120000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,true,true,L-M_COMMON_PRIOR_MODEL_CONDITIONAL,auth:regional:OCEANIA_CENTRAL_ASIA_EMPIRICAL_INPUTS:ka-Geor-GE,auth:regional:OCEANIA_CENTRAL_ASIA_EMPIRICAL_INPUTS:ka-Geor-GE,ADMIT,A_REGIONAL_EXACT_TYPED_PERSON,regional:OCEANIA_CENTRAL_ASIA_EMPIRICAL_INPUTS:ka-Geor-GE,OCEANIA_CENTRAL_ASIA_EMPIRICAL_INPUTS,ka-Geor-GE,REGIONAL_EMPIRICAL_STRATUM,1b4d52b95be7cd9fd2dcd1fc8409e7d54080a0f81cebbadd2fc2270364c7229d,a256a725647619dae804f9450465bc87ef6dc424c0915a6f5f2c4b366919bd81,e85824d46d77ec6c9ed7c1be1c1bed30ee9c9072e1b26656f1d5e8057e88aab6,19853b44771943e841546c8f24b77ce643adde8f76bba9ceb551d67626bf7b81;78ecdd44ad40ffccb715aa072dfc27dcec51d812dc93e218083b4f2cb74be3ad;7e71f12fa5d4b32811d5235352dd285b5b65ce84cf8e71348332d70554a08579;3e45c06f376cb8f9cfe88fec638596913deb9d22c05262416a75a978b22f5209,true,false,POINT,3343987,3343987,3343987,3343987,3343987,true,false
56,edition-target:lang:min-Latn-ID,Minangkabau,min-Latn-ID,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,4230000.000000,4230000.000000,4230000.000000,IDN_BPS_LANG_2010,Rounded BPS daily-home-language count for people age five and above.,2010,A_DIRECT_TYPED_PERSON,auth:canonical:canonical:pop:bb1f9c37fb86a780512196e9,0.40000000,0.25060551,0.50000000,0.40000000,0.13659622,0.50000000,166004.542752,1519604.542752,2873204.542752,1143934.015961,1537982.964130,1544925.258348,1981023.459490,0.000000,1.000000,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,true,true,L-M_COMMON_PRIOR_MODEL_CONDITIONAL,auth:canonical:canonical:pop:bb1f9c37fb86a780512196e9,auth:canonical:canonical:pop:bb1f9c37fb86a780512196e9,ADMIT,A_DIRECT_TYPED_PERSON,canonical:pop:bb1f9c37fb86a780512196e9,legacy_canonical_population,pop:bb1f9c37fb86a780512196e9,language_population_or_context,731898c25ae4131b97d6032fae1a1e40e171f5eba2cddab5997e9330fc30c47a,8046e8b5f70d45b8bb492f61f10466ddf1d167066250346304ec2618e7386b68,06a679b5b9823170d8b29376c65170cd1cfcaea444ba358d993d8e47ceef5bca,6C23D04903146EDA54249B865AB790B9B16EDF54891415ACDF8DDDA2DDBA5A00,true,false,POINT,,4230000,,4230000,4230000,true,false
57,edition-target:lang:awa-Deva-IN,Awadhi (India),awa-Deva-IN,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,3850906.000000,3850906.000000,3850906.000000,IND_C16_2011,Mother-tongue return inside Hindi umbrella,2011,A_DIRECT_TYPED_PERSON,auth:canonical:canonical:pop:cf3112ce4f20670def11f58d,0.40000000,0.29472837,0.50000000,0.40000000,0.15050000,0.50000000,192605.659262,1424895.579262,2657185.499262,993013.412552,1438773.808304,1425434.895828,1825320.411011,0.000000,1.000000,1220000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,true,true,L-M_COMMON_PRIOR_MODEL_CONDITIONAL,auth:canonical:canonical:pop:cf3112ce4f20670def11f58d,auth:canonical:canonical:pop:cf3112ce4f20670def11f58d,ADMIT,A_DIRECT_TYPED_PERSON,canonical:pop:cf3112ce4f20670def11f58d,legacy_canonical_population,pop:cf3112ce4f20670def11f58d,language_population_or_context,d693a52053d8f42bd232eee332c077293648a3f52e4895ff978c9dc2f321c79b,239f5db50bd582d35151ee1778001048f86e6a86e7c147e9c507d6d680981737,80003487af5a35254c273d47177c8eedacf6dbc715034b1a9a7ecff5427db725,EC2BDF734B61061AABB368111F19C6FD09AB026FE6C42FB466BEF1DA45D722C6,true,false,POINT,3850906,3850906,3850906,3850906,3850906,true,false
58,edition-target:lang:mai-Deva-NP,Maithili (Nepal),mai-Deva-NP,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,3222389.000000,3222389.000000,3222389.000000,NPL_LANG_2021,Census mother-tongue count,2021,A_DIRECT_TYPED_PERSON,auth:canonical:canonical:pop:f5fe74bef65af636ea7f2c74,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,354462.790000,1385627.270000,2416791.750000,980671.547235,1397626.978998,1391921.063448,1741020.041971,0.000000,1.000000,1220000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,true,true,L-M_COMMON_PRIOR_MODEL_CONDITIONAL,auth:canonical:canonical:pop:f5fe74bef65af636ea7f2c74,auth:canonical:canonical:pop:f5fe74bef65af636ea7f2c74,ADMIT,A_DIRECT_TYPED_PERSON,canonical:pop:f5fe74bef65af636ea7f2c74,legacy_canonical_population,pop:f5fe74bef65af636ea7f2c74,language_population_or_context,0a63e6711589b964fbe8876291137cb5409f50b285a44aa836fc1a7494fd7097,65b6809f534fee44ead77216356fba4118dc528a34caab6c88a72838b1fda418,ea6c515cb19e4d72ca54e9dd1e86cc7d4a9d0503449e5854a18b24aa9e44bc7c,CD87291B81AF1ED1EA603E7E87B546F1AFE4B99280BA8CF67C8C8EA7E93F37B3,true,false,POINT,3222389,3222389,3222389,3222389,3222389,true,false
