removed_factor,edition_target_id,rank,score
academic_lingua_franca_nonoverlap,edition-target:lang:poc-GT,149,4709.446341
academic_lingua_franca_nonoverlap,edition-target:lang:moe-CA,150,4688.926829
academic_lingua_franca_nonoverlap,edition-target:lang:agu-GT,151,4429.158537
academic_lingua_franca_nonoverlap,edition-target:lang:ch-Latn-MP,152,4182.051220
academic_lingua_franca_nonoverlap,edition-target:lang:nen-Latn-NC,153,4103.902439
academic_lingua_franca_nonoverlap,edition-target:lang:mic-CA,154,4034.048780
academic_lingua_franca_nonoverlap,edition-target:lang:acu-EC,155,3999.995122
academic_lingua_franca_nonoverlap,edition-target:lang:tcs-Latn-AU,156,3316.302439
academic_lingua_franca_nonoverlap,edition-target:lang:rop-Latn-AU,157,3232.041463
academic_lingua_franca_nonoverlap,edition-target:lang:rap-Latn-CL,158,3058.717073
academic_lingua_franca_nonoverlap,edition-target:regional:inb-Latn-CO,159,2982.821478
academic_lingua_franca_nonoverlap,edition-target:lang:chr-US,160,2944.037433
academic_lingua_franca_nonoverlap,edition-target:lang:bla-CA,161,2916.390244
academic_lingua_franca_nonoverlap,edition-target:lang:pri-Latn-NC,162,2850.902439
academic_lingua_franca_nonoverlap,edition-target:lang:quv-GT,163,2850.029268
academic_lingua_franca_nonoverlap,edition-target:regional:gun-Latn-BR,164,2746.994334
academic_lingua_franca_nonoverlap,edition-target:regional:nah-oaxaca-Latn-MX,165,2668.569461
academic_lingua_franca_nonoverlap,edition-target:lang:ane-Latn-NC,166,2444.878049
academic_lingua_franca_nonoverlap,edition-target:lang:zun-US,167,2286.704937
academic_lingua_franca_nonoverlap,edition-target:regional:nah-istmo-bajo-Latn-MX,168,2232.013817
academic_lingua_franca_nonoverlap,edition-target:lang:cwd-CA,169,2230.951220
academic_lingua_franca_nonoverlap,edition-target:lang:crl-CA,170,2128.353659
academic_lingua_franca_nonoverlap,edition-target:lang:cho-US,171,2047.290399
academic_lingua_franca_nonoverlap,edition-target:lang:csw-CA,172,2038.853659
academic_lingua_franca_nonoverlap,edition-target:regional:gnh-Latn-BR,173,2021.798125
academic_lingua_franca_nonoverlap,edition-target:lang:hop-US,174,2003.581031
academic_lingua_franca_nonoverlap,edition-target:lang:kos-Latn-FM,175,1993.448780
academic_lingua_franca_nonoverlap,edition-target:lang:yap-Latn-FM,176,1829.292683
academic_lingua_franca_nonoverlap,edition-target:lang:qum-GT,177,1814.012195
academic_lingua_franca_nonoverlap,edition-target:lang:mrl-Latn-FM,178,1619.295122
academic_lingua_franca_nonoverlap,edition-target:lang:ojw-CA,179,1584.804878
academic_lingua_franca_nonoverlap,edition-target:regional:rmf-Latn-FI,180,1528.048780
academic_lingua_franca_nonoverlap,edition-target:lang:evn-RU,181,1496.836514
academic_lingua_franca_nonoverlap,edition-target:lang:dlg-RU,182,1304.528820
academic_lingua_franca_nonoverlap,edition-target:lang:eve-RU,183,1288.988804
academic_lingua_franca_nonoverlap,edition-target:lang:woe-Latn-FM,184,1288.800000
academic_lingua_franca_nonoverlap,edition-target:regional:nhd-Latn-BR,185,1127.046281
academic_lingua_franca_nonoverlap,edition-target:lang:ciw-CA,186,890.634146
academic_lingua_franca_nonoverlap,edition-target:lang:mop-GT,187,877.973171
academic_lingua_franca_nonoverlap,edition-target:lang:alq-CA,188,853.524390
academic_lingua_franca_nonoverlap,edition-target:lang:pre-Latn-ST,189,765.334146
academic_lingua_franca_nonoverlap,edition-target:lang:ckt-RU,190,640.470648
academic_lingua_franca_nonoverlap,edition-target:lang:cod-PE,191,517.353659
academic_lingua_franca_nonoverlap,edition-target:lang:nsk-CA,192,451.865854
academic_lingua_franca_nonoverlap,edition-target:lang:crj-CA,193,390.743902
academic_lingua_franca_nonoverlap,edition-target:lang:pqm-CA,194,358.000000
academic_lingua_franca_nonoverlap,edition-target:lang:ikt-CA,195,344.902439
academic_lingua_franca_nonoverlap,edition-target:regional:jqr-Latn-PE,196,195.590244
academic_lingua_franca_nonoverlap,edition-target:lang:crm-CA,197,181.182927
academic_lingua_franca_nonoverlap,edition-target:lang:itz-GT,198,177.253659
academic_lingua_franca_nonoverlap,edition-target:regional:inuvialuktun-Latn-CA,199,154.987805
academic_lingua_franca_nonoverlap,edition-target:lang:itl-RU,200,126.262628
academic_lingua_franca_nonoverlap,edition-target:lang:zh-Hans-CX,201,102.597561
academic_lingua_franca_nonoverlap,edition-target:lang:otw-CA,202,96.048780
academic_lingua_franca_nonoverlap,edition-target:lang:nio-RU,203,81.585083
academic_lingua_franca_nonoverlap,edition-target:lang:ulk-Latn-AU,204,26.195122
delivery_gap,edition-target:lang:hi-Deva-IN,1,130745114.396221
delivery_gap,edition-target:lang:id-Latn-ID,2,98279888.400299
delivery_gap,edition-target:lang:ru-Cyrl-RU,3,53041368.462546
delivery_gap,edition-target:lang:pnb-Arab-PK,4,41553820.936450
delivery_gap,edition-target:lang:bn-Beng-IN,5,39024231.927832
delivery_gap,edition-target:lang:mr-Deva-IN,6,33596627.447986
delivery_gap,edition-target:lang:te-Telu-IN,7,32917644.086508
delivery_gap,edition-target:lang:ta-Taml-IN,8,27951700.413875
delivery_gap,edition-target:lang:jv-Latn-ID,9,26910959.005134
delivery_gap,edition-target:lang:th-Thai-TH,10,23773471.143515
delivery_gap,edition-target:lang:gu-Gujr-IN,11,22330982.906025
delivery_gap,edition-target:lang:ps-Arab-PK,12,20939864.524161
delivery_gap,edition-target:lang:ur-Arab-IN,13,20582017.686341
delivery_gap,edition-target:lang:bho-Deva-IN,14,20522650.260421
delivery_gap,edition-target:lang:kn-Knda-IN,15,17652703.960776
delivery_gap,edition-target:lang:my-Mymr-MM,16,17480187.232558
delivery_gap,edition-target:lang:uz-Latn-UZ,17,16770697.674419
delivery_gap,edition-target:lang:sd-Arab-PK,18,16509258.401229
delivery_gap,edition-target:lang:es-Latn-US,19,15104887.510144
delivery_gap,edition-target:lang:ary-Arab-MA,20,14232558.139535
delivery_gap,edition-target:lang:ml-Mlym-IN,21,14110605.519847
delivery_gap,edition-target:lang:or-Orya-IN,22,13819573.872460
delivery_gap,edition-target:lang:skr-Arab-PK,23,13482572.179483
delivery_gap,edition-target:lang:su-Latn-ID,24,12818908.057085
delivery_gap,edition-target:lang:pa-Guru-IN,25,12636740.954529
delivery_gap,edition-target:lang:om-Latn-ET,26,12204175.444488
delivery_gap,edition-target:lang:yo-Latn-NG,27,12028067.860465
delivery_gap,edition-target:lang:mg-Latn-MG,28,11919729.840698
delivery_gap,edition-target:lang:ur-Arab-PK,29,10677408.693141
delivery_gap,edition-target:lang:am-Ethi-ET,30,10590672.842930
delivery_gap,edition-target:lang:ig-Latn-NG,31,10023389.883721
delivery_gap,edition-target:lang:cmn-Hant-TW,32,8828452.465116
delivery_gap,edition-target:lang:nan-Hant-TW,33,7839979.116279
delivery_gap,edition-target:lang:kmr-Latn-001,34,7325581.395349
delivery_gap,edition-target:lang:zu-Latn-ZA,35,6617370.075322
delivery_gap,edition-target:lang:hne-Deva-IN,36,6591498.574195
delivery_gap,edition-target:lang:km-Khmr-KH,37,6234335.162791
delivery_gap,edition-target:lang:as-Beng-IN,38,6011771.592434
delivery_gap,edition-target:lang:ne-Deva-NP,39,5477214.558140
delivery_gap,edition-target:lang:mai-Deva-IN,40,5418131.010548
delivery_gap,edition-target:lang:kk-Cyrl-KZ,41,5303891.302326
delivery_gap,edition-target:lang:mag-Deva-IN,42,5155804.202355
delivery_gap,edition-target:lang:xh-Latn-ZA,43,4431864.041607
delivery_gap,edition-target:lang:ca-Latn-ES,44,4186046.511628
delivery_gap,edition-target:lang:mwr-Deva-IN,45,3177738.294656
delivery_gap,edition-target:lang:mad-Latn-ID,46,3062487.182946
delivery_gap,edition-target:lang:rw-Latn-RW,47,3049139.734884
delivery_gap,edition-target:lang:ckb-Arab-001,48,2788763.241860
delivery_gap,edition-target:lang:yue-Hant-HK,49,2649326.651163
delivery_gap,edition-target:lang:tk-Latn-TM,50,2636357.441860
delivery_gap,edition-target:lang:so-Latn-ET,51,2492198.445867
delivery_gap,edition-target:lang:ky-Cyrl-KG,52,2243744.372093
delivery_gap,edition-target:lang:ti-Ethi-ET,53,2117181.846472
delivery_gap,edition-target:lang:min-Latn-ID,54,1672921.234256
delivery_gap,edition-target:lang:gug-Latn-PY,55,1587471.906977
delivery_gap,edition-target:lang:ka-Geor-GE,56,1570896.218605
delivery_gap,edition-target:lang:awa-Deva-IN,57,1562508.127536
delivery_gap,edition-target:lang:bjn-Latn-ID,58,1443537.235233
delivery_gap,edition-target:lang:bug-Latn-ID,59,1388168.683744
delivery_gap,edition-target:lang:mai-Deva-NP,60,1348907.023256
delivery_gap,edition-target:lang:hy-Armn-AM,61,1334435.958140
delivery_gap,edition-target:lang:brh-Arab-PK,62,1298584.594179
delivery_gap,edition-target:lang:ne-Deva-IN,63,1187144.020008
delivery_gap,edition-target:lang:bho-Deva-NP,64,762193.255814
delivery_gap,edition-target:lang:pov-Latn-GW,65,545752.883721
delivery_gap,edition-target:lang:kek-GT,66,529609.706977
delivery_gap,edition-target:lang:hak-Hant-TW,67,499534.325581
delivery_gap,edition-target:lang:quc-GT,68,495519.153488
delivery_gap,edition-target:lang:mfe-Latn-MU,69,419498.372093
delivery_gap,edition-target:lang:eu-Latn-ES,70,392153.860465
delivery_gap,edition-target:lang:awa-Deva-NP,71,361789.953488
delivery_gap,edition-target:lang:yua-MX,72,296569.226791
delivery_gap,edition-target:lang:sn-Latn-ZA,73,287985.755569
delivery_gap,edition-target:lang:mam-GT,74,277463.911628
delivery_gap,edition-target:lang:zgh-Tfng-MA,75,254980.841860
delivery_gap,edition-target:lang:tzh-MX,76,225519.009943
delivery_gap,edition-target:lang:cy-Latn-GB,77,215175.693037
delivery_gap,edition-target:lang:tzo-MX,78,210639.924496
delivery_gap,edition-target:lang:cak-GT,79,193116.227907
delivery_gap,edition-target:lang:ayr-BO,80,191452.186047
delivery_gap,edition-target:lang:ayr-PE,81,186023.302326
delivery_gap,edition-target:regional:ru-Cyrl-EE,82,178140.511628
delivery_gap,edition-target:lang:swh-Latn-RW,83,155766.897674
delivery_gap,edition-target:lang:tet-Latn-TL,84,151127.581395
delivery_gap,edition-target:lang:ctu-MX,85,97502.604826
delivery_gap,edition-target:lang:mag-Deva-NP,86,96328.046512
delivery_gap,edition-target:lang:mi-Latn-NZ,87,89518.186047
delivery_gap,edition-target:lang:bzj-BZ,88,84930.195349
delivery_gap,edition-target:lang:mgm-Latn-TL,89,81953.581395
delivery_gap,edition-target:regional:nah-huasteca-hidalguense-Latn-MX,90,74938.990428
delivery_gap,edition-target:lang:kjb-GT,91,69597.627907
delivery_gap,edition-target:lang:nav-US,92,56133.965211
delivery_gap,edition-target:lang:poh-GT,93,55705.395349
delivery_gap,edition-target:lang:acr-GT,94,52048.465116
delivery_gap,edition-target:lang:mkz-Latn-TL,95,51840.000000
delivery_gap,edition-target:regional:nah-sierra-noreste-puebla-Latn-MX,96,51576.108460
delivery_gap,edition-target:regional:nah-huasteca-potosina-Latn-MX,97,51000.773615
delivery_gap,edition-target:lang:pap-CW,98,48159.627907
delivery_gap,edition-target:lang:ixl-GT,99,48138.279070
delivery_gap,edition-target:regional:nah-mexicano-guerrero-Latn-MX,100,47757.768421
delivery_gap,edition-target:lang:pis-Latn-SB,101,47722.734884
delivery_gap,edition-target:regional:chol-northwest-Latn-MX,102,44931.622605
delivery_gap,edition-target:lang:crs-Latn-SC,103,41021.502326
delivery_gap,edition-target:lang:pap-AW,104,32580.251163
delivery_gap,edition-target:regional:tseltal-north-Latn-MX,105,32230.235052
delivery_gap,edition-target:regional:tsotsil-north-high-Latn-MX,106,29742.476463
delivery_gap,edition-target:lang:kem-Latn-TL,107,28881.627907
delivery_gap,edition-target:regional:nah-noroeste-central-Latn-MX,108,27193.471318
delivery_gap,edition-target:lang:bfn-Latn-TL,109,27077.860465
delivery_gap,edition-target:regional:tseltal-east-Latn-MX,110,26915.182275
delivery_gap,edition-target:lang:cri-Latn-ST,111,26249.441860
delivery_gap,edition-target:lang:jiv-EC,112,24601.395349
delivery_gap,edition-target:lang:cac-GT,113,24526.883721
delivery_gap,edition-target:lang:agr-PE,114,23686.325581
delivery_gap,edition-target:lang:knj-GT,115,23144.651163
delivery_gap,edition-target:regional:tsotsil-centre-Latn-MX,116,21860.044575
delivery_gap,edition-target:lang:tca-BR,117,19631.313227
delivery_gap,edition-target:lang:tkd-Latn-TL,118,19584.000000
delivery_gap,edition-target:regional:eu-Latn-FR-64,119,17893.436013
delivery_gap,edition-target:lang:iku-CA,120,17445.348837
delivery_gap,edition-target:lang:iu-Cans-CA,121,17445.348837
delivery_gap,edition-target:lang:mh-Latn-MH,122,16599.702326
delivery_gap,edition-target:lang:sm-Latn-AS,123,16256.511628
delivery_gap,edition-target:regional:tsotsil-northwest-Latn-MX,124,15805.056831
delivery_gap,edition-target:regional:pdt-Latn-CA,125,15596.279070
delivery_gap,edition-target:lang:kgk-BR,126,14600.548438
delivery_gap,edition-target:lang:shp-PE,127,14296.186047
delivery_gap,edition-target:lang:jac-GT,128,13633.116279
delivery_gap,edition-target:lang:chk-Latn-FM,129,13001.753488
delivery_gap,edition-target:lang:gub-BR,130,11032.935511
delivery_gap,edition-target:lang:nzs-NZ,131,11019.013953
delivery_gap,edition-target:regional:chol-southeast-Latn-MX,132,10411.531903
delivery_gap,edition-target:lang:kgp-BR,133,10379.540384
delivery_gap,edition-target:regional:nah-istmo-Latn-MX,134,10196.020580
delivery_gap,edition-target:lang:ccr-GT,135,9020.930233
delivery_gap,edition-target:lang:haw-Latn-US,136,8877.702193
delivery_gap,edition-target:lang:dhv-Latn-NC,137,7469.302326
delivery_gap,edition-target:regional:nah-sierra-oeste-puebla-Latn-MX,138,7457.533900
delivery_gap,edition-target:lang:pon-Latn-FM,139,7445.720930
delivery_gap,edition-target:lang:gui-BO,140,7364.093023
delivery_gap,edition-target:regional:nah-mexicano-oriente-central-Latn-MX,141,7238.194667
delivery_gap,edition-target:lang:caa-GT,142,6975.209302
delivery_gap,edition-target:lang:ojs-CA,143,6406.744186
delivery_gap,edition-target:lang:pau-Latn-PW,144,5824.646512
delivery_gap,edition-target:lang:na-Latn-NR,145,5174.018605
delivery_gap,edition-target:lang:crk-CA,146,5025.348837
delivery_gap,edition-target:lang:aoa-Latn-ST,147,4762.465116
delivery_gap,edition-target:lang:prl-PE,148,4664.706977
delivery_gap,edition-target:lang:poc-GT,149,4515.488372
delivery_gap,edition-target:lang:moe-CA,150,4495.813953
delivery_gap,edition-target:lang:agu-GT,151,4246.744186
delivery_gap,edition-target:lang:ch-Latn-MP,152,4009.813953
delivery_gap,edition-target:lang:nen-Latn-NC,153,3934.883721
delivery_gap,edition-target:lang:mic-CA,154,3867.906977
delivery_gap,edition-target:lang:acu-EC,155,3835.255814
delivery_gap,edition-target:lang:chr-US,156,3636.061628
delivery_gap,edition-target:regional:inb-Latn-CO,157,3357.606352
delivery_gap,edition-target:regional:gun-Latn-BR,158,3224.674907
delivery_gap,edition-target:lang:tcs-Latn-AU,159,3179.720930
delivery_gap,edition-target:regional:nah-oaxaca-Latn-MX,160,3112.090679
delivery_gap,edition-target:lang:rop-Latn-AU,161,3098.930233
delivery_gap,edition-target:lang:rap-Latn-CL,162,2932.744186
delivery_gap,edition-target:lang:zun-US,163,2824.216833
delivery_gap,edition-target:lang:bla-CA,164,2796.279070
delivery_gap,edition-target:lang:pri-Latn-NC,165,2733.488372
delivery_gap,edition-target:lang:quv-GT,166,2732.651163
delivery_gap,edition-target:regional:nah-istmo-bajo-Latn-MX,167,2602.978673
delivery_gap,edition-target:lang:cho-US,168,2528.525615
delivery_gap,edition-target:lang:hop-US,169,2474.541941
delivery_gap,edition-target:regional:gnh-Latn-BR,170,2373.372818
delivery_gap,edition-target:lang:ane-Latn-NC,171,2344.186047
delivery_gap,edition-target:lang:cwd-CA,172,2139.069767
delivery_gap,edition-target:lang:crl-CA,173,2040.697674
delivery_gap,edition-target:lang:csw-CA,174,1954.883721
delivery_gap,edition-target:lang:kos-Latn-FM,175,1911.348837
delivery_gap,edition-target:lang:evn-RU,176,1854.066436
delivery_gap,edition-target:lang:yap-Latn-FM,177,1753.953488
delivery_gap,edition-target:lang:qum-GT,178,1739.302326
delivery_gap,edition-target:lang:dlg-RU,179,1615.863240
delivery_gap,edition-target:lang:eve-RU,180,1596.614497
delivery_gap,edition-target:lang:mrl-Latn-FM,181,1552.604651
delivery_gap,edition-target:lang:ojw-CA,182,1519.534884
delivery_gap,edition-target:regional:rmf-Latn-FI,183,1465.116279
delivery_gap,edition-target:regional:nhd-Latn-BR,184,1323.030710
delivery_gap,edition-target:lang:woe-Latn-FM,185,1235.720930
delivery_gap,edition-target:lang:ciw-CA,186,853.953488
delivery_gap,edition-target:lang:mop-GT,187,841.813953
delivery_gap,edition-target:lang:alq-CA,188,818.372093
delivery_gap,edition-target:lang:ckt-RU,189,793.323199
delivery_gap,edition-target:lang:pre-Latn-ST,190,733.813953
delivery_gap,edition-target:lang:cod-PE,191,496.046512
delivery_gap,edition-target:lang:nsk-CA,192,433.255814
delivery_gap,edition-target:lang:crj-CA,193,374.651163
delivery_gap,edition-target:lang:pqm-CA,194,343.255814
delivery_gap,edition-target:lang:ikt-CA,195,330.697674
delivery_gap,edition-target:regional:jqr-Latn-PE,196,187.534884
delivery_gap,edition-target:lang:crm-CA,197,173.720930
delivery_gap,edition-target:lang:itz-GT,198,169.953488
delivery_gap,edition-target:lang:itl-RU,199,156.396038
delivery_gap,edition-target:regional:inuvialuktun-Latn-CA,200,148.604651
delivery_gap,edition-target:lang:nio-RU,201,101.055901
delivery_gap,edition-target:lang:zh-Hans-CX,202,98.372093
delivery_gap,edition-target:lang:otw-CA,203,92.093023
delivery_gap,edition-target:lang:ulk-Latn-AU,204,25.116279
accessibility_gap,edition-target:lang:hi-Deva-IN,1,115588024.613631
accessibility_gap,edition-target:lang:id-Latn-ID,2,86231357.679960
accessibility_gap,edition-target:lang:ru-Cyrl-RU,3,44318080.540693
accessibility_gap,edition-target:lang:pnb-Arab-PK,4,38160772.787331
accessibility_gap,edition-target:lang:bn-Beng-IN,5,34500209.827593
accessibility_gap,edition-target:lang:mr-Deva-IN,6,29701819.592466
accessibility_gap,edition-target:lang:te-Telu-IN,7,29101549.778475
accessibility_gap,edition-target:lang:ta-Taml-IN,8,24711300.688764
accessibility_gap,edition-target:lang:jv-Latn-ID,9,23611835.231545
accessibility_gap,edition-target:lang:th-Thai-TH,10,19882217.586470
accessibility_gap,edition-target:lang:gu-Gujr-IN,11,19742184.736371
accessibility_gap,edition-target:lang:ps-Arab-PK,12,19239041.338045
accessibility_gap,edition-target:lang:ur-Arab-IN,13,18195974.495210
accessibility_gap,edition-target:lang:bho-Deva-IN,14,18143489.448100
accessibility_gap,edition-target:lang:uz-Latn-UZ,15,16841086.956522
accessibility_gap,edition-target:lang:my-Mymr-MM,16,16838440.766304
accessibility_gap,edition-target:lang:kn-Knda-IN,17,15606251.823160
accessibility_gap,edition-target:lang:sd-Arab-PK,18,15168307.534905
accessibility_gap,edition-target:lang:ary-Arab-MA,19,14413043.478261
accessibility_gap,edition-target:lang:om-Latn-ET,20,12628245.374893
accessibility_gap,edition-target:lang:ml-Mlym-IN,21,12474783.671063
accessibility_gap,edition-target:lang:es-Latn-US,22,12409243.234556
accessibility_gap,edition-target:lang:skr-Arab-PK,23,12381662.189787
accessibility_gap,edition-target:lang:or-Orya-IN,24,12217490.896669
accessibility_gap,edition-target:lang:yo-Latn-NG,25,12137172.782609
accessibility_gap,edition-target:lang:mg-Latn-MG,26,11908153.829348
accessibility_gap,edition-target:lang:su-Latn-ID,27,11247386.049470
accessibility_gap,edition-target:lang:pa-Guru-IN,28,11171782.067984
accessibility_gap,edition-target:lang:am-Ethi-ET,29,10958676.885143
accessibility_gap,edition-target:lang:ig-Latn-NG,30,10114310.652174
accessibility_gap,edition-target:lang:ur-Arab-PK,31,9810144.998480
accessibility_gap,edition-target:lang:cmn-Hant-TW,32,8940407.478261
accessibility_gap,edition-target:lang:nan-Hant-TW,33,7939399.141304
accessibility_gap,edition-target:lang:kmr-Latn-001,34,7418478.260870
accessibility_gap,edition-target:lang:km-Khmr-KH,35,6313393.760870
accessibility_gap,edition-target:lang:zu-Latn-ZA,36,5900045.766338
accessibility_gap,edition-target:lang:hne-Deva-IN,37,5827355.790335
accessibility_gap,edition-target:lang:ne-Deva-NP,38,5546671.989130
accessibility_gap,edition-target:lang:kk-Cyrl-KZ,39,5371150.793478
accessibility_gap,edition-target:lang:as-Beng-IN,40,5314835.709210
accessibility_gap,edition-target:lang:mai-Deva-IN,41,4790015.011262
accessibility_gap,edition-target:lang:mag-Deva-IN,42,4558099.366060
accessibility_gap,edition-target:lang:ca-Latn-ES,43,4239130.434783
accessibility_gap,edition-target:lang:xh-Latn-ZA,44,3951449.046681
accessibility_gap,edition-target:lang:rw-Latn-RW,45,3061937.458696
accessibility_gap,edition-target:lang:mwr-Deva-IN,46,2809347.744385
accessibility_gap,edition-target:lang:mad-Latn-ID,47,2687044.439726
accessibility_gap,edition-target:lang:yue-Hant-HK,48,2682923.184783
accessibility_gap,edition-target:lang:tk-Latn-TM,49,2669789.510870
accessibility_gap,edition-target:lang:so-Latn-ET,50,2555223.046776
accessibility_gap,edition-target:lang:ckb-Arab-001,51,2380617.856522
accessibility_gap,edition-target:lang:ky-Cyrl-KG,52,2272197.652174
accessibility_gap,edition-target:lang:ti-Ethi-ET,53,2190749.549786
accessibility_gap,edition-target:lang:gug-Latn-PY,54,1607602.891304
accessibility_gap,edition-target:lang:ka-Geor-GE,55,1577489.519565
accessibility_gap,edition-target:lang:min-Latn-ID,56,1467831.024939
accessibility_gap,edition-target:lang:awa-Deva-IN,57,1381368.846849
accessibility_gap,edition-target:lang:mai-Deva-NP,58,1366012.728261
accessibility_gap,edition-target:lang:hy-Armn-AM,59,1340036.797826
accessibility_gap,edition-target:lang:bjn-Latn-ID,60,1266568.142087
accessibility_gap,edition-target:lang:bug-Latn-ID,61,1217987.446226
accessibility_gap,edition-target:lang:brh-Arab-PK,62,1192549.578519
accessibility_gap,edition-target:lang:ne-Deva-IN,63,1049520.151007
accessibility_gap,edition-target:lang:bho-Deva-NP,64,771858.750000
accessibility_gap,edition-target:lang:pov-Latn-GW,65,552673.663043
accessibility_gap,edition-target:lang:kek-GT,66,531832.563043
accessibility_gap,edition-target:lang:hak-Hant-TW,67,505869.000000
accessibility_gap,edition-target:lang:quc-GT,68,497598.926087
accessibility_gap,edition-target:lang:mfe-Latn-MU,69,424818.097826
accessibility_gap,edition-target:lang:eu-Latn-ES,70,397126.826087
accessibility_gap,edition-target:lang:awa-Deva-NP,71,366377.869565
accessibility_gap,edition-target:lang:mam-GT,72,278628.471739
accessibility_gap,edition-target:lang:zgh-Tfng-MA,73,256051.036957
accessibility_gap,edition-target:lang:sn-Latn-ZA,74,255184.005471
accessibility_gap,edition-target:lang:yua-MX,75,253609.823757
accessibility_gap,edition-target:lang:cak-GT,76,193926.767391
accessibility_gap,edition-target:lang:ayr-BO,77,193880.021739
accessibility_gap,edition-target:lang:tzh-MX,78,192851.554372
accessibility_gap,edition-target:lang:ayr-PE,79,188382.293478
accessibility_gap,edition-target:lang:tzo-MX,80,180127.772209
accessibility_gap,edition-target:lang:cy-Latn-GB,81,179592.667403
accessibility_gap,edition-target:regional:ru-Cyrl-EE,82,178888.195652
accessibility_gap,edition-target:lang:swh-Latn-RW,83,156420.676087
accessibility_gap,edition-target:lang:tet-Latn-TL,84,153044.054348
accessibility_gap,edition-target:lang:mag-Deva-NP,85,97549.597826
accessibility_gap,edition-target:lang:mi-Latn-NZ,86,90653.380435
accessibility_gap,edition-target:lang:bzj-BZ,87,85286.660870
accessibility_gap,edition-target:lang:ctu-MX,88,83378.908504
accessibility_gap,edition-target:lang:mgm-Latn-TL,89,82992.847826
accessibility_gap,edition-target:lang:kjb-GT,90,70480.206522
accessibility_gap,edition-target:regional:nah-huasteca-hidalguense-Latn-MX,91,64083.736403
accessibility_gap,edition-target:lang:poh-GT,92,56411.804348
accessibility_gap,edition-target:lang:acr-GT,93,52708.500000
accessibility_gap,edition-target:lang:mkz-Latn-TL,94,52497.391304
accessibility_gap,edition-target:lang:pap-CW,95,48770.347826
accessibility_gap,edition-target:lang:ixl-GT,96,48748.728261
accessibility_gap,edition-target:lang:pis-Latn-SB,97,47923.034783
accessibility_gap,edition-target:lang:nav-US,98,46116.200968
accessibility_gap,edition-target:regional:nah-sierra-noreste-puebla-Latn-MX,99,44105.074280
accessibility_gap,edition-target:regional:nah-huasteca-potosina-Latn-MX,100,43613.079307
accessibility_gap,edition-target:lang:crs-Latn-SC,101,41193.676087
accessibility_gap,edition-target:regional:nah-mexicano-guerrero-Latn-MX,102,40839.838183
accessibility_gap,edition-target:regional:chol-northwest-Latn-MX,103,38423.072459
accessibility_gap,edition-target:lang:pap-AW,104,32716.995652
accessibility_gap,edition-target:lang:kem-Latn-TL,105,29247.880435
accessibility_gap,edition-target:regional:tseltal-north-Latn-MX,106,27561.538732
accessibility_gap,edition-target:lang:bfn-Latn-TL,107,27421.239130
accessibility_gap,edition-target:lang:cri-Latn-ST,108,26582.315217
accessibility_gap,edition-target:regional:tsotsil-north-high-Latn-MX,109,25434.143305
accessibility_gap,edition-target:lang:jiv-EC,110,24913.369565
accessibility_gap,edition-target:lang:cac-GT,111,24837.913043
accessibility_gap,edition-target:lang:agr-PE,112,23986.695652
accessibility_gap,edition-target:lang:knj-GT,113,23438.152174
accessibility_gap,edition-target:regional:nah-noroeste-central-Latn-MX,114,23254.373163
accessibility_gap,edition-target:regional:tseltal-east-Latn-MX,115,23016.395554
accessibility_gap,edition-target:lang:tkd-Latn-TL,116,19832.347826
accessibility_gap,edition-target:regional:tsotsil-centre-Latn-MX,117,18693.517570
accessibility_gap,edition-target:lang:iku-CA,118,17666.576087
accessibility_gap,edition-target:lang:iu-Cans-CA,119,17666.576087
accessibility_gap,edition-target:lang:tca-BR,120,16713.452882
accessibility_gap,edition-target:lang:mh-Latn-MH,121,16669.373913
accessibility_gap,edition-target:lang:sm-Latn-AS,122,16462.663043
accessibility_gap,edition-target:regional:pdt-Latn-CA,123,15661.739130
accessibility_gap,edition-target:regional:eu-Latn-FR-64,124,14932.497638
accessibility_gap,edition-target:lang:shp-PE,125,14477.478261
accessibility_gap,edition-target:lang:jac-GT,126,13806.000000
accessibility_gap,edition-target:regional:tsotsil-northwest-Latn-MX,127,13515.622375
accessibility_gap,edition-target:lang:chk-Latn-FM,128,13056.323913
accessibility_gap,edition-target:lang:kgk-BR,129,12430.425594
accessibility_gap,edition-target:lang:nzs-NZ,130,10461.326087
accessibility_gap,edition-target:lang:gub-BR,131,9393.077563
accessibility_gap,edition-target:lang:ccr-GT,132,9135.326087
accessibility_gap,edition-target:regional:chol-southeast-Latn-MX,133,8903.374094
accessibility_gap,edition-target:lang:kgp-BR,134,8836.798494
accessibility_gap,edition-target:regional:nah-istmo-Latn-MX,135,8719.080568
accessibility_gap,edition-target:lang:pon-Latn-FM,136,7540.141304
accessibility_gap,edition-target:lang:dhv-Latn-NC,137,7500.652174
accessibility_gap,edition-target:lang:gui-BO,138,7457.478261
accessibility_gap,edition-target:lang:haw-Latn-US,139,7293.372149
accessibility_gap,edition-target:lang:caa-GT,140,7063.663043
accessibility_gap,edition-target:lang:ojs-CA,141,6487.989130
accessibility_gap,edition-target:regional:nah-sierra-oeste-puebla-Latn-MX,142,6377.276154
accessibility_gap,edition-target:regional:nah-mexicano-oriente-central-Latn-MX,143,6189.709208
accessibility_gap,edition-target:lang:pau-Latn-PW,144,5849.093478
accessibility_gap,edition-target:lang:na-Latn-NR,145,5195.734783
