authorization_id,source_lane,source_record_id,evidence_identity_id,edition_target_id,canonical_language_target_id,regional_stratum_id,authorization_status,authorization_tier,authorization_reason,population_low_persons,population_base_persons,population_high_persons,population_definition,source_ids,source_urls,score_row_present,score_order_lane,score_primary_order_eligible,score_population_atom_id,score_selected_source_record_id,score_authorization_ids,binding_outcome,row_sha256
auth:canonical:canonical:pop:e3bc081c783f1e024f3f41b5,legacy_canonical_population,pop:e3bc081c783f1e024f3f41b5,canonical:pop:e3bc081c783f1e024f3f41b5,edition-target:lang:gcf-MQ,lang:gcf-MQ,,EXCLUDE,none,target binding is CONTEXT_NO_INHERITANCE,,,,Adult age 15+ mastery share in 2019–2020; not a headcount.,SRC_AMAR_FRA_CREOLE_2019_20,https://www.bnsp.insee.fr/ark:/12148/bc6p089kb96/f1.pdf,true,unranked_context,false,world:unresolved-territory,,,EXCLUDED_WITH_EXPLICIT_REASON,6DFB9723887D1C34AB710DE2DE42140D0B5D6534CB18CCD9BE62BE3CD4EE766C
auth:canonical:canonical:pop:e3c11fea5de512f4f92edb48,legacy_canonical_population,pop:e3c11fea5de512f4f92edb48,canonical:pop:e3c11fea5de512f4f92edb48,edition-target:lang:ulk-Latn-AU,lang:ulk-Latn-AU,,ADMIT,A_DIRECT_TYPED_PERSON,exact target + direct typed person measure + source-resolved evidence,60,60,60,People reporting Meriam Mir at home in the Torres Strait Islands statistical area,OIO_F0734199AAAD,https://www.abs.gov.au/census/find-census-data/quickstats/2021/315011402,true,person_need,true,auth:canonical:canonical:pop:e3c11fea5de512f4f92edb48,pop:e3c11fea5de512f4f92edb48,auth:canonical:canonical:pop:e3c11fea5de512f4f92edb48,ADMITTED_AND_SELECTED_FOR_SCORE,F0C062C9F4A67D4C2FA8FFE545372808F91653638F1F7EA866358A9E738FCC9E
auth:canonical:canonical:pop:e3f894f75b6a554ee80eb8be,legacy_canonical_population,pop:e3f894f75b6a554ee80eb8be,canonical:pop:e3f894f75b6a554ee80eb8be,edition-target:lang:xh-Latn-ZA,lang:xh-Latn-ZA,,EXCLUDE,none,target binding is CONTEXT_NO_INHERITANCE,,,,Share of South Africa population reporting isiXhosa as household language,SRC_STATSSA_CENSUS_2022,https://www.statssa.gov.za/wp-content/uploads/2023/11/Mbalo-brief-November.pdf,true,person_need,true,xh-Latn-ZA,xh-Latn-ZA,auth:regional:AFRICA_EMPIRICAL_NEED_INPUTS:xh-Latn-ZA,EXCLUDED_WITH_EXPLICIT_REASON,7BBAC603DA1943000902B330A387050949138835757111E7E28D69DE275C7C48
auth:canonical:canonical:pop:e433584af1835e762c19a6af,legacy_canonical_population,pop:e433584af1835e762c19a6af,canonical:pop:e433584af1835e762c19a6af,edition-target:lang:mrl-Latn-FM,lang:mrl-Latn-FM,,ADMIT,A_DIRECT_TYPED_PERSON,exact target + direct typed person measure + source-resolved evidence,3709,3709,3709,People aged 5+ reporting the named home language,OIO_EA133B14931A,https://www.pacificweb.org/library/preview.php?file=fsm/states/2023FSMMunicipality.xlsx,true,person_need,true,auth:canonical:canonical:pop:e433584af1835e762c19a6af,pop:e433584af1835e762c19a6af,auth:canonical:canonical:pop:e433584af1835e762c19a6af,ADMITTED_AND_SELECTED_FOR_SCORE,0E1F075644B3B343A6775E0055B8C9470EC51422448F3CEE12AAB410E118FCAA
auth:canonical:canonical:pop:e58d5d7fe380971e766c4716,legacy_canonical_population,pop:e58d5d7fe380971e766c4716,canonical:pop:e58d5d7fe380971e766c4716,edition-target:lang:pau-Latn-PW,lang:pau-Latn-PW,,ADMIT,A_DIRECT_TYPED_PERSON,exact target + direct typed person measure + source-resolved evidence,12399,12399,12399,"Sum of disjoint census categories Palauan only (7,205) and Palauan plus another language (5,194)",OIO_A4F28AF4858F,https://www.palaugov.pw/wp-content/uploads/2022/09/2020-Census-of-Population-and-Housing.pdf,true,person_need,true,auth:canonical:canonical:pop:e58d5d7fe380971e766c4716,pop:e58d5d7fe380971e766c4716,auth:canonical:canonical:pop:e58d5d7fe380971e766c4716;auth:regional:OCEANIA_CENTRAL_ASIA_EMPIRICAL_INPUTS:pau-Latn-PW,ADMITTED_AND_SELECTED_FOR_SCORE,B1E4B3B79667E5D7E1005679F84DFA5DB98F0B850D0B1473B1E71AE8D0A2627C
auth:canonical:canonical:pop:e5ce23e04310977f9e30a710,legacy_canonical_population,pop:e5ce23e04310977f9e30a710,canonical:pop:e5ce23e04310977f9e30a710,edition-target:lang:my-Mymr-MM,lang:my-Mymr-MM,,ADMIT,B_INTERVAL_TYPED_PERSON,exact target + direct typed person measure + source-resolved evidence,36000000,,41000000,Planning range inferred in the cited World Bank report from about 80% current household use and an older estimate near 70%; not a census L1 count.,MMR_WB_PHONE_2023_24,https://documents1.worldbank.org/curated/en/099070124012035856/pdf/P50066314cb91a0d4199041567b48f877da.pdf,true,person_need,true,auth:canonical:canonical:pop:e5ce23e04310977f9e30a710,pop:e5ce23e04310977f9e30a710,auth:canonical:canonical:pop:e5ce23e04310977f9e30a710,ADMITTED_AND_SELECTED_FOR_SCORE,395796D2D06A050495A33719F65F4C36FB2250372254ED142E9676E15083D19E
auth:canonical:canonical:pop:e5ce8c4383365b538104aca6,legacy_canonical_population,pop:e5ce8c4383365b538104aca6,canonical:pop:e5ce8c4383365b538104aca6,edition-target:lang:tsg-Latn-PH,lang:tsg-Latn-PH,,EXCLUDE,none,target binding is CONTEXT_NO_INHERITANCE,,1615680,,2020 ethnicity proxy; not a home-language count.,PH_PSA_ETHNICITY_2020,https://psa.gov.ph/content/ethnicity-philippines-2020-census-population-and-housing,true,unranked_context,false,territory:PHL,,,EXCLUDED_WITH_EXPLICIT_REASON,ADECCF40AC77B845714BF98421CCBCCEEA0403D68349E248F2C482B8FAECD10A
auth:canonical:canonical:pop:e5ee609ea99bb1d9e81365c4,legacy_canonical_population,pop:e5ee609ea99bb1d9e81365c4,canonical:pop:e5ee609ea99bb1d9e81365c4,edition-target:lang:mos-Latn-BF,lang:mos-Latn-BF,,EXCLUDE,none,target binding is CONTEXT_NO_INHERITANCE,8000000,9000000,10000000,Rounded direct-reach range for Mooré,,,true,unranked_context,false,world:unresolved-territory,,,EXCLUDED_WITH_EXPLICIT_REASON,F21F7F5C360A20DA3D9C681C576735866B32CC78EE4A6D94D061F7B6744FFA48
auth:canonical:canonical:pop:e5fc83a67ae49b2e9b6c29c2,legacy_canonical_population,pop:e5fc83a67ae49b2e9b6c29c2,canonical:pop:e5fc83a67ae49b2e9b6c29c2,edition-target:lang:gun-PY,lang:gun-PY,,EXCLUDE,none,target binding is CONTEXT_NO_INHERITANCE,,28123,,People identifying with the Mbyá Guaraní people; not a speaker count.,SRC_AMAR_PRY_INDIG_2022,https://www.ine.gov.py/Publicaciones/Biblioteca/documento/237/Resultados-Finales-Censo-Indigena.pdf,true,unranked_context,false,world:unresolved-territory,,,EXCLUDED_WITH_EXPLICIT_REASON,2D3A68CF4BC976A0589247231B4BEB4D2005E01498915C0EEC0A61FC2A24B89C
auth:canonical:canonical:pop:e66c33ef9027d53a5e9a0943,legacy_canonical_population,pop:e66c33ef9027d53a5e9a0943,canonical:pop:e66c33ef9027d53a5e9a0943,edition-target:lang:unresolved-tag:dao-census-category:viet-nam-dao-ethnicity-proxy,lang:unresolved-tag:dao-census-category:viet-nam-dao-ethnicity-proxy,,EXCLUDE,none,target identity is unresolved/macro/context,,891151,,2019 ethnicity proxy covering internal variety diversity; not one production language.,VNM_CENSUS_2019,https://tongdieutradanso.vn/uploads/data/6/files/files/Population%20and%20Housing%20Census%202019_final%20report.pdf,true,unranked_context,false,territory:VNM,,,EXCLUDED_WITH_EXPLICIT_REASON,D54EED7C17F4163506171EFEA7853AA87D9DA631F164DD8AB1ADF5A6A891CD42
auth:canonical:canonical:pop:e78a63ffe8e4f60bb46091d4,legacy_canonical_population,pop:e78a63ffe8e4f60bb46091d4,canonical:pop:e78a63ffe8e4f60bb46091d4,edition-target:lang:tyz-Latn-VN,lang:tyz-Latn-VN,,EXCLUDE,none,target binding is CONTEXT_NO_INHERITANCE,,1845492,,2019 ethnicity proxy; not a direct speaker count.,VNM_CENSUS_2019,https://tongdieutradanso.vn/uploads/data/6/files/files/Population%20and%20Housing%20Census%202019_final%20report.pdf,true,unranked_context,false,territory:VNM,,,EXCLUDED_WITH_EXPLICIT_REASON,24CFDF9C5FA2CCB5213779BEAEBA81D057048D8BD4824208E786394CF15EB229
auth:canonical:canonical:pop:e9136f447407e9ca2a8b907c,legacy_canonical_population,pop:e9136f447407e9ca2a8b907c,canonical:pop:e9136f447407e9ca2a8b907c,edition-target:lang:kal-GL,lang:kal-GL,,EXCLUDE,none,target binding is CONTEXT_NO_INHERITANCE,,56740,,Total Greenland population on 1 January 2026; not a Kalaallisut speaker count.,SRC_AMAR_GRL_POP_2026,https://stat.gl/publ/da/BE/202601/oversigt/Befolkningsstatus.htm,true,unranked_context,false,world:unresolved-territory,,,EXCLUDED_WITH_EXPLICIT_REASON,50144C52777E7084D6DDAF7D56ED195551036B4E827F656271D76C06FD769F3E
auth:canonical:canonical:pop:e9424fb70a292753ff215798,legacy_canonical_population,pop:e9424fb70a292753ff215798,canonical:pop:e9424fb70a292753ff215798,edition-target:lang:umb-Latn-AO,lang:umb-Latn-AO,,EXCLUDE,none,target binding is CONTEXT_NO_INHERITANCE,6000000,7000000,8000000,Rounded direct-reach range for Umbundu,,,true,unranked_context,false,world:unresolved-territory,,,EXCLUDED_WITH_EXPLICIT_REASON,D799CE93FD9F043857680140920203822AC732D77A583F1EA82FD79001E437D1
auth:canonical:canonical:pop:e971c0d9ad86571a6d181fcc,legacy_canonical_population,pop:e971c0d9ad86571a6d181fcc,canonical:pop:e971c0d9ad86571a6d181fcc,edition-target:lang:mwr-Deva-IN,lang:mwr-Deva-IN,,ADMIT,A_DIRECT_TYPED_PERSON,exact target + direct typed person measure + source-resolved evidence,7831749,7831749,7831749,Separate mother-tongue return inside Hindi umbrella,IND_C16_2011,https://censusindia.gov.in/nada/index.php/catalog/10191,true,person_need,true,auth:canonical:canonical:pop:e971c0d9ad86571a6d181fcc,pop:e971c0d9ad86571a6d181fcc,auth:canonical:canonical:pop:e971c0d9ad86571a6d181fcc,ADMITTED_AND_SELECTED_FOR_SCORE,FB961E9BDD6AA9DA89192797F2E3508BA9F1724511C72D047BE7DF38FDFC8249
auth:canonical:canonical:pop:e9bab391381d2c7e6fff1b58,legacy_canonical_population,pop:e9bab391381d2c7e6fff1b58,canonical:pop:e9bab391381d2c7e6fff1b58,edition-target:lang:kk-Cyrl-KZ,lang:kk-Cyrl-KZ,,EXCLUDE,none,target binding is CONTEXT_NO_INHERITANCE,12670407,13380107,13380107,"Low is fluent Kazakh speakers age 5+; base/high is own-nationality native-language count. These are alternative definitions, not sampling bounds.",SRC_KAZAKHSTAN_CENSUS_2021,https://stat.gov.kz/upload/medialibrary/cee/3rsfg8ps3xo19orb284esg4rx27ihqf7/%D0%9D%D0%B0%D1%86%D0%B8%D0%BE%D0%BD%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9%20%D1%81%D0%BE%D1%81%D1%82%D0%B0%D0%B2.pdf,true,person_need,true,kk-Cyrl-KZ,kk-Cyrl-KZ,auth:regional:OCEANIA_CENTRAL_ASIA_EMPIRICAL_INPUTS:kk-Cyrl-KZ,EXCLUDED_WITH_EXPLICIT_REASON,A57E2EEB611B2BDF5166F56C241DD6192A5C137A1381D75167950DD51EE7B690
auth:canonical:canonical:pop:ea8bdabcef8f924abe03dc20,legacy_canonical_population,pop:ea8bdabcef8f924abe03dc20,canonical:pop:ea8bdabcef8f924abe03dc20,edition-target:lang:zh-Hans-CN:written,lang:zh-Hans-CN:written,,EXCLUDE,none,target binding is CONTEXT_NO_INHERITANCE,,,,"Registrations for higher-education self-study examinations in 2025, reported as person-times rather than distinct people",SRC_MOE_EDU_2025,https://www.moe.gov.cn/jyb_sjzl/sjzl_fztjgb/202607/t20260706_1442870.html,true,stage_opportunity,true,CN-formal-education-2025,LLPS-ZH-HANS-CN-FORMAL-ENROLMENT-2025,auth:canonical:llps:LLPS-ZH-HANS-CN-FORMAL-ENROLMENT-2025,EXCLUDED_WITH_EXPLICIT_REASON,B26C10894F55F42C48AA644B51AD365F9619427F5C2DF535C2E2CF3CD4FC4FB0
auth:canonical:canonical:pop:eb8f51b0ea8da14dc32c0bbd,legacy_canonical_population,pop:eb8f51b0ea8da14dc32c0bbd,canonical:pop:eb8f51b0ea8da14dc32c0bbd,edition-target:lang:mfa-Arab-TH,lang:mfa-Arab-TH,,EXCLUDE,none,target binding is CONTEXT_NO_INHERITANCE,1000000,,1500000,Same planning range as Rumi row; non-additive script-access edition.,THA_UIL_PATANI,https://www.uil.unesco.org/en/litbase/patani-malay-thai-bilingual/multilingual-education-thailand,true,unranked_context,false,territory:THA,,,EXCLUDED_WITH_EXPLICIT_REASON,839C1B9D61CC64A1E8C1447DD483D495A4E17B31829DF810C6860DE6CA2B9771
auth:canonical:canonical:pop:edfec6339bd840e51c26a58e,legacy_canonical_population,pop:edfec6339bd840e51c26a58e,canonical:pop:edfec6339bd840e51c26a58e,edition-target:lang:bjn-Latn-ID,lang:bjn-Latn-ID,,ADMIT,A_DIRECT_TYPED_PERSON,exact target + direct typed person measure + source-resolved evidence,,3650000,,Rounded BPS daily-home-language count for people age five and above.,IDN_BPS_LANG_2010,https://www.bps.go.id/en/publication/2012/05/23/55eca38b7fe0830834605b35/nationality--ethnicity--religion--and-dailylanguage-of-indonesian-population.html,true,person_need,true,auth:canonical:canonical:pop:edfec6339bd840e51c26a58e,pop:edfec6339bd840e51c26a58e,auth:canonical:canonical:pop:edfec6339bd840e51c26a58e,ADMITTED_AND_SELECTED_FOR_SCORE,F76A50C1BBBA5F6A906336ADE78445ADE2DD2CB2D323F984D63DC040F6C99978
auth:canonical:canonical:pop:ee91bd6a1245bdc50af0ab7e,legacy_canonical_population,pop:ee91bd6a1245bdc50af0ab7e,canonical:pop:ee91bd6a1245bdc50af0ab7e,edition-target:lang:ja-Jpan-JP,lang:ja-Jpan-JP,,EXCLUDE,none,target binding is CONTEXT_NO_INHERITANCE,,59377,,Higher-education students with disability certificate or diagnosis/health examination establishing disability,JPN-S012,https://www.jasso.go.jp/statistics/gakusei_shogai_syugaku/2025.html,true,stage_opportunity,true,JA-direct-cohorts,LLPS-JA-JP-TERTIARY-OPPORTUNITY-2025,auth:canonical:llps:LLPS-JA-JP-PUPILS-NEEDING-INSTRUCTION-2025;auth:canonical:llps:LLPS-JA-JP-TERTIARY-OPPORTUNITY-2025,EXCLUDED_WITH_EXPLICIT_REASON,014F3AE0A1BC52853F8332BF1221564F276B0092CD15714B5BEA8E1B072060EE
auth:canonical:canonical:pop:eeb104969546c4a01a2c60b5,legacy_canonical_population,pop:eeb104969546c4a01a2c60b5,canonical:pop:eeb104969546c4a01a2c60b5,edition-target:lang:unresolved-tag:any-spoken-language-variety-terminology-timing-pronunciation-and-voice-r:global-instantiate-by-media-language,lang:unresolved-tag:any-spoken-language-variety-terminology-timing-pronunciation-and-voice-r:global-instantiate-by-media-language,,EXCLUDE,none,target identity is unresolved/macro/context,,,,Approximate number of blind people in the 2020 VLEG/GBD vision-loss model; proxy only and not a count of audio-description users.,IAPB_VISION_2020,https://www.iapb.org/wp-content/uploads/2021/05/Vision-Atlas_Global-Snapshot_18052021.pdf,true,unranked_context,false,world:unresolved-territory,,,EXCLUDED_WITH_EXPLICIT_REASON,1DFFFA5F2E4BF850474138823FA5FD574566B084957B13202B65BE0E6B799F79
auth:canonical:canonical:pop:ef654c1ae1b22e0badd557a9,legacy_canonical_population,pop:ef654c1ae1b22e0badd557a9,canonical:pop:ef654c1ae1b22e0badd557a9,edition-target:lang:ayo-PY,lang:ayo-PY,,EXCLUDE,none,target binding is CONTEXT_NO_INHERITANCE,,2520,,People identifying with the Ayoreo people; not a speaker count.,SRC_AMAR_PRY_INDIG_2022,https://www.ine.gov.py/Publicaciones/Biblioteca/documento/237/Resultados-Finales-Censo-Indigena.pdf,true,unranked_context,false,world:unresolved-territory,,,EXCLUDED_WITH_EXPLICIT_REASON,768B15747923235FAF18978E2E1C439865666871D37B829A3223F04B4F230055
auth:canonical:canonical:pop:efac9649b3a5f457238c9b94,legacy_canonical_population,pop:efac9649b3a5f457238c9b94,canonical:pop:efac9649b3a5f457238c9b94,edition-target:lang:id-Latn-ID,lang:id-Latn-ID,,EXCLUDE,none,target binding is CONTEXT_NO_INHERITANCE,,8542317,,Bachelor's programme enrolment stock reported by PDDikti for 2025.,PDDIKTI_HE_2025,https://lldikti3.kemdiktisaintek.go.id/wp-content/uploads/2026/05/Buku-Statistik-Pendidikan-Tinggi-Tahun-2025.pdf,true,person_need,true,auth:canonical:canonical:pop:4291438f9dc0e89a2c84c958,pop:4291438f9dc0e89a2c84c958,auth:canonical:canonical:pop:39de2462a63d58bf0aa760b4;auth:canonical:canonical:pop:4291438f9dc0e89a2c84c958;auth:canonical:canonical:pop:d3d3e4eb548b08cae47f514f;auth:canonical:llps:LLPS-ID-ID-ABILITY-2022;auth:canonical:llps:LLPS-ID-ID-HOME-2010,EXCLUDED_WITH_EXPLICIT_REASON,6A0B194EC32FD5DBCF7DAADCC961A82012FFCCF6DB91013C0881445E8DE409DB
auth:canonical:canonical:pop:efff62121285d2edd7f73e45,legacy_canonical_population,pop:efff62121285d2edd7f73e45,canonical:pop:efff62121285d2edd7f73e45,edition-target:lang:tl-Latn-PH,lang:tl-Latn-PH,,EXCLUDE,none,target binding is CONTEXT_NO_INHERITANCE,,,,Households reporting Tagalog generally spoken at home; not people.,SRC_PSA_PH_2020,https://psa.gov.ph/system/files/phcd/02%20-Press%20Release%20on%20Language_Dialect%20Generally%20Spoken%20at%20Home_030323_PMMJ_CRD.pdf,true,unranked_context,false,territory:PHL,,,EXCLUDED_WITH_EXPLICIT_REASON,AA6FF21BBE2C8AA17A87F01A3261312DFFA4516E9241117990C61F242DBEA4B7
auth:canonical:canonical:pop:f05f95e48ae76f4d336fd2e4,legacy_canonical_population,pop:f05f95e48ae76f4d336fd2e4,canonical:pop:f05f95e48ae76f4d336fd2e4,edition-target:lang:zh-Hans-CN:written,lang:zh-Hans-CN:written,,EXCLUDE,none,target binding is CONTEXT_NO_INHERITANCE,,,,Official plan states that China has more than 85 million disabled people,SRC_CDPF_DISABILITY_PLAN,https://www.cdpf.org.cn/zwgk/ghjh/af85c8a4edd744159b1a60f659a36d9b.htm,true,stage_opportunity,true,CN-formal-education-2025,LLPS-ZH-HANS-CN-FORMAL-ENROLMENT-2025,auth:canonical:llps:LLPS-ZH-HANS-CN-FORMAL-ENROLMENT-2025,EXCLUDED_WITH_EXPLICIT_REASON,048D2BEFCFEC54A8ABF2FC0C30A2B84128DA1C9EBBE893290EA28B0D03BFBFB2
auth:canonical:canonical:pop:f11bb07a90bf383e717ecdce,legacy_canonical_population,pop:f11bb07a90bf383e717ecdce,canonical:pop:f11bb07a90bf383e717ecdce,edition-target:lang:rhg-Rohg-BD,lang:rhg-Rohg-BD,,EXCLUDE,none,target binding is CONTEXT_NO_INHERITANCE,1800000,1800000,1800000,"Reported stateless Rohingya at mid-2025; status cohort, not script-specific language count.",SRC_UNHCR_MID_2025,https://www.unhcr.org/mid-year-trends,true,unranked_context,false,territory:BGD,,,EXCLUDED_WITH_EXPLICIT_REASON,EC3882504B08200519901CA08B2D503B47D19ABF743753D4FBC863E754643CCC
auth:canonical:canonical:pop:f13a1e88b606ae7fd303c7c9,legacy_canonical_population,pop:f13a1e88b606ae7fd303c7c9,canonical:pop:f13a1e88b606ae7fd303c7c9,edition-target:lang:ps-Arab-PK,lang:ps-Arab-PK,,ADMIT,A_DIRECT_TYPED_PERSON,exact target + direct typed person measure + source-resolved evidence,43633946,43633946,43633946,Census mother-tongue count,PBS_MT_2023,https://www.pbs.gov.pk/wp-content/uploads/census_tables/tables/table_11_national.pdf,true,person_need,true,auth:canonical:canonical:pop:f13a1e88b606ae7fd303c7c9,pop:f13a1e88b606ae7fd303c7c9,auth:canonical:canonical:pop:f13a1e88b606ae7fd303c7c9,ADMITTED_AND_SELECTED_FOR_SCORE,D7E19CD41DD2235783D50C30AA90A2F5E6543D28DBDCC64B241D76EA75E36A4F
auth:canonical:canonical:pop:f20f2aed448b7b634e9f5fb0,legacy_canonical_population,pop:f20f2aed448b7b634e9f5fb0,canonical:pop:f20f2aed448b7b634e9f5fb0,edition-target:lang:de-Latn-001,lang:de-Latn-001,,EXCLUDE,none,target binding is CONTEXT_NO_INHERITANCE,95000000,100000000,105000000,"Institutional estimate of native speakers, around 100m.",SRC_GOETHE_GERMAN,https://www.goethe.de/resources/files/pdf21/gi_04-13_en-web.pdf,true,unranked_context,false,world:unresolved-territory,,,EXCLUDED_WITH_EXPLICIT_REASON,8D54E14B51A22071C0A2A8D7FA3169EF6D68C9D46A83F3417030323C4F72CBC5
auth:canonical:canonical:pop:f28e7b6aa0216b33c197d307,legacy_canonical_population,pop:f28e7b6aa0216b33c197d307,canonical:pop:f28e7b6aa0216b33c197d307,edition-target:lang:guc-CO,lang:guc-CO,,EXCLUDE,none,target binding is CONTEXT_NO_INHERITANCE,,334939,,Named-language speaker estimate in the national decennial language plan.,SRC_AMAR_COL_LANG_PLAN,https://dokumen.pub/plan-decenal-de-lenguas-nativas-de-colombia-9789587534948.html,true,unranked_context,false,territory:COL,,,EXCLUDED_WITH_EXPLICIT_REASON,29FD0E6F0FD5B2CE86BDBB36507338E00411531CFF84BA4A8348F73D2376E0B1
auth:canonical:canonical:pop:f2908250e7250cb593a3f5da,legacy_canonical_population,pop:f2908250e7250cb593a3f5da,canonical:pop:f2908250e7250cb593a3f5da,edition-target:macro:IDN_NON_INDONESIAN_SPEAKER_ACCESS,macro:IDN_NON_INDONESIAN_SPEAKER_ACCESS,,EXCLUDE,none,target identity is unresolved/macro/context,,5177554,,People aged five or older reported unable to speak Indonesian under the BPS conversational definition.,BPS_LANG_SPEAK_2022,https://sensus.bps.go.id/topik/tabular/sp2022/196/1/0,true,unranked_context,false,territory:IDN,,,EXCLUDED_WITH_EXPLICIT_REASON,382D8036DFC2BF515063013D7D1138875F151A32A090175267981975C6EF5A0F
auth:canonical:canonical:pop:f2fb2cb4b3319348b3b7b6bc,legacy_canonical_population,pop:f2fb2cb4b3319348b3b7b6bc,canonical:pop:f2fb2cb4b3319348b3b7b6bc,edition-target:lang:rcf-Latn-RE,lang:rcf-Latn-RE,,EXCLUDE,none,target binding is CONTEXT_NO_INHERITANCE,,,,Adults ages 18–64 reporting only Creole in the childhood home; a separate 22% reported both Creole and French,OIO_7390EBB1C54E,https://www.insee.fr/fr/statistiques/8279889,true,unranked_context,false,world:unresolved-territory,,,EXCLUDED_WITH_EXPLICIT_REASON,9DAC51471D0702E5783D240B38C51CFAA7C535B84FBBF412CEA9F5BB2CC7A23B
auth:canonical:canonical:pop:f306bc4090e9b57f2dbd3a80,legacy_canonical_population,pop:f306bc4090e9b57f2dbd3a80,canonical:pop:f306bc4090e9b57f2dbd3a80,edition-target:lang:unresolved-tag:muong-varieties:viet-nam-muong-ethnicity-proxy,lang:unresolved-tag:muong-varieties:viet-nam-muong-ethnicity-proxy,,EXCLUDE,none,target identity is unresolved/macro/context,,1452095,,2019 ethnicity proxy; not an exact variety or direct speaker count.,VNM_CENSUS_2019,https://tongdieutradanso.vn/uploads/data/6/files/files/Population%20and%20Housing%20Census%202019_final%20report.pdf,true,unranked_context,false,territory:VNM,,,EXCLUDED_WITH_EXPLICIT_REASON,394CA74B26DC411C1A4ABD50BD05FE5FCBD2B927F0442E54A4D81D3AD962950F
auth:canonical:canonical:pop:f30ea6d4f591134989fc8933,legacy_canonical_population,pop:f30ea6d4f591134989fc8933,canonical:pop:f30ea6d4f591134989fc8933,edition-target:lang:ve-Latn-ZA,lang:ve-Latn-ZA,,EXCLUDE,none,target binding is CONTEXT_NO_INHERITANCE,,,,Share of South Africa population reporting Tshivenda as household language,SRC_STATSSA_CENSUS_2022,https://www.statssa.gov.za/wp-content/uploads/2023/11/Mbalo-brief-November.pdf,true,unranked_context,false,territory:ZAF,,,EXCLUDED_WITH_EXPLICIT_REASON,DC904C67A1E3258E8801DDE8EAA93799647AD44884F1B56A038FA0754700B972
auth:canonical:canonical:pop:f33bbaa1682c2f12b998e134,legacy_canonical_population,pop:f33bbaa1682c2f12b998e134,canonical:pop:f33bbaa1682c2f12b998e134,edition-target:lang:prl-PE,lang:prl-PE,,EXCLUDE,none,target binding is CONTEXT_NO_INHERITANCE,,10447,,People reporting LSP as mother tongue; not all LSP users.,SRC_AMAR_PER_INEI_LSP_2017,https://www.inei.gob.pe/media/MenuRecursivo/publicaciones_digitales/Est/Lib1676/03.pdf,true,person_need,true,auth:canonical:canonical:pop:bbe199a06c15dc411f4b0e33,pop:bbe199a06c15dc411f4b0e33,auth:canonical:canonical:pop:bbe199a06c15dc411f4b0e33,EXCLUDED_WITH_EXPLICIT_REASON,778A97594ECC6F5C58B3315EB37D650134957FF2331FE19CDF5E57B4C75E4BE0
auth:canonical:canonical:pop:f347529ae7ac1a1b4af03612,legacy_canonical_population,pop:f347529ae7ac1a1b4af03612,canonical:pop:f347529ae7ac1a1b4af03612,edition-target:lang:otw-CA,lang:otw-CA,,ADMIT,A_DIRECT_TYPED_PERSON,exact target + direct typed person measure + source-resolved evidence,,220,,People reporting knowledge of Daawaamwin / Odawa; mother-tongue count 130. Counts randomly rounded.,SRC_AMAR_CAN_ALGONQ_2021,https://www150.statcan.gc.ca/n1/pub/41-20-0002/412000022025002-eng.htm,true,person_need,true,auth:canonical:canonical:pop:f347529ae7ac1a1b4af03612,pop:f347529ae7ac1a1b4af03612,auth:canonical:canonical:pop:f347529ae7ac1a1b4af03612;auth:regional:AMERICAS_EUROPE_EMPIRICAL_NEED_INPUTS:otw-script-unresolved-CA,ADMITTED_AND_SELECTED_FOR_SCORE,EF176F5AFB8DB7D71FE8FE237FCA88197909CF38084D0D852DDAA303502C79A8
auth:canonical:canonical:pop:f49bada43f82f2e1749e84ce,legacy_canonical_population,pop:f49bada43f82f2e1749e84ce,canonical:pop:f49bada43f82f2e1749e84ce,edition-target:lang:ayr-AR,lang:ayr-AR,,EXCLUDE,none,target binding is CONTEXT_NO_INHERITANCE,,,,Share of the self-identified Argentina Aymara people who speak or understand the people's language; denominator count is not encoded here.,SRC_AMAR_ARG_INDEC_2022,https://www.indec.gob.ar/ftp/cuadros/poblacion/censo2022_poblacion_indigena.pdf,true,unranked_context,false,world:unresolved-territory,,,EXCLUDED_WITH_EXPLICIT_REASON,B027DF7C756C2058DDA61633235C8B649F1CD0BD2B7A8E30ED544FF787E47934
auth:canonical:canonical:pop:f5f0ed99d5d08d292b1bdd8c,legacy_canonical_population,pop:f5f0ed99d5d08d292b1bdd8c,canonical:pop:f5f0ed99d5d08d292b1bdd8c,edition-target:lang:unresolved-tag:ava-guarani:paraguay-ava-guarani-people,lang:unresolved-tag:ava-guarani:paraguay-ava-guarani-people,,EXCLUDE,none,target identity is unresolved/macro/context,,22694,,People identifying with the Ava Guaraní people; not a speaker count.,SRC_AMAR_PRY_INDIG_2022,https://www.ine.gov.py/Publicaciones/Biblioteca/documento/237/Resultados-Finales-Censo-Indigena.pdf,true,unranked_context,false,world:unresolved-territory,,,EXCLUDED_WITH_EXPLICIT_REASON,9D81AAB34F0C0B955CB416643871A94852E2D6D07E230CBBB9976202BB0576D1
