edition_target_id,edition_key,edition_role,edition_derivation_class,normalized_language_codes_json,language_code_status,language_names_json,normalized_script_codes_json,script_code_status,script_orthography_json,mode_json,mode_status,territory_community_json,production_intervention_scope,effective_order_l_target,target_kind,regional_stratum_id,disposition,registry_row_hash
edition-target:lang:sap-PY,lang:sap-PY,canonical_language_edition,CANONICAL_V2_EDITION,"[""sap-PY""]",SUCCESSOR_V3_EXPLICIT_TAG,"[""Sanapaná""]","[""Latn""]",SUCCESSOR_V3_DERIVED_FROM_EXPLICIT_TAG_OR_ORTHOGRAPHY,"[""Latin"",""community-approved Sanapaná orthography""]","[""written_or_multimodal""]",SUCCESSOR_V3_EXPLICIT_MODE,"[""Paraguay"",""Sanapaná people""]",canonical_language_edition,true,canonical_language_edition,,CANONICAL_V2_EDITION,431d4393355d0a8d93dc73c6abce31cc8b1df5af5a85bd34ea6e095137f5bc8f
edition-target:lang:saq-Latn-KE,lang:saq-Latn-KE,canonical_language_edition,CANONICAL_V2_EDITION,"[""saq-Latn-KE""]",SUCCESSOR_V3_EXPLICIT_TAG,"[""Samburu""]","[""Latn""]",SUCCESSOR_V3_DERIVED_FROM_EXPLICIT_TAG_OR_ORTHOGRAPHY,"[""Latin"",""Kenya standard""]","[""written_or_multimodal""]",SUCCESSOR_V3_EXPLICIT_MODE,"[""Kenya""]",canonical_language_edition,true,canonical_language_edition,,CANONICAL_V2_EDITION,b78592b11fe331fcf87b734485295243c4edd28643cde23eacfb3ddd559a661b
edition-target:lang:sas-Latn-ID,lang:sas-Latn-ID,canonical_language_edition,CANONICAL_V2_EDITION,"[""sas-Latn-ID""]",SUCCESSOR_V3_EXPLICIT_TAG,"[""Sasak""]","[""Latn""]",SUCCESSOR_V3_DERIVED_FROM_EXPLICIT_TAG_OR_ORTHOGRAPHY,"[""Latin"",""locale-tagged varieties""]","[""written_or_multimodal""]",SUCCESSOR_V3_EXPLICIT_MODE,"[""Lombok, Indonesia"",""Sasak communities""]",canonical_language_edition,true,canonical_language_edition,,CANONICAL_V2_EDITION,f0434881c1e6a995496f4c1aae7c5a970304965697b25297651bfda564a633a2
edition-target:lang:sat-Beng-IN,lang:sat-Beng-IN,canonical_language_edition,CANONICAL_V2_EDITION,"[""sat-Beng-IN""]",SUCCESSOR_V3_EXPLICIT_TAG,"[""Santali""]","[""Beng""]",SUCCESSOR_V3_DERIVED_FROM_EXPLICIT_TAG_OR_ORTHOGRAPHY,"[""Bengali script""]","[""written_or_multimodal""]",SUCCESSOR_V3_EXPLICIT_MODE,"[""India"",""Santali learners schooled through Bengali script""]",canonical_language_edition,true,canonical_language_edition,,CANONICAL_V2_EDITION,ad51825782a37bbe204f99e2cd77e3e0ddafd9922cf5f3054781b4a7ca7d78d5
edition-target:lang:sat-Deva-IN,lang:sat-Deva-IN,canonical_language_edition,CANONICAL_V2_EDITION,"[""sat-Deva-IN""]",SUCCESSOR_V3_EXPLICIT_TAG,"[""Santali""]","[""Deva""]",SUCCESSOR_V3_DERIVED_FROM_EXPLICIT_TAG_OR_ORTHOGRAPHY,"[""Devanagari""]","[""written_or_multimodal""]",SUCCESSOR_V3_EXPLICIT_MODE,"[""India"",""Santali learners schooled through Devanagari""]",canonical_language_edition,true,canonical_language_edition,,CANONICAL_V2_EDITION,e44ad2d8f70e58224f55e6bea3d58518b8bbd719216f274783ecdb835dd738a7
edition-target:lang:sat-Olck-IN,lang:sat-Olck-IN,canonical_language_edition,CANONICAL_V2_EDITION,"[""sat-Olck-IN""]",SUCCESSOR_V3_EXPLICIT_TAG,"[""Santali""]","[""Olck""]",SUCCESSOR_V3_DERIVED_FROM_EXPLICIT_TAG_OR_ORTHOGRAPHY,"[""Ol Chiki""]","[""written_or_multimodal""]",SUCCESSOR_V3_EXPLICIT_MODE,"[""India"",""Santali-speaking communities""]",canonical_language_edition,true,canonical_language_edition,,CANONICAL_V2_EDITION,92305acafe234f6ae116381f5b1ba343199e69889344f7d9e7425fe8d92c3eb2
edition-target:lang:sat-Orya-IN,lang:sat-Orya-IN,canonical_language_edition,CANONICAL_V2_EDITION,"[""sat-Orya-IN""]",SUCCESSOR_V3_EXPLICIT_TAG,"[""Santali""]","[""Orya""]",SUCCESSOR_V3_DERIVED_FROM_EXPLICIT_TAG_OR_ORTHOGRAPHY,"[""Odia script""]","[""written_or_multimodal""]",SUCCESSOR_V3_EXPLICIT_MODE,"[""India"",""Santali learners schooled through Odia script""]",canonical_language_edition,true,canonical_language_edition,,CANONICAL_V2_EDITION,f726d4c07e3279dc15ef9944ec25f7a51a8deaf94a4e8b2cce18fa957d0094ae
edition-target:lang:sd-Arab-PK,lang:sd-Arab-PK,canonical_language_edition,CANONICAL_V2_EDITION,"[""sd-Arab-PK""]",SUCCESSOR_V3_EXPLICIT_TAG,"[""Sindhi (Pakistan standard)""]","[""Arab""]",SUCCESSOR_V3_DERIVED_FROM_EXPLICIT_TAG_OR_ORTHOGRAPHY,"[""Sindhi Arabic-derived right-to-left""]","[""written_or_multimodal""]",SUCCESSOR_V3_EXPLICIT_MODE,"[""Pakistan"",""especially Sindh""]",canonical_language_edition,true,canonical_language_edition,,CANONICAL_V2_EDITION,2f1e76193caa3b5f22bbc6b93a2bca157bf73d5501f4433787d049742e6f18fd
edition-target:lang:se-Latn-001,lang:se-Latn-001,canonical_language_edition,CANONICAL_V2_EDITION,"[""se-Latn-001""]",SUCCESSOR_V3_EXPLICIT_TAG,"[""Sami languages""]","[""Latn""]",SUCCESSOR_V3_DERIVED_FROM_EXPLICIT_TAG_OR_ORTHOGRAPHY,"[""Latin""]","[""written_or_multimodal""]",SUCCESSOR_V3_EXPLICIT_MODE,"[""Sapmi across Norway, Sweden, Finland and Russia""]",canonical_language_edition,true,canonical_language_edition,,CANONICAL_V2_EDITION,401aa31d6406e0a4019aa20e90ddb8d06b37c2de93d3f885cb4ba94028e18611
edition-target:lang:sea-Latn-MY,lang:sea-Latn-MY,canonical_language_edition,CANONICAL_V2_EDITION,"[""sea-Latn-MY""]",SUCCESSOR_V3_EXPLICIT_TAG,"[""Semai""]","[""Latn""]",SUCCESSOR_V3_DERIVED_FROM_EXPLICIT_TAG_OR_ORTHOGRAPHY,"[""Locale-confirmed Latin orthography""]","[""written_or_multimodal""]",SUCCESSOR_V3_EXPLICIT_MODE,"[""Peninsular Malaysia"",""Semai communities""]",canonical_language_edition,true,canonical_language_edition,,CANONICAL_V2_EDITION,795c4c8f033375c2db27a5f8da554cb4080a6f20ff634e59a33d11ed46202af6
edition-target:lang:seh-Latn-MZ,lang:seh-Latn-MZ,canonical_language_edition,CANONICAL_V2_EDITION,"[""seh-Latn-MZ""]",SUCCESSOR_V3_EXPLICIT_TAG,"[""Sena""]","[""Latn""]",SUCCESSOR_V3_DERIVED_FROM_EXPLICIT_TAG_OR_ORTHOGRAPHY,"[""Latin"",""Mozambique standard""]","[""written_or_multimodal""]",SUCCESSOR_V3_EXPLICIT_MODE,"[""Mozambique""]",canonical_language_edition,true,canonical_language_edition,,CANONICAL_V2_EDITION,4b80e6361544dd6503de4d13ec75aab44abfc832679306d94b346a1ea615fdf4
edition-target:lang:sel-RU,lang:sel-RU,canonical_language_edition,CANONICAL_V2_EDITION,"[""sel-RU""]",SUCCESSOR_V3_EXPLICIT_TAG,"[""Selkup — exact local variety required""]","[""Cyrl""]",SUCCESSOR_V3_DERIVED_FROM_EXPLICIT_TAG_OR_ORTHOGRAPHY,"[""Cyrillic"",""exact Selkup — exact local variety required standard/local variety required""]","[""written_or_multimodal""]",SUCCESSOR_V3_EXPLICIT_MODE,"[""Russian Arctic and sub-Arctic"",""Selkup — exact local variety required communities""]",canonical_language_edition,true,canonical_language_edition,,CANONICAL_V2_EDITION,398e863b52e1c171f874596df80ee90d4d519f9879275287de99bb43f0bbcf37
edition-target:lang:ses-Latn-ML,lang:ses-Latn-ML,canonical_language_edition,CANONICAL_V2_EDITION,"[""ses-Latn-ML""]",SUCCESSOR_V3_EXPLICIT_TAG,"[""Koyraboro Senni""]","[""Latn""]",SUCCESSOR_V3_DERIVED_FROM_EXPLICIT_TAG_OR_ORTHOGRAPHY,"[""Latin"",""Mali standard""]","[""written_or_multimodal""]",SUCCESSOR_V3_EXPLICIT_MODE,"[""Mali""]",canonical_language_edition,true,canonical_language_edition,,CANONICAL_V2_EDITION,163ec3b57d1f914c812d7bb262dced7f04a139f65ba486dcecb10924668de159
edition-target:lang:sfs-ZA,lang:sfs-ZA,canonical_language_edition,CANONICAL_V2_EDITION,"[""sfs-ZA""]",SUCCESSOR_V3_EXPLICIT_TAG,"[""South African Sign Language""]","[""Zyyy""]",SUCCESSOR_V3_DERIVED_FROM_EXPLICIT_TAG_OR_ORTHOGRAPHY,"[""Visual-manual"",""no ordinary script""]","[""signed""]",SUCCESSOR_V3_EXPLICIT_MODE,"[""South Africa""]",canonical_language_edition,true,canonical_language_edition,,CANONICAL_V2_EDITION,93ff2abd1e4080ba833404d18dd7da83934b1eef2fe9b03b697a9a15039fbc3c
edition-target:lang:sg-Latn-CF,lang:sg-Latn-CF,canonical_language_edition,CANONICAL_V2_EDITION,"[""sg-Latn-CF""]",SUCCESSOR_V3_EXPLICIT_TAG,"[""Sango""]","[""Latn""]",SUCCESSOR_V3_DERIVED_FROM_EXPLICIT_TAG_OR_ORTHOGRAPHY,"[""Latin"",""Central African Republic standard""]","[""written_or_multimodal""]",SUCCESSOR_V3_EXPLICIT_MODE,"[""Central African Republic""]",canonical_language_edition,true,canonical_language_edition,,CANONICAL_V2_EDITION,4188ba9fd2c775d41c8fba15f16641cfc902bd758f7c113553437d247ad09b6f
edition-target:lang:shb-BR,lang:shb-BR,canonical_language_edition,CANONICAL_V2_EDITION,"[""shb-BR""]",SUCCESSOR_V3_EXPLICIT_TAG,"[""Ninam / Yanam""]","[""Latn""]",SUCCESSOR_V3_DERIVED_FROM_EXPLICIT_TAG_OR_ORTHOGRAPHY,"[""Latin"",""community-approved Ninam / Yanam orthography""]","[""written_or_multimodal""]",SUCCESSOR_V3_EXPLICIT_MODE,"[""Brazil"",""Ninam / Yanam communities""]",canonical_language_edition,true,canonical_language_edition,,CANONICAL_V2_EDITION,11361a60b7a315001d084f9791d58c354e2df77b2a35dfd6004b85880c7726da
edition-target:lang:shb-VE,lang:shb-VE,canonical_language_edition,CANONICAL_V2_EDITION,"[""shb-VE""]",SUCCESSOR_V3_EXPLICIT_TAG,"[""Ninam / Yanam""]","[""Latn""]",SUCCESSOR_V3_DERIVED_FROM_EXPLICIT_TAG_OR_ORTHOGRAPHY,"[""Latin"",""community-approved Ninam / Yanam orthography""]","[""written_or_multimodal""]",SUCCESSOR_V3_EXPLICIT_MODE,"[""Venezuela"",""Ninam / Yanam communities""]",canonical_language_edition,true,canonical_language_edition,,CANONICAL_V2_EDITION,e831fd7e678b297740fb23ae5c10990dcdc38d388cbff64f36174d4d82b4f522
edition-target:lang:shi-Latn-MA,lang:shi-Latn-MA,canonical_language_edition,CANONICAL_V2_EDITION,"[""shi-Latn-MA""]",SUCCESSOR_V3_EXPLICIT_TAG,"[""Tachelhit""]","[""Latn""]",SUCCESSOR_V3_DERIVED_FROM_EXPLICIT_TAG_OR_ORTHOGRAPHY,"[""Latin tertiary/search companion""]","[""written_or_multimodal""]",SUCCESSOR_V3_EXPLICIT_MODE,"[""Morocco""]",canonical_language_edition,true,canonical_language_edition,,CANONICAL_V2_EDITION,a0170721e84f9a96c5a73bd7c267b8a60f3f742c4ffc89bdd01d6aadabb9bb4a
edition-target:lang:shi-Tfng-MA,lang:shi-Tfng-MA,canonical_language_edition,CANONICAL_V2_EDITION,"[""shi-Tfng-MA""]",SUCCESSOR_V3_EXPLICIT_TAG,"[""Tachelhit""]","[""Tfng""]",SUCCESSOR_V3_DERIVED_FROM_EXPLICIT_TAG_OR_ORTHOGRAPHY,"[""Neo-Tifinagh learner/practical orthography""]","[""written_or_multimodal""]",SUCCESSOR_V3_EXPLICIT_MODE,"[""Morocco""]",canonical_language_edition,true,canonical_language_edition,,CANONICAL_V2_EDITION,d69f300c0d486842410c34fcc3a50856ce68920e7f9105637cebc7dc846dafe8
edition-target:lang:shn-Mymr-MM,lang:shn-Mymr-MM,canonical_language_edition,CANONICAL_V2_EDITION,"[""shn-Mymr-MM""]",SUCCESSOR_V3_EXPLICIT_TAG,"[""Shan""]","[""Mymr""]",SUCCESSOR_V3_DERIVED_FROM_EXPLICIT_TAG_OR_ORTHOGRAPHY,"[""Shan orthography in Myanmar-derived script"",""transliteration only as tagged aid""]","[""written_or_multimodal""]",SUCCESSOR_V3_EXPLICIT_MODE,"[""Myanmar"",""Shan-speaking communities""]",canonical_language_edition,true,canonical_language_edition,,CANONICAL_V2_EDITION,62fedd19894160783d08c62cefe67a75b7d782e4b25b99a36bdd780e5ff6ae21
edition-target:lang:shp-PE,lang:shp-PE,canonical_language_edition,CANONICAL_V2_EDITION,"[""shp-PE""]",SUCCESSOR_V3_EXPLICIT_TAG,"[""Shipibo-Konibo""]","[""Latn""]",SUCCESSOR_V3_DERIVED_FROM_EXPLICIT_TAG_OR_ORTHOGRAPHY,"[""Official Latin Shipibo-Konibo alphabet""]","[""written_or_multimodal""]",SUCCESSOR_V3_EXPLICIT_MODE,"[""Peru"",""Shipibo-Konibo communities""]",canonical_language_edition,true,canonical_language_edition,,CANONICAL_V2_EDITION,425ee21c5acc16fd2e29e561b688ef21d1a7ed0935b58511212442ce04ed7d2b
edition-target:lang:shr-Latn-CD,lang:shr-Latn-CD,canonical_language_edition,CANONICAL_V2_EDITION,"[""shr-Latn-CD""]",SUCCESSOR_V3_EXPLICIT_TAG,"[""Shi""]","[""Latn""]",SUCCESSOR_V3_DERIVED_FROM_EXPLICIT_TAG_OR_ORTHOGRAPHY,"[""Latin"",""DRC standard""]","[""written_or_multimodal""]",SUCCESSOR_V3_EXPLICIT_MODE,"[""DRC""]",canonical_language_edition,true,canonical_language_edition,,CANONICAL_V2_EDITION,2b1de0a7a54c73768a7febb6786500ed2acf09cf74812d4893c149395cb6191c
edition-target:lang:shu-Arab-TD,lang:shu-Arab-TD,canonical_language_edition,CANONICAL_V2_EDITION,"[""shu-Arab-TD""]",SUCCESSOR_V3_EXPLICIT_TAG,"[""Chadian Arabic""]","[""Arab""]",SUCCESSOR_V3_DERIVED_FROM_EXPLICIT_TAG_OR_ORTHOGRAPHY,"[""Arabic"",""graded-vowel support in paired Modern Standard Arabic""]","[""written_or_multimodal""]",SUCCESSOR_V3_EXPLICIT_MODE,"[""TD""]",canonical_language_edition,true,canonical_language_edition,,CANONICAL_V2_EDITION,da04ea11cd59073511f37b31c34c6d0dd31b27014825d5b84ed7f24a7f611e2f
edition-target:lang:shu-Latn-TD,lang:shu-Latn-TD,canonical_language_edition,CANONICAL_V2_EDITION,"[""shu-Latn-TD""]",SUCCESSOR_V3_EXPLICIT_TAG,"[""Chadian Arabic""]","[""Latn""]",SUCCESSOR_V3_DERIVED_FROM_EXPLICIT_TAG_OR_ORTHOGRAPHY,"[""Latin romanization"",""optional learner/search aid, never the only edition""]","[""written_or_multimodal""]",SUCCESSOR_V3_EXPLICIT_MODE,"[""TD""]",canonical_language_edition,true,canonical_language_edition,,CANONICAL_V2_EDITION,9469fa857710016f429be4c6b5b10a4513a4aef8f79b3bf0a5e0892081404323
edition-target:lang:shy-Latn-DZ,lang:shy-Latn-DZ,canonical_language_edition,CANONICAL_V2_EDITION,"[""shy-Latn-DZ""]",SUCCESSOR_V3_EXPLICIT_TAG,"[""Chaoui/Shawiya""]","[""Latn""]",SUCCESSOR_V3_DERIVED_FROM_EXPLICIT_TAG_OR_ORTHOGRAPHY,"[""Latin"",""community orthography""]","[""written_or_multimodal""]",SUCCESSOR_V3_EXPLICIT_MODE,"[""Algeria, Aurès""]",canonical_language_edition,true,canonical_language_edition,,CANONICAL_V2_EDITION,3a94953404f8749fd115c9c8ab199102068fa47d0b35667c10e006d463024bc2
edition-target:lang:si-Sinh-LK,lang:si-Sinh-LK,canonical_language_edition,CANONICAL_V2_EDITION,"[""si-Sinh-LK""]",SUCCESSOR_V3_EXPLICIT_TAG,"[""Sinhala""]","[""Sinh""]",SUCCESSOR_V3_DERIVED_FROM_EXPLICIT_TAG_OR_ORTHOGRAPHY,"[""Sinhala script""]","[""written_or_multimodal""]",SUCCESSOR_V3_EXPLICIT_MODE,"[""Sri Lanka"",""Sinhalese communities""]",canonical_language_edition,true,canonical_language_edition,,CANONICAL_V2_EDITION,f2010246f542fc86b3391e08feb93171bbaae65e672055145d5e08732f5fc7fa
edition-target:lang:sid-Latn-ET,lang:sid-Latn-ET,canonical_language_edition,CANONICAL_V2_EDITION,"[""sid-Latn-ET""]",SUCCESSOR_V3_EXPLICIT_TAG,"[""Sidama""]","[""Latn""]",SUCCESSOR_V3_DERIVED_FROM_EXPLICIT_TAG_OR_ORTHOGRAPHY,"[""Latin"",""Ethiopia educational orthography""]","[""written_or_multimodal""]",SUCCESSOR_V3_EXPLICIT_MODE,"[""Ethiopia""]",canonical_language_edition,true,canonical_language_edition,,CANONICAL_V2_EDITION,66ed63e5ece774777694d119f8a71e0d7fba46c79e211864b5d5223c2e5d2927
edition-target:lang:siz-Latn-EG,lang:siz-Latn-EG,canonical_language_edition,CANONICAL_V2_EDITION,"[""siz-Latn-EG""]",SUCCESSOR_V3_EXPLICIT_TAG,"[""Siwi""]","[""Latn""]",SUCCESSOR_V3_DERIVED_FROM_EXPLICIT_TAG_OR_ORTHOGRAPHY,"[""Latin"",""community orthography""]","[""written_or_multimodal""]",SUCCESSOR_V3_EXPLICIT_MODE,"[""Egypt, Siwa""]",canonical_language_edition,true,canonical_language_edition,,CANONICAL_V2_EDITION,978bdf5d4eaa8e6581f21b75f0dd9f5d57a288621a914a25fe913a0995e16be8
edition-target:lang:sjd,lang:sjd,canonical_language_edition,CANONICAL_V2_EDITION,"[""sjd""]",SUCCESSOR_V3_EXPLICIT_TAG,"[""Kildin Sámi""]","[""Cyrl""]",SUCCESSOR_V3_DERIVED_FROM_EXPLICIT_TAG_OR_ORTHOGRAPHY,"[""Cyrillic Kildin Sámi orthography""]","[""written_or_multimodal""]",SUCCESSOR_V3_EXPLICIT_MODE,"[""Sápmi"",""Kildin Sámi communities in relevant national jurisdictions""]",canonical_language_edition,true,canonical_language_edition,,CANONICAL_V2_EDITION,6528544847a84600283d083475d7a8cd68ad851fcc3e51d2ac93a806caa2bde6
edition-target:lang:sje,lang:sje,canonical_language_edition,CANONICAL_V2_EDITION,"[""sje""]",SUCCESSOR_V3_EXPLICIT_TAG,"[""Pite Sámi""]","[""Latn""]",SUCCESSOR_V3_DERIVED_FROM_EXPLICIT_TAG_OR_ORTHOGRAPHY,"[""Latin Pite Sámi orthography approved in Sweden in 2019""]","[""written_or_multimodal""]",SUCCESSOR_V3_EXPLICIT_MODE,"[""Sápmi"",""Pite Sámi communities in relevant national jurisdictions""]",canonical_language_edition,true,canonical_language_edition,,CANONICAL_V2_EDITION,b659056c88fc00de761c1fb10f9e425e009d71c365ababc06e844631f4b341eb
edition-target:lang:sju,lang:sju,canonical_language_edition,CANONICAL_V2_EDITION,"[""sju""]",SUCCESSOR_V3_EXPLICIT_TAG,"[""Ume Sámi""]","[""Latn""]",SUCCESSOR_V3_DERIVED_FROM_EXPLICIT_TAG_OR_ORTHOGRAPHY,"[""Latin Ume Sámi orthography approved in Sweden in 2016""]","[""written_or_multimodal""]",SUCCESSOR_V3_EXPLICIT_MODE,"[""Sápmi"",""Ume Sámi communities in relevant national jurisdictions""]",canonical_language_edition,true,canonical_language_edition,,CANONICAL_V2_EDITION,9759f17782687840804094d7137406c04adbf9c1b9532edfc7e7df3de9d514c5
edition-target:lang:skg-Latn-MG,lang:skg-Latn-MG,canonical_language_edition,CANONICAL_V2_EDITION,"[""skg-Latn-MG""]",SUCCESSOR_V3_EXPLICIT_TAG,"[""Sakalava Malagasy""]","[""Latn""]",SUCCESSOR_V3_DERIVED_FROM_EXPLICIT_TAG_OR_ORTHOGRAPHY,"[""Latin"",""Sakalava scaffold"",""Sakalava Latin orthography""]","[""written_or_multimodal""]",SUCCESSOR_V3_EXPLICIT_MODE,"[""Madagascar, Sakalava communities"",""Madagascar"",""Sakalava Malagasy learners""]",canonical_language_edition,true,canonical_language_edition,,CANONICAL_V2_EDITION,fc5e4dfd1288795b03dc4f3af3bffe4e98e79de8ea434938f0890e4dfc7913f6
edition-target:lang:skr-Arab-PK,lang:skr-Arab-PK,canonical_language_edition,CANONICAL_V2_EDITION,"[""skr-Arab-PK""]",SUCCESSOR_V3_EXPLICIT_TAG,"[""Saraiki""]","[""Arab""]",SUCCESSOR_V3_DERIVED_FROM_EXPLICIT_TAG_OR_ORTHOGRAPHY,"[""Saraiki Perso-Arabic right-to-left""]","[""written_or_multimodal""]",SUCCESSOR_V3_EXPLICIT_MODE,"[""Pakistan"",""especially South Punjab""]",canonical_language_edition,true,canonical_language_edition,,CANONICAL_V2_EDITION,02a6265e3d4e9b1a71d63773cb67beb8df0151b326f781845d538467a6dd0763
edition-target:lang:sm-Latn-AS,lang:sm-Latn-AS,canonical_language_edition,CANONICAL_V2_EDITION,"[""sm-Latn-AS""]",SUCCESSOR_V3_EXPLICIT_TAG,"[""Samoan""]","[""Latn""]",SUCCESSOR_V3_DERIVED_FROM_EXPLICIT_TAG_OR_ORTHOGRAPHY,"[""Samoan Latin orthography with macrons and ʻokina""]","[""written_or_multimodal""]",SUCCESSOR_V3_EXPLICIT_MODE,"[""American Samoa"",""Samoan home-language households""]",canonical_language_edition,true,canonical_language_edition,,CANONICAL_V2_EDITION,49cd176615b9411b6724291a7f6ab7f0148da213b1abeaf846d9bf95751d8a84
edition-target:lang:sm-Latn-WS,lang:sm-Latn-WS,canonical_language_edition,CANONICAL_V2_EDITION,"[""sm-Latn-WS""]",SUCCESSOR_V3_EXPLICIT_TAG,"[""Samoan""]","[""Latn""]",SUCCESSOR_V3_DERIVED_FROM_EXPLICIT_TAG_OR_ORTHOGRAPHY,"[""Samoan Latin orthography with macrons and ʻokina""]","[""written_or_multimodal""]",SUCCESSOR_V3_EXPLICIT_MODE,"[""Samoa"",""Samoan-language learners""]",canonical_language_edition,true,canonical_language_edition,,CANONICAL_V2_EDITION,c7afc701f5a48cf31969f22d7654e18799e1f734871720a8312502ebb43f3a56
edition-target:lang:sma,lang:sma,canonical_language_edition,CANONICAL_V2_EDITION,"[""sma""]",SUCCESSOR_V3_EXPLICIT_TAG,"[""South Sámi""]","[""Latn""]",SUCCESSOR_V3_DERIVED_FROM_EXPLICIT_TAG_OR_ORTHOGRAPHY,"[""Latin South Sámi orthography with country conventions""]","[""written_or_multimodal""]",SUCCESSOR_V3_EXPLICIT_MODE,"[""Sápmi"",""South Sámi communities in relevant national jurisdictions""]",canonical_language_edition,true,canonical_language_edition,,CANONICAL_V2_EDITION,3588e4b2969f4f6f97546af9650fbd3d08e8c11f528f9d2e4c7909a3a68c2150
edition-target:lang:sme,lang:sme,canonical_language_edition,CANONICAL_V2_EDITION,"[""sme""]",SUCCESSOR_V3_EXPLICIT_TAG,"[""North Sámi""]","[""Latn""]",SUCCESSOR_V3_DERIVED_FROM_EXPLICIT_TAG_OR_ORTHOGRAPHY,"[""Latin common Nordic orthography with á č đ ŋ š ŧ ž""]","[""written_or_multimodal""]",SUCCESSOR_V3_EXPLICIT_MODE,"[""Sápmi"",""North Sámi communities in relevant national jurisdictions""]",canonical_language_edition,true,canonical_language_edition,,CANONICAL_V2_EDITION,ebe1341e2ebe9a444c16cc758944c674fb3f6bffda679e2aa1a2ca84dc590a00
edition-target:lang:smj,lang:smj,canonical_language_edition,CANONICAL_V2_EDITION,"[""smj""]",SUCCESSOR_V3_EXPLICIT_TAG,"[""Lule Sámi""]","[""Latn""]",SUCCESSOR_V3_DERIVED_FROM_EXPLICIT_TAG_OR_ORTHOGRAPHY,"[""Latin"",""Norwegian æ/ø or Swedish ä/ö country conventions""]","[""written_or_multimodal""]",SUCCESSOR_V3_EXPLICIT_MODE,"[""Sápmi"",""Lule Sámi communities in relevant national jurisdictions""]",canonical_language_edition,true,canonical_language_edition,,CANONICAL_V2_EDITION,1c12ba65aabce833e4203ceb07e0685d3492c61a377ad9a7f0006c12bea19866
edition-target:lang:smn,lang:smn,canonical_language_edition,CANONICAL_V2_EDITION,"[""smn""]",SUCCESSOR_V3_EXPLICIT_TAG,"[""Inari Sámi""]","[""Latn""]",SUCCESSOR_V3_DERIVED_FROM_EXPLICIT_TAG_OR_ORTHOGRAPHY,"[""Latin Inari Sámi orthography""]","[""written_or_multimodal""]",SUCCESSOR_V3_EXPLICIT_MODE,"[""Sápmi"",""Inari Sámi communities in relevant national jurisdictions""]",canonical_language_edition,true,canonical_language_edition,,CANONICAL_V2_EDITION,d38ec8ccf36c907276d7b075efa5383020e69d54891872f6750cd231d09bc3bf
edition-target:lang:sms,lang:sms,canonical_language_edition,CANONICAL_V2_EDITION,"[""sms""]",SUCCESSOR_V3_EXPLICIT_TAG,"[""Skolt Sámi""]","[""Latn""]",SUCCESSOR_V3_DERIVED_FROM_EXPLICIT_TAG_OR_ORTHOGRAPHY,"[""Latin Skolt Sámi orthography with its special characters""]","[""written_or_multimodal""]",SUCCESSOR_V3_EXPLICIT_MODE,"[""Sápmi"",""Skolt Sámi communities in relevant national jurisdictions""]",canonical_language_edition,true,canonical_language_edition,,CANONICAL_V2_EDITION,30dab863417b73b883c705d8efcd68822ec75c14bdb63fd6b34b886a69e326e2
edition-target:lang:sn-Latn-ZA,lang:sn-Latn-ZA,canonical_language_edition,CANONICAL_V2_EDITION,"[""sn-Latn-ZA""]",SUCCESSOR_V3_EXPLICIT_TAG,"[""Shona""]","[""Latn""]",SUCCESSOR_V3_DERIVED_FROM_EXPLICIT_TAG_OR_ORTHOGRAPHY,"[""Latin"",""South Africa migrant-service terminology""]","[""written_or_multimodal""]",SUCCESSOR_V3_EXPLICIT_MODE,"[""South Africa""]",canonical_language_edition,true,canonical_language_edition,,CANONICAL_V2_EDITION,c7fdd4364cd6bc317e484485457661ffc64e5339a949e197065d4da7234639d9
edition-target:lang:sn-Latn-ZW:variety:karanga-shona,lang:sn-Latn-ZW:variety:karanga-shona,canonical_language_edition,CANONICAL_V2_EDITION,"[""sn-Latn-ZW""]",SUCCESSOR_V3_EXPLICIT_TAG,"[""Karanga Shona""]","[""Latn""]",SUCCESSOR_V3_DERIVED_FROM_EXPLICIT_TAG_OR_ORTHOGRAPHY,"[""Latin"",""Karanga scaffold""]","[""written_or_multimodal""]",SUCCESSOR_V3_EXPLICIT_MODE,"[""Zimbabwe""]",canonical_language_edition,true,canonical_language_edition,,CANONICAL_V2_EDITION,e84e730883fc411f40f1ebbaf0cf4b196649f0c427d4fae529b7aa3b4d34e86d
edition-target:lang:sn-Latn-ZW:variety:korekore-shona,lang:sn-Latn-ZW:variety:korekore-shona,canonical_language_edition,CANONICAL_V2_EDITION,"[""sn-Latn-ZW""]",SUCCESSOR_V3_EXPLICIT_TAG,"[""Korekore Shona""]","[""Latn""]",SUCCESSOR_V3_DERIVED_FROM_EXPLICIT_TAG_OR_ORTHOGRAPHY,"[""Latin"",""Korekore scaffold""]","[""written_or_multimodal""]",SUCCESSOR_V3_EXPLICIT_MODE,"[""Zimbabwe""]",canonical_language_edition,true,canonical_language_edition,,CANONICAL_V2_EDITION,b4532910cbd035bca2bb28a8df7146677d64ab16799a684cc1bba164eae78439
