edition_target_id,edition_key,edition_role,edition_derivation_class,label,language_tag,script,mode,territory_community,country_iso3,population_low,population_base,population_high,population_point_for_model,population_basis_class,order_lane,population_rank_eligible,primary_order_eligible,primary_order_class,primary_order_exclusion_reason,population_source_id,population_source_url,population_definition,population_reference_year,population_confidence,population_atom_id,population_evidence_count,authorization_id,authorization_ids,authorization_status,authorization_tier,evidence_identity_id,source_lane,source_record_id,evidence_role,target_row_sha256,evidence_row_sha256,source_evidence_row_sha256,source_registry_row_hashes,local_work_exclusion,synthetic_or_model_prior,bounds_source_complete,bounds_were_imputed,population_bound_type,source_population_low_persons,source_population_base_persons,source_population_high_persons,normalized_population_low_persons,normalized_population_high_persons,schooling_language_gap,learning_completion_gap,open_resource_scarcity,academic_lingua_franca_nonoverlap,delivery_gap,accessibility_gap,need_index,need_index_low,need_index_high,intrinsic_need_low,intrinsic_need_model,intrinsic_need_high,standard_compute_p50_fecu,compute_evidence_class,need_evidence_basis,vitality_marginalization_status,dialect_risk_status,production_feasibility_status,model_conditioning_status,registry_row_hash,l_m_need_p05,l_m_need_median,l_m_need_mean,l_m_need_p95,l_m_efficiency_p05,l_m_efficiency_median,l_m_efficiency_mean,l_m_efficiency_p95,draw_count,l_id_possible_rank_best,l_id_possible_rank_worst,l_id_top10_status,l_id_top100_status,l_m_need_rank,l_m_need_top10_probability,l_m_need_top100_probability,l_m_efficiency_rank,public_population_status,public_use_caveat,public_row_sha256
edition-target:lang:unresolved-tag:guarani-occidental:paraguay-guarani-occidental-people,lang:unresolved-tag:guarani-occidental:paraguay-guarani-occidental-people,canonical_unresolved_identity,exact_name_identifier_unresolved,Guaraní Occidental,lang:unresolved-tag:guarani-occidental:paraguay-guarani-occidental-people,Latn,written_or_multimodal,Paraguay / Guaraní Occidental people,,,,,,NO_PUBLIC_SOURCE_BOUND_PERSON_DENOMINATOR,unranked_context,false,false,UNRESOLVED_OR_MACRO_CONTEXT,authority exactness=exact_name_identifier_unresolved,,,No source-bound person denominator is published for this target.,,,,0,,,,,,,,,,,,,,true,false,false,NONE,,,,,,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,0.43000000,0.11000000,0.75000000,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,"{""academic_lingua_franca_nonoverlap"": ""academic-language overlap unmeasured; common prior"", ""accessibility_gap"": ""common format-access prior"", ""delivery_gap"": ""common prior"", ""learning_completion_gap"": ""common prior"", ""open_resource_scarcity"": ""OER route unresolved; common prior"", ""schooling_language_gap"": ""UNESCO/World-Bank global alignment prior""}",SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,L-M_COMMON_PRIOR; not an observed comfortable-reader count,2bceb2730c09fc5770c5e5e9691cf93ef4db4ef79bfa55bcc7138244efc17553,,,,,,,,,0,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,,,,,UNRANKED_NO_SOURCE_BOUND_PERSON_DENOMINATOR,"Identity and evidence-acquisition record only; no population, benefit total, or rank may be inferred from country/world model priors.",920D563862F6503C24330FCD12F93D307ED7A3EFD49098DB35CAE3D44CEB125E
edition-target:lang:unresolved-tag:haida-alaska-variety-required:united-states-haida-alaska-variety-r,lang:unresolved-tag:haida-alaska-variety-required:united-states-haida-alaska-variety-r,canonical_unresolved_identity,exact_name_identifier_unresolved,Haida — Alaska variety required,lang:unresolved-tag:haida-alaska-variety-required:united-states-haida-alaska-variety-r,Latn,written_or_multimodal,United States / Haida — Alaska variety required communities,,,,,,NO_PUBLIC_SOURCE_BOUND_PERSON_DENOMINATOR,unranked_context,false,false,UNRESOLVED_OR_MACRO_CONTEXT,authority exactness=exact_name_identifier_unresolved,,,No source-bound person denominator is published for this target.,,,,0,,,,,,,,,,,,,,true,false,false,NONE,,,,,,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,0.43000000,0.11000000,0.75000000,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,"{""academic_lingua_franca_nonoverlap"": ""academic-language overlap unmeasured; common prior"", ""accessibility_gap"": ""common format-access prior"", ""delivery_gap"": ""common prior"", ""learning_completion_gap"": ""common prior"", ""open_resource_scarcity"": ""OER route unresolved; common prior"", ""schooling_language_gap"": ""UNESCO/World-Bank global alignment prior""}",SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,L-M_COMMON_PRIOR; not an observed comfortable-reader count,367dc2832e25b02ab6274ef47de9b1606f5e7a6eefb7025dc4e7a62e31a81c34,,,,,,,,,0,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,,,,,UNRANKED_NO_SOURCE_BOUND_PERSON_DENOMINATOR,"Identity and evidence-acquisition record only; no population, benefit total, or rank may be inferred from country/world model priors.",5785C4D86FA0B2432C06A8EB779D7E66CB0A68212912CAFBE3DEE2049AA7149B
edition-target:lang:unresolved-tag:highland-kichwa-exact-regional-variety-required:ecuador-highland-kichwa-exact-region,lang:unresolved-tag:highland-kichwa-exact-regional-variety-required:ecuador-highland-kichwa-exact-region,canonical_unresolved_identity,exact_name_identifier_unresolved,Highland Kichwa — exact regional variety required,lang:unresolved-tag:highland-kichwa-exact-regional-variety-required:ecuador-highland-kichwa-exact-region,Latn,written_or_multimodal,Ecuador / Highland Kichwa — exact regional variety required,,,,,,NO_PUBLIC_SOURCE_BOUND_PERSON_DENOMINATOR,unranked_context,false,false,UNRESOLVED_OR_MACRO_CONTEXT,authority exactness=exact_name_identifier_unresolved,,,No source-bound person denominator is published for this target.,,,,0,,,,,,,,,,,,,,true,false,false,NONE,,,,,,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,0.43000000,0.11000000,0.75000000,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,"{""academic_lingua_franca_nonoverlap"": ""academic-language overlap unmeasured; common prior"", ""accessibility_gap"": ""common format-access prior"", ""delivery_gap"": ""common prior"", ""learning_completion_gap"": ""common prior"", ""open_resource_scarcity"": ""OER route unresolved; common prior"", ""schooling_language_gap"": ""UNESCO/World-Bank global alignment prior""}",SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,L-M_COMMON_PRIOR; not an observed comfortable-reader count,7f2b12edfe9539a5c13f3d3b69ed7d2e9ecfda93847322b3b200369928ae4be4,,,,,,,,,0,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,,,,,UNRANKED_NO_SOURCE_BOUND_PERSON_DENOMINATOR,"Identity and evidence-acquisition record only; no population, benefit total, or rank may be inferred from country/world model priors.",63F5A32D40D8425CD5319F1BDC12430498572053B64A2095B471284C24331DE5
edition-target:lang:unresolved-tag:hindko-census-category:pakistan-especially-khyber-pakhtunkh,lang:unresolved-tag:hindko-census-category:pakistan-especially-khyber-pakhtunkh,canonical_unresolved_identity,exact_name_identifier_unresolved,Hindko (Census category),lang:unresolved-tag:hindko-census-category:pakistan-especially-khyber-pakhtunkh,Arab,written_or_multimodal,Pakistan / especially Khyber Pakhtunkhwa and Punjab,,,,,,NO_PUBLIC_SOURCE_BOUND_PERSON_DENOMINATOR,unranked_context,false,false,UNRESOLVED_OR_MACRO_CONTEXT,authority exactness=exact_name_identifier_unresolved,,,No source-bound person denominator is published for this target.,,,,0,,,,,,,,,,,,,,true,false,false,NONE,,,,,,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,0.43000000,0.11000000,0.75000000,,,,1140000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,"{""academic_lingua_franca_nonoverlap"": ""academic-language overlap unmeasured; common prior"", ""accessibility_gap"": ""common format-access prior"", ""delivery_gap"": ""common prior"", ""learning_completion_gap"": ""common prior"", ""open_resource_scarcity"": ""OER route unresolved; common prior"", ""schooling_language_gap"": ""UNESCO/World-Bank global alignment prior""}",SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,L-M_COMMON_PRIOR; not an observed comfortable-reader count,4ac62e7867227da4e77ce9f46496efd803e2bff33bc4e3af5d3ee99d780e291c,,,,,,,,,0,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,,,,,UNRANKED_NO_SOURCE_BOUND_PERSON_DENOMINATOR,"Identity and evidence-acquisition record only; no population, benefit total, or rank may be inferred from country/world model priors.",E7B37439CA6D6673E64AF579A4D87A324D185DEFC190D928092357355A5F2579
edition-target:lang:unresolved-tag:inuktun-avanersuarmiutut:qaanaaq-avanersuaq-greenland,lang:unresolved-tag:inuktun-avanersuarmiutut:qaanaaq-avanersuaq-greenland,canonical_unresolved_identity,exact_name_identifier_unresolved,Inuktun,lang:unresolved-tag:inuktun-avanersuarmiutut:qaanaaq-avanersuaq-greenland,Latn,written_or_multimodal,"Qaanaaq/Avanersuaq, Greenland",,,,,,NO_PUBLIC_SOURCE_BOUND_PERSON_DENOMINATOR,unranked_context,false,false,UNRESOLVED_OR_MACRO_CONTEXT,authority exactness=exact_name_identifier_unresolved,,,No source-bound person denominator is published for this target.,,,,0,,,,,,,,,,,,,,true,false,false,NONE,,,,,,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,0.43000000,0.11000000,0.75000000,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,"{""academic_lingua_franca_nonoverlap"": ""academic-language overlap unmeasured; common prior"", ""accessibility_gap"": ""common format-access prior"", ""delivery_gap"": ""common prior"", ""learning_completion_gap"": ""common prior"", ""open_resource_scarcity"": ""OER route unresolved; common prior"", ""schooling_language_gap"": ""UNESCO/World-Bank global alignment prior""}",SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,L-M_COMMON_PRIOR; not an observed comfortable-reader count,33fdcf9962f42ec49e9e6150643e964c61dd95d1781b68c67b1909381c34c2b1,,,,,,,,,0,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,,,,,UNRANKED_NO_SOURCE_BOUND_PERSON_DENOMINATOR,"Identity and evidence-acquisition record only; no population, benefit total, or rank may be inferred from country/world model priors.",E8DDFB99E3EBF93816CFBA64B859A8AF644E016C6A572BFC5635B5E10D6B3BCE
edition-target:lang:unresolved-tag:inuvialuktun:canada-inuvialuktun-communities-and,lang:unresolved-tag:inuvialuktun:canada-inuvialuktun-communities-and,canonical_unresolved_identity,exact_name_identifier_unresolved,Inuvialuktun,lang:unresolved-tag:inuvialuktun:canada-inuvialuktun-communities-and,Latn,written_or_multimodal,Canada / Inuvialuktun communities and learners outside Inuit Nunangat,,,,,,NO_PUBLIC_SOURCE_BOUND_PERSON_DENOMINATOR,unranked_context,false,false,UNRESOLVED_OR_MACRO_CONTEXT,authority exactness=exact_name_identifier_unresolved,,,No source-bound person denominator is published for this target.,,,,0,,,,,,,,,,,,,,true,false,false,NONE,,,,,,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,0.43000000,0.11000000,0.75000000,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,"{""academic_lingua_franca_nonoverlap"": ""academic-language overlap unmeasured; common prior"", ""accessibility_gap"": ""common format-access prior"", ""delivery_gap"": ""common prior"", ""learning_completion_gap"": ""common prior"", ""open_resource_scarcity"": ""OER route unresolved; common prior"", ""schooling_language_gap"": ""UNESCO/World-Bank global alignment prior""}",SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,L-M_COMMON_PRIOR; not an observed comfortable-reader count,6009179eea8099f26b2f8c523908ccb57009c25ac4c9ca28484ab7b7947ad9d5,,,,,,,,,0,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,,,,,UNRANKED_NO_SOURCE_BOUND_PERSON_DENOMINATOR,"Identity and evidence-acquisition record only; no population, benefit total, or rank may be inferred from country/world model priors.",62C788FEB7053081BAE4099E261B2C23BA4B8789699DB4259DFAA406CD4B5CE4
edition-target:lang:unresolved-tag:iogys:argentina-people-self-identifying-as,lang:unresolved-tag:iogys:argentina-people-self-identifying-as,canonical_unresolved_identity,exact_name_identifier_unresolved,Iogys,lang:unresolved-tag:iogys:argentina-people-self-identifying-as,Latn,written_or_multimodal,Argentina / people self-identifying as Iogys,,,,,,NO_PUBLIC_SOURCE_BOUND_PERSON_DENOMINATOR,unranked_context,false,false,UNRESOLVED_OR_MACRO_CONTEXT,authority exactness=exact_name_identifier_unresolved,,,No source-bound person denominator is published for this target.,,,,0,,,,,,,,,,,,,,true,false,false,NONE,,,,,,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,0.43000000,0.11000000,0.75000000,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,"{""academic_lingua_franca_nonoverlap"": ""academic-language overlap unmeasured; common prior"", ""accessibility_gap"": ""common format-access prior"", ""delivery_gap"": ""common prior"", ""learning_completion_gap"": ""common prior"", ""open_resource_scarcity"": ""OER route unresolved; common prior"", ""schooling_language_gap"": ""UNESCO/World-Bank global alignment prior""}",SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,L-M_COMMON_PRIOR; not an observed comfortable-reader count,ed74db12f1f8f28c1f9512da0205a36be9bf68538bc4bffa1a159a8e70c99f54,,,,,,,,,0,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,,,,,UNRANKED_NO_SOURCE_BOUND_PERSON_DENOMINATOR,"Identity and evidence-acquisition record only; no population, benefit total, or rank may be inferred from country/world model priors.",55DCBDEEFB184066168525FEE303281A808CD998C77EC1AA0F64D03564D1E912
edition-target:lang:unresolved-tag:jamaican-country-sign-konchri-sain:st-elizabeth-jamaica,lang:unresolved-tag:jamaican-country-sign-konchri-sain:st-elizabeth-jamaica,canonical_unresolved_identity,exact_name_identifier_unresolved,Jamaican Country Sign,lang:unresolved-tag:jamaican-country-sign-konchri-sain:st-elizabeth-jamaica,Zyyy,signed,"St Elizabeth, Jamaica",,,,,,NO_PUBLIC_SOURCE_BOUND_PERSON_DENOMINATOR,unranked_context,false,false,UNRESOLVED_OR_MACRO_CONTEXT,authority exactness=exact_name_identifier_unresolved,,,No source-bound person denominator is published for this target.,,,,0,,,,,,,,,,,,,,true,false,false,NONE,,,,,,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.80000000,0.45400000,0.13400000,0.77400000,,,,1562500.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,"{""academic_lingua_franca_nonoverlap"": ""academic-language overlap unmeasured; common prior"", ""accessibility_gap"": ""common format-access prior; signed mode elevated for delivery-model planning"", ""delivery_gap"": ""common prior"", ""learning_completion_gap"": ""common prior"", ""open_resource_scarcity"": ""OER route unresolved; common prior"", ""schooling_language_gap"": ""UNESCO/World-Bank global alignment prior""}",SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,L-M_COMMON_PRIOR; not an observed comfortable-reader count,a868e4802cb956ec20be7c67bba2c0db55afb20a5be30a5be7299b957ec4d5f6,,,,,,,,,0,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,,,,,UNRANKED_NO_SOURCE_BOUND_PERSON_DENOMINATOR,"Identity and evidence-acquisition record only; no population, benefit total, or rank may be inferred from country/world model priors.",9135CA89BAC7115CDF3BE6B5ECC1E11716C66D094D92A32FF408DA394831CB6F
edition-target:lang:unresolved-tag:ka-apor-sign-language:brazil-ka-apor-community,lang:unresolved-tag:ka-apor-sign-language:brazil-ka-apor-community,canonical_unresolved_identity,exact_name_identifier_unresolved,Ka’apor Sign Language,lang:unresolved-tag:ka-apor-sign-language:brazil-ka-apor-community,Zyyy,signed,Brazil / Ka’apor community,,,,,,NO_PUBLIC_SOURCE_BOUND_PERSON_DENOMINATOR,unranked_context,false,false,UNRESOLVED_OR_MACRO_CONTEXT,authority exactness=exact_name_identifier_unresolved,,,No source-bound person denominator is published for this target.,,,,0,,,,,,,,,,,,,,true,false,false,NONE,,,,,,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.80000000,0.45400000,0.13400000,0.77400000,,,,1562500.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,"{""academic_lingua_franca_nonoverlap"": ""academic-language overlap unmeasured; common prior"", ""accessibility_gap"": ""common format-access prior; signed mode elevated for delivery-model planning"", ""delivery_gap"": ""common prior"", ""learning_completion_gap"": ""common prior"", ""open_resource_scarcity"": ""OER route unresolved; common prior"", ""schooling_language_gap"": ""UNESCO/World-Bank global alignment prior""}",SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,L-M_COMMON_PRIOR; not an observed comfortable-reader count,8f0ecf74da778bd077ebc23b55d5e5d675a7d91d7cca2ddf90adac4e8b5341d3,,,,,,,,,0,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,,,,,UNRANKED_NO_SOURCE_BOUND_PERSON_DENOMINATOR,"Identity and evidence-acquisition record only; no population, benefit total, or rank may be inferred from country/world model priors.",6A282A98EA65EB898C5C840F4A350E6D89BE4A91477FDB259626CD4C37BC5B4D
edition-target:lang:unresolved-tag:kadazandusun-varieties:sabah-malaysia-kadazandusun-communit,lang:unresolved-tag:kadazandusun-varieties:sabah-malaysia-kadazandusun-communit,canonical_unresolved_identity,exact_name_identifier_unresolved,Kadazandusun varieties,lang:unresolved-tag:kadazandusun-varieties:sabah-malaysia-kadazandusun-communit,Latn,written_or_multimodal,"Sabah, Malaysia / Kadazandusun communities",,,,,,NO_PUBLIC_SOURCE_BOUND_PERSON_DENOMINATOR,unranked_context,false,false,UNRESOLVED_OR_MACRO_CONTEXT,authority exactness=exact_name_identifier_unresolved,,,No source-bound person denominator is published for this target.,,,,0,,,,,,,,,,,,,,true,false,false,NONE,,,,,,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,0.43000000,0.11000000,0.75000000,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,"{""academic_lingua_franca_nonoverlap"": ""academic-language overlap unmeasured; common prior"", ""accessibility_gap"": ""common format-access prior"", ""delivery_gap"": ""common prior"", ""learning_completion_gap"": ""common prior"", ""open_resource_scarcity"": ""OER route unresolved; common prior"", ""schooling_language_gap"": ""UNESCO/World-Bank global alignment prior""}",SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,L-M_COMMON_PRIOR; not an observed comfortable-reader count,80895eeabd9f43f6d4b7cf4e1d5bde111bfffb47306a218af5ffe6506ab5ae3f,,,,,,,,,0,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,,,,,UNRANKED_NO_SOURCE_BOUND_PERSON_DENOMINATOR,"Identity and evidence-acquisition record only; no population, benefit total, or rank may be inferred from country/world model priors.",9ECC2F8417DC1098DCE6B0157B86BEC10055F01E2E11545D329E2D018D235544
edition-target:lang:unresolved-tag:kavet:cambodia-kavet-communities-within-mi,lang:unresolved-tag:kavet:cambodia-kavet-communities-within-mi,canonical_unresolved_identity,exact_name_identifier_unresolved,Kavet,lang:unresolved-tag:kavet:cambodia-kavet-communities-within-mi,Zyyy,written_or_multimodal,Cambodia / Kavet communities within minority-language census aggregate,,,,,,NO_PUBLIC_SOURCE_BOUND_PERSON_DENOMINATOR,unranked_context,false,false,UNRESOLVED_OR_MACRO_CONTEXT,authority exactness=exact_name_identifier_unresolved,,,No source-bound person denominator is published for this target.,,,,0,,,,,,,,,,,,,,true,false,false,NONE,,,,,,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,0.43000000,0.11000000,0.75000000,,,,1250000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,"{""academic_lingua_franca_nonoverlap"": ""academic-language overlap unmeasured; common prior"", ""accessibility_gap"": ""common format-access prior"", ""delivery_gap"": ""common prior"", ""learning_completion_gap"": ""common prior"", ""open_resource_scarcity"": ""OER route unresolved; common prior"", ""schooling_language_gap"": ""UNESCO/World-Bank global alignment prior""}",SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,L-M_COMMON_PRIOR; not an observed comfortable-reader count,b0e5f727a5a01ee78f0b22e46d3d9d2c6d505ba82a84b978fb04e3eb84204846,,,,,,,,,0,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,,,,,UNRANKED_NO_SOURCE_BOUND_PERSON_DENOMINATOR,"Identity and evidence-acquisition record only; no population, benefit total, or rank may be inferred from country/world model priors.",5A6B0C3B2A331F747273E08DAA30A686EA99745A38AA8D494F2EA68D136A5A7E
edition-target:lang:unresolved-tag:kreung:cambodia-kreung-communities-within-m,lang:unresolved-tag:kreung:cambodia-kreung-communities-within-m,canonical_unresolved_identity,exact_name_identifier_unresolved,Kreung,lang:unresolved-tag:kreung:cambodia-kreung-communities-within-m,Zyyy,written_or_multimodal,Cambodia / Kreung communities within minority-language census aggregate,,,,,,NO_PUBLIC_SOURCE_BOUND_PERSON_DENOMINATOR,unranked_context,false,false,UNRESOLVED_OR_MACRO_CONTEXT,authority exactness=exact_name_identifier_unresolved,,,No source-bound person denominator is published for this target.,,,,0,,,,,,,,,,,,,,true,false,false,NONE,,,,,,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,0.43000000,0.11000000,0.75000000,,,,1250000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,"{""academic_lingua_franca_nonoverlap"": ""academic-language overlap unmeasured; common prior"", ""accessibility_gap"": ""common format-access prior"", ""delivery_gap"": ""common prior"", ""learning_completion_gap"": ""common prior"", ""open_resource_scarcity"": ""OER route unresolved; common prior"", ""schooling_language_gap"": ""UNESCO/World-Bank global alignment prior""}",SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,L-M_COMMON_PRIOR; not an observed comfortable-reader count,888da3deaa8456d0f7d8716393cba5a91217cae1e1ff8e50654dd1cf1a355cb9,,,,,,,,,0,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,,,,,UNRANKED_NO_SOURCE_BOUND_PERSON_DENOMINATOR,"Identity and evidence-acquisition record only; no population, benefit total, or rank may be inferred from country/world model priors.",936F8F177065366D2BE8A8CD67DCDA15425577C4ED6FF8EBEC8EFD29560753B1
edition-target:lang:unresolved-tag:localized-labels-in-one-declared-written-braille-language-tactile-geomet:global-instantiate-by-curriculum-dia,lang:unresolved-tag:localized-labels-in-one-declared-written-braille-language-tactile-geomet:global-instantiate-by-curriculum-dia,canonical_unresolved_identity,exact_name_identifier_unresolved,Localized labels in one declared written,lang:unresolved-tag:localized-labels-in-one-declared-written-braille-language-tactile-geomet:global-instantiate-by-curriculum-dia,Zyyy,written_or_multimodal,"Global / instantiate by curriculum, diagram type, braille convention, and production method",,,,,,NO_PUBLIC_SOURCE_BOUND_PERSON_DENOMINATOR,unranked_context,false,false,UNRESOLVED_OR_MACRO_CONTEXT,authority exactness=exact_name_identifier_unresolved,,,No source-bound person denominator is published for this target.,,,,0,,,,,,,,,,,,,,true,false,false,NONE,,,,,,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,0.43000000,0.11000000,0.75000000,,,,1250000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,"{""academic_lingua_franca_nonoverlap"": ""academic-language overlap unmeasured; common prior"", ""accessibility_gap"": ""common format-access prior"", ""delivery_gap"": ""common prior"", ""learning_completion_gap"": ""common prior"", ""open_resource_scarcity"": ""OER route unresolved; common prior"", ""schooling_language_gap"": ""UNESCO/World-Bank global alignment prior""}",SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,L-M_COMMON_PRIOR; not an observed comfortable-reader count,f172fc9bf9f35b719113c969e89677a1b508126f957b6d425cb48b8f8937e2ac,,,,,,,,,0,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,,,,,UNRANKED_NO_SOURCE_BOUND_PERSON_DENOMINATOR,"Identity and evidence-acquisition record only; no population, benefit total, or rank may be inferred from country/world model priors.",B05E6B9FE33FFBCEF6EC534F74ECA4D02E2ED698157D784F16BA27E5AB784D9D
