compute_estimate_id,candidate_id,standard_compute_model_version,reference_hardware_id,hardware_normalization_version,model_runtime_version,tokenizer_version,qa_target_version,standard_compute_mean,standard_compute_p05,standard_compute_p50,standard_compute_p95,standard_compute_lower_bound,standard_compute_upper_bound,standard_compute_scenario_low,standard_compute_scenario_base,standard_compute_scenario_high,standard_compute_unit,energy_mean,energy_p05,energy_p50,energy_p95,energy_lower_bound,energy_upper_bound,energy_unit,estimate_status,uncertainty_method,draw_set_id,benchmark_source_ids_json,compute_input_set_hash,estimate_row_hash,generated_at_utc
EST:STD-MF-luo_Latn-025K-TEXT,STD-MF-luo_Latn-025K-TEXT,interlanguage/standard-compute/2.0.0,NOT_APPLICABLE_TOKEN_TRAFFIC,NOT_APPLICABLE,VENDOR_NEUTRAL_PLANNING_MODEL,tiktoken-0.11.0:cl100k_base+o200k_base,independent_context_plus_deterministic_qa_v2,,,,,,,207611.732962,385563.415148,864365.686466,fresh_equivalent_token_events,,,,,,,NOT_INFERABLE_FROM_TOKEN_EVENTS,MEASURED_REPRESENTATION_WITH_DECLARED_PROCESS_SCENARIOS,coupled_process_cases_plus_target_block_variation,,"[""SRC24"",""SRC25""]",1fcee977fc1335cbb1cfb71cd4a23152265a918171fc4f319185cfb8c7aef723,de0bca354ec589c168e5ba3293e6670a474061c123b66d569ec3236f14072836,2026-09-01T00:00:00Z
EST:STD-MF-luo_Latn-025K-ACCESSIBLE-PUBLICATION,STD-MF-luo_Latn-025K-ACCESSIBLE-PUBLICATION,interlanguage/standard-compute/2.0.0,NOT_APPLICABLE_TOKEN_TRAFFIC,NOT_APPLICABLE,VENDOR_NEUTRAL_PLANNING_MODEL,tiktoken-0.11.0:cl100k_base+o200k_base,independent_context_plus_deterministic_qa_v2,,,,,,,212261.732962,411000.915148,1070365.686466,fresh_equivalent_token_events,,,,,,,NOT_INFERABLE_FROM_TOKEN_EVENTS,MEASURED_REPRESENTATION_WITH_DECLARED_PROCESS_SCENARIOS,coupled_process_cases_plus_target_block_variation,,"[""SRC24"",""SRC25""]",1fcee977fc1335cbb1cfb71cd4a23152265a918171fc4f319185cfb8c7aef723,7c36b2cf41a9b1da617d3ff689b649372f01697f28db4b1b603d5faab42a1149,2026-09-01T00:00:00Z
EST:STD-MF-luo_Latn-025K-AUDIO,STD-MF-luo_Latn-025K-AUDIO,interlanguage/standard-compute/2.0.0,NOT_APPLICABLE_TOKEN_TRAFFIC,NOT_APPLICABLE,VENDOR_NEUTRAL_PLANNING_MODEL,tiktoken-0.11.0:cl100k_base+o200k_base,independent_context_plus_deterministic_qa_v2,,,,,,,299959.244384,515252.041826,1105867.194786,fresh_equivalent_token_events,,,,,,,NOT_INFERABLE_FROM_TOKEN_EVENTS,MEASURED_REPRESENTATION_WITH_DECLARED_PROCESS_SCENARIOS,coupled_process_cases_plus_target_block_variation,,"[""SRC24"",""SRC25""]",1fcee977fc1335cbb1cfb71cd4a23152265a918171fc4f319185cfb8c7aef723,ad832c84e63ab1c475b7372767209670e8bf5a3cb1d26febe889a806e1c4a54d,2026-09-01T00:00:00Z
EST:STD-MF-luo_Latn-025K-CAPTIONS,STD-MF-luo_Latn-025K-CAPTIONS,interlanguage/standard-compute/2.0.0,NOT_APPLICABLE_TOKEN_TRAFFIC,NOT_APPLICABLE,VENDOR_NEUTRAL_PLANNING_MODEL,tiktoken-0.11.0:cl100k_base+o200k_base,independent_context_plus_deterministic_qa_v2,,,,,,,227137.058699,509823.035498,1130617.743266,fresh_equivalent_token_events,,,,,,,NOT_INFERABLE_FROM_TOKEN_EVENTS,MEASURED_REPRESENTATION_WITH_DECLARED_PROCESS_SCENARIOS,coupled_process_cases_plus_target_block_variation,,"[""SRC24"",""SRC25""]",1fcee977fc1335cbb1cfb71cd4a23152265a918171fc4f319185cfb8c7aef723,1673a606d74aed1c9afb95c063970e4e5d62be61a801fa910f54786c530363dd,2026-09-01T00:00:00Z
EST:STD-MF-luo_Latn-025K-NAMED-SIGN,STD-MF-luo_Latn-025K-NAMED-SIGN,interlanguage/standard-compute/2.0.0,NOT_APPLICABLE_TOKEN_TRAFFIC,NOT_APPLICABLE,VENDOR_NEUTRAL_PLANNING_MODEL,tiktoken-0.11.0:cl100k_base+o200k_base,independent_context_plus_deterministic_qa_v2,,,,,,,285713.035912,551242.908948,1219368.428866,fresh_equivalent_token_events,,,,,,,NOT_INFERABLE_FROM_TOKEN_EVENTS,MEASURED_REPRESENTATION_WITH_DECLARED_PROCESS_SCENARIOS,coupled_process_cases_plus_target_block_variation,,"[""SRC24"",""SRC25""]",1fcee977fc1335cbb1cfb71cd4a23152265a918171fc4f319185cfb8c7aef723,454ea1a15a52611a9862577a170efe583a0802ac7086f9e402f0678f08e06de9,2026-09-01T00:00:00Z
EST:STD-MF-luo_Latn-025K-COMPLETE-ACCESS,STD-MF-luo_Latn-025K-COMPLETE-ACCESS,interlanguage/standard-compute/2.0.0,NOT_APPLICABLE_TOKEN_TRAFFIC,NOT_APPLICABLE,VENDOR_NEUTRAL_PLANNING_MODEL,tiktoken-0.11.0:cl100k_base+o200k_base,independent_context_plus_deterministic_qa_v2,,,,,,,402235.873071,830628.655976,1933121.993986,fresh_equivalent_token_events,,,,,,,NOT_INFERABLE_FROM_TOKEN_EVENTS,MEASURED_REPRESENTATION_WITH_DECLARED_PROCESS_SCENARIOS,coupled_process_cases_plus_target_block_variation,,"[""SRC24"",""SRC25""]",1fcee977fc1335cbb1cfb71cd4a23152265a918171fc4f319185cfb8c7aef723,215942c1d2d701c78ede03f8b1911d2044ee2aeed052370eca8432f46df9d21f,2026-09-01T00:00:00Z
EST:STD-MF-luo_Latn-100K-TEXT,STD-MF-luo_Latn-100K-TEXT,interlanguage/standard-compute/2.0.0,NOT_APPLICABLE_TOKEN_TRAFFIC,NOT_APPLICABLE,VENDOR_NEUTRAL_PLANNING_MODEL,tiktoken-0.11.0:cl100k_base+o200k_base,independent_context_plus_deterministic_qa_v2,,,,,,,830446.931846,1542253.660593,3457462.745865,fresh_equivalent_token_events,,,,,,,NOT_INFERABLE_FROM_TOKEN_EVENTS,MEASURED_REPRESENTATION_WITH_DECLARED_PROCESS_SCENARIOS,coupled_process_cases_plus_target_block_variation,,"[""SRC24"",""SRC25""]",1fcee977fc1335cbb1cfb71cd4a23152265a918171fc4f319185cfb8c7aef723,257ac532c26681ea2507a7bf408442f5d4e1855e717a367c2d39a684275712a2,2026-09-01T00:00:00Z
EST:STD-MF-luo_Latn-100K-ACCESSIBLE-PUBLICATION,STD-MF-luo_Latn-100K-ACCESSIBLE-PUBLICATION,interlanguage/standard-compute/2.0.0,NOT_APPLICABLE_TOKEN_TRAFFIC,NOT_APPLICABLE,VENDOR_NEUTRAL_PLANNING_MODEL,tiktoken-0.11.0:cl100k_base+o200k_base,independent_context_plus_deterministic_qa_v2,,,,,,,849046.931846,1644003.660593,4281462.745865,fresh_equivalent_token_events,,,,,,,NOT_INFERABLE_FROM_TOKEN_EVENTS,MEASURED_REPRESENTATION_WITH_DECLARED_PROCESS_SCENARIOS,coupled_process_cases_plus_target_block_variation,,"[""SRC24"",""SRC25""]",1fcee977fc1335cbb1cfb71cd4a23152265a918171fc4f319185cfb8c7aef723,154ad53eaa2e2ae005551fac4a7bcc117356e7e26990ee694d8f960461e66089,2026-09-01T00:00:00Z
EST:STD-MF-luo_Latn-100K-AUDIO,STD-MF-luo_Latn-100K-AUDIO,interlanguage/standard-compute/2.0.0,NOT_APPLICABLE_TOKEN_TRAFFIC,NOT_APPLICABLE,VENDOR_NEUTRAL_PLANNING_MODEL,tiktoken-0.11.0:cl100k_base+o200k_base,independent_context_plus_deterministic_qa_v2,,,,,,,1199836.977534,2061008.167303,4423468.779145,fresh_equivalent_token_events,,,,,,,NOT_INFERABLE_FROM_TOKEN_EVENTS,MEASURED_REPRESENTATION_WITH_DECLARED_PROCESS_SCENARIOS,coupled_process_cases_plus_target_block_variation,,"[""SRC24"",""SRC25""]",1fcee977fc1335cbb1cfb71cd4a23152265a918171fc4f319185cfb8c7aef723,ec63814da9d8009191c8b7a950c627c5e081ddeb36f655a82b1b92d8c90e4e8b,2026-09-01T00:00:00Z
EST:STD-MF-luo_Latn-100K-CAPTIONS,STD-MF-luo_Latn-100K-CAPTIONS,interlanguage/standard-compute/2.0.0,NOT_APPLICABLE_TOKEN_TRAFFIC,NOT_APPLICABLE,VENDOR_NEUTRAL_PLANNING_MODEL,tiktoken-0.11.0:cl100k_base+o200k_base,independent_context_plus_deterministic_qa_v2,,,,,,,908548.234796,2039292.141993,4522470.973065,fresh_equivalent_token_events,,,,,,,NOT_INFERABLE_FROM_TOKEN_EVENTS,MEASURED_REPRESENTATION_WITH_DECLARED_PROCESS_SCENARIOS,coupled_process_cases_plus_target_block_variation,,"[""SRC24"",""SRC25""]",1fcee977fc1335cbb1cfb71cd4a23152265a918171fc4f319185cfb8c7aef723,f21c77e005fe5c2fc2292ade46232da0c71f2f59ef3901f3d698b2efae120b1e,2026-09-01T00:00:00Z
EST:STD-MF-luo_Latn-100K-NAMED-SIGN,STD-MF-luo_Latn-100K-NAMED-SIGN,interlanguage/standard-compute/2.0.0,NOT_APPLICABLE_TOKEN_TRAFFIC,NOT_APPLICABLE,VENDOR_NEUTRAL_PLANNING_MODEL,tiktoken-0.11.0:cl100k_base+o200k_base,independent_context_plus_deterministic_qa_v2,,,,,,,1142852.143646,2204971.635793,4877473.715465,fresh_equivalent_token_events,,,,,,,NOT_INFERABLE_FROM_TOKEN_EVENTS,MEASURED_REPRESENTATION_WITH_DECLARED_PROCESS_SCENARIOS,coupled_process_cases_plus_target_block_variation,,"[""SRC24"",""SRC25""]",1fcee977fc1335cbb1cfb71cd4a23152265a918171fc4f319185cfb8c7aef723,bee644e1736acb895b1d5efc325ac2350fac9ac648eccde764ab0f5d237470c3,2026-09-01T00:00:00Z
EST:STD-MF-luo_Latn-100K-COMPLETE-ACCESS,STD-MF-luo_Latn-100K-COMPLETE-ACCESS,interlanguage/standard-compute/2.0.0,NOT_APPLICABLE_TOKEN_TRAFFIC,NOT_APPLICABLE,VENDOR_NEUTRAL_PLANNING_MODEL,tiktoken-0.11.0:cl100k_base+o200k_base,independent_context_plus_deterministic_qa_v2,,,,,,,1608943.492284,3322514.623903,7732487.975945,fresh_equivalent_token_events,,,,,,,NOT_INFERABLE_FROM_TOKEN_EVENTS,MEASURED_REPRESENTATION_WITH_DECLARED_PROCESS_SCENARIOS,coupled_process_cases_plus_target_block_variation,,"[""SRC24"",""SRC25""]",1fcee977fc1335cbb1cfb71cd4a23152265a918171fc4f319185cfb8c7aef723,b77bcbdfb1acfc7d4f7063cd766a51f28acb39e8b290e1bbb8a5ae920b0739a0,2026-09-01T00:00:00Z
EST:STD-MF-luo_Latn-400K-TEXT,STD-MF-luo_Latn-400K-TEXT,interlanguage/standard-compute/2.0.0,NOT_APPLICABLE_TOKEN_TRAFFIC,NOT_APPLICABLE,VENDOR_NEUTRAL_PLANNING_MODEL,tiktoken-0.11.0:cl100k_base+o200k_base,independent_context_plus_deterministic_qa_v2,,,,,,,3321787.727386,6169014.642371,13829850.98346,fresh_equivalent_token_events,,,,,,,NOT_INFERABLE_FROM_TOKEN_EVENTS,MEASURED_REPRESENTATION_WITH_DECLARED_PROCESS_SCENARIOS,coupled_process_cases_plus_target_block_variation,,"[""SRC24"",""SRC25""]",1fcee977fc1335cbb1cfb71cd4a23152265a918171fc4f319185cfb8c7aef723,d687417f9247221e2b53048c18b87cfad8cf9eb4cb8f596206bc4098ee457fad,2026-09-01T00:00:00Z
EST:STD-MF-luo_Latn-400K-ACCESSIBLE-PUBLICATION,STD-MF-luo_Latn-400K-ACCESSIBLE-PUBLICATION,interlanguage/standard-compute/2.0.0,NOT_APPLICABLE_TOKEN_TRAFFIC,NOT_APPLICABLE,VENDOR_NEUTRAL_PLANNING_MODEL,tiktoken-0.11.0:cl100k_base+o200k_base,independent_context_plus_deterministic_qa_v2,,,,,,,3396187.727386,6576014.642371,17125850.98346,fresh_equivalent_token_events,,,,,,,NOT_INFERABLE_FROM_TOKEN_EVENTS,MEASURED_REPRESENTATION_WITH_DECLARED_PROCESS_SCENARIOS,coupled_process_cases_plus_target_block_variation,,"[""SRC24"",""SRC25""]",1fcee977fc1335cbb1cfb71cd4a23152265a918171fc4f319185cfb8c7aef723,657647555a2fbb769afd3cd8774dc3a0a0b46aa20941969dae9a0c3dc81f67ea,2026-09-01T00:00:00Z
EST:STD-MF-luo_Latn-400K-AUDIO,STD-MF-luo_Latn-400K-AUDIO,interlanguage/standard-compute/2.0.0,NOT_APPLICABLE_TOKEN_TRAFFIC,NOT_APPLICABLE,VENDOR_NEUTRAL_PLANNING_MODEL,tiktoken-0.11.0:cl100k_base+o200k_base,independent_context_plus_deterministic_qa_v2,,,,,,,4799347.910138,8244032.669211,17693875.11658,fresh_equivalent_token_events,,,,,,,NOT_INFERABLE_FROM_TOKEN_EVENTS,MEASURED_REPRESENTATION_WITH_DECLARED_PROCESS_SCENARIOS,coupled_process_cases_plus_target_block_variation,,"[""SRC24"",""SRC25""]",1fcee977fc1335cbb1cfb71cd4a23152265a918171fc4f319185cfb8c7aef723,4f77fefc3e1fe64caad842d23b751e66f24a57dcac28e9e2caa15f429c98568c,2026-09-01T00:00:00Z
EST:STD-MF-luo_Latn-400K-CAPTIONS,STD-MF-luo_Latn-400K-CAPTIONS,interlanguage/standard-compute/2.0.0,NOT_APPLICABLE_TOKEN_TRAFFIC,NOT_APPLICABLE,VENDOR_NEUTRAL_PLANNING_MODEL,tiktoken-0.11.0:cl100k_base+o200k_base,independent_context_plus_deterministic_qa_v2,,,,,,,3634192.939186,8157168.567971,18089883.89226,fresh_equivalent_token_events,,,,,,,NOT_INFERABLE_FROM_TOKEN_EVENTS,MEASURED_REPRESENTATION_WITH_DECLARED_PROCESS_SCENARIOS,coupled_process_cases_plus_target_block_variation,,"[""SRC24"",""SRC25""]",1fcee977fc1335cbb1cfb71cd4a23152265a918171fc4f319185cfb8c7aef723,334bae873a67f5ac40cf25e82962129269aa729735b74cb597d2fd04378dc581,2026-09-01T00:00:00Z
EST:STD-MF-luo_Latn-400K-NAMED-SIGN,STD-MF-luo_Latn-400K-NAMED-SIGN,interlanguage/standard-compute/2.0.0,NOT_APPLICABLE_TOKEN_TRAFFIC,NOT_APPLICABLE,VENDOR_NEUTRAL_PLANNING_MODEL,tiktoken-0.11.0:cl100k_base+o200k_base,independent_context_plus_deterministic_qa_v2,,,,,,,4571408.574586,8819886.543171,19509894.86186,fresh_equivalent_token_events,,,,,,,NOT_INFERABLE_FROM_TOKEN_EVENTS,MEASURED_REPRESENTATION_WITH_DECLARED_PROCESS_SCENARIOS,coupled_process_cases_plus_target_block_variation,,"[""SRC24"",""SRC25""]",1fcee977fc1335cbb1cfb71cd4a23152265a918171fc4f319185cfb8c7aef723,f5d775f87fb22f05724b5906ff066d26cdb09dcb8fc9beae8fc83984bfafa766,2026-09-01T00:00:00Z
EST:STD-MF-luo_Latn-400K-COMPLETE-ACCESS,STD-MF-luo_Latn-400K-COMPLETE-ACCESS,interlanguage/standard-compute/2.0.0,NOT_APPLICABLE_TOKEN_TRAFFIC,NOT_APPLICABLE,VENDOR_NEUTRAL_PLANNING_MODEL,tiktoken-0.11.0:cl100k_base+o200k_base,independent_context_plus_deterministic_qa_v2,,,,,,,6435773.969138,13290058.495611,30929951.90378,fresh_equivalent_token_events,,,,,,,NOT_INFERABLE_FROM_TOKEN_EVENTS,MEASURED_REPRESENTATION_WITH_DECLARED_PROCESS_SCENARIOS,coupled_process_cases_plus_target_block_variation,,"[""SRC24"",""SRC25""]",1fcee977fc1335cbb1cfb71cd4a23152265a918171fc4f319185cfb8c7aef723,518e6c63a8358b7fff66fd1cf32289f8e96610c8cf1f46489da6d26a655c3162,2026-09-01T00:00:00Z
EST:STD-MF-lus_Latn-025K-TEXT,STD-MF-lus_Latn-025K-TEXT,interlanguage/standard-compute/2.0.0,NOT_APPLICABLE_TOKEN_TRAFFIC,NOT_APPLICABLE,VENDOR_NEUTRAL_PLANNING_MODEL,tiktoken-0.11.0:cl100k_base+o200k_base,independent_context_plus_deterministic_qa_v2,,,,,,,211054.468268,403334.412535,913616.912966,fresh_equivalent_token_events,,,,,,,NOT_INFERABLE_FROM_TOKEN_EVENTS,MEASURED_REPRESENTATION_WITH_DECLARED_PROCESS_SCENARIOS,coupled_process_cases_plus_target_block_variation,,"[""SRC24"",""SRC25""]",1fcee977fc1335cbb1cfb71cd4a23152265a918171fc4f319185cfb8c7aef723,0295b3b6cfdb382c416c3e7fd4084435b443e22732396b8f6910a2899e38b154,2026-09-01T00:00:00Z
EST:STD-MF-lus_Latn-025K-ACCESSIBLE-PUBLICATION,STD-MF-lus_Latn-025K-ACCESSIBLE-PUBLICATION,interlanguage/standard-compute/2.0.0,NOT_APPLICABLE_TOKEN_TRAFFIC,NOT_APPLICABLE,VENDOR_NEUTRAL_PLANNING_MODEL,tiktoken-0.11.0:cl100k_base+o200k_base,independent_context_plus_deterministic_qa_v2,,,,,,,215704.468268,428771.912535,1119616.912966,fresh_equivalent_token_events,,,,,,,NOT_INFERABLE_FROM_TOKEN_EVENTS,MEASURED_REPRESENTATION_WITH_DECLARED_PROCESS_SCENARIOS,coupled_process_cases_plus_target_block_variation,,"[""SRC24"",""SRC25""]",1fcee977fc1335cbb1cfb71cd4a23152265a918171fc4f319185cfb8c7aef723,dd8c4a5bc88ed58cc3373b591155c33f425e8f8864696632e50078f2dd18bcf2,2026-09-01T00:00:00Z
EST:STD-MF-lus_Latn-025K-AUDIO,STD-MF-lus_Latn-025K-AUDIO,interlanguage/standard-compute/2.0.0,NOT_APPLICABLE_TOKEN_TRAFFIC,NOT_APPLICABLE,VENDOR_NEUTRAL_PLANNING_MODEL,tiktoken-0.11.0:cl100k_base+o200k_base,independent_context_plus_deterministic_qa_v2,,,,,,,305852.024448,544106.430818,1185216.393036,fresh_equivalent_token_events,,,,,,,NOT_INFERABLE_FROM_TOKEN_EVENTS,MEASURED_REPRESENTATION_WITH_DECLARED_PROCESS_SCENARIOS,coupled_process_cases_plus_target_block_variation,,"[""SRC24"",""SRC25""]",1fcee977fc1335cbb1cfb71cd4a23152265a918171fc4f319185cfb8c7aef723,6b76c96874c2bbf1ef6ad826f848dd4e53531b0586045ec15f22ddb96a572055,2026-09-01T00:00:00Z
EST:STD-MF-lus_Latn-025K-CAPTIONS,STD-MF-lus_Latn-025K-CAPTIONS,interlanguage/standard-compute/2.0.0,NOT_APPLICABLE_TOKEN_TRAFFIC,NOT_APPLICABLE,VENDOR_NEUTRAL_PLANNING_MODEL,tiktoken-0.11.0:cl100k_base+o200k_base,independent_context_plus_deterministic_qa_v2,,,,,,,231107.820893,538865.278585,1220911.658516,fresh_equivalent_token_events,,,,,,,NOT_INFERABLE_FROM_TOKEN_EVENTS,MEASURED_REPRESENTATION_WITH_DECLARED_PROCESS_SCENARIOS,coupled_process_cases_plus_target_block_variation,,"[""SRC24"",""SRC25""]",1fcee977fc1335cbb1cfb71cd4a23152265a918171fc4f319185cfb8c7aef723,779c8557baaa0978bca5c398e07fe8e02b0f260385730e653574a4eb83de47bf,2026-09-01T00:00:00Z
EST:STD-MF-lus_Latn-025K-NAMED-SIGN,STD-MF-lus_Latn-025K-NAMED-SIGN,interlanguage/standard-compute/2.0.0,NOT_APPLICABLE_TOKEN_TRAFFIC,NOT_APPLICABLE,VENDOR_NEUTRAL_PLANNING_MODEL,tiktoken-0.11.0:cl100k_base+o200k_base,independent_context_plus_deterministic_qa_v2,,,,,,,291267.878768,584042.233935,1323343.240366,fresh_equivalent_token_events,,,,,,,NOT_INFERABLE_FROM_TOKEN_EVENTS,MEASURED_REPRESENTATION_WITH_DECLARED_PROCESS_SCENARIOS,coupled_process_cases_plus_target_block_variation,,"[""SRC24"",""SRC25""]",1fcee977fc1335cbb1cfb71cd4a23152265a918171fc4f319185cfb8c7aef723,d8e45eb5a6e114dd800ba5770aa39277f74abbcd4fb88834bec80dbbe9b9427b,2026-09-01T00:00:00Z
EST:STD-MF-lus_Latn-025K-COMPLETE-ACCESS,STD-MF-lus_Latn-025K-COMPLETE-ACCESS,interlanguage/standard-compute/2.0.0,NOT_APPLICABLE_TOKEN_TRAFFIC,NOT_APPLICABLE,VENDOR_NEUTRAL_PLANNING_MODEL,tiktoken-0.11.0:cl100k_base+o200k_base,independent_context_plus_deterministic_qa_v2,,,,,,,410768.787573,885782.618268,2108237.465986,fresh_equivalent_token_events,,,,,,,NOT_INFERABLE_FROM_TOKEN_EVENTS,MEASURED_REPRESENTATION_WITH_DECLARED_PROCESS_SCENARIOS,coupled_process_cases_plus_target_block_variation,,"[""SRC24"",""SRC25""]",1fcee977fc1335cbb1cfb71cd4a23152265a918171fc4f319185cfb8c7aef723,77786e38192eeec02948a10a1b081268afe4fe193e59e05f995161672e991b27,2026-09-01T00:00:00Z
EST:STD-MF-lus_Latn-100K-TEXT,STD-MF-lus_Latn-100K-TEXT,interlanguage/standard-compute/2.0.0,NOT_APPLICABLE_TOKEN_TRAFFIC,NOT_APPLICABLE,VENDOR_NEUTRAL_PLANNING_MODEL,tiktoken-0.11.0:cl100k_base+o200k_base,independent_context_plus_deterministic_qa_v2,,,,,,,844217.873072,1613337.650141,3654467.651865,fresh_equivalent_token_events,,,,,,,NOT_INFERABLE_FROM_TOKEN_EVENTS,MEASURED_REPRESENTATION_WITH_DECLARED_PROCESS_SCENARIOS,coupled_process_cases_plus_target_block_variation,,"[""SRC24"",""SRC25""]",1fcee977fc1335cbb1cfb71cd4a23152265a918171fc4f319185cfb8c7aef723,600e73c9aa73aa523ba1127fda2298cdb71543539f2eee46b3b865d9a3d9f8d6,2026-09-01T00:00:00Z
EST:STD-MF-lus_Latn-100K-ACCESSIBLE-PUBLICATION,STD-MF-lus_Latn-100K-ACCESSIBLE-PUBLICATION,interlanguage/standard-compute/2.0.0,NOT_APPLICABLE_TOKEN_TRAFFIC,NOT_APPLICABLE,VENDOR_NEUTRAL_PLANNING_MODEL,tiktoken-0.11.0:cl100k_base+o200k_base,independent_context_plus_deterministic_qa_v2,,,,,,,862817.873072,1715087.650141,4478467.651865,fresh_equivalent_token_events,,,,,,,NOT_INFERABLE_FROM_TOKEN_EVENTS,MEASURED_REPRESENTATION_WITH_DECLARED_PROCESS_SCENARIOS,coupled_process_cases_plus_target_block_variation,,"[""SRC24"",""SRC25""]",1fcee977fc1335cbb1cfb71cd4a23152265a918171fc4f319185cfb8c7aef723,ff1d5bc46bba9d59aaf72a407cbd1153c16584c5afd696a22480c2b07473eda8,2026-09-01T00:00:00Z
EST:STD-MF-lus_Latn-100K-AUDIO,STD-MF-lus_Latn-100K-AUDIO,interlanguage/standard-compute/2.0.0,NOT_APPLICABLE_TOKEN_TRAFFIC,NOT_APPLICABLE,VENDOR_NEUTRAL_PLANNING_MODEL,tiktoken-0.11.0:cl100k_base+o200k_base,independent_context_plus_deterministic_qa_v2,,,,,,,1223408.097792,2176425.723271,4740865.572145,fresh_equivalent_token_events,,,,,,,NOT_INFERABLE_FROM_TOKEN_EVENTS,MEASURED_REPRESENTATION_WITH_DECLARED_PROCESS_SCENARIOS,coupled_process_cases_plus_target_block_variation,,"[""SRC24"",""SRC25""]",1fcee977fc1335cbb1cfb71cd4a23152265a918171fc4f319185cfb8c7aef723,9ebb3e9366d017676681b58f0b957a5f9f26fa3dabab6c9c53ed1486f5e4e04a,2026-09-01T00:00:00Z
EST:STD-MF-lus_Latn-100K-CAPTIONS,STD-MF-lus_Latn-100K-CAPTIONS,interlanguage/standard-compute/2.0.0,NOT_APPLICABLE_TOKEN_TRAFFIC,NOT_APPLICABLE,VENDOR_NEUTRAL_PLANNING_MODEL,tiktoken-0.11.0:cl100k_base+o200k_base,independent_context_plus_deterministic_qa_v2,,,,,,,924431.283572,2155461.114341,4883646.634065,fresh_equivalent_token_events,,,,,,,NOT_INFERABLE_FROM_TOKEN_EVENTS,MEASURED_REPRESENTATION_WITH_DECLARED_PROCESS_SCENARIOS,coupled_process_cases_plus_target_block_variation,,"[""SRC24"",""SRC25""]",1fcee977fc1335cbb1cfb71cd4a23152265a918171fc4f319185cfb8c7aef723,c787dbddc2e91e0806cf5b81ef6fa08860a3aa4be5fe28adc5d6212c52f98d6e,2026-09-01T00:00:00Z
EST:STD-MF-lus_Latn-100K-NAMED-SIGN,STD-MF-lus_Latn-100K-NAMED-SIGN,interlanguage/standard-compute/2.0.0,NOT_APPLICABLE_TOKEN_TRAFFIC,NOT_APPLICABLE,VENDOR_NEUTRAL_PLANNING_MODEL,tiktoken-0.11.0:cl100k_base+o200k_base,independent_context_plus_deterministic_qa_v2,,,,,,,1165071.515072,2336168.935741,5293372.961465,fresh_equivalent_token_events,,,,,,,NOT_INFERABLE_FROM_TOKEN_EVENTS,MEASURED_REPRESENTATION_WITH_DECLARED_PROCESS_SCENARIOS,coupled_process_cases_plus_target_block_variation,,"[""SRC24"",""SRC25""]",1fcee977fc1335cbb1cfb71cd4a23152265a918171fc4f319185cfb8c7aef723,c3a6312334bc126412a7a8940ad57eb3b671de1a9f0c9b3386103979046b179f,2026-09-01T00:00:00Z
EST:STD-MF-lus_Latn-100K-COMPLETE-ACCESS,STD-MF-lus_Latn-100K-COMPLETE-ACCESS,interlanguage/standard-compute/2.0.0,NOT_APPLICABLE_TOKEN_TRAFFIC,NOT_APPLICABLE,VENDOR_NEUTRAL_PLANNING_MODEL,tiktoken-0.11.0:cl100k_base+o200k_base,independent_context_plus_deterministic_qa_v2,,,,,,,1643075.150292,3543130.473071,8432949.863945,fresh_equivalent_token_events,,,,,,,NOT_INFERABLE_FROM_TOKEN_EVENTS,MEASURED_REPRESENTATION_WITH_DECLARED_PROCESS_SCENARIOS,coupled_process_cases_plus_target_block_variation,,"[""SRC24"",""SRC25""]",1fcee977fc1335cbb1cfb71cd4a23152265a918171fc4f319185cfb8c7aef723,ef7ea4527e36265394b68dcf602a5eed9afb71b4dbd5135e94d27782c51f5f4f,2026-09-01T00:00:00Z
EST:STD-MF-lus_Latn-400K-TEXT,STD-MF-lus_Latn-400K-TEXT,interlanguage/standard-compute/2.0.0,NOT_APPLICABLE_TOKEN_TRAFFIC,NOT_APPLICABLE,VENDOR_NEUTRAL_PLANNING_MODEL,tiktoken-0.11.0:cl100k_base+o200k_base,independent_context_plus_deterministic_qa_v2,,,,,,,3376871.49229,6453350.600563,14617870.60746,fresh_equivalent_token_events,,,,,,,NOT_INFERABLE_FROM_TOKEN_EVENTS,MEASURED_REPRESENTATION_WITH_DECLARED_PROCESS_SCENARIOS,coupled_process_cases_plus_target_block_variation,,"[""SRC24"",""SRC25""]",1fcee977fc1335cbb1cfb71cd4a23152265a918171fc4f319185cfb8c7aef723,c6e611358313c60f6c9816f8894850613a7e5fdb031054ce678e94ee8d4f8b93,2026-09-01T00:00:00Z
EST:STD-MF-lus_Latn-400K-ACCESSIBLE-PUBLICATION,STD-MF-lus_Latn-400K-ACCESSIBLE-PUBLICATION,interlanguage/standard-compute/2.0.0,NOT_APPLICABLE_TOKEN_TRAFFIC,NOT_APPLICABLE,VENDOR_NEUTRAL_PLANNING_MODEL,tiktoken-0.11.0:cl100k_base+o200k_base,independent_context_plus_deterministic_qa_v2,,,,,,,3451271.49229,6860350.600563,17913870.60746,fresh_equivalent_token_events,,,,,,,NOT_INFERABLE_FROM_TOKEN_EVENTS,MEASURED_REPRESENTATION_WITH_DECLARED_PROCESS_SCENARIOS,coupled_process_cases_plus_target_block_variation,,"[""SRC24"",""SRC25""]",1fcee977fc1335cbb1cfb71cd4a23152265a918171fc4f319185cfb8c7aef723,867be250b9d37b245c9b162fdd9adc5c1ac97a263eb14782e9c1b331cf92f88e,2026-09-01T00:00:00Z
