portfolio_member_id,candidate_id,candidate_label,portfolio_lane,expectation_group,profile_scope,stages_to_investigate,stage_labels,hypothesis_ids_json,current_route_count,current_route_ids_json,stages_with_routes,stages_without_routes,readiness_status,high_reach_evidence_cell_ids_json,typed_population_summaries_json,evidence_band,initial_package_hypotheses_json,top10_program_ids_json,selection_status,ordinal_rank,possible_outranker,exclusion_allowed,funding_rank,outside_portfolio_possible_outranker_entities,next_evidence_action,row_sha256
P100-046,hypothesis-candidate:046,Haitian Creole,REGIONAL_DEPTH_AND_LANGUAGE_TRANSITION,B. Regional and language-transition candidates,Standard Haitian orthography; Haiti and displaced communities separately,F|S|V|U,foundational/primary; secondary; vocational/technical/practical; university/taught tertiary,"[""H02"",""H09"",""H10""]",6,"[""AMPA_HT_LATN_HT_F"",""AMPA_HT_LATN_HT_P"",""AMPA_HT_LATN_HT_R"",""AMPA_HT_LATN_HT_S"",""AMPA_HT_LATN_HT_U"",""AMPA_HT_LATN_HT_V""]",P|F|S|V|U|R,,ROUTE_HYPOTHESES_EXIST_NOT_GLOBALLY_COMPARABLE,[],[],ROUTES_PRESENT_WITHOUT_HIGH_REACH_POPULATION_CELL,"[""foundational literacy/numeracy, complete worked practice and downloadable answer-supported self-study"",""algebra, statistics, general science and computing with exercises, solutions and prerequisite repair"",""financial capability, accounting/business, health/safety and locally relevant technical or agricultural modules"",""open college mathematics, statistics, sciences, computing, business and social-science methods""]",[],CONDITIONAL_TOP100_RESEARCH_AND_PRODUCTION_CANDIDATE_NOT_ORDINAL_RANK,,true,false,,10525,"For at least one exact language/script/community and one stage-subject package, bind an exact audience, current supply, common endpoint, incremental effect, standardized physical compute and portfolio overlap.",241089F6B93016903306C91045BD1F0EB6E46AC1E9A8D8CC53CEE4C0768E29EC
P100-047,hypothesis-candidate:047,Nepali,REGIONAL_DEPTH_AND_LANGUAGE_TRANSITION,B. Regional and language-transition candidates,Devanagari; native and additional-language profiles separately,F|S|V|U,foundational/primary; secondary; vocational/technical/practical; university/taught tertiary,"[""H02"",""H04"",""H11""]",0,[],,P|F|S|V|U|R,IDENTITY_RETAINED_NO_ROUTE_YET_NOT_LOW_PRIORITY,[],[],PROSPECTIVE_PROFILE_NO_CURRENT_ROUTE_OR_HIGH_REACH_CELL_NOT_ZERO_NEED,"[""foundational literacy/numeracy, complete worked practice and downloadable answer-supported self-study"",""algebra, statistics, general science and computing with exercises, solutions and prerequisite repair"",""financial capability, accounting/business, health/safety and locally relevant technical or agricultural modules"",""open college mathematics, statistics, sciences, computing, business and social-science methods""]",[],CONDITIONAL_TOP100_RESEARCH_AND_PRODUCTION_CANDIDATE_NOT_ORDINAL_RANK,,true,false,,10525,"For at least one exact language/script/community and one stage-subject package, bind an exact audience, current supply, common endpoint, incremental effect, standardized physical compute and portfolio overlap.",9B060244CC38058D541365AABB5AC0A8597E7CF4C85080352F64B0D7DDC7B1A2
P100-048,hypothesis-candidate:048,Sinhala,REGIONAL_DEPTH_AND_LANGUAGE_TRANSITION,B. Regional and language-transition candidates,Sinhala script; specific Sri Lankan educational routes,S|V|U|R,secondary; vocational/technical/practical; university/taught tertiary; postgraduate/research,"[""H02"",""H05"",""H11""]",0,[],,P|F|S|V|U|R,IDENTITY_RETAINED_NO_ROUTE_YET_NOT_LOW_PRIORITY,[],[],PROSPECTIVE_PROFILE_NO_CURRENT_ROUTE_OR_HIGH_REACH_CELL_NOT_ZERO_NEED,"[""algebra, statistics, general science and computing with exercises, solutions and prerequisite repair"",""financial capability, accounting/business, health/safety and locally relevant technical or agricultural modules"",""open college mathematics, statistics, sciences, computing, business and social-science methods"",""Open Logic and source-faithful advanced/research mathematics or science with terminology and citation apparatus""]",[],CONDITIONAL_TOP100_RESEARCH_AND_PRODUCTION_CANDIDATE_NOT_ORDINAL_RANK,,true,false,,10525,"For at least one exact language/script/community and one stage-subject package, bind an exact audience, current supply, common endpoint, incremental effect, standardized physical compute and portfolio overlap.",86F6302E29479693A2C67DC6879EF93921CDF138155BC12FE5FD161A5D5F8BBF
P100-049,hypothesis-candidate:049,Northern Pashto,REGIONAL_DEPTH_AND_LANGUAGE_TRANSITION,B. Regional and language-transition candidates,Perso-Arabic; Afghanistan/Pakistan and Southern Pashto separately,F|S|V|U,foundational/primary; secondary; vocational/technical/practical; university/taught tertiary,"[""H04"",""H09"",""H10""]",1,"[""PS-PK-F-L1""]",F,P|S|V|U|R,ROUTE_HYPOTHESES_EXIST_NOT_GLOBALLY_COMPARABLE,[],[],ROUTES_PRESENT_WITHOUT_HIGH_REACH_POPULATION_CELL,"[""foundational literacy/numeracy, complete worked practice and downloadable answer-supported self-study"",""algebra, statistics, general science and computing with exercises, solutions and prerequisite repair"",""financial capability, accounting/business, health/safety and locally relevant technical or agricultural modules"",""open college mathematics, statistics, sciences, computing, business and social-science methods""]",[],CONDITIONAL_TOP100_RESEARCH_AND_PRODUCTION_CANDIDATE_NOT_ORDINAL_RANK,,true,false,,10525,"For at least one exact language/script/community and one stage-subject package, bind an exact audience, current supply, common endpoint, incremental effect, standardized physical compute and portfolio overlap.",B3B90E827EEE81C0AC847BE67753E8FBB2E7584A0985634B1087FF141B7A1AF4
P100-050,hypothesis-candidate:050,Dari,REGIONAL_DEPTH_AND_LANGUAGE_TRANSITION,B. Regional and language-transition candidates,Perso-Arabic; Afghanistan and displaced learners separately,F|S|V|U,foundational/primary; secondary; vocational/technical/practical; university/taught tertiary,"[""H06"",""H09"",""H10""]",12,"[""AI_PRS1_FULL-S"",""AI_PRS1_SMALL-S"",""AI_PRS2_FULL-R"",""AI_PRS2_FULL-U"",""AI_PRS2_SMALL-R"",""AI_PRS2_SMALL-U"",""AI_PRS3_FULL-F"",""AI_PRS3_FULL-P"",""AI_PRS3_FULL-V"",""AI_PRS3_SMALL-F"",""AI_PRS3_SMALL-P"",""AI_PRS3_SMALL-V""]",P|F|S|V|U|R,,ROUTE_HYPOTHESES_EXIST_NOT_GLOBALLY_COMPARABLE,"[""LANG-LLPS-PERSIAN-BRIDGE-GLOBAL"",""PACKAGE-PKG-PERSIAN-PARALLEL""]","[{""cell_id"":""LANG-LLPS-PERSIAN-BRIDGE-GLOBAL"",""label"":""Iranian Persian-Dari-Tajik parallel-standard community"",""measure_class"":""cross_standard_speaker_estimate"",""population_base"":110000000,""population_high"":null,""population_low"":null,""population_unit"":""persons"",""role"":""LANGUAGE_POPULATION_BASIS_ONLY"",""source_rankability"":""parallel_package_context_only""},{""cell_id"":""PACKAGE-PKG-PERSIAN-PARALLEL"",""label"":""Iranian Persian-Dari-Tajik parallel-standard package"",""measure_class"":""parallel_or_common_core_package_population_context"",""population_base"":110000000,""population_high"":null,""population_low"":null,""population_unit"":""mixed cross-standard speakers"",""role"":""PARALLEL_COMMON_CORE_PACKAGE_CONTEXT_ONLY"",""source_rankability"":""not_a_language_rank_row; bridge_package_context""}]",SOURCE_BOUND_POPULATION_OR_PACKAGE_CONTEXT_AND_ROUTES_PRESENT,"[""foundational literacy/numeracy, complete worked practice and downloadable answer-supported self-study"",""algebra, statistics, general science and computing with exercises, solutions and prerequisite repair"",""financial capability, accounting/business, health/safety and locally relevant technical or agricultural modules"",""open college mathematics, statistics, sciences, computing, business and social-science methods""]",[],CONDITIONAL_TOP100_RESEARCH_AND_PRODUCTION_CANDIDATE_NOT_ORDINAL_RANK,,true,false,,10525,"For at least one exact language/script/community and one stage-subject package, bind an exact audience, current supply, common endpoint, incremental effect, standardized physical compute and portfolio overlap.",6CE7CBA6A1F13830C438910B5AAC7A35E8FAF36EAEC98FAF9AD7DC0D9A8CF646
P100-051,hypothesis-candidate:051,"Sindhi, Pakistan standard",REGIONAL_DEPTH_AND_LANGUAGE_TRANSITION,B. Regional and language-transition candidates,Perso-Arabic; Indian/Devanagari profiles separately,F|S|V|U,foundational/primary; secondary; vocational/technical/practical; university/taught tertiary,"[""H02"",""H04"",""H10""]",1,"[""SD-PK-F-L1""]",F,P|S|V|U|R,ROUTE_HYPOTHESES_EXIST_NOT_GLOBALLY_COMPARABLE,[],[],ROUTES_PRESENT_WITHOUT_HIGH_REACH_POPULATION_CELL,"[""foundational literacy/numeracy, complete worked practice and downloadable answer-supported self-study"",""algebra, statistics, general science and computing with exercises, solutions and prerequisite repair"",""financial capability, accounting/business, health/safety and locally relevant technical or agricultural modules"",""open college mathematics, statistics, sciences, computing, business and social-science methods""]",[],CONDITIONAL_TOP100_RESEARCH_AND_PRODUCTION_CANDIDATE_NOT_ORDINAL_RANK,,true,false,,10525,"For at least one exact language/script/community and one stage-subject package, bind an exact audience, current supply, common endpoint, incremental effect, standardized physical compute and portfolio overlap.",DBBDAD28D2BE7F9508125D9AF1E1F485E29E8B8E3A75A3EDD854AD6987EF7A09
P100-052,hypothesis-candidate:052,Saraiki,REGIONAL_DEPTH_AND_LANGUAGE_TRANSITION,B. Regional and language-transition candidates,Perso-Arabic; no automatic Urdu or Punjabi coverage,F|S|V,foundational/primary; secondary; vocational/technical/practical,"[""H02"",""H04"",""H09""]",1,"[""SKR-PK-F-L1""]",F,P|S|V|U|R,ROUTE_HYPOTHESES_EXIST_NOT_GLOBALLY_COMPARABLE,[],[],ROUTES_PRESENT_WITHOUT_HIGH_REACH_POPULATION_CELL,"[""foundational literacy/numeracy, complete worked practice and downloadable answer-supported self-study"",""algebra, statistics, general science and computing with exercises, solutions and prerequisite repair"",""financial capability, accounting/business, health/safety and locally relevant technical or agricultural modules""]",[],CONDITIONAL_TOP100_RESEARCH_AND_PRODUCTION_CANDIDATE_NOT_ORDINAL_RANK,,true,false,,10525,"For at least one exact language/script/community and one stage-subject package, bind an exact audience, current supply, common endpoint, incremental effect, standardized physical compute and portfolio overlap.",49AFF7B2E9FA7471039260735DC4977B22613F0471908C436570B00DFDAA355D
P100-053,hypothesis-candidate:053,Bhojpuri,REGIONAL_DEPTH_AND_LANGUAGE_TRANSITION,B. Regional and language-transition candidates,Devanagari profile; Indian and Nepalese populations separately,F|S|V,foundational/primary; secondary; vocational/technical/practical,"[""H02"",""H04"",""H09""]",0,[],,P|F|S|V|U|R,IDENTITY_RETAINED_NO_ROUTE_YET_NOT_LOW_PRIORITY,[],[],PROSPECTIVE_PROFILE_NO_CURRENT_ROUTE_OR_HIGH_REACH_CELL_NOT_ZERO_NEED,"[""foundational literacy/numeracy, complete worked practice and downloadable answer-supported self-study"",""algebra, statistics, general science and computing with exercises, solutions and prerequisite repair"",""financial capability, accounting/business, health/safety and locally relevant technical or agricultural modules""]",[],CONDITIONAL_TOP100_RESEARCH_AND_PRODUCTION_CANDIDATE_NOT_ORDINAL_RANK,,true,false,,10525,"For at least one exact language/script/community and one stage-subject package, bind an exact audience, current supply, common endpoint, incremental effect, standardized physical compute and portfolio overlap.",B23919F2D86948B33A53B8B4D64908B881345C17C22947C331B9F06B2E23BDE3
P100-054,hypothesis-candidate:054,Maithili,REGIONAL_DEPTH_AND_LANGUAGE_TRANSITION,B. Regional and language-transition candidates,Devanagari profile; Tirhuta and territory distinctions retained,F|S|V|U,foundational/primary; secondary; vocational/technical/practical; university/taught tertiary,"[""H02"",""H04"",""H10""]",0,[],,P|F|S|V|U|R,IDENTITY_RETAINED_NO_ROUTE_YET_NOT_LOW_PRIORITY,[],[],PROSPECTIVE_PROFILE_NO_CURRENT_ROUTE_OR_HIGH_REACH_CELL_NOT_ZERO_NEED,"[""foundational literacy/numeracy, complete worked practice and downloadable answer-supported self-study"",""algebra, statistics, general science and computing with exercises, solutions and prerequisite repair"",""financial capability, accounting/business, health/safety and locally relevant technical or agricultural modules"",""open college mathematics, statistics, sciences, computing, business and social-science methods""]",[],CONDITIONAL_TOP100_RESEARCH_AND_PRODUCTION_CANDIDATE_NOT_ORDINAL_RANK,,true,false,,10525,"For at least one exact language/script/community and one stage-subject package, bind an exact audience, current supply, common endpoint, incremental effect, standardized physical compute and portfolio overlap.",3DF8DD0F756BEB4C8DCE09E78BDD9152EBE3434AD580BB94D085DD5411B76769
P100-055,hypothesis-candidate:055,Chhattisgarhi,REGIONAL_DEPTH_AND_LANGUAGE_TRANSITION,B. Regional and language-transition candidates,Devanagari; distinguish Hindi census grouping from comprehension,F|S|V,foundational/primary; secondary; vocational/technical/practical,"[""H02"",""H04"",""H09""]",0,[],,P|F|S|V|U|R,IDENTITY_RETAINED_NO_ROUTE_YET_NOT_LOW_PRIORITY,[],[],PROSPECTIVE_PROFILE_NO_CURRENT_ROUTE_OR_HIGH_REACH_CELL_NOT_ZERO_NEED,"[""foundational literacy/numeracy, complete worked practice and downloadable answer-supported self-study"",""algebra, statistics, general science and computing with exercises, solutions and prerequisite repair"",""financial capability, accounting/business, health/safety and locally relevant technical or agricultural modules""]",[],CONDITIONAL_TOP100_RESEARCH_AND_PRODUCTION_CANDIDATE_NOT_ORDINAL_RANK,,true,false,,10525,"For at least one exact language/script/community and one stage-subject package, bind an exact audience, current supply, common endpoint, incremental effect, standardized physical compute and portfolio overlap.",693658930BCF5971BD7B933AB86FB660E887560A4EEE41E6ED75FBAB60E9EAF9
P100-056,hypothesis-candidate:056,Haryanvi,REGIONAL_DEPTH_AND_LANGUAGE_TRANSITION,B. Regional and language-transition candidates,Devanagari; actual Hindi overlap to estimate,F|S|V,foundational/primary; secondary; vocational/technical/practical,"[""H02"",""H04"",""H12""]",0,[],,P|F|S|V|U|R,IDENTITY_RETAINED_NO_ROUTE_YET_NOT_LOW_PRIORITY,[],[],PROSPECTIVE_PROFILE_NO_CURRENT_ROUTE_OR_HIGH_REACH_CELL_NOT_ZERO_NEED,"[""foundational literacy/numeracy, complete worked practice and downloadable answer-supported self-study"",""algebra, statistics, general science and computing with exercises, solutions and prerequisite repair"",""financial capability, accounting/business, health/safety and locally relevant technical or agricultural modules""]",[],CONDITIONAL_TOP100_RESEARCH_AND_PRODUCTION_CANDIDATE_NOT_ORDINAL_RANK,,true,false,,10525,"For at least one exact language/script/community and one stage-subject package, bind an exact audience, current supply, common endpoint, incremental effect, standardized physical compute and portfolio overlap.",BD93E3DD7E7C37EC94CFFEF6F72468D88920CDD5353AA811E39A91582D47ADF8
P100-057,hypothesis-candidate:057,Santali,REGIONAL_DEPTH_AND_LANGUAGE_TRANSITION,B. Regional and language-transition candidates,Ol Chiki first profile; other script-literacy routes separately,F|S|V,foundational/primary; secondary; vocational/technical/practical,"[""H04"",""H08"",""H09""]",0,[],,P|F|S|V|U|R,IDENTITY_RETAINED_NO_ROUTE_YET_NOT_LOW_PRIORITY,[],[],PROSPECTIVE_PROFILE_NO_CURRENT_ROUTE_OR_HIGH_REACH_CELL_NOT_ZERO_NEED,"[""foundational literacy/numeracy, complete worked practice and downloadable answer-supported self-study"",""algebra, statistics, general science and computing with exercises, solutions and prerequisite repair"",""financial capability, accounting/business, health/safety and locally relevant technical or agricultural modules""]",[],CONDITIONAL_TOP100_RESEARCH_AND_PRODUCTION_CANDIDATE_NOT_ORDINAL_RANK,,true,false,,10525,"For at least one exact language/script/community and one stage-subject package, bind an exact audience, current supply, common endpoint, incremental effect, standardized physical compute and portfolio overlap.",83646414641DFEA1529C835B2BCEAB8FC05A6EBFFBD8995B76FE2E1D9963D725
P100-058,hypothesis-candidate:058,Sylheti,REGIONAL_DEPTH_AND_LANGUAGE_TRANSITION,B. Regional and language-transition candidates,Bengali-script and Sylheti-Nagri profiles separately,F|S|V,foundational/primary; secondary; vocational/technical/practical,"[""H04"",""H08"",""H10""]",0,[],,P|F|S|V|U|R,IDENTITY_RETAINED_NO_ROUTE_YET_NOT_LOW_PRIORITY,[],[],PROSPECTIVE_PROFILE_NO_CURRENT_ROUTE_OR_HIGH_REACH_CELL_NOT_ZERO_NEED,"[""foundational literacy/numeracy, complete worked practice and downloadable answer-supported self-study"",""algebra, statistics, general science and computing with exercises, solutions and prerequisite repair"",""financial capability, accounting/business, health/safety and locally relevant technical or agricultural modules""]",[],CONDITIONAL_TOP100_RESEARCH_AND_PRODUCTION_CANDIDATE_NOT_ORDINAL_RANK,,true,false,,10525,"For at least one exact language/script/community and one stage-subject package, bind an exact audience, current supply, common endpoint, incremental effect, standardized physical compute and portfolio overlap.",84AA6A6BB58AF1D143D732DEC562342FD871434861A46E50C80D456FBF005043
P100-059,hypothesis-candidate:059,Chittagonian,REGIONAL_DEPTH_AND_LANGUAGE_TRANSITION,B. Regional and language-transition candidates,Spoken and written-register design separately; no automatic Bangla coverage,F|S|V,foundational/primary; secondary; vocational/technical/practical,"[""H04"",""H08"",""H10""]",0,[],,P|F|S|V|U|R,IDENTITY_RETAINED_NO_ROUTE_YET_NOT_LOW_PRIORITY,[],[],PROSPECTIVE_PROFILE_NO_CURRENT_ROUTE_OR_HIGH_REACH_CELL_NOT_ZERO_NEED,"[""foundational literacy/numeracy, complete worked practice and downloadable answer-supported self-study"",""algebra, statistics, general science and computing with exercises, solutions and prerequisite repair"",""financial capability, accounting/business, health/safety and locally relevant technical or agricultural modules""]",[],CONDITIONAL_TOP100_RESEARCH_AND_PRODUCTION_CANDIDATE_NOT_ORDINAL_RANK,,true,false,,10525,"For at least one exact language/script/community and one stage-subject package, bind an exact audience, current supply, common endpoint, incremental effect, standardized physical compute and portfolio overlap.",F98C3AFCDEF4FD456C6AB75901772AE7785154F2579B1A86F5703A081AFB23EA
P100-060,hypothesis-candidate:060,Javanese,REGIONAL_DEPTH_AND_LANGUAGE_TRANSITION,B. Regional and language-transition candidates,Latin first profile; registers and Indonesian overlap separately,F|S|V|U,foundational/primary; secondary; vocational/technical/practical; university/taught tertiary,"[""H03"",""H04"",""H12""]",0,[],,P|F|S|V|U|R,IDENTITY_RETAINED_NO_ROUTE_YET_NOT_LOW_PRIORITY,[],[],PROSPECTIVE_PROFILE_NO_CURRENT_ROUTE_OR_HIGH_REACH_CELL_NOT_ZERO_NEED,"[""foundational literacy/numeracy, complete worked practice and downloadable answer-supported self-study"",""algebra, statistics, general science and computing with exercises, solutions and prerequisite repair"",""financial capability, accounting/business, health/safety and locally relevant technical or agricultural modules"",""open college mathematics, statistics, sciences, computing, business and social-science methods""]",[],CONDITIONAL_TOP100_RESEARCH_AND_PRODUCTION_CANDIDATE_NOT_ORDINAL_RANK,,true,false,,10525,"For at least one exact language/script/community and one stage-subject package, bind an exact audience, current supply, common endpoint, incremental effect, standardized physical compute and portfolio overlap.",5348C3905FBD307760F64A2F92F1524A0ACD6A658D007A3F12CE7417DBEB15DC
P100-061,hypothesis-candidate:061,Sundanese,REGIONAL_DEPTH_AND_LANGUAGE_TRANSITION,B. Regional and language-transition candidates,Latin first profile; Indigenous-script route separately,F|S|V,foundational/primary; secondary; vocational/technical/practical,"[""H03"",""H04"",""H12""]",0,[],,P|F|S|V|U|R,IDENTITY_RETAINED_NO_ROUTE_YET_NOT_LOW_PRIORITY,[],[],PROSPECTIVE_PROFILE_NO_CURRENT_ROUTE_OR_HIGH_REACH_CELL_NOT_ZERO_NEED,"[""foundational literacy/numeracy, complete worked practice and downloadable answer-supported self-study"",""algebra, statistics, general science and computing with exercises, solutions and prerequisite repair"",""financial capability, accounting/business, health/safety and locally relevant technical or agricultural modules""]",[],CONDITIONAL_TOP100_RESEARCH_AND_PRODUCTION_CANDIDATE_NOT_ORDINAL_RANK,,true,false,,10525,"For at least one exact language/script/community and one stage-subject package, bind an exact audience, current supply, common endpoint, incremental effect, standardized physical compute and portfolio overlap.",7413E4BF9A6E85892B472D5183B992CFC68C91B4CF9D717C24ED9A9FC8B956B7
P100-062,hypothesis-candidate:062,Cebuano,REGIONAL_DEPTH_AND_LANGUAGE_TRANSITION,B. Regional and language-transition candidates,Latin; Filipino/English proficiency measured separately,F|S|V|U,foundational/primary; secondary; vocational/technical/practical; university/taught tertiary,"[""H02"",""H04"",""H11""]",3,"[""PH_CEB_ALS-V"",""PH_CEB_EARLY-P"",""PH_CEB_FOUNDATION-F""]",P|F|V,S|U|R,ROUTE_HYPOTHESES_EXIST_NOT_GLOBALLY_COMPARABLE,[],[],ROUTES_PRESENT_WITHOUT_HIGH_REACH_POPULATION_CELL,"[""foundational literacy/numeracy, complete worked practice and downloadable answer-supported self-study"",""algebra, statistics, general science and computing with exercises, solutions and prerequisite repair"",""financial capability, accounting/business, health/safety and locally relevant technical or agricultural modules"",""open college mathematics, statistics, sciences, computing, business and social-science methods""]","[""T10-PH-MULTILINGUAL""]",CONDITIONAL_TOP100_RESEARCH_AND_PRODUCTION_CANDIDATE_NOT_ORDINAL_RANK,,true,false,,10525,"For at least one exact language/script/community and one stage-subject package, bind an exact audience, current supply, common endpoint, incremental effect, standardized physical compute and portfolio overlap.",36CA5139D4F6C215AE49F8331E5C8FC2808288EC5AF19F862B565B6DD190A628
P100-063,hypothesis-candidate:063,Central Khmer,REGIONAL_DEPTH_AND_LANGUAGE_TRANSITION,B. Regional and language-transition candidates,Khmer script; Cambodia and other communities separately,F|S|V|U,foundational/primary; secondary; vocational/technical/practical; university/taught tertiary,"[""H02"",""H09"",""H11""]",2,"[""KH_G9_TVET_READING-V"",""KM-S""]",S|V,P|F|U|R,CONDITIONAL_THRESHOLD_ROUTE_EXISTS_NO_WINNER,[],[],ROUTES_PRESENT_WITHOUT_HIGH_REACH_POPULATION_CELL,"[""foundational literacy/numeracy, complete worked practice and downloadable answer-supported self-study"",""algebra, statistics, general science and computing with exercises, solutions and prerequisite repair"",""financial capability, accounting/business, health/safety and locally relevant technical or agricultural modules"",""open college mathematics, statistics, sciences, computing, business and social-science methods""]",[],CONDITIONAL_TOP100_RESEARCH_AND_PRODUCTION_CANDIDATE_NOT_ORDINAL_RANK,,true,false,,10525,"For at least one exact language/script/community and one stage-subject package, bind an exact audience, current supply, common endpoint, incremental effect, standardized physical compute and portfolio overlap.",DE739AEB22D43CECA93E6E2B6AA392AA37FA279EA58E60A45E42C1AACB5E8267
P100-064,hypothesis-candidate:064,Lao,REGIONAL_DEPTH_AND_LANGUAGE_TRANSITION,B. Regional and language-transition candidates,Lao script; no automatic Thai coverage,F|S|V|U,foundational/primary; secondary; vocational/technical/practical; university/taught tertiary,"[""H03"",""H06"",""H11""]",1,"[""LA_COMPREHENSION_FEEDBACK-F""]",F,P|S|V|U|R,ROUTE_HYPOTHESES_EXIST_NOT_GLOBALLY_COMPARABLE,[],[],ROUTES_PRESENT_WITHOUT_HIGH_REACH_POPULATION_CELL,"[""foundational literacy/numeracy, complete worked practice and downloadable answer-supported self-study"",""algebra, statistics, general science and computing with exercises, solutions and prerequisite repair"",""financial capability, accounting/business, health/safety and locally relevant technical or agricultural modules"",""open college mathematics, statistics, sciences, computing, business and social-science methods""]",[],CONDITIONAL_TOP100_RESEARCH_AND_PRODUCTION_CANDIDATE_NOT_ORDINAL_RANK,,true,false,,10525,"For at least one exact language/script/community and one stage-subject package, bind an exact audience, current supply, common endpoint, incremental effect, standardized physical compute and portfolio overlap.",F072DFCB9796CB10D20454DE352E391D6F2A4A075D713B9AD4ACCDA621E25A93
P100-065,hypothesis-candidate:065,Northern Uzbek / Uzbekistan standard,REGIONAL_DEPTH_AND_LANGUAGE_TRANSITION,B. Regional and language-transition candidates,Latin and Cyrillic profiles; Southern Uzbek separately,S|V|U,secondary; vocational/technical/practical; university/taught tertiary,"[""H02"",""H06"",""H10""]",5,"[""CA_UZB-F"",""CA_UZB-R"",""CA_UZB-S"",""CA_UZB-U"",""CA_UZB-V""]",F|S|V|U|R,P,ROUTE_HYPOTHESES_EXIST_NOT_GLOBALLY_COMPARABLE,[],[],ROUTES_PRESENT_WITHOUT_HIGH_REACH_POPULATION_CELL,"[""algebra, statistics, general science and computing with exercises, solutions and prerequisite repair"",""financial capability, accounting/business, health/safety and locally relevant technical or agricultural modules"",""open college mathematics, statistics, sciences, computing, business and social-science methods""]",[],CONDITIONAL_TOP100_RESEARCH_AND_PRODUCTION_CANDIDATE_NOT_ORDINAL_RANK,,true,false,,10525,"For at least one exact language/script/community and one stage-subject package, bind an exact audience, current supply, common endpoint, incremental effect, standardized physical compute and portfolio overlap.",48E6573E6C83FD420550E799CD457FD39FCC91FF4C838FAAEF246D3C3C8E4DDA
P100-066,hypothesis-candidate:066,Kazakh,REGIONAL_DEPTH_AND_LANGUAGE_TRANSITION,B. Regional and language-transition candidates,Cyrillic first profile; actual script cohorts separately,S|V|U|R,secondary; vocational/technical/practical; university/taught tertiary; postgraduate/research,"[""H02"",""H06"",""H10""]",5,"[""CA_KAZ-F"",""CA_KAZ-R"",""CA_KAZ-S"",""CA_KAZ-U"",""CA_KAZ-V""]",F|S|V|U|R,P,ROUTE_HYPOTHESES_EXIST_NOT_GLOBALLY_COMPARABLE,[],[],ROUTES_PRESENT_WITHOUT_HIGH_REACH_POPULATION_CELL,"[""algebra, statistics, general science and computing with exercises, solutions and prerequisite repair"",""financial capability, accounting/business, health/safety and locally relevant technical or agricultural modules"",""open college mathematics, statistics, sciences, computing, business and social-science methods"",""Open Logic and source-faithful advanced/research mathematics or science with terminology and citation apparatus""]",[],CONDITIONAL_TOP100_RESEARCH_AND_PRODUCTION_CANDIDATE_NOT_ORDINAL_RANK,,true,false,,10525,"For at least one exact language/script/community and one stage-subject package, bind an exact audience, current supply, common endpoint, incremental effect, standardized physical compute and portfolio overlap.",49FD587FFD548D76DE776D9D5747FEBC7F74386BCC9AD97E66DD55F3F8AC858E
P100-067,hypothesis-candidate:067,Tajik,REGIONAL_DEPTH_AND_LANGUAGE_TRANSITION,B. Regional and language-transition candidates,Cyrillic; do not assign Persian/Dari literacy automatically,S|V|U,secondary; vocational/technical/practical; university/taught tertiary,"[""H02"",""H06"",""H10""]",12,"[""AI_TGK1_FULL-F"",""AI_TGK1_FULL-P"",""AI_TGK1_SMALL-F"",""AI_TGK1_SMALL-P"",""AI_TGK2_FULL-S"",""AI_TGK2_FULL-V"",""AI_TGK2_SMALL-S"",""AI_TGK2_SMALL-V"",""AI_TGK3_FULL-R"",""AI_TGK3_FULL-U"",""AI_TGK3_SMALL-R"",""AI_TGK3_SMALL-U""]",P|F|S|V|U|R,,ROUTE_HYPOTHESES_EXIST_NOT_GLOBALLY_COMPARABLE,"[""LANG-LLPS-PERSIAN-BRIDGE-GLOBAL"",""PACKAGE-PKG-PERSIAN-PARALLEL""]","[{""cell_id"":""LANG-LLPS-PERSIAN-BRIDGE-GLOBAL"",""label"":""Iranian Persian-Dari-Tajik parallel-standard community"",""measure_class"":""cross_standard_speaker_estimate"",""population_base"":110000000,""population_high"":null,""population_low"":null,""population_unit"":""persons"",""role"":""LANGUAGE_POPULATION_BASIS_ONLY"",""source_rankability"":""parallel_package_context_only""},{""cell_id"":""PACKAGE-PKG-PERSIAN-PARALLEL"",""label"":""Iranian Persian-Dari-Tajik parallel-standard package"",""measure_class"":""parallel_or_common_core_package_population_context"",""population_base"":110000000,""population_high"":null,""population_low"":null,""population_unit"":""mixed cross-standard speakers"",""role"":""PARALLEL_COMMON_CORE_PACKAGE_CONTEXT_ONLY"",""source_rankability"":""not_a_language_rank_row; bridge_package_context""}]",SOURCE_BOUND_POPULATION_OR_PACKAGE_CONTEXT_AND_ROUTES_PRESENT,"[""algebra, statistics, general science and computing with exercises, solutions and prerequisite repair"",""financial capability, accounting/business, health/safety and locally relevant technical or agricultural modules"",""open college mathematics, statistics, sciences, computing, business and social-science methods""]",[],CONDITIONAL_TOP100_RESEARCH_AND_PRODUCTION_CANDIDATE_NOT_ORDINAL_RANK,,true,false,,10525,"For at least one exact language/script/community and one stage-subject package, bind an exact audience, current supply, common endpoint, incremental effect, standardized physical compute and portfolio overlap.",4DBA0FBB01CE6510C23A254C21EA9888918BF4383D1416B8C36B36ED81B7EFC9
