intervention_id,target_type,target_name,variety_or_register,script,territory_scope,curriculum_source,curriculum_work,curriculum_unit,adaptation_depth,formats,existing_local_status,source_ids,evidence_status,overlap_rule,notes,rankability_status,profile_tag_status,profile_resolution_status,profile_ranking_treatment,profile_negative_control_status,profile_source_ids,resolved_edition_name
ACC-001,accessibility,Semantic HTML with MathML,all selected language editions,Zyyy,global target-language cells,Cross-project,Core accessibility package,AX-1,parallel_to_D2,AX-HTML,not systematic programme-wide,ACE-E003;ACE-E005;ACE-A023,format mechanism established; target-specific access gain unquantified,Accessibility derivative never adds a language population; it claims only the residual disability device or connectivity stratum within an edition's cell.,Primary born-accessible derivative.,requires_exact_population_stratum_join,,,,,,
ACC-002,accessibility,Tagged searchable PDF,all selected language editions,Zyyy,global target-language cells,Cross-project,Core accessibility package,AX-1,parallel_to_D2,AX-PDF,inconsistent across local corpus,ACE-E003;ACE-E005;ACE-A023,format mechanism established; target-specific access gain unquantified,Deduplicate with semantic HTML by user-format need; stable pagination is not a new language edition.,Maintain screen and print profiles where necessary.,requires_exact_population_stratum_join,,,,,,
ACC-003,accessibility,Offline EPUB or SCORM package,all selected language editions,Zyyy,low-connectivity and institutional cells,Cross-project,Core accessibility package,AX-1,parallel_to_D2,AX-OFFLINE,not systematic programme-wide,ACE-E003;ACE-E005;ACE-A023,delivery mechanism established; reach evidence pending,Count only readers blocked by connectivity or platform access after language overlap deductions.,No mandatory remote runtime dependencies.,requires_exact_population_stratum_join,,,,,,
ACC-004,accessibility,Low-bandwidth static HTML bundle,all selected language editions,Zyyy,expensive slow or unstable connection cells,Cross-project,Core accessibility package,AX-1,parallel_to_D2,AX-HTML;AX-OFFLINE,not systematic programme-wide,ACE-A023,candidate mechanism; measured page-weight and reach pending,Same language population is not added twice; only residual practical-access gain is creditable.,Text-first navigation and local search.,requires_exact_population_stratum_join,,,,,,
ACC-005,accessibility,Formula narration and audio,all selected language editions,Zyyy,blind low-literacy and audio-learning cells,Cross-project,Enhanced nonvisual access,AX-2,separate_derivative,AX-AUDIO,not systematic programme-wide,ACE-A023,candidate mechanism; language-specific narration evidence pending,Count only residual nonvisual or audio-access stratum; generic TTS is not equivalent to a validated derivative.,Explicit reading conventions required.,requires_exact_population_stratum_join,,,,,,
ACC-006,accessibility,Plain-language companion,all selected language editions,Zyyy,cognitive and second-language literacy cells,Cross-project,Plain-language companion,AX-3,separate_derivative,AX-PLAIN,not systematic programme-wide,ACE-A023,candidate mechanism; target-specific comprehension gain pending,Never count as a second language edition; credit only residual register-access gain aligned to the source-faithful work.,Definitions summaries and worked-example scaffolds remain distinct.,requires_exact_population_stratum_join,,,,,,
ACC-007,accessibility,Logic figure remediation,Open Logic selected editions,Zyyy,nonvisual formal-reasoning cells,Cross-project,Enhanced nonvisual access,AX-2,separate_derivative,AX-FIG-LOGIC,not systematic programme-wide,ACE-E005;ACE-A023,candidate mechanism; corpus-specific figure audit pending,Only residual diagram or proof-tree access is credited and overlaps AX-HTML.,Use structured proof trees and non-colour-only encoding.,requires_exact_population_stratum_join,,,,,,
ACC-008,accessibility,Mathematics figure remediation,OpenStax mathematics selected editions,Zyyy,nonvisual quantitative-learning cells,Cross-project,Enhanced nonvisual access,AX-2,separate_derivative,AX-FIG-MATH,not systematic programme-wide,ACE-E003;ACE-A023,candidate mechanism; corpus-specific figure audit pending,Only residual graph geometry and coordinate-figure access is credited.,Structured data or long descriptions required.,requires_exact_population_stratum_join,,,,,,
ACC-009,accessibility,Science figure remediation,OpenStax science selected editions,Zyyy,nonvisual science-learning cells,Cross-project,Enhanced nonvisual access,AX-2,separate_derivative,AX-FIG-SCI,not systematic programme-wide,ACE-E003;ACE-A023,candidate mechanism; corpus-specific figure audit pending,Only residual dense-diagram access is credited; do not duplicate AX-HTML users.,Largest figure-accessibility workload.,requires_exact_population_stratum_join,,,,,,
ACC-010,accessibility,Aligned bilingual edition,selected target plus exact academic-lingua-franca pair,Zyyy,transitioning bilingual learner cells,Cross-project,Aligned source and target companion,AX-1,separate_derivative,AX-HTML;AX-PDF,not systematic programme-wide,ACE-A023,candidate mechanism; pair-specific comprehension evidence pending,Cannot claim full target-language reach; credit only a measured transition benefit beyond both monolingual editions.,Alignment supports terminology learning and auditability.,requires_exact_population_stratum_join,,,,,,
ACC-011,accessibility,Locale-specific Braille mathematics,selected language and exact Braille code,Brai,Braille-reading cells,Cross-project,Enhanced nonvisual access,AX-2,separate_derivative,Braille source;embossable;refreshable,not present programme-wide,ACE-A023,candidate mechanism; exact national Braille code pending,Count only residual Braille-reading access; never assume a universal mathematics Braille code.,Generate from semantic formulas and verify deterministic conversion.,requires_exact_population_stratum_join,,,,,,
ACC-012,signed_language_access,Indian Sign Language mathematics video,ins,video-spatial,India,OpenStax,Minimum viable quantitative curriculum,MV-1,separate_derivative,signed video;captions;transcript;formula graphics,missing,ACE-A023,candidate only; exact sign-language learner population and domain lexicon pending,Written Hindi English Bengali or other editions do not count as ISL access; no International Sign substitution.,Produce navigable modules with aligned transcript and MathML companion.,requires_exact_population_stratum_join,,,,,,
ACC-013,signed_language_access,Bangla Sign Language mathematics video,bds,video-spatial,Bangladesh,OpenStax,Minimum viable quantitative curriculum,MV-1,separate_derivative,signed video;captions;transcript;formula graphics,missing,ACE-A023,candidate only; exact language and population evidence pending,Written Bangla does not count as signed-language access; no ISL substitution.,Exact national sign language must remain named.,requires_exact_population_stratum_join,,,,,,
ACC-014,signed_language_access,Pakistan Sign Language mathematics video,pks,video-spatial,Pakistan,OpenStax,Minimum viable quantitative curriculum,MV-1,separate_derivative,signed video;captions;transcript;formula graphics,missing,ACE-A023,candidate only; exact language and population evidence pending,Written Urdu Punjabi or English does not count as signed-language access.,No International Sign substitution.,requires_exact_population_stratum_join,,,,,,
ACC-015,signed_language_access,Nigerian Sign Language mathematics video,nsi,video-spatial,Nigeria,OpenStax,Minimum viable quantitative curriculum,MV-1,separate_derivative,signed video;captions;transcript;formula graphics,missing,ACE-A023,candidate only; exact language and population evidence pending,Written English Hausa Yoruba Igbo or Pidgin does not count as signed-language access.,Language-specific signed mathematics remains a distinct access axis.,requires_exact_population_stratum_join,,,,,,
ACC-016,signed_language_access,Brazilian Sign Language mathematics video,bzs,video-spatial,Brazil,Open Logic Project,Formal-reasoning foundation,FR-1,separate_derivative,signed video;captions;transcript;formula graphics,missing,ACE-A023,candidate only; exact language and population evidence pending,Written Portuguese does not count as Libras access; no International Sign substitution.,Existing Brazilian Portuguese edition can serve as aligned transcript but not as linguistic coverage.,requires_exact_population_stratum_join,,,,,,
CMP-ID-ID,natural_language_baseline,Indonesian Open Logic complete baseline,id-Latn-ID,Latn,Indonesia,Open Logic Project,complete 722-unit reader,OLP-0001 through OLP-0722,D3,AX-HTML;AX-PDF;AX-OFFLINE,complete_722_of_722_current_program,ACE-A011;CURRENT_INDONESIAN_PROGRAM_STATUS_20260830;INDONESIAN_PUBLIC_PROGRAM_AUDIT_20260830;INDONESIAN_PROGRAM_COMPUTE_AND_PAGE_RECONCILIATION_20260830,"public OpenLogic-id manifest verifies 722/722 translated targets; the broader public program has 27 roles published and 13 in production; final Indonesian pagination remains unknown across distinct page universes","No new Open Logic translation reach is credited because the exact Open Logic corpus is complete. Further work must be modeled as a separately demonstrated gap.","Completed baseline, not a forward completion candidate. Preserve ex-ante NAT-121 ranking separately from this ex-post D=0 status.",baseline_not_forward_completion_candidate,,,,,,
OBS-POP-SN-AFG-002,natural_language,Pulaar,fuc-Latn-SN,Latn,Senegal,OpenStax plus Open Logic Project,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,D3,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,AFG-S009;ACE-A114,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from POP-SN-AFG-002; target-profile research remains explicit rather than inferred from the population source.,exact_population_join_target_profile_evidence_pending,single_valid_bcp47,resolved_explicit_profile_with_script_caveat,rankable target profile; population remains only the cited observed audience,not_negative_control,TP-S001-IANA;TP-S002-CLDR;TP-SN-PULAAR,"Senegal Pulaar, official Latin orthography"
OBS-POP-SN-AFG-005,natural_language,Màndienka,mnk-Latn-SN,Latn,Senegal,OpenStax plus Open Logic Project,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,D3,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,AFG-S009;ACE-A114,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from POP-SN-AFG-005; target-profile research remains explicit rather than inferred from the population source.,exact_population_join_target_profile_evidence_pending,single_valid_bcp47,resolved_single_profile,rankable target profile; population remains only the cited observed audience,not_negative_control,TP-S001-IANA;TP-S002-CLDR;TP-SN-MANDINGA,"Senegal Mandinka (Màndienka), official Latin profile"
OBS-GRG-US-001,natural_language,Central Yupik,esu-Latn-US,Latn,United States,OpenStax plus Open Logic Project,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,D3,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,GRG-S001;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-US-001; target-profile research remains explicit rather than inferred from the population source.,exact_population_join_target_profile_evidence_pending,single_valid_bcp47,resolved_explicit_profile_with_variant_caveat,rankable target profile; population remains only the cited observed audience,not_negative_control,TP-S001-IANA;TP-S002-CLDR;TP-YUP-UAF,Standard Central Alaskan Yup'ik
OBS-GRG-US-002,natural_language,Western Apache,apw-Latn-US,Latn,United States,OpenStax plus Open Logic Project,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,D3,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,GRG-S001;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-US-002; target-profile research remains explicit rather than inferred from the population source.,exact_population_join_target_profile_evidence_pending,base_tag_valid_requires_localizations,requires_community_localization,rank shared core and localized profiles separately; do not multiply one population observation,not_negative_control,TP-S001-IANA;TP-S002-CLDR;TP-APW-DILZHEE,Western Apache using a declared community dictionary standard
OBS-GRG-US-003,natural_language,Navajo,nv-Latn-US,Latn,United States,OpenStax plus Open Logic Project,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,D3,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,GRG-S001;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-US-003; target-profile research remains explicit rather than inferred from the population source.,exact_population_join_target_profile_evidence_pending,single_valid_bcp47,resolved_single_profile,rankable target profile; population remains only the cited observed audience,not_negative_control,TP-S001-IANA;TP-S002-CLDR;TP-NV-NATION,Diné Bizaad in Navajo Nation school orthography
OBS-GRG-US-004,natural_language,Eastern Keres,kee-Zzzz-US target profile; script unresolved by population source,Zzzz (unresolved by population source),United States,OpenStax plus Open Logic Project,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,D3,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,GRG-S001;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-US-004; target-profile research remains explicit rather than inferred from the population source.,exact_population_join_target_profile_evidence_pending,no_single_profile,requires_pueblo_profile_split,not rankable as one edition; split into community profiles first,not_negative_control,TP-S001-IANA;TP-KERES-MIT;TP-KERES-UNM,Pueblo-specific Eastern Keres profiles only
OBS-GRG-US-005,natural_language,Lakota,lkt-Latn-US,Latn,United States,OpenStax plus Open Logic Project,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,D3,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,GRG-S001;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-US-005; target-profile research remains explicit rather than inferred from the population source.,exact_population_join_target_profile_evidence_pending,base_tag_valid_requires_localizations,requires_orthographic_audience_split,rank shared core and localized profiles separately; do not multiply one population observation,not_negative_control,TP-S001-IANA;TP-S002-CLDR;TP-LKT-LLC,Lakota with declared community orthography
OBS-GRG-US-006,natural_language,Choctaw,cho-Latn-US,Latn,United States,OpenStax plus Open Logic Project,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,D3,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,GRG-S001;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-US-006; target-profile research remains explicit rather than inferred from the population source.,exact_population_join_target_profile_evidence_pending,base_tag_valid_requires_localizations,requires_community_profile_split,rank shared core and localized profiles separately; do not multiply one population observation,not_negative_control,TP-S001-IANA;TP-S002-CLDR;TP-CHO-NATION;TP-CHO-MULTI,Separate Oklahoma and Mississippi Choctaw editions
OBS-GRG-US-007,natural_language,Cherokee,chr-Cher-US,Cher,United States,OpenStax plus Open Logic Project,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,D3,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,GRG-S001;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-US-007; target-profile research remains explicit rather than inferred from the population source.,exact_population_join_target_profile_evidence_pending,single_valid_bcp47,resolved_explicit_profile_with_variant_caveat,rankable target profile; population remains only the cited observed audience,not_negative_control,TP-S001-IANA;TP-S002-CLDR;TP-CHR-NATION,Cherokee syllabary edition
OBS-GRG-US-008,natural_language,Zuni,zun-Latn-US,Latn,United States,OpenStax plus Open Logic Project,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,D3,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,GRG-S001;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-US-008; target-profile research remains explicit rather than inferred from the population source.,exact_population_join_target_profile_evidence_pending,single_valid_bcp47,resolved_single_profile,rankable target profile; population remains only the cited observed audience,not_negative_control,TP-S001-IANA;TP-S002-CLDR;TP-ZUN-SCHOOL,Zuni/Shiwi school-literacy profile
OBS-GRG-US-009,natural_language,Hopi,hop-Latn-US,Latn,United States,OpenStax plus Open Logic Project,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,D3,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,GRG-S001;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-US-009; target-profile research remains explicit rather than inferred from the population source.,exact_population_join_target_profile_evidence_pending,base_tag_valid_requires_localizations,requires_community_localization,rank shared core and localized profiles separately; do not multiply one population observation,not_negative_control,TP-S001-IANA;TP-S002-CLDR;TP-HOP-DICT,Hopi with declared mesa/community profile
OBS-GRG-US-010,natural_language,Tohono O'odham,ood-Latn-US,Latn,United States,OpenStax plus Open Logic Project,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,D3,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,GRG-S001;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-US-010; target-profile research remains explicit rather than inferred from the population source.,exact_population_join_target_profile_evidence_pending,single_valid_bcp47,resolved_explicit_profile_with_variant_caveat,rankable target profile; population remains only the cited observed audience,not_negative_control,TP-S001-IANA;TP-S002-CLDR;TP-OOD-NATION,Tohono O'odham in official Alvarez-Hale orthography
OBS-GRG-US-011,natural_language,Inupiaq,ik-Latn-US,Latn,United States,OpenStax plus Open Logic Project,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,D3,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,GRG-S001;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-US-011; target-profile research remains explicit rather than inferred from the population source.,exact_population_join_target_profile_evidence_pending,base_tag_valid_requires_localizations,requires_macrolanguage_variety_split,rank shared core and localized profiles separately; do not multiply one population observation,not_negative_control,TP-S001-IANA;TP-S002-CLDR;TP-IK-UAF,Iñupiaq shared-core with North Alaskan and Seward Peninsula localizations
OBS-GRG-US-012,natural_language,Tewa,tew-Zzzz-US target profile; script unresolved by population source,Zzzz (unresolved by population source),United States,OpenStax plus Open Logic Project,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,D3,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,GRG-S001;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-US-012; target-profile research remains explicit rather than inferred from the population source.,exact_population_join_target_profile_evidence_pending,no_single_profile,requires_pueblo_profile_split,not rankable as one edition; split into community profiles first,not_negative_control,TP-S001-IANA;TP-TEW-MULTI,Pueblo-specific Tewa profiles only
OBS-GRG-US-013,natural_language,Ottawa,otw-Latn-US,Latn,United States,OpenStax plus Open Logic Project,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,D3,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,GRG-S001;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-US-013; target-profile research remains explicit rather than inferred from the population source.,exact_population_join_target_profile_evidence_pending,base_tag_valid_requires_localizations,requires_community_localization,rank shared core and localized profiles separately; do not multiply one population observation,not_negative_control,TP-S001-IANA;TP-S002-CLDR;TP-OJ-UMN,Odawa/Ottawa in a declared Double-Vowel community profile
OBS-GRG-US-014,natural_language,Crow,cro-Latn-US,Latn,United States,OpenStax plus Open Logic Project,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,D3,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,GRG-S001;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-US-014; target-profile research remains explicit rather than inferred from the population source.,exact_population_join_target_profile_evidence_pending,single_valid_bcp47,resolved_single_profile,rankable target profile; population remains only the cited observed audience,not_negative_control,TP-S001-IANA;TP-S002-CLDR;TP-CRO-CONSORTIUM,Apsáalooke community curriculum profile
OBS-GRG-US-015,natural_language,Dakota,dak-Latn-US,Latn,United States,OpenStax plus Open Logic Project,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,D3,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,GRG-S001;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-US-015; target-profile research remains explicit rather than inferred from the population source.,exact_population_join_target_profile_evidence_pending,base_tag_valid_requires_localizations,requires_variety_profile_split,rank shared core and localized profiles separately; do not multiply one population observation,not_negative_control,TP-S001-IANA;TP-S002-CLDR;TP-DAK-DIO;TP-DAK-SWC,Dakota shared core with Eastern/Santee-Sisseton and Western/Yankton-Yanktonai profiles
OBS-GRG-US-016,natural_language,Chippewa,ciw-Latn-US,Latn,United States,OpenStax plus Open Logic Project,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,D3,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,GRG-S001;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-US-016; target-profile research remains explicit rather than inferred from the population source.,exact_population_join_target_profile_evidence_pending,base_tag_valid_requires_localizations,requires_community_localization,rank shared core and localized profiles separately; do not multiply one population observation,not_negative_control,TP-S001-IANA;TP-S002-CLDR;TP-OJ-UMN,Southwestern Ojibwe/Chippewa with declared Double-Vowel profile
OBS-GRG-US-017,natural_language,Marshallese,mh-Latn-MH,Latn,United States,OpenStax plus Open Logic Project,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,D3,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,GRG-S001;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-US-017; target-profile research remains explicit rather than inferred from the population source.,exact_population_join_target_profile_evidence_pending,single_valid_bcp47,resolved_single_profile,rankable target profile; population remains only the cited observed audience,not_negative_control,TP-S001-IANA;TP-S002-CLDR;TP-MH-ACT,Standard Marshallese under the 2010 Orthography Act
OBS-GRG-US-018,natural_language,Chuukese,chk-Latn-FM,Latn,United States,OpenStax plus Open Logic Project,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,D3,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,GRG-S001;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-US-018; target-profile research remains explicit rather than inferred from the population source.,exact_population_join_target_profile_evidence_pending,single_valid_bcp47,resolved_explicit_profile_with_variant_caveat,rankable target profile; population remains only the cited observed audience,not_negative_control,TP-S001-IANA;TP-S002-CLDR;TP-FSM-CURR,Chuuk State standard Chuukese
OBS-GRG-US-019,natural_language,Pohnpeian,pon-Latn-FM,Latn,United States,OpenStax plus Open Logic Project,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,D3,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,GRG-S001;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-US-019; target-profile research remains explicit rather than inferred from the population source.,exact_population_join_target_profile_evidence_pending,single_valid_bcp47,resolved_single_profile,rankable target profile; population remains only the cited observed audience,not_negative_control,TP-S001-IANA;TP-S002-CLDR;TP-FSM-CURR,Pohnpei State standard Pohnpeian
OBS-GRG-US-020,natural_language,Palauan,pau-Latn-PW,Latn,United States,OpenStax plus Open Logic Project,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,D3,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,GRG-S001;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-US-020; target-profile research remains explicit rather than inferred from the population source.,exact_population_join_target_profile_evidence_pending,single_valid_bcp47,resolved_single_profile,rankable target profile; population remains only the cited observed audience,not_negative_control,TP-S001-IANA;TP-S002-CLDR;TP-PW-EDU,Palauan national school-literacy register
OBS-GRG-US-021,natural_language,Chamorro,ch-Latn-GU|ch-Latn-MP,Latn,United States,OpenStax plus Open Logic Project,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,D3,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,GRG-S001;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-US-021; target-profile research remains explicit rather than inferred from the population source.,exact_population_join_target_profile_evidence_pending,multiple_valid_localized_bcp47_profiles,requires_territorial_profile_split,rank shared core and localized profiles separately; do not multiply one population observation,not_negative_control,TP-S001-IANA;TP-S002-CLDR;TP-CH-GUAM;TP-CH-CNMI,Separate Guam CHamoru and CNMI Chamorro editions
OBS-GRG-US-022,natural_language,Kosraean,kos-Latn-FM,Latn,United States,OpenStax plus Open Logic Project,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,D3,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,GRG-S001;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-US-022; target-profile research remains explicit rather than inferred from the population source.,exact_population_join_target_profile_evidence_pending,single_valid_bcp47,resolved_single_profile,rankable target profile; population remains only the cited observed audience,not_negative_control,TP-S001-IANA;TP-S002-CLDR;TP-FSM-CURR,Kosrae State standard Kosraean
OBS-GRG-US-023,natural_language,Hawaiian,haw-Latn-US,Latn,United States,OpenStax plus Open Logic Project,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,D3,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,GRG-S001;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-US-023; target-profile research remains explicit rather than inferred from the population source.,exact_population_join_target_profile_evidence_pending,single_valid_bcp47,resolved_explicit_profile_with_variant_caveat,rankable target profile; population remains only the cited observed audience,not_negative_control,TP-S001-IANA;TP-S002-CLDR;TP-HAW-UH,Standard ʻŌlelo Hawaiʻi with ʻokina and kahakō
OBS-GRG-US-024,natural_language,Fijian,fj-Latn-FJ,Latn,United States,OpenStax plus Open Logic Project,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,D3,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,GRG-S001;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-US-024; target-profile research remains explicit rather than inferred from the population source.,exact_population_join_target_profile_evidence_pending,single_valid_bcp47,resolved_explicit_profile_with_variant_caveat,rankable target profile; population remains only the cited observed audience,not_negative_control,TP-S001-IANA;TP-S002-CLDR;TP-FJ-EDU,Standard Fijian / Vosa Vakaviti school register
OBS-GRG-US-025,natural_language,Haitian,ht-Latn-HT,Latn,United States,OpenStax plus Open Logic Project,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,D3,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,GRG-S001;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-US-025; target-profile research remains explicit rather than inferred from the population source.,exact_population_join_target_profile_evidence_pending,single_valid_bcp47,resolved_single_profile,rankable target profile; population remains only the cited observed audience,not_negative_control,TP-S001-IANA;TP-S002-CLDR;TP-HT-OFFICIAL,Standard Haitian Creole
