intervention_id,target_type,target_name,variety_or_register,script,territory_scope,curriculum_work,curriculum_unit,formats,raw_existing_local_status,reconciliation_state,verified_covered_units,declared_total_units,residual_units,residual_deficit_fraction,deficit_effect,registered_source_ids,evidence_status,overlap_rule,notes
IL-SOTHO,pluricentric_shared_core,Sotho-Tswana harmonized core with named standards,nso-Latn-ZA;tn-Latn-ZA;st-Latn-ZA and locale layers,Latn,South Africa Botswana Lesotho cells separate,Algebra and Trigonometry 2e,MV-1,AX-HTML;AX-PDF;AX-OFFLINE,missing,missing,,,,,No registered target coverage: D=1 for the declared target × unit × format.,ACE-A021,related standards; technical comprehension untested,Common core saves compute; named outputs and country cells remain separate; no Venda Tsonga or Nguni reach.,Botswana and Lesotho cannot be inferred from South African ceilings.
IL-MANDING,pluricentric_shared_core,Manding named standards plus N'Ko derivative,bm-Latn-ML;man-Latn;dyu-Latn-CI plus named N'Ko outputs,Latn;Nkoo,Mali Guinea Cote d'Ivoire and other exact cells,Formal-reasoning core,FR-2,AX-HTML;AX-PDF;AX-OFFLINE,missing,missing,,,,,No registered target coverage: D=1 for the declared target × unit × format.,ACE-A021,continuum and literary movement evidence; exact technical comprehension untested,Each named standard claims its own cell; N'Ko is a script derivative within identified literacy cells; no Mande-family reach.,Jula historical numeric floor cannot be generalized.
IL-SQUECHUA,pluricentric_shared_core,Southern Quechua shared semantic core,quy-Latn-PE;quz-Latn-PE;quh-Latn-BO,Latn,Peru and Bolivia exact cells,Formal-reasoning core,FR-2,AX-HTML;AX-PDF;AX-OFFLINE,missing,missing,,,,,No registered target coverage: D=1 for the declared target × unit × format.,ACE-A021,meaningful proximity reported; no registered sustained-math bounds,Named outputs claim exact cells; Northern and Central Quechua excluded; aggregate Quechua populations are not awarded to one surface.,Use a shared term graph and localized examples.
ACC-001,accessibility,Semantic HTML with MathML,all selected language editions,Zyyy,global target-language cells,Core accessibility package,AX-1,AX-HTML,not systematic programme-wide,partial,,,,,D=0 only on verified covered units/components and D=1 on the residual; no scalar is assigned without a common exact denominator.,ACE-E003;ACE-E005;ACE-A023,format mechanism established; target-specific access gain unquantified,Accessibility derivative never adds a language population; it claims only the residual disability device or connectivity stratum within an edition's cell.,Primary born-accessible derivative.
ACC-002,accessibility,Tagged searchable PDF,all selected language editions,Zyyy,global target-language cells,Core accessibility package,AX-1,AX-PDF,inconsistent across local corpus,partial,,,,,D=0 only on verified covered units/components and D=1 on the residual; no scalar is assigned without a common exact denominator.,ACE-E003;ACE-E005;ACE-A023,format mechanism established; target-specific access gain unquantified,Deduplicate with semantic HTML by user-format need; stable pagination is not a new language edition.,Maintain screen and print profiles where necessary.
ACC-003,accessibility,Offline EPUB or SCORM package,all selected language editions,Zyyy,low-connectivity and institutional cells,Core accessibility package,AX-1,AX-OFFLINE,not systematic programme-wide,partial,,,,,D=0 only on verified covered units/components and D=1 on the residual; no scalar is assigned without a common exact denominator.,ACE-E003;ACE-E005;ACE-A023,delivery mechanism established; reach evidence pending,Count only readers blocked by connectivity or platform access after language overlap deductions.,No mandatory remote runtime dependencies.
ACC-004,accessibility,Low-bandwidth static HTML bundle,all selected language editions,Zyyy,expensive slow or unstable connection cells,Core accessibility package,AX-1,AX-HTML;AX-OFFLINE,not systematic programme-wide,partial,,,,,D=0 only on verified covered units/components and D=1 on the residual; no scalar is assigned without a common exact denominator.,ACE-A023,candidate mechanism; measured page-weight and reach pending,Same language population is not added twice; only residual practical-access gain is creditable.,Text-first navigation and local search.
ACC-005,accessibility,Formula narration and audio,all selected language editions,Zyyy,blind low-literacy and audio-learning cells,Enhanced nonvisual access,AX-2,AX-AUDIO,not systematic programme-wide,partial,,,,,D=0 only on verified covered units/components and D=1 on the residual; no scalar is assigned without a common exact denominator.,ACE-A023,candidate mechanism; language-specific narration evidence pending,Count only residual nonvisual or audio-access stratum; generic TTS is not equivalent to a validated derivative.,Explicit reading conventions required.
ACC-006,accessibility,Plain-language companion,all selected language editions,Zyyy,cognitive and second-language literacy cells,Plain-language companion,AX-3,AX-PLAIN,not systematic programme-wide,partial,,,,,D=0 only on verified covered units/components and D=1 on the residual; no scalar is assigned without a common exact denominator.,ACE-A023,candidate mechanism; target-specific comprehension gain pending,Never count as a second language edition; credit only residual register-access gain aligned to the source-faithful work.,Definitions summaries and worked-example scaffolds remain distinct.
ACC-007,accessibility,Logic figure remediation,Open Logic selected editions,Zyyy,nonvisual formal-reasoning cells,Enhanced nonvisual access,AX-2,AX-FIG-LOGIC,not systematic programme-wide,partial,,,,,D=0 only on verified covered units/components and D=1 on the residual; no scalar is assigned without a common exact denominator.,ACE-E005;ACE-A023,candidate mechanism; corpus-specific figure audit pending,Only residual diagram or proof-tree access is credited and overlaps AX-HTML.,Use structured proof trees and non-colour-only encoding.
ACC-008,accessibility,Mathematics figure remediation,OpenStax mathematics selected editions,Zyyy,nonvisual quantitative-learning cells,Enhanced nonvisual access,AX-2,AX-FIG-MATH,not systematic programme-wide,partial,,,,,D=0 only on verified covered units/components and D=1 on the residual; no scalar is assigned without a common exact denominator.,ACE-E003;ACE-A023,candidate mechanism; corpus-specific figure audit pending,Only residual graph geometry and coordinate-figure access is credited.,Structured data or long descriptions required.
ACC-009,accessibility,Science figure remediation,OpenStax science selected editions,Zyyy,nonvisual science-learning cells,Enhanced nonvisual access,AX-2,AX-FIG-SCI,not systematic programme-wide,partial,,,,,D=0 only on verified covered units/components and D=1 on the residual; no scalar is assigned without a common exact denominator.,ACE-E003;ACE-A023,candidate mechanism; corpus-specific figure audit pending,Only residual dense-diagram access is credited; do not duplicate AX-HTML users.,Largest figure-accessibility workload.
ACC-010,accessibility,Aligned bilingual edition,selected target plus exact academic-lingua-franca pair,Zyyy,transitioning bilingual learner cells,Aligned source and target companion,AX-1,AX-HTML;AX-PDF,not systematic programme-wide,partial,,,,,D=0 only on verified covered units/components and D=1 on the residual; no scalar is assigned without a common exact denominator.,ACE-A023,candidate mechanism; pair-specific comprehension evidence pending,Cannot claim full target-language reach; credit only a measured transition benefit beyond both monolingual editions.,Alignment supports terminology learning and auditability.
ACC-011,accessibility,Locale-specific Braille mathematics,selected language and exact Braille code,Brai,Braille-reading cells,Enhanced nonvisual access,AX-2,Braille source;embossable;refreshable,not present programme-wide,missing,,,,,No registered target coverage: D=1 for the declared target × unit × format.,ACE-A023,candidate mechanism; exact national Braille code pending,Count only residual Braille-reading access; never assume a universal mathematics Braille code.,Generate from semantic formulas and verify deterministic conversion.
ACC-012,signed_language_access,Indian Sign Language mathematics video,ins,video-spatial,India,Minimum viable quantitative curriculum,MV-1,signed video;captions;transcript;formula graphics,missing,missing,,,,,No registered target coverage: D=1 for the declared target × unit × format.,ACE-A023,candidate only; exact sign-language learner population and domain lexicon pending,Written Hindi English Bengali or other editions do not count as ISL access; no International Sign substitution.,Produce navigable modules with aligned transcript and MathML companion.
ACC-013,signed_language_access,Bangla Sign Language mathematics video,bds,video-spatial,Bangladesh,Minimum viable quantitative curriculum,MV-1,signed video;captions;transcript;formula graphics,missing,missing,,,,,No registered target coverage: D=1 for the declared target × unit × format.,ACE-A023,candidate only; exact language and population evidence pending,Written Bangla does not count as signed-language access; no ISL substitution.,Exact national sign language must remain named.
ACC-014,signed_language_access,Pakistan Sign Language mathematics video,pks,video-spatial,Pakistan,Minimum viable quantitative curriculum,MV-1,signed video;captions;transcript;formula graphics,missing,missing,,,,,No registered target coverage: D=1 for the declared target × unit × format.,ACE-A023,candidate only; exact language and population evidence pending,Written Urdu Punjabi or English does not count as signed-language access.,No International Sign substitution.
ACC-015,signed_language_access,Nigerian Sign Language mathematics video,nsi,video-spatial,Nigeria,Minimum viable quantitative curriculum,MV-1,signed video;captions;transcript;formula graphics,missing,missing,,,,,No registered target coverage: D=1 for the declared target × unit × format.,ACE-A023,candidate only; exact language and population evidence pending,Written English Hausa Yoruba Igbo or Pidgin does not count as signed-language access.,Language-specific signed mathematics remains a distinct access axis.
ACC-016,signed_language_access,Brazilian Sign Language mathematics video,bzs,video-spatial,Brazil,Formal-reasoning foundation,FR-1,signed video;captions;transcript;formula graphics,missing,missing,,,,,No registered target coverage: D=1 for the declared target × unit × format.,ACE-A023,candidate only; exact language and population evidence pending,Written Portuguese does not count as Libras access; no International Sign substitution.,Existing Brazilian Portuguese edition can serve as aligned transcript but not as linguistic coverage.
CMP-ID-ID,natural_language_baseline,Indonesian Open Logic complete baseline,id-Latn-ID,Latn,Indonesia,complete 722-unit reader,OLP-0001 through OLP-0722,AX-HTML;AX-PDF;AX-OFFLINE,complete_722_of_722_current_program,covered,722,722,0,0.0000000000,Exact completed baseline: D=0 for all 722 Open Logic units; residual deficit is zero and no forward translation gain may be claimed for this corpus.,ACE-A011;CURRENT_INDONESIAN_PROGRAM_STATUS_20260830;INDONESIAN_PUBLIC_PROGRAM_AUDIT_20260830;INDONESIAN_PROGRAM_COMPUTE_AND_PAGE_RECONCILIATION_20260830,public OpenLogic-id manifest verifies 722/722 translated targets; the broader public program has 27 roles published and 13 in production; final Indonesian pagination remains unknown across distinct page universes,No new Open Logic translation reach is credited because the exact Open Logic corpus is complete. Further work must be modeled as a separately demonstrated gap.,"Completed baseline, not a forward completion candidate. Preserve ex-ante NAT-121 ranking separately from this ex-post D=0 status."
OBS-POP-SN-AFG-002,natural_language,Pulaar,fuc-Latn-SN,Latn,Senegal,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,missing,,,,,No registered target coverage: D=1 for the declared target × unit × format.,AFG-S009;ACE-A114,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from POP-SN-AFG-002; target-profile research remains explicit rather than inferred from the population source.
OBS-POP-SN-AFG-005,natural_language,Màndienka,mnk-Latn-SN,Latn,Senegal,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,missing,,,,,No registered target coverage: D=1 for the declared target × unit × format.,AFG-S009;ACE-A114,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from POP-SN-AFG-005; target-profile research remains explicit rather than inferred from the population source.
OBS-GRG-US-001,natural_language,Central Yupik,esu-Latn-US,Latn,United States,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,missing,,,,,No registered target coverage: D=1 for the declared target × unit × format.,GRG-S001;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-US-001; target-profile research remains explicit rather than inferred from the population source.
OBS-GRG-US-002,natural_language,Western Apache,apw-Latn-US,Latn,United States,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,missing,,,,,No registered target coverage: D=1 for the declared target × unit × format.,GRG-S001;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-US-002; target-profile research remains explicit rather than inferred from the population source.
OBS-GRG-US-003,natural_language,Navajo,nv-Latn-US,Latn,United States,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,missing,,,,,No registered target coverage: D=1 for the declared target × unit × format.,GRG-S001;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-US-003; target-profile research remains explicit rather than inferred from the population source.
OBS-GRG-US-004,natural_language,Eastern Keres,kee-Zzzz-US target profile; script unresolved by population source,Zzzz (unresolved by population source),United States,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,missing,,,,,No registered target coverage: D=1 for the declared target × unit × format.,GRG-S001;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-US-004; target-profile research remains explicit rather than inferred from the population source.
OBS-GRG-US-005,natural_language,Lakota,lkt-Latn-US,Latn,United States,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,missing,,,,,No registered target coverage: D=1 for the declared target × unit × format.,GRG-S001;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-US-005; target-profile research remains explicit rather than inferred from the population source.
OBS-GRG-US-006,natural_language,Choctaw,cho-Latn-US,Latn,United States,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,missing,,,,,No registered target coverage: D=1 for the declared target × unit × format.,GRG-S001;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-US-006; target-profile research remains explicit rather than inferred from the population source.
OBS-GRG-US-007,natural_language,Cherokee,chr-Cher-US,Cher,United States,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,missing,,,,,No registered target coverage: D=1 for the declared target × unit × format.,GRG-S001;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-US-007; target-profile research remains explicit rather than inferred from the population source.
OBS-GRG-US-008,natural_language,Zuni,zun-Latn-US,Latn,United States,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,missing,,,,,No registered target coverage: D=1 for the declared target × unit × format.,GRG-S001;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-US-008; target-profile research remains explicit rather than inferred from the population source.
OBS-GRG-US-009,natural_language,Hopi,hop-Latn-US,Latn,United States,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,missing,,,,,No registered target coverage: D=1 for the declared target × unit × format.,GRG-S001;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-US-009; target-profile research remains explicit rather than inferred from the population source.
OBS-GRG-US-010,natural_language,Tohono O'odham,ood-Latn-US,Latn,United States,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,missing,,,,,No registered target coverage: D=1 for the declared target × unit × format.,GRG-S001;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-US-010; target-profile research remains explicit rather than inferred from the population source.
OBS-GRG-US-011,natural_language,Inupiaq,ik-Latn-US,Latn,United States,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,missing,,,,,No registered target coverage: D=1 for the declared target × unit × format.,GRG-S001;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-US-011; target-profile research remains explicit rather than inferred from the population source.
OBS-GRG-US-012,natural_language,Tewa,tew-Zzzz-US target profile; script unresolved by population source,Zzzz (unresolved by population source),United States,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,missing,,,,,No registered target coverage: D=1 for the declared target × unit × format.,GRG-S001;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-US-012; target-profile research remains explicit rather than inferred from the population source.
OBS-GRG-US-013,natural_language,Ottawa,otw-Latn-US,Latn,United States,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,missing,,,,,No registered target coverage: D=1 for the declared target × unit × format.,GRG-S001;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-US-013; target-profile research remains explicit rather than inferred from the population source.
OBS-GRG-US-014,natural_language,Crow,cro-Latn-US,Latn,United States,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,missing,,,,,No registered target coverage: D=1 for the declared target × unit × format.,GRG-S001;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-US-014; target-profile research remains explicit rather than inferred from the population source.
OBS-GRG-US-015,natural_language,Dakota,dak-Latn-US,Latn,United States,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,missing,,,,,No registered target coverage: D=1 for the declared target × unit × format.,GRG-S001;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-US-015; target-profile research remains explicit rather than inferred from the population source.
OBS-GRG-US-016,natural_language,Chippewa,ciw-Latn-US,Latn,United States,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,missing,,,,,No registered target coverage: D=1 for the declared target × unit × format.,GRG-S001;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-US-016; target-profile research remains explicit rather than inferred from the population source.
OBS-GRG-US-017,natural_language,Marshallese,mh-Latn-MH,Latn,United States,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,missing,,,,,No registered target coverage: D=1 for the declared target × unit × format.,GRG-S001;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-US-017; target-profile research remains explicit rather than inferred from the population source.
OBS-GRG-US-018,natural_language,Chuukese,chk-Latn-FM,Latn,United States,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,missing,,,,,No registered target coverage: D=1 for the declared target × unit × format.,GRG-S001;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-US-018; target-profile research remains explicit rather than inferred from the population source.
OBS-GRG-US-019,natural_language,Pohnpeian,pon-Latn-FM,Latn,United States,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,missing,,,,,No registered target coverage: D=1 for the declared target × unit × format.,GRG-S001;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-US-019; target-profile research remains explicit rather than inferred from the population source.
OBS-GRG-US-020,natural_language,Palauan,pau-Latn-PW,Latn,United States,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,missing,,,,,No registered target coverage: D=1 for the declared target × unit × format.,GRG-S001;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-US-020; target-profile research remains explicit rather than inferred from the population source.
OBS-GRG-US-021,natural_language,Chamorro,ch-Latn-GU|ch-Latn-MP,Latn,United States,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,missing,,,,,No registered target coverage: D=1 for the declared target × unit × format.,GRG-S001;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-US-021; target-profile research remains explicit rather than inferred from the population source.
OBS-GRG-US-022,natural_language,Kosraean,kos-Latn-FM,Latn,United States,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,missing,,,,,No registered target coverage: D=1 for the declared target × unit × format.,GRG-S001;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-US-022; target-profile research remains explicit rather than inferred from the population source.
OBS-GRG-US-023,natural_language,Hawaiian,haw-Latn-US,Latn,United States,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,missing,,,,,No registered target coverage: D=1 for the declared target × unit × format.,GRG-S001;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-US-023; target-profile research remains explicit rather than inferred from the population source.
OBS-GRG-US-024,natural_language,Fijian,fj-Latn-FJ,Latn,United States,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,missing,,,,,No registered target coverage: D=1 for the declared target × unit × format.,GRG-S001;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-US-024; target-profile research remains explicit rather than inferred from the population source.
OBS-GRG-US-025,natural_language,Haitian,ht-Latn-HT,Latn,United States,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,missing,,,,,No registered target coverage: D=1 for the declared target × unit × format.,GRG-S001;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-US-025; target-profile research remains explicit rather than inferred from the population source.
OBS-GRG-US-026,natural_language,Jamaican Creole English,jam-Latn-JM,Latn,United States,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,missing,,,,,No registered target coverage: D=1 for the declared target × unit × format.,GRG-S001;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-US-026; target-profile research remains explicit rather than inferred from the population source.
OBS-GRG-US-027,natural_language,Guyanese Creole English,gyn-Latn-GY,Latn,United States,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,missing,,,,,No registered target coverage: D=1 for the declared target × unit × format.,GRG-S001;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-US-027; target-profile research remains explicit rather than inferred from the population source.
OBS-GRG-US-028,natural_language,Papiamento,pap-Latn-AW|pap-Latn-CW|pap-Latn-BQ,Latn,United States,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,missing,,,,,No registered target coverage: D=1 for the declared target × unit × format.,GRG-S001;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-US-028; target-profile research remains explicit rather than inferred from the population source.
OBS-GRG-US-029,natural_language,Pennsylvania German,pdc-Latn-US,Latn,United States,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,missing,,,,,No registered target coverage: D=1 for the declared target × unit × format.,GRG-S001;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-US-029; target-profile research remains explicit rather than inferred from the population source.
OBS-GRG-US-030,natural_language,Eastern Yiddish,ydd-Hebr-US,Hebr,United States,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,missing,,,,,No registered target coverage: D=1 for the declared target × unit × format.,GRG-S001;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-US-030; target-profile research remains explicit rather than inferred from the population source.
OBS-GRG-US-031,natural_language,Mam,mam-Latn-GT,Latn,United States,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,missing,,,,,No registered target coverage: D=1 for the declared target × unit × format.,GRG-S001;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-US-031; target-profile research remains explicit rather than inferred from the population source.
OBS-GRG-US-032,natural_language,Kiche,quc-Latn-GT,Latn,United States,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,missing,,,,,No registered target coverage: D=1 for the declared target × unit × format.,GRG-S001;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-US-032; target-profile research remains explicit rather than inferred from the population source.
