observation_id,region,subregion,language_label,edition_profile,iso_639_3_or_other_id,territory,modality,script_or_profile,orthography_evidence_status,learner_stratum,measure_type,count_unit,population_low,population_base,population_high,reference_date_or_year,source_id,source_locator,source_observation_transcribed_exactly,negative_control,source_candidate_flag_superseded,target_mapping_status,observation_use,gross_population_only,rank_ready_marginal_access,overlap_group_id,alternative_measure_role,academic_lingua_franca_overlap_status,existing_edition_overlap_status,portfolio_overlap_status,common_year_status,caveats,provenance_table
ALG-KH-L002,Asia,Southeast Asia,Vietnamese,national mother-tongue category,vie,Cambodia,written_text_candidate,,not_established_by_population_source,direct_language_population,census_mother_tongue_persons,persons,78090,78090,78090,2019,ALG-S011,"Table 2.7.1, PDF p. 53 / printed p. 25",true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,KH-MT-2019,direct_language_population_observation,unmeasured,pending_central_coverage_join,known_source_overlap_group_requires_deduplication,source_year_observation_no_projection,Mutually exclusive top-level mother-tongue category The final report prints Vietnam; the official detailed microdata metadata prints Vietnamese. Excludes migrants working abroad.,ACE-A111
ALG-KH-L003,Asia,Southeast Asia,Chinese [unspecified],national mother-tongue aggregate,zho,Cambodia,written_text_candidate,,not_established_by_population_source,direct_language_population,census_mother_tongue_persons,persons,94450,94450,94450,2019,ALG-S011,"Table 2.7.1, PDF p. 53 / printed p. 25",true,false,false,source_named_label_pending_edition_profile_evidence,context_or_sensitivity_only,true,false,KH-MT-2019,direct_language_population_pending_exact_target_mapping,unmeasured,pending_central_coverage_join,known_source_overlap_group_requires_deduplication,source_year_observation_no_projection,Mutually exclusive top-level mother-tongue category No Sinitic variety is resolved; excludes migrants working abroad.,ACE-A111
ALG-KH-L004,Asia,Southeast Asia,Lao,national mother-tongue category,lao,Cambodia,written_text_candidate,,not_established_by_population_source,direct_language_population,census_mother_tongue_persons,persons,13636,13636,13636,2019,ALG-S011,"Table 2.7.1, PDF p. 53 / printed p. 25",true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,KH-MT-2019,direct_language_population_observation,unmeasured,pending_central_coverage_join,known_source_overlap_group_requires_deduplication,source_year_observation_no_projection,Mutually exclusive top-level mother-tongue category Excludes migrants working abroad.,ACE-A111
ALG-KH-L005,Asia,Southeast Asia,Thai,national mother-tongue category,tha,Cambodia,written_text_candidate,,not_established_by_population_source,direct_language_population,census_mother_tongue_persons,persons,6650,6650,6650,2019,ALG-S011,"Table 2.7.1, PDF p. 53 / printed p. 25",true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,KH-MT-2019,direct_language_population_observation,unmeasured,pending_central_coverage_join,known_source_overlap_group_requires_deduplication,source_year_observation_no_projection,Mutually exclusive top-level mother-tongue category Excludes migrants working abroad; this is Cambodia and does not duplicate the Thailand census cells.,ACE-A111
ALG-KH-L006,Asia,Southeast Asia,Minority Languages,unresolved aggregate mother-tongue category,,Cambodia,written_text_candidate,,not_established_by_population_source,direct_language_population,census_mother_tongue_persons,persons,448282,448282,448282,2019,ALG-S011,"Table 2.7.1, PDF p. 53 / printed p. 25",true,false,false,source_named_label_pending_edition_profile_evidence,context_or_sensitivity_only,true,false,KH-MINORITY-2019,direct_language_population_pending_exact_target_mapping,unmeasured,pending_central_coverage_join,known_source_overlap_group_requires_deduplication,source_year_observation_no_projection,Parent aggregate for detailed ALG-S012 categories Do not add to detailed weighted microdata rows; excludes migrants working abroad.,ACE-A111
ALG-KH-M001,Asia,Southeast Asia,Chaam [source category],detailed weighted microdata category,,Cambodia,written_text_candidate,,not_established_by_population_source,direct_language_sample_case,weighted_10pct_census_microdata_mother_tongue_cases,weighted_microdata_cases,275360,275360,275360,2019,ALG-S012,Variable p09_m_to value 11,true,false,false,sample_case_not_population,context_or_sensitivity_only,true,false,KH-MINORITY-2019,survey_or_microdata_case_frequency,unmeasured,pending_central_coverage_join,known_source_overlap_group_requires_deduplication,source_year_observation_no_projection,"Overlaps full-census Minority Languages aggregate Raw cases 27,536 and supplied weighted value 275,360; metadata warns that figures cannot be interpreted as population summary statistics.",ACE-A111
ALG-KH-M002,Asia,Southeast Asia,Phnong [source category],detailed weighted microdata category,,Cambodia,written_text_candidate,,not_established_by_population_source,direct_language_sample_case,weighted_10pct_census_microdata_mother_tongue_cases,weighted_microdata_cases,37140,37140,37140,2019,ALG-S012,Variable p09_m_to value 17,true,false,false,sample_case_not_population,context_or_sensitivity_only,true,false,KH-MINORITY-2019,survey_or_microdata_case_frequency,unmeasured,pending_central_coverage_join,known_source_overlap_group_requires_deduplication,source_year_observation_no_projection,"Overlaps full-census Minority Languages aggregate Raw cases 3,714 and supplied weighted value 37,140; metadata warns that figures cannot be interpreted as population summary statistics.",ACE-A111
ALG-KH-M003,Asia,Southeast Asia,Tumpoon [source category],detailed weighted microdata category,,Cambodia,written_text_candidate,,not_established_by_population_source,direct_language_sample_case,weighted_10pct_census_microdata_mother_tongue_cases,weighted_microdata_cases,36920,36920,36920,2019,ALG-S012,Variable p09_m_to value 19,true,false,false,sample_case_not_population,context_or_sensitivity_only,true,false,KH-MINORITY-2019,survey_or_microdata_case_frequency,unmeasured,pending_central_coverage_join,known_source_overlap_group_requires_deduplication,source_year_observation_no_projection,"Overlaps full-census Minority Languages aggregate Raw cases 3,692 and supplied weighted value 36,920; metadata warns that figures cannot be interpreted as population summary statistics.",ACE-A111
ALG-KH-M004,Asia,Southeast Asia,Chaaraay [source category],detailed weighted microdata category,,Cambodia,written_text_candidate,,not_established_by_population_source,direct_language_sample_case,weighted_10pct_census_microdata_mother_tongue_cases,weighted_microdata_cases,26480,26480,26480,2019,ALG-S012,Variable p09_m_to value 10,true,false,false,sample_case_not_population,context_or_sensitivity_only,true,false,KH-MINORITY-2019,survey_or_microdata_case_frequency,unmeasured,pending_central_coverage_join,known_source_overlap_group_requires_deduplication,source_year_observation_no_projection,"Overlaps full-census Minority Languages aggregate Raw cases 2,648 and supplied weighted value 26,480; metadata warns that figures cannot be interpreted as population summary statistics.",ACE-A111
ALG-KH-M005,Asia,Southeast Asia,Krueng [source category],detailed weighted microdata category,,Cambodia,written_text_candidate,,not_established_by_population_source,direct_language_sample_case,weighted_10pct_census_microdata_mother_tongue_cases,weighted_microdata_cases,22230,22230,22230,2019,ALG-S012,Variable p09_m_to value 15,true,false,false,sample_case_not_population,context_or_sensitivity_only,true,false,KH-MINORITY-2019,survey_or_microdata_case_frequency,unmeasured,pending_central_coverage_join,known_source_overlap_group_requires_deduplication,source_year_observation_no_projection,"Overlaps full-census Minority Languages aggregate Raw cases 2,223 and supplied weighted value 22,230; metadata warns that figures cannot be interpreted as population summary statistics.",ACE-A111
ALG-KH-M006,Asia,Southeast Asia,Kuoy [source category],detailed weighted microdata category,,Cambodia,written_text_candidate,,not_established_by_population_source,direct_language_sample_case,weighted_10pct_census_microdata_mother_tongue_cases,weighted_microdata_cases,16960,16960,16960,2019,ALG-S012,Variable p09_m_to value 14,true,false,false,sample_case_not_population,context_or_sensitivity_only,true,false,KH-MINORITY-2019,survey_or_microdata_case_frequency,unmeasured,pending_central_coverage_join,known_source_overlap_group_requires_deduplication,source_year_observation_no_projection,"Overlaps full-census Minority Languages aggregate Raw cases 1,696 and supplied weighted value 16,960; metadata warns that figures cannot be interpreted as population summary statistics.",ACE-A111
ALG-KH-M007,Asia,Southeast Asia,Proav [source category],detailed weighted microdata category,,Cambodia,written_text_candidate,,not_established_by_population_source,direct_language_sample_case,weighted_10pct_census_microdata_mother_tongue_cases,weighted_microdata_cases,10030,10030,10030,2019,ALG-S012,Variable p09_m_to value 18,true,false,false,sample_case_not_population,context_or_sensitivity_only,true,false,KH-MINORITY-2019,survey_or_microdata_case_frequency,unmeasured,pending_central_coverage_join,known_source_overlap_group_requires_deduplication,source_year_observation_no_projection,"Overlaps full-census Minority Languages aggregate Raw cases 1,003 and supplied weighted value 10,030; metadata warns that figures cannot be interpreted as population summary statistics.",ACE-A111
ALG-KH-M008,Asia,Southeast Asia,Kaaveat [source category],detailed weighted microdata category,,Cambodia,written_text_candidate,,not_established_by_population_source,direct_language_sample_case,weighted_10pct_census_microdata_mother_tongue_cases,weighted_microdata_cases,7570,7570,7570,2019,ALG-S012,Variable p09_m_to value 12,true,false,false,sample_case_not_population,context_or_sensitivity_only,true,false,KH-MINORITY-2019,survey_or_microdata_case_frequency,unmeasured,pending_central_coverage_join,known_source_overlap_group_requires_deduplication,source_year_observation_no_projection,"Overlaps full-census Minority Languages aggregate Raw cases 757 and supplied weighted value 7,570; metadata warns that figures cannot be interpreted as population summary statistics.",ACE-A111
ALG-SG-L001,Asia,Southeast Asia,English,most-frequently-spoken-at-home category,eng,Singapore,written_text_candidate,,not_established_by_population_source,direct_language_population,census_home_language_most_frequent_persons,persons,1735242,1735242,1735242,2020,ALG-S013,Resource 17441 row 2 Total,true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,SG-HOME-MOST-2020,direct_language_population_observation,unmeasured,pending_central_coverage_join,known_source_overlap_group_requires_deduplication,source_year_observation_no_projection,Mutually exclusive top-level home-language category Resident population aged 5+; excludes persons unable to speak and specified one-person/unrelated-person households.,ACE-A111
ALG-SG-L002,Asia,Southeast Asia,Mandarin,most-frequently-spoken-at-home category,cmn,Singapore,written_text_candidate,,not_established_by_population_source,direct_language_population,census_home_language_most_frequent_persons,persons,1075172,1075172,1075172,2020,ALG-S013,Resource 17441 row 3 Total,true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,SG-HOME-MOST-2020,direct_language_population_observation,unmeasured,pending_central_coverage_join,known_source_overlap_group_requires_deduplication,source_year_observation_no_projection,Mutually exclusive top-level home-language category Resident population aged 5+; source footnote says other second-most categories are included but not shown.,ACE-A111
ALG-SG-L003,Asia,Southeast Asia,Chinese dialects [unspecified],most-frequently-spoken-at-home aggregate,zho,Singapore,written_text_candidate,,not_established_by_population_source,direct_language_population,census_home_language_most_frequent_persons,persons,313258,313258,313258,2020,ALG-S013,Resource 17441 row 4 Total,true,false,false,source_named_label_pending_edition_profile_evidence,context_or_sensitivity_only,true,false,SG-CHINESE-DIALECT-2020,direct_language_population_pending_exact_target_mapping,unmeasured,pending_central_coverage_join,known_source_overlap_group_requires_deduplication,source_year_observation_no_projection,Parent aggregate for Hokkien Teochew Cantonese and other dialect rows Do not add to named dialect rows; resident population aged 5+ with source exclusions.,ACE-A111
ALG-SG-L004,Asia,Southeast Asia,Hokkien,most-frequently-spoken-at-home named category,nan,Singapore,written_text_candidate,,not_established_by_population_source,direct_language_population,census_home_language_most_frequent_persons,persons,157259,157259,157259,2020,ALG-S013,Resource 17441 row 4.1 Total,true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,SG-CHINESE-DIALECT-2020,direct_language_population_observation,unmeasured,pending_central_coverage_join,known_source_overlap_group_requires_deduplication,source_year_observation_no_projection,Child of Chinese Dialects aggregate Source footnote says other second-most categories are included but not shown; resident population aged 5+ with source exclusions.,ACE-A111
ALG-SG-L005,Asia,Southeast Asia,Cantonese,most-frequently-spoken-at-home named category,yue,Singapore,written_text_candidate,,not_established_by_population_source,direct_language_population,census_home_language_most_frequent_persons,persons,79216,79216,79216,2020,ALG-S013,Resource 17441 row 4.3 Total,true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,SG-CHINESE-DIALECT-2020,direct_language_population_observation,unmeasured,pending_central_coverage_join,known_source_overlap_group_requires_deduplication,source_year_observation_no_projection,Child of Chinese Dialects aggregate Source footnote says other second-most categories are included but not shown; resident population aged 5+ with source exclusions.,ACE-A111
ALG-SG-L006,Asia,Southeast Asia,Teochew,most-frequently-spoken-at-home named category,nan,Singapore,written_text_candidate,,not_established_by_population_source,direct_language_population,census_home_language_most_frequent_persons,persons,59424,59424,59424,2020,ALG-S013,Resource 17441 row 4.2 Total,true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,SG-CHINESE-DIALECT-2020,direct_language_population_observation,unmeasured,pending_central_coverage_join,known_source_overlap_group_requires_deduplication,source_year_observation_no_projection,Child of Chinese Dialects aggregate Teochew and Hokkien share ISO 639-3 nan in this conservative crosswalk; source varieties remain separate.,ACE-A111
ALG-SG-L007,Asia,Southeast Asia,Malay,most-frequently-spoken-at-home category,zsm,Singapore,written_text_candidate,,not_established_by_population_source,direct_language_population,census_home_language_most_frequent_persons,persons,332256,332256,332256,2020,ALG-S013,Resource 17441 row 5 Total,true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,SG-HOME-MOST-2020,direct_language_population_observation,unmeasured,pending_central_coverage_join,known_source_overlap_group_requires_deduplication,source_year_observation_no_projection,Mutually exclusive top-level home-language category Resident population aged 5+; source footnote says other second-most categories are included but not shown.,ACE-A111
ALG-SG-L008,Asia,Southeast Asia,Tamil,most-frequently-spoken-at-home category,tam,Singapore,written_text_candidate,,not_established_by_population_source,direct_language_population,census_home_language_most_frequent_persons,persons,89946,89946,89946,2020,ALG-S013,Resource 17441 row 6.1 Total,true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,SG-HOME-MOST-2020,direct_language_population_observation,unmeasured,pending_central_coverage_join,known_source_overlap_group_requires_deduplication,source_year_observation_no_projection,"Named child within Indian Languages top-level category Tamil is nested within the 113,764-person Indian Languages aggregate, which is not separately staged.",ACE-A111
ALG-TL-L001,Asia,Southeast Asia,Tetun Prasa,national mother-tongue variety,tet,Timor-Leste,written_text_candidate,,not_established_by_population_source,direct_language_population,census_mother_tongue_persons,persons,361027,361027,361027,2015,ALG-S014,"Sheet 2.12, Table 12",true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,TL-MT-2015,direct_language_population_observation,unmeasured,pending_central_coverage_join,known_source_overlap_group_requires_deduplication,source_year_observation_no_projection,Mutually exclusive mother-tongue category Tetun Prasa remains separate from Tetun Terik despite sharing ISO 639-3 tet.,ACE-A111
ALG-TL-L002,Asia,Southeast Asia,Mambai,national mother-tongue variety,mgm,Timor-Leste,written_text_candidate,,not_established_by_population_source,direct_language_population,census_mother_tongue_persons,persons,195778,195778,195778,2015,ALG-S014,"Sheet 2.12, Table 12",true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,TL-MT-2015,direct_language_population_observation,unmeasured,pending_central_coverage_join,known_source_overlap_group_requires_deduplication,source_year_observation_no_projection,Mutually exclusive mother-tongue category Direct national census mother-tongue count.,ACE-A111
ALG-TL-L003,Asia,Southeast Asia,Makasai,national mother-tongue variety,mkz,Timor-Leste,written_text_candidate,,not_established_by_population_source,direct_language_population,census_mother_tongue_persons,persons,123840,123840,123840,2015,ALG-S014,"Sheet 2.12, Table 12",true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,TL-MT-2015,direct_language_population_observation,unmeasured,pending_central_coverage_join,known_source_overlap_group_requires_deduplication,source_year_observation_no_projection,Mutually exclusive mother-tongue category Direct national census mother-tongue count.,ACE-A111
ALG-TL-L004,Asia,Southeast Asia,Tetun Terik,national mother-tongue variety,tet,Timor-Leste,written_text_candidate,,not_established_by_population_source,direct_language_population,census_mother_tongue_persons,persons,71418,71418,71418,2015,ALG-S014,"Sheet 2.12, Table 12",true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,TL-MT-2015,direct_language_population_observation,unmeasured,pending_central_coverage_join,known_source_overlap_group_requires_deduplication,source_year_observation_no_projection,Mutually exclusive mother-tongue category Tetun Terik remains separate from Tetun Prasa despite sharing ISO 639-3 tet.,ACE-A111
ALG-TL-L005,Asia,Southeast Asia,Baikenu,national mother-tongue variety,aoz,Timor-Leste,written_text_candidate,,not_established_by_population_source,direct_language_population,census_mother_tongue_persons,persons,69190,69190,69190,2015,ALG-S014,"Sheet 2.12, Table 12",true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,TL-MT-2015,direct_language_population_observation,unmeasured,pending_central_coverage_join,known_source_overlap_group_requires_deduplication,source_year_observation_no_projection,Mutually exclusive mother-tongue category Source name retained; ISO crosswalk points to Uab Meto and should be reviewed before production use.,ACE-A111
ALG-TL-L006,Asia,Southeast Asia,Kemak,national mother-tongue variety,kem,Timor-Leste,written_text_candidate,,not_established_by_population_source,direct_language_population,census_mother_tongue_persons,persons,68995,68995,68995,2015,ALG-S014,"Sheet 2.12, Table 12",true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,TL-MT-2015,direct_language_population_observation,unmeasured,pending_central_coverage_join,known_source_overlap_group_requires_deduplication,source_year_observation_no_projection,Mutually exclusive mother-tongue category Direct national census mother-tongue count.,ACE-A111
ALG-TL-L007,Asia,Southeast Asia,Bunak,national mother-tongue variety,bfn,Timor-Leste,written_text_candidate,,not_established_by_population_source,direct_language_population,census_mother_tongue_persons,persons,64686,64686,64686,2015,ALG-S014,"Sheet 2.12, Table 12",true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,TL-MT-2015,direct_language_population_observation,unmeasured,pending_central_coverage_join,known_source_overlap_group_requires_deduplication,source_year_observation_no_projection,Mutually exclusive mother-tongue category Direct national census mother-tongue count.,ACE-A111
ALG-TL-L008,Asia,Southeast Asia,Tokodede,national mother-tongue variety,tkd,Timor-Leste,written_text_candidate,,not_established_by_population_source,direct_language_population,census_mother_tongue_persons,persons,46784,46784,46784,2015,ALG-S014,"Sheet 2.12, Table 12",true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,TL-MT-2015,direct_language_population_observation,unmeasured,pending_central_coverage_join,known_source_overlap_group_requires_deduplication,source_year_observation_no_projection,Mutually exclusive mother-tongue category Direct national census mother-tongue count.,ACE-A111
ALG-TL-L009,Asia,Southeast Asia,Fataluku,national mother-tongue variety,ddg,Timor-Leste,written_text_candidate,,not_established_by_population_source,direct_language_population,census_mother_tongue_persons,persons,41500,41500,41500,2015,ALG-S014,"Sheet 2.12, Table 12",true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,TL-MT-2015,direct_language_population_observation,unmeasured,pending_central_coverage_join,known_source_overlap_group_requires_deduplication,source_year_observation_no_projection,Mutually exclusive mother-tongue category Direct national census mother-tongue count.,ACE-A111
ALG-TL-L010,Asia,Southeast Asia,Waima’a,national mother-tongue variety,wmh,Timor-Leste,written_text_candidate,,not_established_by_population_source,direct_language_population,census_mother_tongue_persons,persons,21227,21227,21227,2015,ALG-S014,"Sheet 2.12, Table 12",true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,TL-MT-2015,direct_language_population_observation,unmeasured,pending_central_coverage_join,known_source_overlap_group_requires_deduplication,source_year_observation_no_projection,Mutually exclusive mother-tongue category Direct national census mother-tongue count; source apostrophe preserved.,ACE-A111
ALG-TL-L011,Asia,Southeast Asia,Naueti,national mother-tongue variety,nxa,Timor-Leste,written_text_candidate,,not_established_by_population_source,direct_language_population,census_mother_tongue_persons,persons,16507,16507,16507,2015,ALG-S014,"Sheet 2.12, Table 12",true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,TL-MT-2015,direct_language_population_observation,unmeasured,pending_central_coverage_join,known_source_overlap_group_requires_deduplication,source_year_observation_no_projection,Mutually exclusive mother-tongue category Direct national census mother-tongue count.,ACE-A111
ALG-TL-L012,Asia,Southeast Asia,Galoli,national mother-tongue variety,gal,Timor-Leste,written_text_candidate,,not_established_by_population_source,direct_language_population,census_mother_tongue_persons,persons,16266,16266,16266,2015,ALG-S014,"Sheet 2.12, Table 12",true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,TL-MT-2015,direct_language_population_observation,unmeasured,pending_central_coverage_join,known_source_overlap_group_requires_deduplication,source_year_observation_no_projection,Mutually exclusive mother-tongue category Direct national census mother-tongue count.,ACE-A111
ALG-TL-L013,Asia,Southeast Asia,Midiki,national mother-tongue variety,,Timor-Leste,written_text_candidate,,not_established_by_population_source,direct_language_population,census_mother_tongue_persons,persons,14616,14616,14616,2015,ALG-S014,"Sheet 2.12, Table 12",true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,TL-MT-2015,direct_language_population_observation,unmeasured,pending_central_coverage_join,known_source_overlap_group_requires_deduplication,source_year_observation_no_projection,Mutually exclusive mother-tongue category Direct national census mother-tongue count; no ISO crosswalk asserted.,ACE-A111
ALG-TL-L014,Asia,Southeast Asia,Idate,national mother-tongue variety,,Timor-Leste,written_text_candidate,,not_established_by_population_source,direct_language_population,census_mother_tongue_persons,persons,14178,14178,14178,2015,ALG-S014,"Sheet 2.12, Table 12",true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,TL-MT-2015,direct_language_population_observation,unmeasured,pending_central_coverage_join,known_source_overlap_group_requires_deduplication,source_year_observation_no_projection,Mutually exclusive mother-tongue category Direct national census mother-tongue count; no ISO crosswalk asserted.,ACE-A111
ALG-LA-E001,Asia,Southeast Asia,Lao,ethnicity proxy only,,Lao PDR,written_text_candidate,,not_established_by_population_source,ethnicity_proxy,census_citizen_ethnic_category_persons,persons,3427665,3427665,3427665,2015,ALG-S016,"Table P2.7, printed p. 120",true,false,false,non_language_population_proxy,context_or_sensitivity_only,true,false,LA-ETHNIC-2015,ethnicity_population_not_language,unmeasured,pending_central_coverage_join,known_source_overlap_group_requires_deduplication,source_year_observation_no_projection,Mutually exclusive citizen ethnicity Lao citizens only; do not interpret as Lao-language speakers.,ACE-A111
ALG-LA-E002,Asia,Southeast Asia,Khmou,ethnicity proxy only,,Lao PDR,written_text_candidate,,not_established_by_population_source,ethnicity_proxy,census_citizen_ethnic_category_persons,persons,708412,708412,708412,2015,ALG-S016,"Table P2.7, printed p. 120",true,false,false,non_language_population_proxy,context_or_sensitivity_only,true,false,LA-ETHNIC-2015,ethnicity_population_not_language,unmeasured,pending_central_coverage_join,known_source_overlap_group_requires_deduplication,source_year_observation_no_projection,Mutually exclusive citizen ethnicity Lao citizens only; do not interpret as Khmu-language speakers.,ACE-A111
ALG-LA-E003,Asia,Southeast Asia,Hmong,ethnicity proxy only,,Lao PDR,written_text_candidate,,not_established_by_population_source,ethnicity_proxy,census_citizen_ethnic_category_persons,persons,595028,595028,595028,2015,ALG-S016,"Table P2.7, printed pp. 120-121",true,false,false,non_language_population_proxy,context_or_sensitivity_only,true,false,LA-ETHNIC-2015,ethnicity_population_not_language,unmeasured,pending_central_coverage_join,known_source_overlap_group_requires_deduplication,source_year_observation_no_projection,Mutually exclusive citizen ethnicity Lao citizens only; do not infer a particular Hmong variety or speaker count.,ACE-A111
ALG-LA-E004,Asia,Southeast Asia,Phouthay,ethnicity proxy only,,Lao PDR,written_text_candidate,,not_established_by_population_source,ethnicity_proxy,census_citizen_ethnic_category_persons,persons,218108,218108,218108,2015,ALG-S016,"Table P2.7, printed p. 120",true,false,false,non_language_population_proxy,context_or_sensitivity_only,true,false,LA-ETHNIC-2015,ethnicity_population_not_language,unmeasured,pending_central_coverage_join,known_source_overlap_group_requires_deduplication,source_year_observation_no_projection,Mutually exclusive citizen ethnicity Lao citizens only; no language inference.,ACE-A111
ALG-LA-E005,Asia,Southeast Asia,Tai,ethnicity proxy only,,Lao PDR,written_text_candidate,,not_established_by_population_source,ethnicity_proxy,census_citizen_ethnic_category_persons,persons,201576,201576,201576,2015,ALG-S016,"Table P2.7, printed p. 120",true,false,false,non_language_population_proxy,context_or_sensitivity_only,true,false,LA-ETHNIC-2015,ethnicity_population_not_language,unmeasured,pending_central_coverage_join,known_source_overlap_group_requires_deduplication,source_year_observation_no_projection,Mutually exclusive citizen ethnicity Lao citizens only; Tai is an ethnic category and not a uniquely resolved language.,ACE-A111
ALG-LA-E006,Asia,Southeast Asia,Makong,ethnicity proxy only,,Lao PDR,written_text_candidate,,not_established_by_population_source,ethnicity_proxy,census_citizen_ethnic_category_persons,persons,163285,163285,163285,2015,ALG-S016,"Table 3.4, printed p. 37",true,false,false,non_language_population_proxy,context_or_sensitivity_only,true,false,LA-ETHNIC-2015,ethnicity_population_not_language,unmeasured,pending_central_coverage_join,known_source_overlap_group_requires_deduplication,source_year_observation_no_projection,Mutually exclusive citizen ethnicity Lao citizens only; no language inference.,ACE-A111
ALG-LA-E007,Asia,Southeast Asia,Katang,ethnicity proxy only,,Lao PDR,written_text_candidate,,not_established_by_population_source,ethnicity_proxy,census_citizen_ethnic_category_persons,persons,144255,144255,144255,2015,ALG-S016,"Table 3.4, printed p. 37",true,false,false,non_language_population_proxy,context_or_sensitivity_only,true,false,LA-ETHNIC-2015,ethnicity_population_not_language,unmeasured,pending_central_coverage_join,known_source_overlap_group_requires_deduplication,source_year_observation_no_projection,Mutually exclusive citizen ethnicity Lao citizens only; no language inference.,ACE-A111
ALG-LA-E008,Asia,Southeast Asia,Lue,ethnicity proxy only,,Lao PDR,written_text_candidate,,not_established_by_population_source,ethnicity_proxy,census_citizen_ethnic_category_persons,persons,126229,126229,126229,2015,ALG-S016,"Table P2.7, printed p. 120",true,false,false,non_language_population_proxy,context_or_sensitivity_only,true,false,LA-ETHNIC-2015,ethnicity_population_not_language,unmeasured,pending_central_coverage_join,known_source_overlap_group_requires_deduplication,source_year_observation_no_projection,Mutually exclusive citizen ethnicity Lao citizens only; do not interpret as Lue-language speakers.,ACE-A111
ALG-LA-E009,Asia,Southeast Asia,Akha,ethnicity proxy only,,Lao PDR,written_text_candidate,,not_established_by_population_source,ethnicity_proxy,census_citizen_ethnic_category_persons,persons,112979,112979,112979,2015,ALG-S016,"Table P2.7, printed p. 121",true,false,false,non_language_population_proxy,context_or_sensitivity_only,true,false,LA-ETHNIC-2015,ethnicity_population_not_language,unmeasured,pending_central_coverage_join,known_source_overlap_group_requires_deduplication,source_year_observation_no_projection,Mutually exclusive citizen ethnicity Lao citizens only; do not interpret as an Akha-language count.,ACE-A111
ALG-UZ-L001,Asia,Central Asia,Uzbek,preliminary national mother-tongue category; published rounded,uzb,Uzbekistan,written_text_candidate,,not_established_by_population_source,direct_language_population,preliminary_census_mother_tongue_persons_rounded,persons,35650000,35700000,35749999,2026,ALG-S018,Preliminary-results paragraph published 2026-06-30,true,false,false,source_named_label_pending_edition_profile_evidence,context_or_sensitivity_only,true,false,UZ-MT-2026,direct_language_population_pending_exact_target_mapping,unmeasured,pending_central_coverage_join,known_source_overlap_group_requires_deduplication,source_year_observation_no_projection,"Published 35.7 million converted to persons; low/high are the conventional nearest-0.1-million rounding interval Only the Uzbek mother-tongue category was published in this preliminary release Preliminary census result; post-enumeration coverage was 97.3 percent. The separately stated 91.3 percent does not reconcile exactly with 35.7 million against the exact preliminary census total, so it is not used to narrow the interval.",ACE-A111
ALG-MY-E001,Asia,Southeast Asia,Kadazan/ Dusun,ethnicity proxy only,,Malaysia,written_text_candidate,,not_established_by_population_source,ethnicity_proxy,census_ethnic_category_persons_rounded,persons,698250,698300,698349,2020,ALG-S019,Population by Ethnic Group paragraph,true,false,false,non_language_population_proxy,context_or_sensitivity_only,true,false,MY-ETHNIC-2020,ethnicity_population_not_language,unmeasured,pending_central_coverage_join,known_source_overlap_group_requires_deduplication,source_year_observation_no_projection,"Published 698.3 thousand converted to persons; low/high are the conventional nearest-0.1-thousand rounding interval Nested within the broad Bumiputera aggregate Census ethnicity, not language; do not interpret as a Kadazan-Dusun speaker count.",ACE-A111
