population_cell_id,region,subregion,language_name,variety_name,iso_639_3_or_other_id,territory,source_reported_script,source_reported_orthography,modality,learner_stratum,measure_type,count_unit,population_low,population_base,population_high,reference_year,source_id,source_locator,confidence,source_observation_transcribed_exactly,negative_control,producer_strict_reach_flag_superseded,target_mapping_status,observation_use,gross_population_only,rank_ready_marginal_access,requires_intervention_edge,orthography_evidence_status,academic_lingua_franca_overlap_status,existing_edition_overlap_status,portfolio_overlap_status,overlap_group_id,alternative_measure_role,hierarchy_parent_cell_id,overlap_source_id,c17_nonoverlap_low,c17_nonoverlap_base,c17_nonoverlap_high,corrected_written_population_low,corrected_written_population_base,corrected_written_population_high,common_year_status,overlap_notes,caveats,audit_notes
POP-PH-006,Asia,Southeast Asia,Bikol,PSA grouped source label Bikol/Bicol,bik:collective,Philippines,Latin,multiple Bikol languages,written_text_candidate,household_language_umbrella,households_language_generally_spoken_at_home,households,1033457,1033457,1033457,2020,PM-S006,"Table 1, PDF p. 2",high,true,false,false,household_proxy,context_or_sensitivity_only,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,No single Bikol standard inferred.,Household unit and aggregated label.,
POP-PH-007,Asia,Southeast Asia,Waray,PSA source label Waray,war,Philippines,Latin,standard Latin,written_text_candidate,household_language_use,households_language_generally_spoken_at_home,households,698745,698745,698745,2020,PM-S006,"Table 1, PDF p. 2",high,true,false,false,household_proxy,context_or_sensitivity_only,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Household count cannot be summed with person counts.,"Generally spoken at home, not L1.",
POP-PH-008,Asia,Southeast Asia,Kapampangan,PSA source label Kapampangan,pam,Philippines,Latin,standard Latin,written_text_candidate,household_language_use,households_language_generally_spoken_at_home,households,639687,639687,639687,2020,PM-S006,"Table 1, PDF p. 2",high,true,false,false,household_proxy,context_or_sensitivity_only,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Household count cannot be summed with person counts.,"Generally spoken at home, not L1.",
POP-PH-009,Asia,Southeast Asia,Maguindanaon,PSA source label Maguindanao,mdh,Philippines,Latin,standard Latin; Arabic heritage,written_text_candidate,household_language_use,households_language_generally_spoken_at_home,households,365032,365032,365032,2020,PM-S006,"Table 1, PDF p. 2",high,true,false,false,household_proxy,context_or_sensitivity_only,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Household count cannot be summed with person counts.,Source label does not distinguish every variety.,
POP-PH-010,Asia,Southeast Asia,Pangasinan,PSA source label Pangasinan/Panggalato,pag,Philippines,Latin,standard Latin,written_text_candidate,household_language_use,households_language_generally_spoken_at_home,households,334759,334759,334759,2020,PM-S006,"Table 1, PDF p. 2",high,true,false,false,household_proxy,context_or_sensitivity_only,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Household count cannot be summed with person counts.,"Generally spoken at home, not L1.",
POP-PE-001,Americas,South America,Quechua,INEI Quechua aggregate,que:INEI,Peru,Latin,multiple official Quechua standards,written_text_candidate,Indigenous_language_umbrella,census_language_learned_in_childhood_age3plus_persons,persons,3799780,3799780,3799780,2017,PM-S007,"Cuadro 4, printed p. 618, total column",high,true,false,false,source_observation_not_candidate_ready,context_or_sensitivity_only,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,No blanket Quechua edition coverage assumed.,Aggregate across distinct Quechuan varieties.,
POP-PE-002,Americas,South America,Aymara,INEI source label Aimara,aym:INEI,Peru,Latin,Peruvian Aymara standard with variety caveat,written_text_candidate,Indigenous_language_umbrella,census_language_learned_in_childhood_age3plus_persons,persons,450010,450010,450010,2017,PM-S007,"Cuadro 4, printed p. 618",high,true,false,false,source_observation_not_candidate_ready,context_or_sensitivity_only,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Cross-border and internal variety coverage requires evidence.,Census category may aggregate varieties.,
POP-PE-003,Americas,South America,Ashaninka,INEI source label Ashaninka,cni,Peru,Latin,official Peruvian Ashaninka orthography,written_text_candidate,Indigenous_language_population,census_language_learned_in_childhood_age3plus_persons,persons,73567,73567,73567,2017,PM-S007,"Cuadro 4, printed p. 618",high,true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Bridge-language overlap not assumed.,"Language learned in childhood, not current proficiency.",
POP-PE-004,Americas,South America,Awajun,INEI source label Awajún / Aguaruna,agr,Peru,Latin,official Awajun orthography,written_text_candidate,Indigenous_language_population,census_language_learned_in_childhood_age3plus_persons,persons,56584,56584,56584,2017,PM-S007,"Cuadro 4, printed p. 618",high,true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Bridge-language overlap not assumed.,"Language learned in childhood, not current proficiency.",
POP-PE-005,Americas,South America,Shipibo-Konibo,INEI source label Shipibo-Konibo,shp,Peru,Latin,official Shipibo-Konibo orthography,written_text_candidate,Indigenous_language_population,census_language_learned_in_childhood_age3plus_persons,persons,34152,34152,34152,2017,PM-S007,"Cuadro 4, printed p. 618",high,true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Bridge-language overlap not assumed.,Language learned in childhood.,
POP-PE-006,Americas,South America,Shawi,INEI source label Shawi / Chayahuita,cbt,Peru,Latin,official Shawi orthography,written_text_candidate,Indigenous_language_population,census_language_learned_in_childhood_age3plus_persons,persons,17241,17241,17241,2017,PM-S007,"Cuadro 4, printed p. 618",high,true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Bridge-language overlap not assumed.,Language learned in childhood.,
POP-PE-007,Americas,South America,Matsigenka,INEI source label Matsigenka / Machiguenga,mcb,Peru,Latin,official Matsigenka orthography,written_text_candidate,Indigenous_language_population,census_language_learned_in_childhood_age3plus_persons,persons,6629,6629,6629,2017,PM-S007,"Cuadro 4, printed p. 618",high,true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Prestige-domain and endangered-language lane; population size is not sole value.,Language learned in childhood.,
POP-PE-008,Americas,South America,Achuar,INEI source label Achuar,acu,Peru,Latin,official Achuar orthography,written_text_candidate,Indigenous_language_population,census_language_learned_in_childhood_age3plus_persons,persons,3809,3809,3809,2017,PM-S007,"Cuadro 4, printed p. 618",high,true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Cross-border Ecuador overlap not included.,Peru territory cell only.,
POP-PE-009,Americas,South America,Peruvian Sign Language,INEI source label Lengua de señas peruanas,prl,Peru,Signed,Peruvian Sign Language,signed_video_or_interactive,signed_language_population,census_language_learned_in_childhood_age3plus_persons,persons,10447,10447,10447,2017,PM-S007,"Cuadro 4, printed p. 618",medium,true,false,true,named_signed_language_modality_observation,signed_video_or_interactive_upper_bound_pending_modality_edges,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Childhood-language measure likely differs from ability/use population.,Not comparable to sign-language ability counts elsewhere.,This observation cannot be assigned to an ordinary written or PDF edition.
POP-PE-010,Americas,South America,Spanish,INEI source label Castellano,spa,Peru,Latin,Peruvian Spanish,written_text_candidate,negative_control,census_language_learned_in_childhood_age3plus_persons,persons,23178478,23178478,23178478,2017,PM-S007,"Cuadro 4, printed p. 618",high,true,true,false,negative_control,context_only_negative_control,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Negative control for a richly served international language; not proof every Peruvian reader has advanced-material access.,Do not subtract this count from Indigenous cells.,
POP-MX-001,Americas,North America,Nahuatl,INEGI agrupación lingüística Náhuatl,nah:INEGI,Mexico,Latin,multiple Nahuatl standardized varieties,written_text_candidate,Indigenous_language_umbrella,speaks_indigenous_language_age3plus_persons,persons,1651958,1651958,1651958,2020,PM-S008,"Principal-language chart, PDF p. 46",high,true,false,false,source_observation_not_candidate_ready,context_or_sensitivity_only,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,No pan-Nahuatl edition coverage assumed.,INEGI grouping contains distinct varieties.,
POP-MX-002,Americas,North America,Yucatec Maya,INEGI source label Maya,yua:INEGI,Mexico,Latin,standard Yucatec Maya orthography,written_text_candidate,Indigenous_language_population,speaks_indigenous_language_age3plus_persons,persons,774755,774755,774755,2020,PM-S008,"Principal-language chart, PDF p. 46",high,true,false,false,source_observation_not_candidate_ready,context_or_sensitivity_only,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Maya macro-label must not be generalized beyond this INEGI category.,Even source label Maya may hide internal variety; production needs exact standard.,
POP-MX-003,Americas,North America,Tseltal,INEGI source label Tseltal,tzh:INEGI,Mexico,Latin,standard Tseltal orthographies,written_text_candidate,Indigenous_language_population,speaks_indigenous_language_age3plus_persons,persons,589144,589144,589144,2020,PM-S008,"Principal-language chart, PDF p. 46",high,true,false,false,source_observation_not_candidate_ready,context_or_sensitivity_only,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Variety selection remains.,INEGI grouping rather than one fully specified orthographic variety.,
POP-MX-004,Americas,North America,Tsotsil,INEGI source label Tsotsil,tzo:INEGI,Mexico,Latin,standard Tsotsil orthographies,written_text_candidate,Indigenous_language_population,speaks_indigenous_language_age3plus_persons,persons,550274,550274,550274,2020,PM-S008,"Principal-language chart, PDF p. 46",high,true,false,false,source_observation_not_candidate_ready,context_or_sensitivity_only,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Variety selection remains.,INEGI grouping rather than one fully specified orthographic variety.,
POP-MX-005,Americas,North America,Mixtec,INEGI agrupación lingüística Mixteco,mix:INEGI,Mexico,Latin,many Mixtec standards,written_text_candidate,Indigenous_language_umbrella,speaks_indigenous_language_age3plus_persons,persons,526593,526593,526593,2020,PM-S008,"Principal-language chart, PDF p. 46",high,true,false,false,source_observation_not_candidate_ready,context_or_sensitivity_only,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,No pan-Mixtec edition coverage assumed.,Highly diverse language grouping.,
POP-MX-006,Americas,North America,Zapotec,INEGI agrupación lingüística Zapoteco,zap:INEGI,Mexico,Latin,many Zapotec standards,written_text_candidate,Indigenous_language_umbrella,speaks_indigenous_language_age3plus_persons,persons,490845,490845,490845,2020,PM-S008,"Principal-language chart, PDF p. 46",high,true,false,false,source_observation_not_candidate_ready,context_or_sensitivity_only,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,No pan-Zapotec edition coverage assumed.,Highly diverse language grouping.,
POP-MX-007,Americas,North America,Otomi,INEGI agrupación lingüística Otomí,oto:INEGI,Mexico,Latin,multiple Otomi standards,written_text_candidate,Indigenous_language_umbrella,speaks_indigenous_language_age3plus_persons,persons,298861,298861,298861,2020,PM-S008,"Principal-language chart, PDF p. 46",high,true,false,false,source_observation_not_candidate_ready,context_or_sensitivity_only,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,No pan-Otomi edition coverage assumed.,Language grouping spans distinct varieties.,
POP-MX-008,Americas,North America,Totonac,INEGI agrupación lingüística Totonaco,tut:INEGI,Mexico,Latin,multiple Totonac standards,written_text_candidate,Indigenous_language_umbrella,speaks_indigenous_language_age3plus_persons,persons,256344,256344,256344,2020,PM-S008,"Principal-language chart, PDF p. 46",high,true,false,false,source_observation_not_candidate_ready,context_or_sensitivity_only,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,No pan-Totonac edition coverage assumed.,Source grouping is not one exact variety.,
POP-MX-009,Americas,North America,Chol,INEGI source label Chol,ctu:INEGI,Mexico,Latin,standard Chol orthography,written_text_candidate,Indigenous_language_population,speaks_indigenous_language_age3plus_persons,persons,254715,254715,254715,2020,PM-S008,"Principal-language chart, PDF p. 46",high,true,false,false,source_observation_not_candidate_ready,context_or_sensitivity_only,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Exact dialect/standard still required.,INEGI grouped category.,
POP-MX-010,Americas,North America,Mazatec,INEGI agrupación lingüística Mazateco,maz:INEGI,Mexico,Latin,multiple Mazatec standards,written_text_candidate,Indigenous_language_umbrella,speaks_indigenous_language_age3plus_persons,persons,237212,237212,237212,2020,PM-S008,"Principal-language chart, PDF p. 46",high,true,false,false,source_observation_not_candidate_ready,context_or_sensitivity_only,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,No pan-Mazatec edition coverage assumed.,Highly diverse language grouping.,
POP-CA-001,Americas,North America,English,Canada 2021 mother tongue,eng,Canada,Latin,Canadian English,written_text_candidate,negative_control,census_mother_tongue_persons_excluding_institutional_residents,persons,20107200,20107200,20107200,2021,PM-S009,"Mother tongue section, Canada total",high,true,true,false,negative_control,context_only_negative_control,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Negative control for a richly served global language.,Mother tongue is not total English proficiency.,
POP-CA-002,Americas,North America,French,Canada 2021 mother tongue,fra,Canada,Latin,Canadian French,written_text_candidate,negative_control,census_mother_tongue_persons_excluding_institutional_residents,persons,7189245,7189245,7189245,2021,PM-S009,"Mother tongue section, Canada total",high,true,true,false,negative_control,context_only_negative_control,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Negative control for a richly served global language.,Does not distinguish Quebec and other Canadian registers.,
POP-CA-003,Americas,North America,Blackfoot,Canada 2021 mother tongue,bla,Canada,Latin,Blackfoot standardized Latin orthographies,written_text_candidate,Indigenous_language_population,census_mother_tongue_persons_excluding_institutional_residents,persons,2520,2520,2520,2021,PM-S009,"Mother tongue section, Blackfoot row",high,true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Canada territory only.,Statistics Canada confidentiality processing applies.,
POP-CA-004,Americas,North America,Atikamekw,Canada 2021 mother tongue,atj,Canada,Latin,standard Atikamekw orthography,written_text_candidate,Indigenous_language_population,census_mother_tongue_persons_excluding_institutional_residents,persons,5500,5500,5500,2021,PM-S009,"Mother tongue section, Atikamekw row",high,true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Separate from predominant-home-language cell POP-CA-017? No; POP-CA-017 is Innu.,Mother tongue measure only.,
POP-CA-005,Americas,North America,Moose Cree,Source label Ililimowin (Moose Cree),crm,Canada,Latin; Canadian Aboriginal syllabics,community-specific Cree orthographies,written_text_candidate,Indigenous_language_population,census_mother_tongue_persons_excluding_institutional_residents,persons,155,155,155,2021,PM-S009,"Mother tongue section, Ililimowin row",high,true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Do not apply a blanket Cree bridge.,Exact named census variety; very small count.,
POP-CA-006,Americas,North America,Southern East Cree,Source label Inu Ayimun (Southern East Cree),crj,Canada,Latin; Canadian Aboriginal syllabics,community-specific East Cree orthographies,written_text_candidate,Indigenous_language_population,census_mother_tongue_persons_excluding_institutional_residents,persons,580,580,580,2021,PM-S009,"Mother tongue section, Inu Ayimun row",high,true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Do not merge with Northern East Cree.,Exact named census variety.,
POP-CA-007,Americas,North America,Northern East Cree,Source label Iyiyiw-Ayimiwin (Northern East Cree),crl,Canada,Latin; Canadian Aboriginal syllabics,community-specific East Cree orthographies,written_text_candidate,Indigenous_language_population,census_mother_tongue_persons_excluding_institutional_residents,persons,3460,3460,3460,2021,PM-S009,"Mother tongue section, Iyiyiw-Ayimiwin row",high,true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Do not merge with Southern East Cree.,Exact named census variety.,
POP-CA-008,Americas,North America,Swampy Cree,Source label Nehinawewin (Swampy Cree),csw,Canada,Latin; Canadian Aboriginal syllabics,community-specific Cree orthographies,written_text_candidate,Indigenous_language_population,census_mother_tongue_persons_excluding_institutional_residents,persons,2475,2475,2475,2021,PM-S009,"Mother tongue section, Nehinawewin row",high,true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Do not apply a blanket Cree bridge.,Exact named census variety.,
POP-CA-009,Americas,North America,Plains Cree,Source label Nehiyawewin (Plains Cree),crk,Canada,Latin; Canadian Aboriginal syllabics,community-specific Cree orthographies,written_text_candidate,Indigenous_language_population,census_mother_tongue_persons_excluding_institutional_residents,persons,5025,5025,5025,2021,PM-S009,"Mother tongue section, Nehiyawewin row",high,true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Do not apply a blanket Cree bridge.,Exact named census variety.,
POP-CA-010,Americas,North America,Woods Cree,Source label Nihithawiwin (Woods Cree),cwd,Canada,Latin; Canadian Aboriginal syllabics,community-specific Cree orthographies,written_text_candidate,Indigenous_language_population,census_mother_tongue_persons_excluding_institutional_residents,persons,2850,2850,2850,2021,PM-S009,"Mother tongue section, Nihithawiwin row",high,true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Do not apply a blanket Cree bridge.,Exact named census variety.,
POP-CA-011,Americas,North America,Innu-aimun,Source label Innu (Montagnais),moe,Canada,Latin,Innu orthography with community variation,written_text_candidate,Indigenous_language_population,census_mother_tongue_persons_excluding_institutional_residents,persons,8465,8465,8465,2021,PM-S009,"Mother tongue section, Innu row",high,true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,known_overlap_group_requires_deduplication,ALT-CA-INNU-2021,mother_tongue_upper_observation,,,,,,,,,source_year_observation_no_projection,Overlaps conceptually but not numerically with POP-CA-017's predominant-home-language observation.,Different measure cells must not be summed.,Nested with POP-CA-017; never sum.
POP-CA-012,Americas,North America,Naskapi,Canada 2021 mother tongue,nsk,Canada,Latin; Canadian Aboriginal syllabics,Naskapi orthographies,written_text_candidate,Indigenous_language_population,census_mother_tongue_persons_excluding_institutional_residents,persons,625,625,625,2021,PM-S009,"Mother tongue section, Naskapi row",high,true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,No automatic Innu/Cree bridge assumed.,Exact named census category.,
POP-CA-013,Americas,North America,Mi'kmaq,Canada 2021 mother tongue,mic,Canada,Latin,Francis-Smith and community orthographies,written_text_candidate,Indigenous_language_population,census_mother_tongue_persons_excluding_institutional_residents,persons,4910,4910,4910,2021,PM-S009,"Mother tongue section, Mi'kmaq row",high,true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Orthographic profile must be selected.,Mother tongue count is smaller than ability-to-speak measures from other products.,
POP-CA-014,Americas,North America,Wolastoqey,Source label Wolastoqewi (Malecite),pqm,Canada,Latin,Wolastoqey standardized Latin orthographies,written_text_candidate,Indigenous_language_population,census_mother_tongue_persons_excluding_institutional_residents,persons,245,245,245,2021,PM-S009,"Mother tongue section, Wolastoqewi row",high,true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Prestige-domain lane; population scale is not sole value.,Exact named census category.,
POP-CA-015,Americas,Arctic,Inuktitut,Statistics Canada predominant-home-language category,iku,Canada,Canadian Aboriginal syllabics; Latin,region-specific Inuktitut standards,written_text_candidate,Arctic_Indigenous_home_language,language_spoken_predominantly_at_home_persons,persons,27140,27140,27140,2021,PM-S010,"Chart 2, Inuktitut row",high,true,false,false,source_observation_not_candidate_ready,context_or_sensitivity_only,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,No blanket Inuktut coverage; Inuinnaqtun and Inuvialuktun are not included by name here.,Predominant home use is not mother tongue or knowledge.,
POP-CA-016,Americas,North America,Cree languages,Statistics Canada aggregate,cre:aggregate,Canada,Latin; Canadian Aboriginal syllabics,multiple Cree varieties and orthographies,written_text_candidate,Indigenous_language_umbrella,language_spoken_predominantly_at_home_persons,persons,26690,26690,26690,2021,PM-S010,"Chart 2, Cree languages row",high,true,false,false,source_observation_not_candidate_ready,context_or_sensitivity_only,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Never award blanket Cree regional coverage from this aggregate.,Aggregate row overlaps named Cree varieties conceptually; different measure and hierarchy.,
POP-CA-017,Americas,North America,Innu-aimun,Statistics Canada source label Innu (Montagnais),moe,Canada,Latin,Innu orthography with community variation,written_text_candidate,Indigenous_home_language,language_spoken_predominantly_at_home_persons,persons,6710,6710,6710,2021,PM-S010,"Chart 2, Innu row",high,true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,known_overlap_group_requires_deduplication,ALT-CA-INNU-2021,predominant_home_use_narrower_observation,,,,,,,,,source_year_observation_no_projection,Same language population as POP-CA-011 under a different measure; do not sum.,Predominant home use rather than mother tongue.,Nested with POP-CA-011; never sum.
POP-CA-018,Americas,North America,Oji-Cree,Statistics Canada predominant-home-language category,ojs,Canada,Canadian Aboriginal syllabics; Latin,Oji-Cree orthographies,written_text_candidate,Indigenous_home_language,language_spoken_predominantly_at_home_persons,persons,4540,4540,4540,2021,PM-S010,"Chart 2, Oji-Cree row",high,true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Ojibwe/Cree interlanguage coverage not assumed.,Predominant home use only.,
POP-CA-019,Americas,North America,Ojibway languages,Statistics Canada aggregate,oji:aggregate,Canada,Latin; Canadian Aboriginal syllabics,multiple Anishinaabemowin varieties,written_text_candidate,Indigenous_language_umbrella,language_spoken_predominantly_at_home_persons,persons,3480,3480,3480,2021,PM-S010,"Chart 2, Ojibway languages row",high,true,false,false,source_observation_not_candidate_ready,context_or_sensitivity_only,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,No blanket Ojibwe edition coverage assumed.,Aggregate source category.,
POP-CA-020,Americas,North America,Tlicho,Statistics Canada source label Tlicho (Dogrib),dgr,Canada,Latin,Tlicho orthography,written_text_candidate,Indigenous_home_language,language_spoken_predominantly_at_home_persons,persons,755,755,755,2021,PM-S010,"Chart 2, Tlicho row",high,true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Separate from aggregate Dene languages.,Predominant home use only.,
POP-ZW-001,Africa,Southern Africa,Shona,ZIMSTAT mother-tongue category,sna,Zimbabwe,Latin,standard Shona orthography,written_text_candidate,national_language_population,census_mother_tongue_persons,persons,11251734,11251734,11251734,2022,PM-S011,"Table 2.17, printed p. 123",high,true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Standard Shona exists but census does not partition dialects.,Mother tongue count covers census-report population universe of Table 2.17.,
