portfolio_position,intervention_id,intervention_name,target_profiles,territory_or_scope,population_low,population_base,population_high,marginal_access_low,marginal_access_base_sensitivity,marginal_access_high,marginal_access_high_optimistic_sensitivity,access_factor_status,gross_tokens_low,gross_tokens_base,gross_tokens_high,base_marginal_access_per_million_tokens,conservative_access_per_million_tokens,optimistic_access_per_million_tokens,scarcity_adjusted_access_per_million_tokens,scarcity_adjusted_access_per_million_tokens_sensitivity,base_efficiency_rank_low,base_efficiency_rank_high,conservative_efficiency_rank_low,conservative_efficiency_rank_high,optimistic_efficiency_rank_low,optimistic_efficiency_rank_high,scarcity_efficiency_rank_low,scarcity_efficiency_rank_high,informative_rank_best,informative_rank_worst,informative_rank_views_available,conservative_view_treatment,admission_lane,admission_lane_rank_low,admission_lane_rank_high,population_observation_ids,population_source_ids,sensitivity_label_note,evidence_caveat
70,NAT-076,Zimbabwean Ndebele,nd-Latn-ZW,Zimbabwe,1599324,1599324,1599324,0,745525,1599324,1599324,territory_adult_literacy_proxy_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,183038.554,0.000,1752228.736,,,66,66,1,135,67,67,36,135,66,67,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,base,66,66,POP-ZW-002,PM-S011,base=neutral factor sensitivity; optimistic=high-bound factor sensitivity; scarcity=base sensitivity weighted by the disclosed scarcity proxy; none is an observed harmed-population count,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count."
71,EXP-016,Ethiopia Wolaytta Latin-script edition,wal-Latn-ET,Ethiopia,1627955,1627955,1627955,0,492131,1627955,1627955,territory_adult_literacy_proxy_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,120826.192,0.000,1783597.027,,,70,70,1,135,66,66,36,135,66,70,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,optimistic,66,66,POP-ET-006,PM-S020,base=neutral factor sensitivity; optimistic=high-bound factor sensitivity; scarcity=base sensitivity weighted by the disclosed scarcity proxy; none is an observed harmed-population count,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count."
72,EXP-024,South Africa Tshivenda Latin-script edition,ve-Latn-ZA,South Africa,1480565,1480565,1480565,0,674768,1480565,1480565,territory_adult_literacy_proxy_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,165666.556,0.000,1622115.681,,,67,67,1,135,68,68,36,135,67,68,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,base,67,67,ZA-VEN-2022,ZA-S001,base=neutral factor sensitivity; optimistic=high-bound factor sensitivity; scarcity=base sensitivity weighted by the disclosed scarcity proxy; none is an observed harmed-population count,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count."
73,NAT-024,Bhojpuri Nepal profile,bho-Deva-NP,Nepal,1820795,1820795,1820795,0,627264,1254528,1254528,direct_language_specific_literacy_rate;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,154003.549,0.000,1374468.220,,,68,68,1,135,69,69,36,135,68,69,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,optimistic,69,69,POP-NP-003,PM-S004,base=neutral factor sensitivity; optimistic=high-bound factor sensitivity; scarcity=base sensitivity weighted by the disclosed scarcity proxy; none is an observed harmed-population count,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count."
74,EXP-029,Mauritius Mauritian Creole Latin-script edition,mfe-Latn-MU,Mauritius,1045558,1045558,1045558,0,492917,1045558,1045558,territory_adult_literacy_proxy_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,121019.168,0.000,1145519.465,,,69,69,1,135,71,71,36,135,69,71,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,base,69,69,POP-MU-004,PM-S013,base=neutral factor sensitivity; optimistic=high-bound factor sensitivity; scarcity=base sensitivity weighted by the disclosed scarcity proxy; none is an observed harmed-population count,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count."
75,EXP-017,Ethiopia Hadiyya Latin-script edition,hdy-Latn-ET,Ethiopia,1253894,1253894,1253894,0,379052,1253894,1253894,territory_adult_literacy_proxy_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,93063.452,0.000,1373773.606,,,72,72,1,135,70,70,36,135,70,72,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,optimistic,70,70,POP-ET-009,PM-S020,base=neutral factor sensitivity; optimistic=high-bound factor sensitivity; scarcity=base sensitivity weighted by the disclosed scarcity proxy; none is an observed harmed-population count,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count."
76,EXP-025,South Africa isiNdebele Latin-script edition,nr-Latn-ZA,South Africa,1044377,1044377,1044377,0,475975,1044377,1044377,territory_adult_literacy_proxy_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,116859.630,0.000,1144225.555,,,71,71,1,135,72,72,36,135,71,72,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,base,71,71,ZA-NBL-2022,ZA-S001,base=neutral factor sensitivity; optimistic=high-bound factor sensitivity; scarcity=base sensitivity weighted by the disclosed scarcity proxy; none is an observed harmed-population count,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count."
77,OBS-GRG-US-025,Standard Haitian Creole,ht-Latn-HT,United States,852440,867500,882560,0,216875,882560,882560,unmeasured_low0_neutral0.5_high1_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,53246.352,0.000,966937.902,,,75,75,1,135,73,73,36,135,73,75,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,optimistic,73,73,GRG-US-025,GRG-S001,base=neutral factor sensitivity; optimistic=high-bound factor sensitivity; scarcity=base sensitivity weighted by the disclosed scarcity proxy; none is an observed harmed-population count,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count."
78,EXP-011,Indonesia Nias Latin-script edition,nia-Latn-ID,Indonesia,747168,747168,747168,0,358641,747168,747168,territory_adult_literacy_proxy_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,88052.218,0.000,818601.634,,,73,73,1,135,74,74,36,135,73,74,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,base,73,73,POP-ID-017,PM-S005,base=neutral factor sensitivity; optimistic=high-bound factor sensitivity; scarcity=base sensitivity weighted by the disclosed scarcity proxy; none is an observed harmed-population count,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count."
79,NAT-026,Avadhi Nepal profile,awa-Deva-NP,Nepal,864276,864276,864276,0,276568,553137,553137,direct_language_specific_literacy_rate;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,67901.957,0.000,606020.135,,,74,74,1,135,75,75,36,135,74,75,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,optimistic,75,75,POP-NP-007,PM-S004,base=neutral factor sensitivity; optimistic=high-bound factor sensitivity; scarcity=base sensitivity weighted by the disclosed scarcity proxy; none is an observed harmed-population count,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count."
80,EXP-030,Zimbabwe Ndau Latin-script edition,ndc-Latn-ZW,Zimbabwe,372607,372607,372607,0,173691,372607,372607,territory_adult_literacy_proxy_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,42643.975,0.000,408230.410,,,76,76,1,135,78,78,36,135,76,78,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,base,76,76,POP-ZW-006,PM-S011,base=neutral factor sensitivity; optimistic=high-bound factor sensitivity; scarcity=base sensitivity weighted by the disclosed scarcity proxy; none is an observed harmed-population count,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count."
81,OBS-GRG-PL-002,Silesian in ślabikŏrzowy szrajbōnek,szl-Latn-PL,Poland,467145,467145,467145,0,116786,467145,467145,unmeasured_low0_neutral0.5_high1_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,28672.869,0.000,511806.796,,,79,79,1,135,76,76,36,135,76,79,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,optimistic,76,76,GRG-PL-002,GRG-S006,base=neutral factor sensitivity; optimistic=high-bound factor sensitivity; scarcity=base sensitivity weighted by the disclosed scarcity proxy; none is an observed harmed-population count,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count."
82,NAT-041,Tetum Prasa,tet-Latn-TL,Timor-Leste,361027,361027,361027,0,125276,361027,361027,territory_adult_literacy_proxy_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,30757.302,0.000,395543.295,,,77,77,1,135,79,79,36,135,77,79,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,base,77,77,ALG-TL-L001,ALG-S014,base=neutral factor sensitivity; optimistic=high-bound factor sensitivity; scarcity=base sensitivity weighted by the disclosed scarcity proxy; none is an observed harmed-population count,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count."
83,OBS-POP-SN-AFG-005,"Senegal Mandinka (Màndienka), official Latin profile",mnk-Latn-SN,Senegal,465052,465052,465052,0,117100,465052,465052,territory_adult_literacy_proxy_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,28749.961,0.000,509513.693,,,78,78,1,135,77,77,36,135,77,78,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,optimistic,77,77,POP-SN-AFG-005,AFG-S009,base=neutral factor sensitivity; optimistic=high-bound factor sensitivity; scarcity=base sensitivity weighted by the disclosed scarcity proxy; none is an observed harmed-population count,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count."
84,OBS-GRG-US-030,YIVO Standard Yiddish edition for the explicitly named YIVO-reading audience,ydd-Hebr-US,United States,189401,194800,200199,0,48700,200199,200199,unmeasured_low0_neutral0.5_high1_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,11956.645,0.000,219339.196,,,81,81,1,135,81,81,36,135,81,81,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,base,81,81,GRG-US-030,GRG-S001,base=neutral factor sensitivity; optimistic=high-bound factor sensitivity; scarcity=base sensitivity weighted by the disclosed scarcity proxy; none is an observed harmed-population count,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count. Profile recovery: ACS Yiddish does not identify YIVO versus Hasidic orthographic audience; the interval is an upper ceiling for this edition Caveat: Exact edition is reproducible but its audience share inside the pooled ACS observation is unknown."
85,OBS-GRG-US-029,English-oriented Pennsylvania German spelling used by Vitt Du Deitsh Shvetza / Di Heilich Shrift / Ich Kann PA Deitsh Shreiva,pdc-Latn-US,United States,179920,185200,190480,0,46300,190480,190480,unmeasured_low0_neutral0.5_high1_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,11367.406,0.000,208691.003,,,82,82,1,135,82,82,36,135,82,82,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,optimistic,82,82,GRG-US-029,GRG-S001,base=neutral factor sensitivity; optimistic=high-bound factor sensitivity; scarcity=base sensitivity weighted by the disclosed scarcity proxy; none is an observed harmed-population count,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count. Profile recovery: ACS Pennsylvania German does not identify spelling-system competence; interval is an edition ceiling Caveat: The alternative German-oriented system is not claimed covered."
86,EXP-031,Timor-Leste Makasai Latin-script edition,mkz-Latn-TL,Timor-Leste,123840,123840,123840,0,42972,123840,123840,territory_adult_literacy_proxy_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,10550.327,0.000,135679.829,,,83,83,1,135,84,84,36,135,83,84,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,base,83,83,ALG-TL-L003,ALG-S014,base=neutral factor sensitivity; optimistic=high-bound factor sensitivity; scarcity=base sensitivity weighted by the disclosed scarcity proxy; none is an observed harmed-population count,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count."
87,OBS-GRG-US-003,Diné Bizaad in Navajo Nation school orthography,nv-Latn-US,United States,158202,161200,164198,0,40300,164198,164198,unmeasured_low0_neutral0.5_high1_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,9894.308,0.000,179896.290,,,84,84,1,135,83,83,36,135,83,84,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,optimistic,83,83,GRG-US-003,GRG-S001,base=neutral factor sensitivity; optimistic=high-bound factor sensitivity; scarcity=base sensitivity weighted by the disclosed scarcity proxy; none is an observed harmed-population count,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count."
88,EXP-026,Peru Ashaninka Latin-script edition,cni-Latn-PE,Peru,73567,73567,73567,0,34451,73567,73567,territory_adult_literacy_proxy_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,8458.283,0.000,80600.436,,,85,85,1,135,88,88,36,135,85,88,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,base,85,85,POP-PE-003,PM-S007,base=neutral factor sensitivity; optimistic=high-bound factor sensitivity; scarcity=base sensitivity weighted by the disclosed scarcity proxy; none is an observed harmed-population count,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count."
89,EXP-036,New Zealand Samoan Latin-script edition,sm-Latn-NZ,New Zealand,110539,110541,110543,0,27635,110543,110543,unmeasured_low0_neutral0.5_high1_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,6784.843,0.000,121111.558,,,86,86,1,135,85,85,36,135,85,86,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,optimistic,85,85,POP-NZ-003,PM-S014,base=neutral factor sensitivity; optimistic=high-bound factor sensitivity; scarcity=base sensitivity weighted by the disclosed scarcity proxy; none is an observed harmed-population count,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count."
90,EXP-027,Peru Awajun Latin-script edition,agr-Latn-PE,Peru,56584,56584,56584,0,26498,56584,56584,territory_adult_literacy_proxy_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,6505.691,0.000,61993.762,,,87,87,1,135,92,92,36,135,87,92,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,base,87,87,POP-PE-004,PM-S007,base=neutral factor sensitivity; optimistic=high-bound factor sensitivity; scarcity=base sensitivity weighted by the disclosed scarcity proxy; none is an observed harmed-population count,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count."
91,OBS-GRG-PL-004,School-standard Kashubian,csb-Latn-PL,Poland,89198,89198,89198,0,22300,89198,89198,unmeasured_low0_neutral0.5_high1_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,5475.014,0.000,97725.851,,,90,90,1,135,86,86,36,135,86,90,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,optimistic,86,86,GRG-PL-004,GRG-S006,base=neutral factor sensitivity; optimistic=high-bound factor sensitivity; scarcity=base sensitivity weighted by the disclosed scarcity proxy; none is an observed harmed-population count,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count."
92,EXP-032,Timor-Leste Kemak Latin-script edition,kem-Latn-TL,Timor-Leste,68995,68995,68995,0,23941,68995,68995,territory_adult_literacy_proxy_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,5877.906,0.000,75591.326,,,88,88,1,135,90,90,36,135,88,90,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,base,88,88,ALG-TL-L006,ALG-S014,base=neutral factor sensitivity; optimistic=high-bound factor sensitivity; scarcity=base sensitivity weighted by the disclosed scarcity proxy; none is an observed harmed-population count,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count."
93,OBS-GRG-US-026,Jamaican Creole in Cassidy/JLU orthography,jam-Latn-JM,United States,68605,72000,75395,0,18000,75395,75395,unmeasured_low0_neutral0.5_high1_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,4419.294,0.000,82603.203,,,91,91,1,135,87,87,36,135,87,91,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,optimistic,87,87,GRG-US-026,GRG-S001,base=neutral factor sensitivity; optimistic=high-bound factor sensitivity; scarcity=base sensitivity weighted by the disclosed scarcity proxy; none is an observed harmed-population count,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count."
94,EXP-033,Timor-Leste Bunak Latin-script edition,bfn-Latn-TL,Timor-Leste,64686,64686,64686,0,22446,64686,64686,territory_adult_literacy_proxy_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,5510.859,0.000,70870.360,,,89,89,1,135,91,91,36,135,89,91,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,base,89,89,ALG-TL-L007,ALG-S014,base=neutral factor sensitivity; optimistic=high-bound factor sensitivity; scarcity=base sensitivity weighted by the disclosed scarcity proxy; none is an observed harmed-population count,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count."
95,EXP-034,Timor-Leste Tokodede Latin-script edition,tkd-Latn-TL,Timor-Leste,46784,46784,46784,0,16234,46784,46784,territory_adult_literacy_proxy_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,3985.712,0.000,51256.824,,,93,93,1,135,93,93,36,135,93,93,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,optimistic,93,93,ALG-TL-L008,ALG-S014,base=neutral factor sensitivity; optimistic=high-bound factor sensitivity; scarcity=base sensitivity weighted by the disclosed scarcity proxy; none is an observed harmed-population count,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count."
96,EXP-028,Peru Shipibo-Konibo Latin-script edition,shp-Latn-PE,Peru,34152,34152,34152,0,15993,34152,34152,territory_adult_literacy_proxy_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,3926.542,0.000,37417.131,,,94,94,1,135,96,96,36,135,94,96,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,base,94,94,POP-PE-005,PM-S007,base=neutral factor sensitivity; optimistic=high-bound factor sensitivity; scarcity=base sensitivity weighted by the disclosed scarcity proxy; none is an observed harmed-population count,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count."
97,NAT-044,Fataluku,ddg-Latn-TL,Timor-Leste,41500,41500,41500,0,14401,41500,41500,territory_adult_literacy_proxy_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,3535.681,0.000,45467.643,,,95,95,1,135,94,94,36,135,94,95,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,optimistic,94,94,ALG-TL-L009,ALG-S014,base=neutral factor sensitivity; optimistic=high-bound factor sensitivity; scarcity=base sensitivity weighted by the disclosed scarcity proxy; none is an observed harmed-population count,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count."
98,OBS-GRG-US-023,Standard ʻŌlelo Hawaiʻi with ʻokina and kahakō,haw-Latn-US,United States,30623,32730,34837,0,8182,34837,34837,unmeasured_low0_neutral0.5_high1_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,2008.815,0.000,38167.621,,,96,96,1,135,95,95,36,135,95,96,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,base,96,96,GRG-US-023,GRG-S001,base=neutral factor sensitivity; optimistic=high-bound factor sensitivity; scarcity=base sensitivity weighted by the disclosed scarcity proxy; none is an observed harmed-population count,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count."
99,OBS-GRG-US-017,Standard Marshallese under the 2010 Orthography Act,mh-Latn-MH,United States,25198,27160,29122,0,6790,29122,29122,unmeasured_low0_neutral0.5_high1_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,1667.056,0.000,31906.234,,,98,98,1,135,97,97,36,135,97,98,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,optimistic,97,97,GRG-US-017,GRG-S001,base=neutral factor sensitivity; optimistic=high-bound factor sensitivity; scarcity=base sensitivity weighted by the disclosed scarcity proxy; none is an observed harmed-population count,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count."
100,EXP-035,Timor-Leste Waima'a Latin-script edition,wmh-Latn-TL,Timor-Leste,21227,21227,21227,0,7366,21227,21227,territory_adult_literacy_proxy_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,1808.473,0.000,23256.425,,,97,97,1,135,98,98,36,135,97,98,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,base,97,97,ALG-TL-L010,ALG-S014,base=neutral factor sensitivity; optimistic=high-bound factor sensitivity; scarcity=base sensitivity weighted by the disclosed scarcity proxy; none is an observed harmed-population count,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count."
101,OBS-GRG-US-001,Standard Central Alaskan Yup'ik,esu-Latn-US,United States,15337,16120,16903,0,4030,16903,16903,unmeasured_low0_neutral0.5_high1_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,989.431,0.000,18519.026,,,100,100,1,135,100,100,36,135,100,100,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,optimistic,100,100,GRG-US-001,GRG-S001,base=neutral factor sensitivity; optimistic=high-bound factor sensitivity; scarcity=base sensitivity weighted by the disclosed scarcity proxy; none is an observed harmed-population count,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count."
102,OBS-GRG-US-018,Chuuk State standard Chuukese,chk-Latn-FM,United States,12612,14700,16788,0,3675,16788,16788,unmeasured_low0_neutral0.5_high1_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,902.272,0.000,18393.031,,,101,101,1,135,101,101,36,135,101,101,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,base,101,101,GRG-US-018,GRG-S001,base=neutral factor sensitivity; optimistic=high-bound factor sensitivity; scarcity=base sensitivity weighted by the disclosed scarcity proxy; none is an observed harmed-population count,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count."
103,OBS-GRG-US-002,Dilzhe'e Apache dictionary spelling profile with its documented tone and consonant adaptations,apw-Latn-US,United States,11767,12730,13693,0,3182,13693,13693,unmeasured_low0_neutral0.5_high1_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,781.233,0.000,15002.131,,,102,102,1,135,102,102,36,135,102,102,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,optimistic,102,102,GRG-US-002,GRG-S001,base=neutral factor sensitivity; optimistic=high-bound factor sensitivity; scarcity=base sensitivity weighted by the disclosed scarcity proxy; none is an observed harmed-population count,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count. Profile recovery: ACS Western Apache pools Dilzhe'e / San Carlos / White Mountain audiences; interval is a ceiling for the Dilzhe'e edition Caveat: No coverage of other Western Apache varieties is claimed."
