portfolio_position,top100,intervention_id,intervention_name,target_profiles,territory_or_scope,portfolio_lane,region,subregion,observation_id,observation_language_label,observation_edition_profile,observation_territory,modality,script_or_profile,learner_stratum,population_measure,count_unit,population_low,population_base,population_high,source_reported_low,source_reported_high,population_interval_status,reference_date_or_year,source_id,source_locator,source_observation_transcribed_exactly,source_title,source_authority,source_type,source_tier,source_confidence,marginal_access_low,marginal_access_base_sensitivity,marginal_access_high,source_limitations,local_witness_sha256,target_mapping_status,overlap_group_id,alternative_measure_role,existing_edition_overlap_status,access_factor_status,evidence_caveat,observation_caveats,aggregation_rule
110,false,OBS-GRG-US-009,Third Mesa Hopi edition using the Hopi Dictionary Project / Learn Hopi orthography,hop-Latn-US,United States,small_population_prestige_domain_screen,Americas,North America,GRG-US-009,Hopi,exact ACS language row; script not reported by source,United States,written_text_candidate,not asserted by population source,direct_language_sample_estimate,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,estimated_persons,6344,7105,7866,6344,7866,source_interval_or_exact_bounds,2017-2021,GRG-S001,Nation worksheet row 535,true,Detailed Languages Spoken at Home and Ability to Speak English for the Population 5 Years and Over in the United States: 2017-2021,U.S. Census Bureau,official ACS five-year detailed-language tabulation,1,high,0,1776,7866,"Sample estimates, not enumerated counts. Universe is age 5 and over and the measure is language spoken at home, not mother tongue or educational access. Parent language-family rows overlap child rows and were excluded. Published margins of error are 90 percent intervals; nonsampling error is not included. Detailed estimates may not sum to aggregates because of rounding.",724E415C533B268820367A85739F76F4EC4CCC881A19C9C52C908E447D1C2533,source_named_language_observation,US-ACS-2017-2021-HOME-LANGUAGE,direct_language_population_observation,pending_central_coverage_join,unmeasured_low0_neutral0.5_high1_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count. Profile recovery: ACS Hopi pools mesa/community varieties; interval is a ceiling for the Third Mesa edition Caveat: First Mesa and Second Mesa localization is not claimed.",published point estimate; low and high are estimate minus and plus published 90 percent margin of error Selected child language categories are mutually exclusive in the source hierarchy; do not combine with parent family totals Sample estimate for persons age 5 plus and language spoken at home; not an L1 count; source reports no script or orthography.,Do not sum this row with heterogeneous or overlapping observations as unique people unless an explicit disjoint-universe rule exists.
111,false,OBS-GRG-US-010,Tohono O'odham in official Alvarez-Hale orthography,ood-Latn-US,United States,small_population_prestige_domain_screen,Americas,North America,GRG-US-010,Tohono O'odham,exact ACS language row; script not reported by source,United States,written_text_candidate,not asserted by population source,direct_language_sample_estimate,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,estimated_persons,5672,6343,7014,5672,7014,source_interval_or_exact_bounds,2017-2021,GRG-S001,Nation worksheet row 538,true,Detailed Languages Spoken at Home and Ability to Speak English for the Population 5 Years and Over in the United States: 2017-2021,U.S. Census Bureau,official ACS five-year detailed-language tabulation,1,high,0,1586,7014,"Sample estimates, not enumerated counts. Universe is age 5 and over and the measure is language spoken at home, not mother tongue or educational access. Parent language-family rows overlap child rows and were excluded. Published margins of error are 90 percent intervals; nonsampling error is not included. Detailed estimates may not sum to aggregates because of rounding.",724E415C533B268820367A85739F76F4EC4CCC881A19C9C52C908E447D1C2533,source_named_language_observation,US-ACS-2017-2021-HOME-LANGUAGE,direct_language_population_observation,pending_central_coverage_join,unmeasured_low0_neutral0.5_high1_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",published point estimate; low and high are estimate minus and plus published 90 percent margin of error Selected child language categories are mutually exclusive in the source hierarchy; do not combine with parent family totals Sample estimate for persons age 5 plus and language spoken at home; not an L1 count; source reports no script or orthography.,Do not sum this row with heterogeneous or overlapping observations as unique people unless an explicit disjoint-universe rule exists.
112,false,OBS-GRG-US-024,Standard Fijian / Vosa Vakaviti school register,fj-Latn-FJ,United States,small_population_prestige_domain_screen,Americas,North America (Pacific diaspora),GRG-US-024,Fijian,exact ACS language row; script not reported by source,United States,written_text_candidate,not asserted by population source,direct_language_sample_estimate,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,estimated_persons,5194,6229,7264,5194,7264,source_interval_or_exact_bounds,2017-2021,GRG-S001,Nation worksheet row 247,true,Detailed Languages Spoken at Home and Ability to Speak English for the Population 5 Years and Over in the United States: 2017-2021,U.S. Census Bureau,official ACS five-year detailed-language tabulation,1,high,0,1557,7264,"Sample estimates, not enumerated counts. Universe is age 5 and over and the measure is language spoken at home, not mother tongue or educational access. Parent language-family rows overlap child rows and were excluded. Published margins of error are 90 percent intervals; nonsampling error is not included. Detailed estimates may not sum to aggregates because of rounding.",724E415C533B268820367A85739F76F4EC4CCC881A19C9C52C908E447D1C2533,source_named_language_observation,US-ACS-2017-2021-HOME-LANGUAGE,direct_language_population_observation,pending_central_coverage_join,unmeasured_low0_neutral0.5_high1_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",published point estimate; low and high are estimate minus and plus published 90 percent margin of error Selected child language categories are mutually exclusive in the source hierarchy; do not combine with parent family totals United States diaspora observation; sample estimate for persons age 5 plus and language spoken at home; source reports no script or orthography.,Do not sum this row with heterogeneous or overlapping observations as unique people unless an explicit disjoint-universe rule exists.
113,false,OBS-GRG-US-011,North Slope / North Alaskan Inupiatun edition using the accepted UAF/ANLA orthography and definitive North Slope lexicon,esi-Latn-US,United States,small_population_prestige_domain_screen,Americas,Arctic,GRG-US-011,Inupiaq,exact ACS language row; script not reported by source,United States,written_text_candidate,not asserted by population source,direct_language_sample_estimate,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,estimated_persons,5302,5819,6336,5302,6336,source_interval_or_exact_bounds,2017-2021,GRG-S001,Nation worksheet row 458,true,Detailed Languages Spoken at Home and Ability to Speak English for the Population 5 Years and Over in the United States: 2017-2021,U.S. Census Bureau,official ACS five-year detailed-language tabulation,1,high,0,1455,6336,"Sample estimates, not enumerated counts. Universe is age 5 and over and the measure is language spoken at home, not mother tongue or educational access. Parent language-family rows overlap child rows and were excluded. Published margins of error are 90 percent intervals; nonsampling error is not included. Detailed estimates may not sum to aggregates because of rounding.",724E415C533B268820367A85739F76F4EC4CCC881A19C9C52C908E447D1C2533,source_named_language_observation,US-ACS-2017-2021-HOME-LANGUAGE,direct_language_population_observation,pending_central_coverage_join,unmeasured_low0_neutral0.5_high1_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count. Profile recovery: ACS Inupiaq pools North Alaskan and Seward Peninsula varieties; interval is a ceiling for the esi edition Caveat: Using esi replaces the non-exact ik macrolanguage tag; no Seward Peninsula coverage is claimed.",published point estimate; low and high are estimate minus and plus published 90 percent margin of error Selected child language categories are mutually exclusive in the source hierarchy; do not combine with parent family totals Sample estimate for persons age 5 plus and language spoken at home; not an L1 count; source reports no script or orthography.,Do not sum this row with heterogeneous or overlapping observations as unique people unless an explicit disjoint-universe rule exists.
114,false,OBS-GRG-US-031,Mam in ALMG normative orthography,mam-Latn-GT,United States,small_population_prestige_domain_screen,Americas,North America (Central American Indigenous diaspora),GRG-US-031,Mam,exact ACS language row; script not reported by source,United States,written_text_candidate,not asserted by population source,direct_language_sample_estimate,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,estimated_persons,3947,5062,6177,3947,6177,source_interval_or_exact_bounds,2017-2021,GRG-S001,Nation worksheet row 547,true,Detailed Languages Spoken at Home and Ability to Speak English for the Population 5 Years and Over in the United States: 2017-2021,U.S. Census Bureau,official ACS five-year detailed-language tabulation,1,high,0,1266,6177,"Sample estimates, not enumerated counts. Universe is age 5 and over and the measure is language spoken at home, not mother tongue or educational access. Parent language-family rows overlap child rows and were excluded. Published margins of error are 90 percent intervals; nonsampling error is not included. Detailed estimates may not sum to aggregates because of rounding.",724E415C533B268820367A85739F76F4EC4CCC881A19C9C52C908E447D1C2533,source_named_language_observation,US-ACS-2017-2021-HOME-LANGUAGE,direct_language_population_observation,pending_central_coverage_join,unmeasured_low0_neutral0.5_high1_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",published point estimate; low and high are estimate minus and plus published 90 percent margin of error Selected child language categories are mutually exclusive in the source hierarchy; do not combine with parent Mayan totals United States diaspora observation; sample estimate for persons age 5 plus and language spoken at home; source reports no script or orthography.,Do not sum this row with heterogeneous or overlapping observations as unique people unless an explicit disjoint-universe rule exists.
115,false,OBS-GRG-US-013,Odawa edition using the Nishnaabemwin Odawa and Eastern Ojibwe dictionary's documented Double-Vowel profile,otw-Latn-US,United States,small_population_prestige_domain_screen,Americas,North America,GRG-US-013,Ottawa,exact ACS language row; script not reported by source,United States,written_text_candidate,not asserted by population source,direct_language_sample_estimate,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,estimated_persons,4099,4888,5677,4099,5677,source_interval_or_exact_bounds,2017-2021,GRG-S001,Nation worksheet row 474,true,Detailed Languages Spoken at Home and Ability to Speak English for the Population 5 Years and Over in the United States: 2017-2021,U.S. Census Bureau,official ACS five-year detailed-language tabulation,1,high,0,1222,5677,"Sample estimates, not enumerated counts. Universe is age 5 and over and the measure is language spoken at home, not mother tongue or educational access. Parent language-family rows overlap child rows and were excluded. Published margins of error are 90 percent intervals; nonsampling error is not included. Detailed estimates may not sum to aggregates because of rounding.",724E415C533B268820367A85739F76F4EC4CCC881A19C9C52C908E447D1C2533,source_named_language_observation,US-ACS-2017-2021-HOME-LANGUAGE,direct_language_population_observation,pending_central_coverage_join,unmeasured_low0_neutral0.5_high1_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count. Profile recovery: ACS Ottawa does not identify community or dictionary-standard competence; interval is a ceiling Caveat: Exact dictionary profile is reproducible; no universal Odawa standard is asserted.",published point estimate; low and high are estimate minus and plus published 90 percent margin of error Selected child language categories are mutually exclusive in the source hierarchy; do not combine with parent family totals Sample estimate for persons age 5 plus and language spoken at home; not an L1 count; source reports no script or orthography.,Do not sum this row with heterogeneous or overlapping observations as unique people unless an explicit disjoint-universe rule exists.
116,false,OBS-GRG-US-020,Palauan national school-literacy register,pau-Latn-PW,United States,small_population_prestige_domain_screen,Americas,North America (Pacific diaspora),GRG-US-020,Palauan,exact ACS language row; script not reported by source,United States,written_text_candidate,not asserted by population source,direct_language_sample_estimate,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,estimated_persons,4023,4670,5317,4023,5317,source_interval_or_exact_bounds,2017-2021,GRG-S001,Nation worksheet row 237,true,Detailed Languages Spoken at Home and Ability to Speak English for the Population 5 Years and Over in the United States: 2017-2021,U.S. Census Bureau,official ACS five-year detailed-language tabulation,1,high,0,1168,5317,"Sample estimates, not enumerated counts. Universe is age 5 and over and the measure is language spoken at home, not mother tongue or educational access. Parent language-family rows overlap child rows and were excluded. Published margins of error are 90 percent intervals; nonsampling error is not included. Detailed estimates may not sum to aggregates because of rounding.",724E415C533B268820367A85739F76F4EC4CCC881A19C9C52C908E447D1C2533,source_named_language_observation,US-ACS-2017-2021-HOME-LANGUAGE,direct_language_population_observation,pending_central_coverage_join,unmeasured_low0_neutral0.5_high1_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",published point estimate; low and high are estimate minus and plus published 90 percent margin of error Selected child language categories are mutually exclusive in the source hierarchy; do not combine with parent family totals United States diaspora observation; sample estimate for persons age 5 plus and language spoken at home; source reports no script or orthography.,Do not sum this row with heterogeneous or overlapping observations as unique people unless an explicit disjoint-universe rule exists.
117,false,OBS-GRG-AU-002,Djambarrpuyŋu written educational profile,djr-Latn-AU,Australia,small_population_prestige_domain_screen,Oceania,Australia,GRG-AU-002,Djambarrpuyngu,exact census language row; script not reported by source,Australia,written_text_candidate,not asserted by population source,direct_language_census_count,census_language_used_at_home_persons,persons,3870,3870,3870,3870,3870,source_interval_or_exact_bounds,2021,GRG-S002,"Language used at home, top responses other than English; Australia column; Djambarrpuyngu row",true,"2021 Lingiari, Census All persons QuickStats",Australian Bureau of Statistics,official national census QuickStats,1,high,0,968,3870,"National values are the Australia comparison column, not the Lingiari local counts. ABS applied small random changes to cells for privacy. Language used at home permits one main-language response and is not an L1 or educational-access measure.",F105D980714B0929937CDD5EBAE524D382070088AA17148487FC1A07824D28C6,source_named_language_observation,AU-CENSUS-2021-LANP,direct_language_population_observation,pending_central_coverage_join,unmeasured_low0_neutral0.5_high1_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",published perturbed national count; no interval supplied; low equals base equals high Single-response main-language categories; selected rows are not summed with broad categories ABS applied small random changes for privacy; count is main language used at home and not an L1 count; source reports no script or orthography.,Do not sum this row with heterogeneous or overlapping observations as unique people unless an explicit disjoint-universe rule exists.
118,false,OBS-GRG-US-032,K'iche' in ALMG normative orthography,quc-Latn-GT,United States,small_population_prestige_domain_screen,Americas,North America (Central American Indigenous diaspora),GRG-US-032,Kiche,exact ACS language row; script not reported by source,United States,written_text_candidate,not asserted by population source,direct_language_sample_estimate,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,estimated_persons,2944,3787,4630,2944,4630,source_interval_or_exact_bounds,2017-2021,GRG-S001,Nation worksheet row 548,true,Detailed Languages Spoken at Home and Ability to Speak English for the Population 5 Years and Over in the United States: 2017-2021,U.S. Census Bureau,official ACS five-year detailed-language tabulation,1,high,0,947,4630,"Sample estimates, not enumerated counts. Universe is age 5 and over and the measure is language spoken at home, not mother tongue or educational access. Parent language-family rows overlap child rows and were excluded. Published margins of error are 90 percent intervals; nonsampling error is not included. Detailed estimates may not sum to aggregates because of rounding.",724E415C533B268820367A85739F76F4EC4CCC881A19C9C52C908E447D1C2533,source_named_language_observation,US-ACS-2017-2021-HOME-LANGUAGE,direct_language_population_observation,pending_central_coverage_join,unmeasured_low0_neutral0.5_high1_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",published point estimate; low and high are estimate minus and plus published 90 percent margin of error Selected child language categories are mutually exclusive in the source hierarchy; do not combine with parent Mayan totals United States diaspora observation; the exact source label Kiche plus its terminal cell space is retained without inserting an apostrophe; source reports no script or orthography.,Do not sum this row with heterogeneous or overlapping observations as unique people unless an explicit disjoint-universe rule exists.
119,false,OBS-GRG-US-014,Apsáalooke community curriculum profile,cro-Latn-US,United States,small_population_prestige_domain_screen,Americas,North America,GRG-US-014,Crow,exact ACS language row; script not reported by source,United States,written_text_candidate,not asserted by population source,direct_language_sample_estimate,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,estimated_persons,3194,3650,4106,3194,4106,source_interval_or_exact_bounds,2017-2021,GRG-S001,Nation worksheet row 508,true,Detailed Languages Spoken at Home and Ability to Speak English for the Population 5 Years and Over in the United States: 2017-2021,U.S. Census Bureau,official ACS five-year detailed-language tabulation,1,high,0,912,4106,"Sample estimates, not enumerated counts. Universe is age 5 and over and the measure is language spoken at home, not mother tongue or educational access. Parent language-family rows overlap child rows and were excluded. Published margins of error are 90 percent intervals; nonsampling error is not included. Detailed estimates may not sum to aggregates because of rounding.",724E415C533B268820367A85739F76F4EC4CCC881A19C9C52C908E447D1C2533,source_named_language_observation,US-ACS-2017-2021-HOME-LANGUAGE,direct_language_population_observation,pending_central_coverage_join,unmeasured_low0_neutral0.5_high1_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",published point estimate; low and high are estimate minus and plus published 90 percent margin of error Selected child language categories are mutually exclusive in the source hierarchy; do not combine with parent family totals Sample estimate for persons age 5 plus and language spoken at home; not an L1 count; source reports no script or orthography.,Do not sum this row with heterogeneous or overlapping observations as unique people unless an explicit disjoint-universe rule exists.
120,false,OBS-GRG-US-006,Two-output Choctaw bundle: Choctaw Nation of Oklahoma instructional alphabet plus Mississippi Band modern Byington-variant alphabet,cho-Latn-US|cho-Latn-US,United States,small_population_prestige_domain_screen,Americas,North America,GRG-US-006,Choctaw,exact ACS language row; script not reported by source,United States,written_text_candidate,not asserted by population source,direct_language_sample_estimate,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,estimated_persons,6523,7260,7997,6523,7997,source_interval_or_exact_bounds,2017-2021,GRG-S001,Nation worksheet row 520,true,Detailed Languages Spoken at Home and Ability to Speak English for the Population 5 Years and Over in the United States: 2017-2021,U.S. Census Bureau,official ACS five-year detailed-language tabulation,1,high,0,1815,7997,"Sample estimates, not enumerated counts. Universe is age 5 and over and the measure is language spoken at home, not mother tongue or educational access. Parent language-family rows overlap child rows and were excluded. Published margins of error are 90 percent intervals; nonsampling error is not included. Detailed estimates may not sum to aggregates because of rounding.",724E415C533B268820367A85739F76F4EC4CCC881A19C9C52C908E447D1C2533,source_named_language_observation,US-ACS-2017-2021-HOME-LANGUAGE,direct_language_population_observation,pending_central_coverage_join,unmeasured_low0_neutral0.5_high1_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count. Profile recovery: One ACS Choctaw observation cannot be split between tribal standards and must never be multiplied by two Caveat: BCP 47 cannot distinguish the two tribal editions; edition identity is carried by the named authority.",published point estimate; low and high are estimate minus and plus published 90 percent margin of error Selected child language categories are mutually exclusive in the source hierarchy; do not combine with parent family totals Sample estimate for persons age 5 plus and language spoken at home; not an L1 count; source reports no script or orthography.,Do not sum this row with heterogeneous or overlapping observations as unique people unless an explicit disjoint-universe rule exists.
121,false,OBS-GRG-AU-006,Pitjantjatjara Aṉangu school profile,pjt-Latn-AU,Australia,small_population_prestige_domain_screen,Oceania,Australia,GRG-AU-006,Pitjantjatjara,exact census language row; script not reported by source,Australia,written_text_candidate,not asserted by population source,direct_language_census_count,census_language_used_at_home_persons,persons,3458,3458,3458,3458,3458,source_interval_or_exact_bounds,2021,GRG-S003,"Language used at home, top responses other than English; Australia column; Pitjantjatjara row",true,"2021 Alice Springs, Census All persons QuickStats",Australian Bureau of Statistics,official national census QuickStats,1,high,0,864,3458,"National value is the Australia comparison column, not the Alice Springs local count. ABS applied small random changes to cells for privacy. Language used at home permits one main-language response and is not an L1 or educational-access measure.",F10C4303A4074CB3340B87F84CBE7840302E01439D64C17FBA0D333FDC8DBA98,source_named_language_observation,AU-CENSUS-2021-LANP,direct_language_population_observation,pending_central_coverage_join,unmeasured_low0_neutral0.5_high1_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",published perturbed national count; no interval supplied; low equals base equals high Single-response main-language categories; selected rows are not summed with broad categories ABS applied small random changes for privacy; count is main language used at home and not an L1 count; source reports no script or orthography.,Do not sum this row with heterogeneous or overlapping observations as unique people unless an explicit disjoint-universe rule exists.
122,false,OBS-GRG-US-035,Honduras SECAPPH Garifuna educational edition using its published Garifuna alphabet,cab-Latn-HN,United States,small_population_prestige_domain_screen,Americas,North America (Caribbean and Central American diaspora),GRG-US-035,Garifuna,exact ACS language row; script not reported by source,United States,written_text_candidate,not asserted by population source,direct_language_sample_estimate,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,estimated_persons,2422,3080,3738,2422,3738,source_interval_or_exact_bounds,2017-2021,GRG-S001,Nation worksheet row 564,true,Detailed Languages Spoken at Home and Ability to Speak English for the Population 5 Years and Over in the United States: 2017-2021,U.S. Census Bureau,official ACS five-year detailed-language tabulation,1,high,0,770,3738,"Sample estimates, not enumerated counts. Universe is age 5 and over and the measure is language spoken at home, not mother tongue or educational access. Parent language-family rows overlap child rows and were excluded. Published margins of error are 90 percent intervals; nonsampling error is not included. Detailed estimates may not sum to aggregates because of rounding.",724E415C533B268820367A85739F76F4EC4CCC881A19C9C52C908E447D1C2533,source_named_language_observation,US-ACS-2017-2021-HOME-LANGUAGE,direct_language_population_observation,pending_central_coverage_join,unmeasured_low0_neutral0.5_high1_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count. Profile recovery: US ACS Garifuna does not identify Honduras / Belize / Guatemala / Nicaragua origin; interval is only a ceiling for the Honduras edition Caveat: No coverage of the other national educational profiles is claimed.",published point estimate; low and high are estimate minus and plus published 90 percent margin of error Selected child language categories are mutually exclusive in the source hierarchy; do not combine with parent Middle and South American totals United States diaspora observation; sample estimate for persons age 5 plus and language spoken at home; source reports no script or orthography.,Do not sum this row with heterogeneous or overlapping observations as unique people unless an explicit disjoint-universe rule exists.
123,false,OBS-GRG-AU-003,Warlpiri practical school orthography,wbp-Latn-AU,Australia,small_population_prestige_domain_screen,Oceania,Australia,GRG-AU-003,Warlpiri,exact census language row; script not reported by source,Australia,written_text_candidate,not asserted by population source,direct_language_census_count,census_language_used_at_home_persons,persons,2624,2624,2624,2624,2624,source_interval_or_exact_bounds,2021,GRG-S002,"Language used at home, top responses other than English; Australia column; Warlpiri row",true,"2021 Lingiari, Census All persons QuickStats",Australian Bureau of Statistics,official national census QuickStats,1,high,0,656,2624,"National values are the Australia comparison column, not the Lingiari local counts. ABS applied small random changes to cells for privacy. Language used at home permits one main-language response and is not an L1 or educational-access measure.",F105D980714B0929937CDD5EBAE524D382070088AA17148487FC1A07824D28C6,source_named_language_observation,AU-CENSUS-2021-LANP,direct_language_population_observation,pending_central_coverage_join,unmeasured_low0_neutral0.5_high1_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",published perturbed national count; no interval supplied; low equals base equals high Single-response main-language categories; selected rows are not summed with broad categories ABS applied small random changes for privacy; count is main language used at home and not an L1 count; source reports no script or orthography.,Do not sum this row with heterogeneous or overlapping observations as unique people unless an explicit disjoint-universe rule exists.
124,false,OBS-GRG-US-015,Sisseton-Wahpeton / Eastern Dakota edition in the tribal-college documented University of Minnesota orthography,dak-Latn-US,United States,small_population_prestige_domain_screen,Americas,North America,GRG-US-015,Dakota,exact ACS language row; script not reported by source,United States,written_text_candidate,not asserted by population source,direct_language_sample_estimate,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,estimated_persons,2222,2611,3000,2222,3000,source_interval_or_exact_bounds,2017-2021,GRG-S001,Nation worksheet row 510,true,Detailed Languages Spoken at Home and Ability to Speak English for the Population 5 Years and Over in the United States: 2017-2021,U.S. Census Bureau,official ACS five-year detailed-language tabulation,1,high,0,653,3000,"Sample estimates, not enumerated counts. Universe is age 5 and over and the measure is language spoken at home, not mother tongue or educational access. Parent language-family rows overlap child rows and were excluded. Published margins of error are 90 percent intervals; nonsampling error is not included. Detailed estimates may not sum to aggregates because of rounding.",724E415C533B268820367A85739F76F4EC4CCC881A19C9C52C908E447D1C2533,source_named_language_observation,US-ACS-2017-2021-HOME-LANGUAGE,direct_language_population_observation,pending_central_coverage_join,unmeasured_low0_neutral0.5_high1_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count. Profile recovery: ACS Dakota pools Eastern and Western varieties; interval is a ceiling for the Sisseton-Wahpeton edition Caveat: Western Yankton/Yanktonai coverage is not claimed.",published point estimate; low and high are estimate minus and plus published 90 percent margin of error Selected child language categories are mutually exclusive in the source hierarchy; do not combine with parent family totals Sample estimate for persons age 5 plus and language spoken at home; not an L1 count; source reports no script or orthography.,Do not sum this row with heterogeneous or overlapping observations as unique people unless an explicit disjoint-universe rule exists.
125,false,OBS-GRG-US-033,Q'anjob'al in ALMG normative orthography,kjb-Latn-GT,United States,small_population_prestige_domain_screen,Americas,North America (Central American Indigenous diaspora),GRG-US-033,Qanjobal,exact ACS language row; script not reported by source,United States,written_text_candidate,not asserted by population source,direct_language_sample_estimate,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,estimated_persons,1532,2253,2974,1532,2974,source_interval_or_exact_bounds,2017-2021,GRG-S001,Nation worksheet row 552,true,Detailed Languages Spoken at Home and Ability to Speak English for the Population 5 Years and Over in the United States: 2017-2021,U.S. Census Bureau,official ACS five-year detailed-language tabulation,1,high,0,563,2974,"Sample estimates, not enumerated counts. Universe is age 5 and over and the measure is language spoken at home, not mother tongue or educational access. Parent language-family rows overlap child rows and were excluded. Published margins of error are 90 percent intervals; nonsampling error is not included. Detailed estimates may not sum to aggregates because of rounding.",724E415C533B268820367A85739F76F4EC4CCC881A19C9C52C908E447D1C2533,source_named_language_observation,US-ACS-2017-2021-HOME-LANGUAGE,direct_language_population_observation,pending_central_coverage_join,unmeasured_low0_neutral0.5_high1_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",published point estimate; low and high are estimate minus and plus published 90 percent margin of error Selected child language categories are mutually exclusive in the source hierarchy; do not combine with parent Mayan totals United States diaspora observation; exact printed label retained; source reports no script or orthography.,Do not sum this row with heterogeneous or overlapping observations as unique people unless an explicit disjoint-universe rule exists.
