curation_id,intervention_id,target_name,target_profile,target_type,candidate_rankability_status,observation_id,population_language_label,population_profile,territory,reference_year,measure_type,count_unit,exact_source_population,source_id,source_locator,join_suggestion_status,target_mapping_status,observation_use,overlap_group_id,automatic_curation_status,automatic_curation_reason,manual_disposition,manual_notes
CUR-0106,NAT-040,Malaysian Malay,ms-Latn-MY,natural_language,requires_exact_population_join,ASSEC-MY-MS-001,Malay,NAT-040 ms-Latn-MY Malaysian Malay,Malaysia,2026-03-17 CLDR release; component estimate year not stated,derived_cldr_territory_functional_language_users,persons,25923600,ASSEC-S006,cldr_target_derivations.md row ms-Latn-MY; supplementalData.xml XPath /supplementalData/territoryInfo/territory[@type='MY'] and languagePopulation[@type='ms'],code_only_profile_join_review,provisional_ms_language_and_Malaysia_match_to_NAT-040; source does not distinguish standard Malaysian Malay from broader Malay,context_or_sensitivity_only_until_exact_standard_variety_fit,ASSEC-MY-MS-FUNCTIONAL,context_until_specific_mapping_or_written_access,"The observation is a proxy, aggregate, oral-only measure, or unresolved mapping rather than an exact written-edition audience.",pending,
CUR-0107,NAT-041,Tetum Prasa,tet-Latn-TL,natural_language,requires_exact_population_join,ALG-TL-L001,Tetun Prasa,national mother-tongue variety,Timor-Leste,2015,census_mother_tongue_persons,persons,361027,ALG-S014,"Sheet 2.12, Table 12",strong_join_suggestion,source_named_language_observation,gross_upper_bound_pending_intervention_edges,TL-MT-2015,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
CUR-0108,NAT-041,Tetum Prasa,tet-Latn-TL,natural_language,requires_exact_population_join,ALG-TL-L004,Tetun Terik,national mother-tongue variety,Timor-Leste,2015,census_mother_tongue_persons,persons,71418,ALG-S014,"Sheet 2.12, Table 12",code_only_profile_join_review,source_named_language_observation,gross_upper_bound_pending_intervention_edges,TL-MT-2015,not_automatic_cross_territory_or_name_only,The target territory or exact code/profile does not match; explicit many-to-many curation is required.,pending,
CUR-0109,NAT-042,S'gaw Karen,ksw-Mymr-MM,natural_language,requires_exact_population_join,TH-2010-005,Karen,Karen census macro-label,Thailand,2010-09-01,census_usual_language_at_home_persons,persons,441114,TH-S001,"Table 7, PDF p. 98 (printed statistical table p. 75)",name_only_join_review,macro_or_unresolved_source_label,context_or_sensitivity_only,TH-OTHER-LABELS,not_automatic_cross_territory_or_name_only,The target territory or exact code/profile does not match; explicit many-to-many curation is required.,pending,
CUR-0110,NAT-043,Rohingya Hanifi profile,rhg-Rohg,natural_language,discovery_only_target_resolution_required,POP-RF-001,Rohingya,Rohingya refugees in Bangladesh planning proxy,Bangladesh,2026,operational_refugee_population_proxy_not_language,persons,1202034,PM-S019,"Dashboard headline, 31 July 2026",code_only_profile_join_review,non_language_population_proxy,context_or_sensitivity_only,,not_automatic_cross_territory_or_name_only,The target territory or exact code/profile does not match; explicit many-to-many curation is required.,pending,
CUR-0111,NAT-044,Fataluku,ddg-Latn-TL,natural_language,requires_exact_population_join,ALG-TL-L009,Fataluku,national mother-tongue variety,Timor-Leste,2015,census_mother_tongue_persons,persons,41500,ALG-S014,"Sheet 2.12, Table 12",strong_join_suggestion,source_named_language_observation,gross_upper_bound_pending_intervention_edges,TL-MT-2015,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
CUR-0112,NAT-046,Uzbek,uz-Latn-UZ,natural_language,requires_exact_population_join,ALG-KZ-L003,Uzbek,nationality-scoped native-language lower bound,Kazakhstan,2021,census_native_language_of_own_nationality_persons,persons,583456,ALG-S007,"Table 6, printed p. 243",same_language_other_territory_review,source_named_language_lower_bound,gross_lower_bound_pending_intervention_edges,KZ-UZBEK-NATIVE-2021,not_automatic_cross_territory_or_name_only,The target territory or exact code/profile does not match; explicit many-to-many curation is required.,pending,
CUR-0113,NAT-046,Uzbek,uz-Latn-UZ,natural_language,requires_exact_population_join,ALG-KG-L002,Uzbek,national native-language total,Kyrgyzstan,2022,census_native_language_persons,persons,884830,ALG-S008,"Table 3.8, printed p. 118",same_language_other_territory_review,source_named_language_observation,gross_upper_bound_pending_intervention_edges,KG-NATIVE-2022,not_automatic_cross_territory_or_name_only,The target territory or exact code/profile does not match; explicit many-to-many curation is required.,pending,
CUR-0114,NAT-046,Uzbek,uz-Latn-UZ,natural_language,requires_exact_population_join,ALG-TM-L002,Uzbek,national mother-tongue category,Turkmenistan,2022,census_mother_tongue_persons,persons,478212,ALG-S009,Table 4.9,same_language_other_territory_review,source_named_language_observation,gross_upper_bound_pending_intervention_edges,TM-MT-2022,not_automatic_cross_territory_or_name_only,The target territory or exact code/profile does not match; explicit many-to-many curation is required.,pending,
CUR-0115,NAT-046,Uzbek,uz-Latn-UZ,natural_language,requires_exact_population_join,ALG-UZ-L001,Uzbek,preliminary national mother-tongue category; published rounded,Uzbekistan,2026,preliminary_census_mother_tongue_persons_rounded,persons,35700000,ALG-S018,Preliminary-results paragraph published 2026-06-30,strong_join_suggestion,source_named_label_pending_edition_profile_evidence,context_or_sensitivity_only,UZ-MT-2026,context_until_specific_mapping_or_written_access,"The observation is a proxy, aggregate, oral-only measure, or unresolved mapping rather than an exact written-edition audience.",pending,
CUR-0116,NAT-047,Kazakh,kk-Cyrl-KZ,natural_language,requires_exact_population_join,ALG-KZ-L001,Kazakh,nationality-scoped native-language lower bound,Kazakhstan,2021,census_native_language_of_own_nationality_persons,persons,13380107,ALG-S007,"Table 6, printed p. 243",strong_join_suggestion,source_named_language_lower_bound,gross_lower_bound_pending_intervention_edges,KZ-KAZAKH-NATIVE-2021,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
CUR-0117,NAT-047,Kazakh,kk-Cyrl-KZ,natural_language,requires_exact_population_join,ALG-KZ-P001,Kazakh,population-wide fluency measure,Kazakhstan,2021,census_speaks_language_fluently_persons,persons,12670407,ALG-S007,"Table 8, printed p. 366",strong_join_suggestion,population_wide_language_proficiency_not_native_or_academic,context_or_written_ceiling_pending_literacy_evidence,KZ-KAZAKH-PROF-2021,manual_review,"Machine suggestion requires exact target, measure, and overlap review.",pending,
CUR-0118,NAT-047,Kazakh,kk-Cyrl-KZ,natural_language,requires_exact_population_join,ALG-KG-L007,Kazakh,ethnicity-scoped native-language lower bound,Kyrgyzstan,2022,census_native_language_of_own_ethnic_group_persons,persons,15314,ALG-S008,"Table 3.8, printed p. 118",same_language_other_territory_review,source_named_language_lower_bound,gross_lower_bound_pending_intervention_edges,KG-KAZAKH-NATIVE-2022,not_automatic_cross_territory_or_name_only,The target territory or exact code/profile does not match; explicit many-to-many curation is required.,pending,
CUR-0119,NAT-047,Kazakh,kk-Cyrl-KZ,natural_language,requires_exact_population_join,ALG-TM-L006,Kazakh,national mother-tongue category,Turkmenistan,2022,census_mother_tongue_persons,persons,10578,ALG-S009,Table 4.9,same_language_other_territory_review,source_named_language_observation,gross_upper_bound_pending_intervention_edges,TM-MT-2022,not_automatic_cross_territory_or_name_only,The target territory or exact code/profile does not match; explicit many-to-many curation is required.,pending,
CUR-0120,NAT-047,Kazakh,kk-Cyrl-KZ,natural_language,requires_exact_population_join,ALG-MN-E002,Казах / Kazakh,ethnicity proxy only,Mongolia,2020,census_citizen_ethnic_category_persons,persons,120999,ALG-S010,"Table 1.1.5, printed p. 20",name_only_join_review,non_language_population_proxy,context_or_sensitivity_only,MN-ETHNIC-2020,not_automatic_cross_territory_or_name_only,The target territory or exact code/profile does not match; explicit many-to-many curation is required.,pending,
CUR-0121,NAT-048,Kyrgyz,ky-Cyrl-KG,natural_language,requires_exact_population_join,ALG-KG-L001,Kyrgyz,national native-language total,Kyrgyzstan,2022,census_native_language_persons,persons,5527168,ALG-S008,"Table 3.8, printed p. 118",strong_join_suggestion,source_named_language_observation,gross_upper_bound_pending_intervention_edges,KG-NATIVE-2022,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
CUR-0122,NAT-049,Tajik,tg-Cyrl-TJ,natural_language,requires_exact_population_join,ALG-KG-L005,Tajik,ethnicity-scoped native-language lower bound,Kyrgyzstan,2022,census_native_language_of_own_ethnic_group_persons,persons,53424,ALG-S008,"Table 3.8, printed p. 118",same_language_other_territory_review,source_named_language_lower_bound,gross_lower_bound_pending_intervention_edges,KG-TAJIK-NATIVE-2022,not_automatic_cross_territory_or_name_only,The target territory or exact code/profile does not match; explicit many-to-many curation is required.,pending,
CUR-0123,NAT-049,Tajik,tg-Cyrl-TJ,natural_language,requires_exact_population_join,ASSEC-TJ-TG-001,Tajik,NAT-049 tg-Cyrl-TJ Tajik,Tajikistan,2026-03-17 CLDR release; component estimate year not stated,derived_cldr_territory_functional_language_users,persons,10394100,ASSEC-S006,cldr_target_derivations.md row tg-Cyrl-TJ; supplementalData.xml XPath /supplementalData/territoryInfo/territory[@type='TJ'] and languagePopulation[@type='tg'],strong_join_suggestion,exact_named_language_and_territory_match_to_NAT-049; source does not establish orthography,gross_upper_bound_pending_intervention_edges,ASSEC-TJ-TG-FUNCTIONAL,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
CUR-0124,NAT-050,Mongolian,mn-Cyrl-MN,natural_language,requires_exact_population_join,ASSEC-MN-MN-001,Mongolian,NAT-050 mn-Cyrl-MN Mongolian,Mongolia,2026-03-17 CLDR release; component estimate year not stated,derived_cldr_territory_functional_language_users,persons,3051962,ASSEC-S006,cldr_target_derivations.md row mn-Cyrl-MN; supplementalData.xml XPath /supplementalData/territoryInfo/territory[@type='MN'] and languagePopulation[@type='mn'],strong_join_suggestion,language_code_and_territory_match_to_NAT-050; source does not separate Mongolian varieties,gross_upper_bound_pending_intervention_edges,ASSEC-MN-MN-FUNCTIONAL,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
CUR-0125,NAT-053,Azerbaijani,az-Latn-AZ,natural_language,requires_exact_population_join,ALG-TM-L005,Azerbaijani,national mother-tongue category,Turkmenistan,2022,census_mother_tongue_persons,persons,21274,ALG-S009,Table 4.9,same_language_other_territory_review,source_named_language_observation,gross_upper_bound_pending_intervention_edges,TM-MT-2022,not_automatic_cross_territory_or_name_only,The target territory or exact code/profile does not match; explicit many-to-many curation is required.,pending,
CUR-0126,NAT-054,Uyghur,ug-Arab-CN,natural_language,requires_exact_population_join,ALG-KZ-L004,Uyghur,nationality-scoped native-language lower bound,Kazakhstan,2021,census_native_language_of_own_nationality_persons,persons,247322,ALG-S007,"Table 6, printed p. 243",same_language_other_territory_review,source_named_language_lower_bound,gross_lower_bound_pending_intervention_edges,KZ-UYGHUR-NATIVE-2021,not_automatic_cross_territory_or_name_only,The target territory or exact code/profile does not match; explicit many-to-many curation is required.,pending,
CUR-0127,NAT-054,Uyghur,ug-Arab-CN,natural_language,requires_exact_population_join,ALG-KG-L006,Uyghur,ethnicity-scoped native-language lower bound,Kyrgyzstan,2022,census_native_language_of_own_ethnic_group_persons,persons,17220,ALG-S008,"Table 3.8, printed p. 118",same_language_other_territory_review,source_named_language_lower_bound,gross_lower_bound_pending_intervention_edges,KG-UYGHUR-NATIVE-2022,not_automatic_cross_territory_or_name_only,The target territory or exact code/profile does not match; explicit many-to-many curation is required.,pending,
CUR-0128,NAT-055,Turkmen,tk-Latn-TM,natural_language,requires_exact_population_join,ALG-TM-L001,Turkmen,national mother-tongue category,Turkmenistan,2022,census_mother_tongue_persons,persons,6297965,ALG-S009,Table 4.9,strong_join_suggestion,source_named_language_observation,gross_upper_bound_pending_intervention_edges,TM-MT-2022,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
CUR-0129,NAT-058,Dari,prs-Arab-AF,natural_language,requires_exact_population_join,ASSEC-AF-PRS-001,Dari,NAT-058 prs-Arab-AF Dari,Afghanistan,2020 estimate; republished in official report 2023,derived_2020_total_speakers_from_official_secondary_share_and_world_bank_denominator,persons,30083114,ASSEC-S018,afghanistan_language_derivation.md; CIA page captured 2023-01-02 language field; Netherlands COI report printed p.72 section 3.1.1.2 and footnotes 502-504; World Bank JSON indicator SP.POP.TOTL AFG 2020,strong_join_suggestion,exact_Dari_national_core_match_to_NAT-058; displaced cohorts excluded; source does not establish orthography,gross_upper_bound_pending_intervention_edges,ASSEC-AF-MULTILINGUAL-SPEAKERS-2020,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
CUR-0130,NAT-065,Amharic,am-Ethi-ET,natural_language,requires_exact_population_join,POP-ET-002,Amharic,Ethiopia 2007 source label Amarigna,Ethiopia,2007,census_mother_tongue_persons,persons,21634396,PM-S020,"Table 3.2, printed pp. 91-93",strong_join_suggestion,source_named_language_observation,gross_upper_bound_pending_intervention_edges,,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
CUR-0131,NAT-066,Oromo,om-Latn-ET,natural_language,discovery_only_target_resolution_required,POP-ET-001,Oromo,Ethiopia 2007 source label Oromigna,Ethiopia,2007,census_mother_tongue_persons,persons,24930424,PM-S020,"Table 3.2, printed pp. 91-93",strong_join_suggestion,source_observation_not_candidate_ready,context_or_sensitivity_only,,exclude_unresolved_target,"The candidate's exact variety, script, register, or standard is unresolved.",pending,
CUR-0132,NAT-067,Somali,so-Latn-SO,natural_language,requires_exact_population_join,POP-ET-003,Somali,Ethiopia 2007 source label Somaligna,Ethiopia,2007,census_mother_tongue_persons,persons,4609274,PM-S020,"Table 3.2, printed pp. 91-93",same_language_other_territory_review,source_named_language_observation,gross_upper_bound_pending_intervention_edges,,not_automatic_cross_territory_or_name_only,The target territory or exact code/profile does not match; explicit many-to-many curation is required.,pending,
CUR-0133,NAT-067,Somali,so-Latn-SO,natural_language,requires_exact_population_join,POP-KE-AFG-010,Somali,Somali Q2 category,Kenya,2021,probability_survey_primary_home_language_weighted_share,percent_of_valid_weighted_adult_respondents,3.769090,AFG-S003,SAV Q2 code 310; DATEINTR 2021-11-12 to 2021-11-30; weight withinwt_hh; valid Q2 n=2400,same_language_other_territory_review,exact_source_language_label_editorial_iso_mapping_pending_central_review,context_or_sensitivity_only_until_population_scaling_and_intervention_edges,KEN_ABR9_Q2_MUTUALLY_EXCLUSIVE,not_automatic_cross_territory_or_name_only,The target territory or exact code/profile does not match; explicit many-to-many curation is required.,pending,
CUR-0134,NAT-068,Tigrinya,ti-Ethi-ET,natural_language,discovery_only_target_resolution_required,POP-ET-004,Tigrinya,Ethiopia 2007 source label Tigrigna,Ethiopia,2007,census_mother_tongue_persons,persons,4324933,PM-S020,"Table 3.2, printed pp. 91-93",strong_join_suggestion,source_named_language_observation,gross_upper_bound_pending_intervention_edges,,exclude_unresolved_target,"The candidate's exact variety, script, register, or standard is unresolved.",pending,
CUR-0135,NAT-069,Hausa,ha-Latn-NG,natural_language,requires_exact_population_join,POP-NG-AFG-001,Hausa,Hausa Q2 category,Nigeria,2022,probability_survey_primary_home_language_weighted_share,percent_of_valid_weighted_adult_respondents,31.548967,AFG-S001,SAV Q2 code 620; DATEINTR 2022-03-05 to 2022-04-01; weight withinwt_hh; valid Q2 n=1600,strong_join_suggestion,exact_source_language_label_editorial_iso_mapping_pending_central_review,context_or_sensitivity_only_until_population_scaling_and_intervention_edges,NGA_ABR9_Q2_MUTUALLY_EXCLUSIVE,exclude_nonperson_measure_from_population_rank,"Households, percentages, cases, or another nonperson unit cannot be ranked as people; published person estimates remain eligible with their intervals.",pending,
CUR-0136,NAT-070,Yoruba,yo-Latn-NG,natural_language,requires_exact_population_join,POP-NG-AFG-003,Yoruba,Yoruba Q2 category,Nigeria,2022,probability_survey_primary_home_language_weighted_share,percent_of_valid_weighted_adult_respondents,17.187803,AFG-S001,SAV Q2 code 622; DATEINTR 2022-03-05 to 2022-04-01; weight withinwt_hh; valid Q2 n=1600,strong_join_suggestion,exact_source_language_label_editorial_iso_mapping_pending_central_review,context_or_sensitivity_only_until_population_scaling_and_intervention_edges,NGA_ABR9_Q2_MUTUALLY_EXCLUSIVE,exclude_nonperson_measure_from_population_rank,"Households, percentages, cases, or another nonperson unit cannot be ranked as people; published person estimates remain eligible with their intervals.",pending,
CUR-0137,NAT-071,Igbo,ig-Latn-NG,natural_language,discovery_only_target_resolution_required,POP-NG-AFG-002,Igbo,Igbo Q2 category,Nigeria,2022,probability_survey_primary_home_language_weighted_share,percent_of_valid_weighted_adult_respondents,12.943308,AFG-S001,SAV Q2 code 621; DATEINTR 2022-03-05 to 2022-04-01; weight withinwt_hh; valid Q2 n=1600,strong_join_suggestion,exact_source_language_label_editorial_iso_mapping_pending_central_review,context_or_sensitivity_only_until_population_scaling_and_intervention_edges,NGA_ABR9_Q2_MUTUALLY_EXCLUSIVE,exclude_unresolved_target,"The candidate's exact variety, script, register, or standard is unresolved.",pending,
CUR-0138,NAT-072,Nigerian Pidgin,pcm-Latn-NG,natural_language,requires_exact_population_join,POP-NG-AFG-004,Pidgin English,Pidgin English Q2 category,Nigeria,2022,probability_survey_primary_home_language_weighted_share,percent_of_valid_weighted_adult_respondents,1.559453,AFG-S001,SAV Q2 code 623; DATEINTR 2022-03-05 to 2022-04-01; weight withinwt_hh; valid Q2 n=1600,code_only_profile_join_review,exact_source_language_label_editorial_iso_mapping_pending_central_review,context_or_sensitivity_only_until_population_scaling_and_intervention_edges,NGA_ABR9_Q2_MUTUALLY_EXCLUSIVE,not_automatic_cross_territory_or_name_only,The target territory or exact code/profile does not match; explicit many-to-many curation is required.,pending,
CUR-0139,NAT-073,isiZulu,zu-Latn-ZA,natural_language,requires_exact_population_join,ZA-ZUL-2022,isiZulu,Census category: IsiZulu; edition variety/standard unresolved,South Africa,2022,census_language_most_often_spoken_in_household_persons_age_1_plus,persons,14613202,ZA-S001,"Table 3.8 (2), printed p. 27; PDF p. 35; South Africa total column",strong_join_suggestion,gross_named_spoken_language_observation,gross_upper_bound_pending_intervention_edges,ZA-CENSUS-2022-HOUSEHOLD-LANGUAGE,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
CUR-0140,NAT-074,isiXhosa,xh-Latn-ZA,natural_language,requires_exact_population_join,POP-ZW-015,Xhosa,ZIMSTAT source label Xhosa,Zimbabwe,2022,census_mother_tongue_persons,persons,11304,PM-S011,"Table 2.17, printed p. 123",same_language_other_territory_review,source_named_language_observation,gross_upper_bound_pending_intervention_edges,,not_automatic_cross_territory_or_name_only,The target territory or exact code/profile does not match; explicit many-to-many curation is required.,pending,
CUR-0141,NAT-074,isiXhosa,xh-Latn-ZA,natural_language,requires_exact_population_join,ZA-XHO-2022,isiXhosa,Census category: IsiXhosa; edition variety/standard unresolved,South Africa,2022,census_language_most_often_spoken_in_household_persons_age_1_plus,persons,9786928,ZA-S001,"Table 3.8 (2), printed p. 27; PDF p. 35; South Africa total column",strong_join_suggestion,gross_named_spoken_language_observation,gross_upper_bound_pending_intervention_edges,ZA-CENSUS-2022-HOUSEHOLD-LANGUAGE,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
CUR-0142,NAT-075,Shona,sn-Latn-ZW,natural_language,requires_exact_population_join,POP-ZW-001,Shona,ZIMSTAT mother-tongue category,Zimbabwe,2022,census_mother_tongue_persons,persons,11251734,PM-S011,"Table 2.17, printed p. 123",strong_join_suggestion,source_named_language_observation,gross_upper_bound_pending_intervention_edges,,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
CUR-0143,NAT-075,Shona,sn-Latn-ZW,natural_language,requires_exact_population_join,ZA-SNA-CTX-2022,Shona,Census category: Shona; exact South African edition profile unresolved,South Africa,2022,census_language_most_often_spoken_in_household_persons_age_1_plus,persons,716967,ZA-S001,"Table 3.8 (2), printed p. 27; PDF p. 35; South Africa total column",same_language_other_territory_review,context_or_unresolved_source_category,context_or_sensitivity_only,ZA-CENSUS-2022-HOUSEHOLD-LANGUAGE,not_automatic_cross_territory_or_name_only,The target territory or exact code/profile does not match; explicit many-to-many curation is required.,pending,
CUR-0144,NAT-076,Zimbabwean Ndebele,nd-Latn-ZW,natural_language,requires_exact_population_join,POP-ZW-002,Northern Ndebele,ZIMSTAT source label Ndebele,Zimbabwe,2022,census_mother_tongue_persons,persons,1599324,PM-S011,"Table 2.17, printed p. 123",strong_join_suggestion,source_named_language_observation,gross_upper_bound_pending_intervention_edges,,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
CUR-0145,NAT-077,Chichewa Malawi profile,ny-Latn-MW,natural_language,requires_exact_population_join,POP-ZW-009,Chewa,ZIMSTAT source label Chewa,Zimbabwe,2022,census_mother_tongue_persons,persons,35817,PM-S011,"Table 2.17, printed p. 123",same_language_other_territory_review,source_named_language_observation,gross_upper_bound_pending_intervention_edges,,not_automatic_cross_territory_or_name_only,The target territory or exact code/profile does not match; explicit many-to-many curation is required.,pending,
CUR-0146,NAT-077,Chichewa Malawi profile,ny-Latn-MW,natural_language,requires_exact_population_join,POP-MW-001,Chewa,Malawi census tribe Chewa proxy,Malawi,2018,census_tribe_persons_proxy_not_language,persons,6020945,PM-S012,"Table 3.5, printed p. 20",name_only_join_review,non_language_population_proxy,context_or_sensitivity_only,,not_automatic_cross_territory_or_name_only,The target territory or exact code/profile does not match; explicit many-to-many curation is required.,pending,
CUR-0147,NAT-077,Chichewa Malawi profile,ny-Latn-MW,natural_language,requires_exact_population_join,ZA-NYA-CTX-2022,Chichewa/Chewa/Nyanja/Chinyanja,Census composite category; edition target unresolved,South Africa,2022,census_language_most_often_spoken_in_household_persons_age_1_plus,persons,161162,ZA-S001,"Table 3.8 (2), printed p. 27; PDF p. 35; South Africa total column",same_language_other_territory_review,context_or_unresolved_source_category,context_or_sensitivity_only,ZA-CENSUS-2022-HOUSEHOLD-LANGUAGE,not_automatic_cross_territory_or_name_only,The target territory or exact code/profile does not match; explicit many-to-many curation is required.,pending,
CUR-0148,NAT-078,Kinyarwanda,rw-Latn-RW,natural_language,requires_exact_population_join,POP-RW-AFG-001,Kinyarwanda,Kinyarwanda-only literacy combination,Rwanda,2022,census_language_literacy_share_age_15_plus,percent_of_resident_population_age_15_plus,54.0,AFG-S010,"Table 8, printed p.12, Rwanda column, Kinyarwanda only row",strong_join_suggestion,exact_named_language_profile_editorial_iso_mapping_pending_central_review,direct_literacy_observation_pending_intervention_edges,RWA_RPHC5_KINYARWANDA_LITERACY_NESTED,exclude_nested_direct_access_component,A derived exact union of mutually exclusive literacy cells is available; the nested component is retained only as context.,pending,
CUR-0149,NAT-078,Kinyarwanda,rw-Latn-RW,natural_language,requires_exact_population_join,POP-RW-AFG-002,Kinyarwanda,Derived union of all seven Kinyarwanda-containing literacy combinations,Rwanda,2022,derived_census_any_kinyarwanda_literacy_share_age_15_plus,percent_of_resident_population_age_15_plus,77.3,AFG-S010,"Table 8, printed p.12; 54.0 + 14.1 + 1.9 + 0.7 + 4.1 + 1.0 + 1.5",strong_join_suggestion,derived_exact_named_language_union_editorial_iso_mapping_pending_central_review,direct_literacy_observation_pending_intervention_edges,RWA_RPHC5_KINYARWANDA_LITERACY_NESTED,exclude_nonperson_measure_from_population_rank,"Households, percentages, cases, or another nonperson unit cannot be ranked as people; published person estimates remain eligible with their intervals.",pending,
CUR-0150,NAT-079,Kirundi,rn-Latn-BI,natural_language,requires_exact_population_join,POP-BI-AFG-001,Kirundi,Kirundi-only literacy combination,Burundi,2008,census_language_read_and_written_persons_age_10_plus,persons,1582074,AFG-S011,"Tableau 3.2, PDF p.62, Ensemble Total column, Kirundi row",strong_join_suggestion,exact_named_language_profile_editorial_iso_mapping_pending_central_review,direct_literacy_observation_pending_intervention_edges,BDI_RGPH2008_KIRUNDI_LITERACY_NESTED,exclude_nested_direct_access_component,A derived exact union of mutually exclusive literacy cells is available; the nested component is retained only as context.,pending,
CUR-0151,NAT-079,Kirundi,rn-Latn-BI,natural_language,requires_exact_population_join,POP-BI-AFG-002,Kirundi,Derived union of all 16 Kirundi-containing literacy combinations,Burundi,2008,derived_census_any_kirundi_read_and_written_persons_age_10_plus,persons,2261931,AFG-S011,"Tableau 3.2, PDF p.62; sum of the 16 Ensemble Total rows containing Kirundi",strong_join_suggestion,derived_exact_named_language_union_editorial_iso_mapping_pending_central_review,direct_literacy_observation_pending_intervention_edges,BDI_RGPH2008_KIRUNDI_LITERACY_NESTED,eligible_exact_direct_access_floor,The person count is already restricted to a directly observed literacy/access stratum; use it as a floor and do not multiply it by another literacy proxy.,pending,
CUR-0152,NAT-081,Wolof,wo-Latn-SN,natural_language,requires_exact_population_join,POP-SN-AFG-001,Wolof,Wolof principal-language census category,Senegal,2023,census_principal_language_commonly_spoken_persons_age_3_plus,persons,8786892,AFG-S009,"Tableau I-32, printed p.57, Ensemble effectif for Wolof",strong_join_suggestion,exact_source_language_label_editorial_iso_mapping_pending_central_review,gross_upper_bound_pending_intervention_edges,SEN_RGPH5_PRINCIPAL_LANGUAGE_EXCLUSIVE,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
CUR-0153,NAT-082,Bambara,bm-Latn-ML,natural_language,requires_exact_population_join,POP-ML-AFG-001,Bambara/Bamanankan,Bambara/Bamanankan mother-tongue census category,Mali,2022,census_mother_tongue_persons_age_3_plus,persons,9551561,AFG-S008,"Tableau 3.01, printed p.25, Ensemble cell for Bambara/Bamanankan",code_only_profile_join_review,exact_source_language_label_editorial_iso_mapping_pending_central_review,gross_upper_bound_pending_intervention_edges,MLI_RGPH5_MOTHER_TONGUE_EXCLUSIVE,not_automatic_cross_territory_or_name_only,The target territory or exact code/profile does not match; explicit many-to-many curation is required.,pending,
CUR-0154,NAT-087,Haitian Creole,ht-Latn-HT,natural_language,requires_exact_population_join,GRG-US-025,Haitian,exact ACS child language row; script not reported by source,United States,2017-2021,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,estimated_persons,867500,GRG-S001,Nation worksheet row 11,same_language_other_territory_review,source_named_language_observation,gross_upper_bound_pending_intervention_edges,US-ACS-2017-2021-HOME-LANGUAGE,not_automatic_cross_territory_or_name_only,The target territory or exact code/profile does not match; explicit many-to-many curation is required.,pending,
CUR-0155,NAT-089,Ayacucho Quechua,quy-Latn-PE,natural_language,requires_exact_population_join,POP-PE-001,Quechua,INEI Quechua aggregate,Peru,2017,census_language_learned_in_childhood_age3plus_persons,persons,3799780,PM-S007,"Cuadro 4, printed p. 618, total column",name_only_join_review,source_observation_not_candidate_ready,context_or_sensitivity_only,,not_automatic_cross_territory_or_name_only,The target territory or exact code/profile does not match; explicit many-to-many curation is required.,pending,
CUR-0156,NAT-090,Cusco Quechua,quz-Latn-PE,natural_language,requires_exact_population_join,POP-PE-001,Quechua,INEI Quechua aggregate,Peru,2017,census_language_learned_in_childhood_age3plus_persons,persons,3799780,PM-S007,"Cuadro 4, printed p. 618, total column",name_only_join_review,source_observation_not_candidate_ready,context_or_sensitivity_only,,not_automatic_cross_territory_or_name_only,The target territory or exact code/profile does not match; explicit many-to-many curation is required.,pending,
