intervention_id,target_name,target_profile,target_profile_ready,profile_tag_status,profile_resolution_status,profile_ranking_treatment,resolved_edition_name,territory,observation_id,source_population_low_reported,source_population_high_reported,population_interval_status,population_low,population_base,population_high,population_unit,population_measure,population_role,population_reference_year,population_source_id,population_source_locator,reach_band,content_deficit_FR2,comprehension_exact_target_conditional_on_standard_literacy,practical_access_low,practical_access_base,practical_access_high,practical_access_status,practical_access_source_id,academic_nonoverlap_low,academic_nonoverlap_base,academic_nonoverlap_high,academic_nonoverlap_status,academic_nonoverlap_source_id,marginal_access_low,marginal_access_base_sensitivity,marginal_access_high,gross_ceiling_per_million_base_tokens,conservative_access_per_million_high_tokens,neutral_access_per_million_base_tokens,optimistic_access_per_million_low_tokens,openalex_math_open_access,openalex_math_open_access_books,scarcity_relative_percentile,scarcity_band,scarcity_adjusted_access_base,ai_support_resource_levels,internet_percent_context,electricity_percent_context,tertiary_enrollment_percent_context,fr2_units,fr2_source_tokens,fr2_gross_tokens_low,fr2_gross_tokens_base,fr2_gross_tokens_high,fr2_api_equivalent_usd_base,recommended_openstax_next_product,recommended_openstax_depth,foundational_numeracy_pre_algebra_source_gap,curriculum_selection_basis,openstax_next_gross_tokens_low,openstax_next_gross_tokens_base,openstax_next_gross_tokens_high,explicit_negative_control,resource_abundance_control_candidate,recommendation_eligibility,interpretation,gross_ceiling_rank,conservative_efficiency_rank,neutral_efficiency_rank,optimistic_efficiency_rank,scarcity_adjusted_rank,rank_best_across_views,rank_worst_across_views
NAT-005,Sri Lankan Tamil,ta-Taml-LK,true,,,,Sri Lankan Tamil,Sri Lanka,ASSEC-LK-TA-001,,,source_point_without_interval_model_low_zero_high_point,0,3297390,3297390,persons,derived_cldr_territory_functional_language_users,standalone_secondary_estimate_replaces_no_master_population_count,2026-03-17 CLDR release; component estimate year not stated,ASSEC-S006,cldr_target_derivations.md row ta-Taml-LK; supplementalData.xml XPath /supplementalData/territoryInfo/territory[@type='LK'] and languagePopulation[@type='ta'],R3_1m_to_9m,1.000000,1.000000,0.000000,0.927400,1.000000,territory_adult_literacy_proxy_sensitivity,ACE-E021,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0,1529000,3297390,809563.057,0.000,375394.381,3612639.786,9,1,0.491228,S3_middle_relative_proxy,751087,Low,54.59,100,20.7412633848006,210,120083,912737,4073049,18664571,16.77,MV-1,D3,false,Territory tertiary-enrollment proxy at or above 15%; scenario selects a complete algebra/trigonometry bridge.,1612429,5474018,21073801,false,false,provisional_eligible,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",45,45,43,45,31,31,45
NAT-023,Maithili Nepal profile,mai-Deva-NP,true,,,,Maithili Nepal profile,Nepal,POP-NP-002,3222389,3222389,source_interval_or_exact_bounds,3222389,3222389,3222389,persons,census_mother_tongue_persons,standalone_observation,2021,PM-S004,"Annex 1, printed p. 123",R3_1m_to_9m,1.000000,1.000000,0.686000,0.686000,0.686000,direct_language_specific_literacy_rate,ACE-E010,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0,1105279,2210559,791149.088,0.000,271364.137,2421901.220,,,,S_unknown,,Low,46.32189941,97.9,21.2915596292014,210,120083,912737,4073049,18664571,16.77,MV-1,D2,true,"Territory adult-literacy proxy below 70%; the selected corpus lacks foundational numeracy/pre-algebra, so Algebra and Trigonometry is a second step rather than a substitute.",1087145,4356012,18630029,false,false,provisional_eligible,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",46,46,48,50,53,46,53
NAT-050,Mongolian,mn-Cyrl-MN,true,,,,Mongolian,Mongolia,ASSEC-MN-MN-001,,,source_point_without_interval_model_low_zero_high_point,0,3051962,3051962,persons,derived_cldr_territory_functional_language_users,standalone_secondary_estimate_replaces_ethnicity_proxies_only,2026-03-17 CLDR release; component estimate year not stated,ASSEC-S006,cldr_target_derivations.md row mn-Cyrl-MN; supplementalData.xml XPath /supplementalData/territoryInfo/territory[@type='MN'] and languagePopulation[@type='mn'],R3_1m_to_9m,1.000000,1.000000,0.000000,0.986400,1.000000,territory_adult_literacy_proxy_sensitivity,ACE-E021,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0,1505228,3051962,749306.478,0.000,369557.953,3343747.432,12,0,0.438596,S3_middle_relative_proxy,660187,,85.12349701,99.1,69.044059753418,210,120083,912737,4073049,18664571,16.77,MV-1,D3,false,Territory tertiary-enrollment proxy at or above 15%; scenario selects a complete algebra/trigonometry bridge.,1612429,5474018,21073801,false,false,provisional_eligible,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",47,47,44,46,32,32,47
NAT-021,Brahui,brh-Arab-PK,true,,,,Brahui,Pakistan,POP-PK-009,2778670,2778670,source_interval_or_exact_bounds,2778670,2778670,2778670,persons,census_mother_tongue_persons,standalone_observation,2023,PM-S003,"Table 11, national row",R3_1m_to_9m,1.000000,1.000000,0.000000,0.588600,1.000000,territory_adult_literacy_proxy_sensitivity,ACE-E021,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0,817763,2778670,682208.832,0.000,200774.061,3044327.117,,,,S_unknown,,,57.253,95.7,10.8564126844434,210,120083,912737,4073049,18664571,16.77,MV-1,D2,true,"Territory adult-literacy proxy below 70%; the selected corpus lacks foundational numeracy/pre-algebra, so Algebra and Trigonometry is a second step rather than a substitute.",1087145,4356012,18630029,false,false,provisional_eligible,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",48,48,50,47,54,47,54
NAT-037,Waray,war-Latn-PH,true,,,,Waray,Philippines,ASSEC-PH-WAR-001,,,source_point_without_interval_model_low_zero_high_point,0,2694135,2694135,persons,CLEAR_normalized_main_language_weighted_persons_from_IPUMS_2010_census_extract,person_estimate_alternative_to_POP-PH-007_household_count_never_convert_or_sum,2010-12-31,ASSEC-S008,clear_ludp_phl_national_2010.json JSON $.data[?(@.language_name=='Waray (Philippines)')].individuals_value_weighted; dataset Philippines Census 2010 (IPUMS extract),R3_1m_to_9m,1.000000,1.000000,0.000000,0.984700,1.000000,territory_adult_literacy_proxy_sensitivity,ACE-E021,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0,1326457,2694135,661454.110,0.000,325666.935,2951710.076,,,,S_unknown,,Low,67.26300914,94.8,47.4134996154186,210,120083,912737,4073049,18664571,16.77,MV-1,D3,false,Territory tertiary-enrollment proxy at or above 15%; scenario selects a complete algebra/trigonometry bridge.,1612429,5474018,21073801,false,false,provisional_eligible,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",49,49,46,48,55,46,55
NAT-079,Kirundi,rn-Latn-BI,true,,,,Kirundi,Burundi,POP-BI-AFG-002,2261931,2261931,source_interval_or_exact_bounds,2261931,2261931,2261931,persons,derived_census_any_kirundi_read_and_written_persons_age_10_plus,derived_inclusive_union_parent,2008,AFG-S011,"Tableau 3.2, PDF p.62; sum of the 16 Ensemble Total rows containing Kirundi",R3_1m_to_9m,1.000000,1.000000,1.000000,1.000000,1.000000,source_population_already_restricted_to_direct_literacy_access_stratum,AFG-S011,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0,1130966,2261931,555340.974,0.000,277670.487,2478184.844,,,,S_unknown,,Low,8.595999718,20.1,6.38454008102417,210,120083,912737,4073049,18664571,16.77,MV-1,D2,false,Conservative default when exact learner-demand evidence is absent or the territory tertiary-enrollment proxy is below 15%.,1087145,4356012,18630029,false,false,provisional_eligible,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",50,50,47,49,56,47,56
NAT-024,Bhojpuri Nepal profile,bho-Deva-NP,true,,,,Bhojpuri Nepal profile,Nepal,POP-NP-003,1820795,1820795,source_interval_or_exact_bounds,1820795,1820795,1820795,persons,census_mother_tongue_persons,standalone_observation,2021,PM-S004,"Annex 1, printed p. 123",R3_1m_to_9m,1.000000,1.000000,0.689000,0.689000,0.689000,direct_language_specific_literacy_rate,ACE-E010,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0,627264,1254528,447034.887,0.000,154003.519,1374467.952,,,,S_unknown,,Low,46.32189941,97.9,21.2915596292014,210,120083,912737,4073049,18664571,16.77,MV-1,D2,true,"Territory adult-literacy proxy below 70%; the selected corpus lacks foundational numeracy/pre-algebra, so Algebra and Trigonometry is a second step rather than a substitute.",1087145,4356012,18630029,false,false,provisional_eligible,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",51,51,52,52,57,51,57
NAT-076,Zimbabwean Ndebele,nd-Latn-ZW,true,,,,Zimbabwean Ndebele,Zimbabwe,POP-ZW-002,1599324,1599324,source_interval_or_exact_bounds,1599324,1599324,1599324,persons,census_mother_tongue_persons,standalone_observation,2022,PM-S011,"Table 2.17, printed p. 123",R3_1m_to_9m,1.000000,1.000000,0.000000,0.932300,1.000000,territory_adult_literacy_proxy_sensitivity,ACE-E021,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0,745525,1599324,392660.142,0.000,183038.532,1752228.736,,,,S_unknown,,,41.64279938,62,7.74912957845971,210,120083,912737,4073049,18664571,16.77,MV-1,D2,false,Conservative default when exact learner-demand evidence is absent or the territory tertiary-enrollment proxy is below 15%.,1087145,4356012,18630029,false,false,provisional_eligible,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",52,52,51,51,58,51,58
OBS-GRG-US-025,Haitian,ht-Latn-HT,true,single_valid_bcp47,resolved_single_profile,rankable target profile; population remains only the cited observed audience,Standard Haitian Creole,United States,GRG-US-025,852440,882560,source_interval_or_exact_bounds,852440,867500,882560,estimated_persons,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,direct_language_population_observation,2017-2021,GRG-S001,Nation worksheet row 11,R2_100k_to_999k,1.000000,1.000000,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0,216875,882560,212985.407,0.000,53246.352,966937.902,,,,S_unknown,,Low,94.69380188,100,79.361930847168,210,120083,912737,4073049,18664571,16.77,MV-1,D3,false,Territory tertiary-enrollment proxy at or above 15%; scenario selects a complete algebra/trigonometry bridge.,1612429,5474018,21073801,false,false,provisional_eligible,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",53,53,54,53,59,53,59
NAT-026,Avadhi Nepal profile,awa-Deva-NP,true,,,,Avadhi Nepal profile,Nepal,POP-NP-007,864276,864276,source_interval_or_exact_bounds,864276,864276,864276,persons,census_mother_tongue_persons,standalone_observation,2021,PM-S004,"Annex 1, printed p. 123",R2_100k_to_999k,1.000000,1.000000,0.640000,0.640000,0.640000,direct_language_specific_literacy_rate,ACE-E010,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0,276568,553137,212193.863,0.000,67902.036,606019.741,,,,S_unknown,,Low,46.32189941,97.9,21.2915596292014,210,120083,912737,4073049,18664571,16.77,MV-1,D2,true,"Territory adult-literacy proxy below 70%; the selected corpus lacks foundational numeracy/pre-algebra, so Algebra and Trigonometry is a second step rather than a substitute.",1087145,4356012,18630029,false,false,provisional_eligible,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",54,54,53,54,60,53,60
OBS-GRG-PL-002,Silesian,szl-Latn-PL,true,single_valid_bcp47,resolved_explicit_profile_with_variant_caveat,rankable target profile; population remains only the cited observed audience,Silesian in ślabikŏrzowy szrajbōnek,Poland,GRG-PL-002,467145,467145,source_interval_or_exact_bounds,467145,467145,467145,persons,census_languages_used_at_home_multiple_response_persons,direct_language_population_observation,2021-03-31,GRG-S006,Table 7.5 printed page 120 PDF page 122; śląski Silesian row,R2_100k_to_999k,1.000000,1.000000,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0,116786,467145,114691.721,0.000,28672.930,511806.796,,,,S_unknown,,Low,88.58496367,100,80.9149627685547,210,120083,912737,4073049,18664571,16.77,MV-1,D3,false,Territory tertiary-enrollment proxy at or above 15%; scenario selects a complete algebra/trigonometry bridge.,1612429,5474018,21073801,false,false,provisional_eligible,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",55,55,57,55,61,55,61
OBS-POP-SN-AFG-005,Màndienka,mnk-Latn-SN,true,single_valid_bcp47,resolved_single_profile,rankable target profile; population remains only the cited observed audience,"Senegal Mandinka (Màndienka), official Latin profile",Senegal,POP-SN-AFG-005,465052,465052,source_interval_or_exact_bounds,465052,465052,465052,persons,census_principal_language_commonly_spoken_persons_age_3_plus,mutually_exclusive_principal_language_category,2023,AFG-S009,"Tableau I-32, printed p.57, Ensemble effectif for Màndienka",R2_100k_to_999k,1.000000,1.000000,0.000000,0.503600,1.000000,territory_adult_literacy_proxy_sensitivity,ACE-E021,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0,117100,465052,114177.855,0.000,28749.984,509513.693,,,,S_unknown,,,60.11780167,82.9,15.3302400879779,210,120083,912737,4073049,18664571,16.77,MV-1,D2,true,"Territory adult-literacy proxy below 70%; the selected corpus lacks foundational numeracy/pre-algebra, so Algebra and Trigonometry is a second step rather than a substitute.",1087145,4356012,18630029,false,false,provisional_eligible,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",56,56,56,56,62,56,62
NAT-041,Tetum Prasa,tet-Latn-TL,true,,,,Tetum Prasa,Timor-Leste,ALG-TL-L001,361027,361027,source_interval_or_exact_bounds,361027,361027,361027,persons,census_mother_tongue_persons,direct_language_population_observation,2015,ALG-S014,"Sheet 2.12, Table 12",R2_100k_to_999k,1.000000,1.000000,0.000000,0.694000,1.000000,territory_adult_literacy_proxy_sensitivity,ACE-E021,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0,125276,361027,88638.020,0.000,30757.394,395543.295,,,,S_unknown,,,35.04199982,94.3,30.9611108169641,210,120083,912737,4073049,18664571,16.77,MV-1,D2,true,"Territory adult-literacy proxy below 70%; the selected corpus lacks foundational numeracy/pre-algebra, so Algebra and Trigonometry is a second step rather than a substitute.",1087145,4356012,18630029,false,false,provisional_eligible,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",57,57,55,57,63,55,63
OBS-GRG-PL-003,German,de-Latn,true,single_valid_bcp47,resolved_single_profile,"deprioritize_generic_translation; retain for non-overlap, subgroup, or accessibility-format tests",Generic Standard German,Poland,GRG-PL-003,216342,216342,source_interval_or_exact_bounds,216342,216342,216342,persons,census_languages_used_at_home_multiple_response_persons,direct_language_population_observation,2021-03-31,GRG-S006,Table 7.5 printed page 120 PDF page 122; niemiecki German row,R2_100k_to_999k,1.000000,1.000000,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0,54086,216342,53115.492,0.000,13278.873,237025.562,18872,1086,0.026316,S1_resource_abundance_control_candidate,1423,High,88.58496367,100,80.9149627685547,210,120083,912737,4073049,18664571,16.77,MV-1,D3,false,Territory tertiary-enrollment proxy at or above 15%; scenario selects a complete algebra/trigonometry bridge.,1612429,5474018,21073801,true,true,exclude_duplicate_or_explicit_control,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",58,58,58,58,35,35,58
NAT-105,Maori,mi-Latn-NZ,true,,,,Maori,New Zealand,POP-NZ-002,213847,213851,source_interval_or_exact_bounds,213847,213849,213851,persons,census_languages_spoken_multiple_response_persons,standalone_observation,2023,PM-S014,"Total New Zealand population, 2023 column",R2_100k_to_999k,1.000000,1.000000,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0,53462,213851,52503.419,0.000,13125.855,234296.407,0,0,0.921053,S5_acutely_scarce_relative_proxy,49242,Low,93.51930237,100,77.2406463623047,210,120083,912737,4073049,18664571,16.77,MV-1,D3,false,Territory tertiary-enrollment proxy at or above 15%; scenario selects a complete algebra/trigonometry bridge.,1612429,5474018,21073801,false,false,provisional_eligible,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",59,59,59,59,33,33,59
OBS-GRG-US-030,Eastern Yiddish,ydd-Hebr-US,true,base_tag_valid_requires_localizations,requires_orthographic_audience_split,rank shared core and localized profiles separately; do not multiply one population observation,Eastern Yiddish for a named orthographic audience,United States,GRG-US-030,189401,200199,source_interval_or_exact_bounds,189401,194800,200199,estimated_persons,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,direct_language_population_observation,2017-2021,GRG-S001,Nation worksheet row 24,R2_100k_to_999k,1.000000,1.000000,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0,48700,200199,47826.579,0.000,11956.645,219339.196,,,,S_unknown,,Low,94.69380188,100,79.361930847168,210,120083,912737,4073049,18664571,16.77,MV-1,D3,false,Territory tertiary-enrollment proxy at or above 15%; scenario selects a complete algebra/trigonometry bridge.,1612429,5474018,21073801,false,false,provisional_eligible,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",60,60,60,60,64,60,64
OBS-GRG-US-029,Pennsylvania German,pdc-Latn-US,true,base_tag_valid_requires_localizations,requires_orthographic_audience_split,rank shared core and localized profiles separately; do not multiply one population observation,Pennsylvania German with declared spelling system,United States,GRG-US-029,179920,190480,source_interval_or_exact_bounds,179920,185200,190480,estimated_persons,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,direct_language_population_observation,2017-2021,GRG-S001,Nation worksheet row 22,R2_100k_to_999k,1.000000,1.000000,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0,46300,190480,45469.622,0.000,11367.406,208691.003,,,,S_unknown,,,94.69380188,100,79.361930847168,210,120083,912737,4073049,18664571,16.77,MV-1,D3,false,Territory tertiary-enrollment proxy at or above 15%; scenario selects a complete algebra/trigonometry bridge.,1612429,5474018,21073801,false,false,provisional_eligible,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",61,61,61,61,65,61,65
OBS-GRG-US-003,Navajo,nv-Latn-US,true,single_valid_bcp47,resolved_single_profile,rankable target profile; population remains only the cited observed audience,Diné Bizaad in Navajo Nation school orthography,United States,GRG-US-003,158202,164198,source_interval_or_exact_bounds,158202,161200,164198,estimated_persons,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,direct_language_population_observation,2017-2021,GRG-S001,Nation worksheet row 488,R2_100k_to_999k,1.000000,1.000000,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0,40300,164198,39577.231,0.000,9894.308,179896.290,,,,S_unknown,,,94.69380188,100,79.361930847168,210,120083,912737,4073049,18664571,16.77,MV-1,D3,false,Territory tertiary-enrollment proxy at or above 15%; scenario selects a complete algebra/trigonometry bridge.,1612429,5474018,21073801,false,false,provisional_eligible,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",62,62,62,62,66,62,66
OBS-GRG-PL-004,Kashubian,csb-Latn-PL,true,single_valid_bcp47,resolved_explicit_profile_with_variant_caveat,rankable target profile; population remains only the cited observed audience,School-standard Kashubian,Poland,GRG-PL-004,89198,89198,source_interval_or_exact_bounds,89198,89198,89198,persons,census_languages_used_at_home_multiple_response_persons,direct_language_population_observation,2021-03-31,GRG-S006,Table 7.5 printed page 120 PDF page 122; kaszubski Kashubian row,R1_below_100k,1.000000,1.000000,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0,22300,89198,21899.565,0.000,5474.891,97725.851,,,,S_unknown,,,88.58496367,100,80.9149627685547,210,120083,912737,4073049,18664571,16.77,MV-1,D3,false,Territory tertiary-enrollment proxy at or above 15%; scenario selects a complete algebra/trigonometry bridge.,1612429,5474018,21073801,false,false,provisional_eligible,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",63,63,63,63,67,63,67
OBS-GRG-US-026,Jamaican Creole English,jam-Latn-JM,true,single_valid_bcp47,resolved_explicit_profile_with_variant_caveat,rankable target profile; population remains only the cited observed audience,Jamaican Creole in Cassidy/JLU orthography,United States,GRG-US-026,68605,75395,source_interval_or_exact_bounds,68605,72000,75395,estimated_persons,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,direct_language_population_observation,2017-2021,GRG-S001,Nation worksheet row 255,R1_below_100k,1.000000,1.000000,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0,18000,75395,17677.175,0.000,4419.294,82603.203,,,,S_unknown,,,94.69380188,100,79.361930847168,210,120083,912737,4073049,18664571,16.77,MV-1,D3,false,Territory tertiary-enrollment proxy at or above 15%; scenario selects a complete algebra/trigonometry bridge.,1612429,5474018,21073801,false,false,provisional_eligible,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",64,64,64,64,68,64,68
OBS-GRG-PL-006,Ukrainian,uk-Cyrl-UA,true,single_valid_bcp47,resolved_single_profile,"deprioritize_generic_translation; retain for non-overlap, subgroup, or accessibility-format tests",Standard Ukrainian (2026 state-language standard),Poland,GRG-PL-006,55104,55104,source_interval_or_exact_bounds,55104,55104,55104,persons,census_languages_used_at_home_multiple_response_persons,direct_language_population_observation,2021-03-31,GRG-S006,Table 7.5 printed page 120 PDF page 122; ukraiński Ukrainian row,R1_below_100k,1.000000,1.000000,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0,13776,55104,13528.931,0.000,3382.233,60372.265,4441,1506,0.061404,S1_resource_abundance_control_candidate,846,High,88.58496367,100,80.9149627685547,210,120083,912737,4073049,18664571,16.77,MV-1,D3,false,Territory tertiary-enrollment proxy at or above 15%; scenario selects a complete algebra/trigonometry bridge.,1612429,5474018,21073801,true,true,exclude_duplicate_or_explicit_control,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",65,65,66,65,36,36,66
NAT-044,Fataluku,ddg-Latn-TL,true,,,,Fataluku,Timor-Leste,ALG-TL-L009,41500,41500,source_interval_or_exact_bounds,41500,41500,41500,persons,census_mother_tongue_persons,direct_language_population_observation,2015,ALG-S014,"Sheet 2.12, Table 12",R1_below_100k,1.000000,1.000000,0.000000,0.694000,1.000000,territory_adult_literacy_proxy_sensitivity,ACE-E021,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0,14401,41500,10188.927,0.000,3535.558,45467.643,,,,S_unknown,,,35.04199982,94.3,30.9611108169641,210,120083,912737,4073049,18664571,16.77,MV-1,D2,true,"Territory adult-literacy proxy below 70%; the selected corpus lacks foundational numeracy/pre-algebra, so Algebra and Trigonometry is a second step rather than a substitute.",1087145,4356012,18630029,false,false,provisional_eligible,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",66,66,65,66,69,65,69
OBS-GRG-US-023,Hawaiian,haw-Latn-US,true,single_valid_bcp47,resolved_explicit_profile_with_variant_caveat,rankable target profile; population remains only the cited observed audience,Standard ʻŌlelo Hawaiʻi with ʻokina and kahakō,United States,GRG-US-023,30623,34837,source_interval_or_exact_bounds,30623,32730,34837,estimated_persons,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,direct_language_population_observation,2017-2021,GRG-S001,Nation worksheet row 246,R1_below_100k,1.000000,1.000000,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0,8182,34837,8035.749,0.000,2008.937,38167.621,,,,S_unknown,,,94.69380188,100,79.361930847168,210,120083,912737,4073049,18664571,16.77,MV-1,D3,false,Territory tertiary-enrollment proxy at or above 15%; scenario selects a complete algebra/trigonometry bridge.,1612429,5474018,21073801,false,false,provisional_eligible,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",67,67,67,67,70,67,70
