intervention_id,intervention_type,intervention_name,target_profiles,output_count,territory_or_scope,portfolio_lane,lane_basis,population_low,population_base,population_high,source_population_low_reported,source_population_high_reported,population_interval_status,population_measure,population_years,population_observation_ids,population_source_ids,profile_authority_source_ids,profile_population_attribution,source_confidence,source_tier,marginal_access_low,marginal_access_base_sensitivity,marginal_access_high,access_factor_status,gross_tokens_low,gross_tokens_base,gross_tokens_high,api_equivalent_usd_base,gross_people_per_million_base_tokens,base_marginal_access_per_million_tokens,conservative_access_per_million_tokens,optimistic_access_per_million_tokens,scarcity_adjusted_access_per_million_tokens,recommended_first_product,recommended_openstax_next_product,recommended_openstax_depth,openstax_next_gross_tokens_low,openstax_next_gross_tokens_base,openstax_next_gross_tokens_high,profile_resolution_status,profile_ranking_treatment,deduplication_rule,evidence_caveat,base_efficiency_rank_low,base_efficiency_rank_high,gross_efficiency_rank_low,gross_efficiency_rank_high,conservative_efficiency_rank_low,conservative_efficiency_rank_high,optimistic_efficiency_rank_low,optimistic_efficiency_rank_high,scarcity_efficiency_rank_low,scarcity_efficiency_rank_high,informative_rank_best,informative_rank_worst,informative_rank_views_available,conservative_view_treatment,admission_lane,admission_lane_rank_low,admission_lane_rank_high,portfolio_position
EXP-037,natural_language_edition,Ireland Irish Latin-script daily-use edition,ga-Latn-IE,1,Ireland,small_population_prestige_domain_screen,R1_below_100k; vitality is not inferred from population band,71968,71968,71968,71968,71968,source_interval_or_exact_bounds,self_reported_daily_use_outside_education_persons,2022,POP-EU-003,PM-S016,,,high,1,0,17992,71968,unmeasured_low0_neutral0.5_high1_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,16.77,17669.318,4417.330,0.000,78848.562,736.303,FR-2 Formal Reasoning Core,MV-1,D3,1612429,5474018,21073801,resolved_explicit_scoring_profile_population_scope_preserved,provisional_gross_ceiling_and_sensitivity_only,one exact population observation; excluded if consumed by a selected shared-core package,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",91,91,88,88,1,134,88,88,32,32,32,91,3,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,scarcity,32,32,54
EXP-007,natural_language_edition,Indonesia Banjar Latin-script edition,bjn-Latn-ID,1,Indonesia,regional_depth,R3_1m_to_9m; vitality is not inferred from population band,3651626,3651626,3651626,3651626,3651626,source_interval_or_exact_bounds,daily_language_at_home_age5plus_persons,2010,POP-ID-007,PM-S005,,,high,1,0,1752780,3651626,territory_adult_literacy_proxy_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,16.77,896533.776,430336.095,0.000,4000742.821,,FR-2 Formal Reasoning Core,MV-1,D3,1612429,5474018,21073801,resolved_explicit_scoring_profile_population_scope_preserved,provisional_gross_ceiling_and_sensitivity_only,one exact population observation; excluded if consumed by a selected shared-core package,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",47,47,52,52,1,134,52,52,35,134,47,52,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,base,47,47,55
OBS-POP-SN-AFG-002,natural_language_edition,"Senegal Pulaar, official Latin orthography",fuc-Latn-SN,1,Senegal,regional_depth,R3_1m_to_9m; vitality is not inferred from population band,4314509,4314509,4314509,4314509,4314509,source_interval_or_exact_bounds,census_principal_language_commonly_spoken_persons_age_3_plus,2023,POP-SN-AFG-002,AFG-S009,,,high,1,0,1086393,4314509,territory_adult_literacy_proxy_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,16.77,1059282.371,266727.211,0.000,4727001.316,,FR-2 Formal Reasoning Core,MV-1,D2,1087145,4356012,18630029,resolved_explicit_profile_with_script_caveat,rankable target profile; population remains only the cited observed audience,one exact population observation; excluded if consumed by a selected shared-core package,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",60,60,50,50,1,134,50,50,35,134,50,60,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,optimistic,50,50,56
OBS-GRG-PL-007,natural_language_edition,Official-standard Belarusian,be-Cyrl-BY,1,Poland,small_population_prestige_domain_screen,R1_below_100k; vitality is not inferred from population band,17325,17325,17325,17325,17325,source_interval_or_exact_bounds,census_languages_used_at_home_multiple_response_persons,2021-03-31,GRG-PL-007,GRG-S006,,,high,1,0,4331,17325,unmeasured_low0_neutral0.5_high1_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,16.77,4253.570,1063.331,0.000,18981.371,709.051,FR-2 Formal Reasoning Core,MV-1,D3,1612429,5474018,21073801,resolved_explicit_profile_with_variant_caveat,rankable target profile; population remains only the cited observed audience,one exact population observation; excluded if consumed by a selected shared-core package,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",98,98,98,98,1,134,98,98,33,33,33,98,3,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,scarcity,33,33,57
NAT-037,natural_language_edition,Waray,war-Latn-PH,1,Philippines,regional_depth,R3_1m_to_9m; vitality is not inferred from population band,0,2694135,2694135,,,source_point_without_interval_model_low_zero_high_point,CLEAR_normalized_main_language_weighted_persons_from_IPUMS_2010_census_extract,2010-12-31,ASSEC-PH-WAR-001,ASSEC-S008,,,high,2,0,1326457,2694135,territory_adult_literacy_proxy_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,16.77,661454.110,325666.841,0.000,2951710.076,,FR-2 Formal Reasoning Core,MV-1,D3,1612429,5474018,21073801,,,one exact population observation; excluded if consumed by a selected shared-core package,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",53,53,59,59,1,134,58,58,35,134,53,58,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,base,53,53,58
EXP-015,natural_language_edition,Ethiopia Sidama Latin-script edition,sid-Latn-ET,1,Ethiopia,regional_depth,R3_1m_to_9m; vitality is not inferred from population band,2981471,2981471,2981471,2981471,2981471,source_interval_or_exact_bounds,census_mother_tongue_persons,2007,POP-ET-005,PM-S020,,,high,1,0,901299,2981471,territory_adult_literacy_proxy_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,16.77,731999.787,221283.613,0.000,3266517.080,,FR-2 Formal Reasoning Core,MV-1,D2,1087145,4356012,18630029,resolved_explicit_scoring_profile_population_scope_preserved,provisional_gross_ceiling_and_sensitivity_only,one exact population observation; excluded if consumed by a selected shared-core package,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",62,62,56,56,1,134,55,55,35,134,55,62,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,optimistic,55,55,59
OBS-GRG-PL-010,natural_language_edition,Standard Lithuanian,lt-Latn-LT,1,Poland,small_population_prestige_domain_screen,R1_below_100k; vitality is not inferred from population band,5422,5422,5422,5422,5422,source_interval_or_exact_bounds,census_languages_used_at_home_multiple_response_persons,2021-03-31,GRG-PL-010,GRG-S006,,,high,1,0,1356,5422,unmeasured_low0_neutral0.5_high1_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,16.77,1331.189,332.920,0.000,5940.375,52.295,FR-2 Formal Reasoning Core,MV-1,D3,1612429,5474018,21073801,resolved_single_profile,rank only after scarcity/non-overlap evidence; do not infer a gap from the Poland subset count,one exact population observation; excluded if consumed by a selected shared-core package,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",113,113,113,113,1,134,115,115,34,34,34,115,3,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,scarcity,34,34,60
EXP-008,natural_language_edition,Indonesia Sasak Latin-script edition,sas-Latn-ID,1,Indonesia,regional_depth,R3_1m_to_9m; vitality is not inferred from population band,2691127,2691127,2691127,2691127,2691127,source_interval_or_exact_bounds,daily_language_at_home_age5plus_persons,2010,POP-ID-012,PM-S005,,,high,1,0,1291741,2691127,territory_adult_literacy_proxy_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,16.77,660715.597,317143.496,0.000,2948414.494,,FR-2 Formal Reasoning Core,MV-1,D3,1612429,5474018,21073801,resolved_explicit_scoring_profile_population_scope_preserved,provisional_gross_ceiling_and_sensitivity_only,one exact population observation; excluded if consumed by a selected shared-core package,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",55,55,60,60,1,134,59,59,35,134,55,59,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,base,55,55,61
EXP-022,natural_language_edition,South Africa Xitsonga Latin-script edition,ts-Latn-ZA,1,South Africa,regional_depth,R3_1m_to_9m; vitality is not inferred from population band,2784279,2784279,2784279,2784279,2784279,source_interval_or_exact_bounds,census_language_most_often_spoken_in_household_persons_age_1_plus,2022,ZA-TSO-2022,ZA-S001,,,high,1,0,1268935,2784279,territory_adult_literacy_proxy_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,16.77,683585.933,311544.251,0.000,3050472.370,,FR-2 Formal Reasoning Core,MV-1,D3,1612429,5474018,21073801,resolved_explicit_scoring_profile_population_scope_preserved,provisional_gross_ceiling_and_sensitivity_only,one exact population observation; excluded if consumed by a selected shared-core package,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",56,56,57,57,1,134,56,56,35,134,56,56,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,optimistic,56,56,62
EXP-009,natural_language_edition,Indonesia Acehnese Latin-script edition,ace-Latn-ID,1,Indonesia,regional_depth,R3_1m_to_9m; vitality is not inferred from population band,2550055,2550055,2550055,2550055,2550055,source_interval_or_exact_bounds,daily_language_at_home_age5plus_persons,2010,POP-ID-013,PM-S005,,,high,1,0,1224026,2550055,territory_adult_literacy_proxy_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,16.77,626080.118,300518.359,0.000,2793855.185,,FR-2 Formal Reasoning Core,MV-1,D3,1612429,5474018,21073801,resolved_explicit_scoring_profile_population_scope_preserved,provisional_gross_ceiling_and_sensitivity_only,one exact population observation; excluded if consumed by a selected shared-core package,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",57,57,61,61,1,134,60,60,35,134,57,60,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,base,57,57,63
NAT-021,natural_language_edition,Brahui,brh-Arab-PK,1,Pakistan,regional_depth,R3_1m_to_9m; vitality is not inferred from population band,2778670,2778670,2778670,2778670,2778670,source_interval_or_exact_bounds,census_mother_tongue_persons,2023,POP-PK-009,PM-S003,,,high,1,0,817763,2778670,territory_adult_literacy_proxy_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,16.77,682208.832,200774.162,0.000,3044327.117,,FR-2 Formal Reasoning Core,MV-1,D2,1087145,4356012,18630029,,,one exact population observation; excluded if consumed by a selected shared-core package,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",63,63,58,58,1,134,57,57,35,134,57,63,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,optimistic,57,57,64
NAT-079,natural_language_edition,Kirundi,rn-Latn-BI,1,Burundi,regional_depth,R3_1m_to_9m; vitality is not inferred from population band,2261931,2261931,2261931,2261931,2261931,source_interval_or_exact_bounds,derived_census_any_kirundi_read_and_written_persons_age_10_plus,2008,POP-BI-AFG-002,AFG-S011,,,high,1,0,1130966,2261931,source_population_already_restricted_to_direct_literacy_access_stratum;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,16.77,555340.974,277670.610,0.000,2478184.844,,FR-2 Formal Reasoning Core,MV-1,D2,1087145,4356012,18630029,,,one exact population observation; excluded if consumed by a selected shared-core package,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",58,58,62,62,1,134,61,61,35,134,58,61,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,base,58,58,65
EXP-010,natural_language_edition,Indonesia Betawi Latin-script edition,bew-Latn-ID,1,Indonesia,regional_depth,R3_1m_to_9m; vitality is not inferred from population band,2244648,2244648,2244648,2244648,2244648,source_interval_or_exact_bounds,daily_language_at_home_age5plus_persons,2010,POP-ID-014,PM-S005,,,high,1,0,1077431,2244648,territory_adult_literacy_proxy_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,16.77,551097.716,264526.894,0.000,2459249.488,,FR-2 Formal Reasoning Core,MV-1,D3,1612429,5474018,21073801,resolved_explicit_scoring_profile_population_scope_preserved,provisional_gross_ceiling_and_sensitivity_only,one exact population observation; excluded if consumed by a selected shared-core package,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",61,61,63,63,1,134,62,62,35,134,61,62,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,optimistic,62,62,66
NAT-023,natural_language_edition,Maithili Nepal profile,mai-Deva-NP,1,Nepal,regional_depth,R3_1m_to_9m; vitality is not inferred from population band,3222389,3222389,3222389,3222389,3222389,source_interval_or_exact_bounds,census_mother_tongue_persons,2021,POP-NP-002,PM-S004,,,high,1,0,1105279,2210559,direct_language_specific_literacy_rate;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,16.77,791149.088,271364.032,0.000,2421901.380,,FR-2 Formal Reasoning Core,MV-1,D2,1087145,4356012,18630029,,,one exact population observation; excluded if consumed by a selected shared-core package,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",59,59,54,54,1,134,63,63,35,134,59,63,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,base,59,59,67
EXP-023,natural_language_edition,South Africa siSwati Latin-script edition,ss-Latn-ZA,1,South Africa,regional_depth,R3_1m_to_9m; vitality is not inferred from population band,1692719,1692719,1692719,1692719,1692719,source_interval_or_exact_bounds,census_language_most_often_spoken_in_household_persons_age_1_plus,2022,ZA-SSW-2022,ZA-S001,,,high,1,0,771457,1692719,territory_adult_literacy_proxy_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,16.77,415590.139,189405.283,0.000,1854552.845,,FR-2 Formal Reasoning Core,MV-1,D3,1612429,5474018,21073801,resolved_explicit_scoring_profile_population_scope_preserved,provisional_gross_ceiling_and_sensitivity_only,one exact population observation; excluded if consumed by a selected shared-core package,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",64,64,65,65,1,134,64,64,35,134,64,64,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,optimistic,64,64,68
NAT-076,natural_language_edition,Zimbabwean Ndebele,nd-Latn-ZW,1,Zimbabwe,regional_depth,R3_1m_to_9m; vitality is not inferred from population band,1599324,1599324,1599324,1599324,1599324,source_interval_or_exact_bounds,census_mother_tongue_persons,2022,POP-ZW-002,PM-S011,,,high,1,0,745525,1599324,territory_adult_literacy_proxy_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,16.77,392660.142,183038.554,0.000,1752228.736,,FR-2 Formal Reasoning Core,MV-1,D2,1087145,4356012,18630029,,,one exact population observation; excluded if consumed by a selected shared-core package,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",65,65,67,67,1,134,66,66,35,134,65,66,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,base,65,65,69
EXP-016,natural_language_edition,Ethiopia Wolaytta Latin-script edition,wal-Latn-ET,1,Ethiopia,regional_depth,R3_1m_to_9m; vitality is not inferred from population band,1627955,1627955,1627955,1627955,1627955,source_interval_or_exact_bounds,census_mother_tongue_persons,2007,POP-ET-006,PM-S020,,,high,1,0,492131,1627955,territory_adult_literacy_proxy_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,16.77,399689.520,120826.192,0.000,1783597.027,,FR-2 Formal Reasoning Core,MV-1,D2,1087145,4356012,18630029,resolved_explicit_scoring_profile_population_scope_preserved,provisional_gross_ceiling_and_sensitivity_only,one exact population observation; excluded if consumed by a selected shared-core package,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",69,69,66,66,1,134,65,65,35,134,65,69,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,optimistic,65,65,70
EXP-024,natural_language_edition,South Africa Tshivenda Latin-script edition,ve-Latn-ZA,1,South Africa,regional_depth,R3_1m_to_9m; vitality is not inferred from population band,1480565,1480565,1480565,1480565,1480565,source_interval_or_exact_bounds,census_language_most_often_spoken_in_household_persons_age_1_plus,2022,ZA-VEN-2022,ZA-S001,,,high,1,0,674768,1480565,territory_adult_literacy_proxy_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,16.77,363502.870,165666.556,0.000,1622115.681,,FR-2 Formal Reasoning Core,MV-1,D3,1612429,5474018,21073801,resolved_explicit_scoring_profile_population_scope_preserved,provisional_gross_ceiling_and_sensitivity_only,one exact population observation; excluded if consumed by a selected shared-core package,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",66,66,68,68,1,134,67,67,35,134,66,67,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,base,66,66,71
NAT-024,natural_language_edition,Bhojpuri Nepal profile,bho-Deva-NP,1,Nepal,regional_depth,R3_1m_to_9m; vitality is not inferred from population band,1820795,1820795,1820795,1820795,1820795,source_interval_or_exact_bounds,census_mother_tongue_persons,2021,POP-NP-003,PM-S004,,,high,1,0,627264,1254528,direct_language_specific_literacy_rate;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,16.77,447034.887,154003.549,0.000,1374468.220,,FR-2 Formal Reasoning Core,MV-1,D2,1087145,4356012,18630029,,,one exact population observation; excluded if consumed by a selected shared-core package,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",67,67,64,64,1,134,68,68,35,134,67,68,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,optimistic,68,68,72
EXP-029,natural_language_edition,Mauritius Mauritian Creole Latin-script edition,mfe-Latn-MU,1,Mauritius,regional_depth,R3_1m_to_9m; vitality is not inferred from population band,1045558,1045558,1045558,1045558,1045558,source_interval_or_exact_bounds,language_usually_spoken_at_home_persons,2022,POP-MU-004,PM-S013,,,high,1,0,492917,1045558,territory_adult_literacy_proxy_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,16.77,256701.552,121019.168,0.000,1145519.465,,FR-2 Formal Reasoning Core,MV-1,D3,1612429,5474018,21073801,resolved_explicit_scoring_profile_population_scope_preserved,provisional_gross_ceiling_and_sensitivity_only,one exact population observation; excluded if consumed by a selected shared-core package,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",68,68,70,70,1,134,70,70,35,134,68,70,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,base,68,68,73
EXP-017,natural_language_edition,Ethiopia Hadiyya Latin-script edition,hdy-Latn-ET,1,Ethiopia,regional_depth,R3_1m_to_9m; vitality is not inferred from population band,1253894,1253894,1253894,1253894,1253894,source_interval_or_exact_bounds,census_mother_tongue_persons,2007,POP-ET-009,PM-S020,,,high,1,0,379052,1253894,territory_adult_literacy_proxy_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,16.77,307851.440,93063.452,0.000,1373773.606,,FR-2 Formal Reasoning Core,MV-1,D2,1087145,4356012,18630029,resolved_explicit_scoring_profile_population_scope_preserved,provisional_gross_ceiling_and_sensitivity_only,one exact population observation; excluded if consumed by a selected shared-core package,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",71,71,69,69,1,134,69,69,35,134,69,71,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,optimistic,69,69,74
EXP-025,natural_language_edition,South Africa isiNdebele Latin-script edition,nr-Latn-ZA,1,South Africa,regional_depth,R3_1m_to_9m; vitality is not inferred from population band,1044377,1044377,1044377,1044377,1044377,source_interval_or_exact_bounds,census_language_most_often_spoken_in_household_persons_age_1_plus,2022,ZA-NBL-2022,ZA-S001,,,high,1,0,475975,1044377,territory_adult_literacy_proxy_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,16.77,256411.597,116859.630,0.000,1144225.555,,FR-2 Formal Reasoning Core,MV-1,D3,1612429,5474018,21073801,resolved_explicit_scoring_profile_population_scope_preserved,provisional_gross_ceiling_and_sensitivity_only,one exact population observation; excluded if consumed by a selected shared-core package,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",70,70,71,71,1,134,71,71,35,134,70,71,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,base,70,70,75
OBS-GRG-US-025,natural_language_edition,Standard Haitian Creole,ht-Latn-HT,1,United States,regional_depth,R2_100k_to_999k; vitality is not inferred from population band,852440,867500,882560,852440,882560,source_interval_or_exact_bounds,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,2017-2021,GRG-US-025,GRG-S001,,,high,1,0,216875,882560,unmeasured_low0_neutral0.5_high1_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,16.77,212985.407,53246.352,0.000,966937.902,,FR-2 Formal Reasoning Core,MV-1,D3,1612429,5474018,21073801,resolved_single_profile,rankable target profile; population remains only the cited observed audience,one exact population observation; excluded if consumed by a selected shared-core package,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",74,74,72,72,1,134,72,72,35,134,72,74,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,optimistic,72,72,76
EXP-011,natural_language_edition,Indonesia Nias Latin-script edition,nia-Latn-ID,1,Indonesia,regional_depth,R2_100k_to_999k; vitality is not inferred from population band,747168,747168,747168,747168,747168,source_interval_or_exact_bounds,daily_language_at_home_age5plus_persons,2010,POP-ID-017,PM-S005,,,high,1,0,358641,747168,territory_adult_literacy_proxy_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,16.77,183441.937,88052.218,0.000,818601.634,,FR-2 Formal Reasoning Core,MV-1,D3,1612429,5474018,21073801,resolved_explicit_scoring_profile_population_scope_preserved,provisional_gross_ceiling_and_sensitivity_only,one exact population observation; excluded if consumed by a selected shared-core package,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",72,72,74,74,1,134,73,73,35,134,72,73,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,base,72,72,77
NAT-026,natural_language_edition,Avadhi Nepal profile,awa-Deva-NP,1,Nepal,regional_depth,R2_100k_to_999k; vitality is not inferred from population band,864276,864276,864276,864276,864276,source_interval_or_exact_bounds,census_mother_tongue_persons,2021,POP-NP-007,PM-S004,,,high,1,0,276568,553137,direct_language_specific_literacy_rate;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,16.77,212193.863,67901.957,0.000,606020.135,,FR-2 Formal Reasoning Core,MV-1,D2,1087145,4356012,18630029,,,one exact population observation; excluded if consumed by a selected shared-core package,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",73,73,73,73,1,134,74,74,35,134,73,74,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,optimistic,74,74,78
EXP-030,natural_language_edition,Zimbabwe Ndau Latin-script edition,ndc-Latn-ZW,1,Zimbabwe,regional_depth,R2_100k_to_999k; vitality is not inferred from population band,372607,372607,372607,372607,372607,source_interval_or_exact_bounds,census_mother_tongue_persons,2022,POP-ZW-006,PM-S011,,,high,1,0,173691,372607,territory_adult_literacy_proxy_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,16.77,91481.099,42643.975,0.000,408230.410,,FR-2 Formal Reasoning Core,MV-1,D2,1087145,4356012,18630029,resolved_explicit_scoring_profile_population_scope_preserved,provisional_gross_ceiling_and_sensitivity_only,one exact population observation; excluded if consumed by a selected shared-core package,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",75,75,77,77,1,134,77,77,35,134,75,77,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,base,75,75,79
