model_row_id,intervention_id,mechanism_class,token_scenario,reuse_assumption_scenario,expected_new_named_outputs,named_outputs_with_exact_population,population_coverage_fraction_of_named_outputs,exact_named_output_population_low,exact_named_output_population_base,exact_named_output_population_high,population_evidence_status,all_selected_links_usable_as_package_population_total,all_planned_matrix_rows_rankable_under_current_evidence,included_target_profiles,included_population_observation_ids,included_population_source_ids,population_years,base_marginal_access_sensitivity_sum,marginal_access_low_sum,marginal_access_high_sum,marginal_score_joined_output_count,marginal_score_territory_proxy_derived_output_count,marginal_score_missing_observation_ids,single_output_gross_tokens,named_outputs_no_reuse_gross_tokens,named_outputs_shared_core_gross_tokens,named_output_compute_savings_fraction,derivative_increment_gross_tokens,constructed_surface_gross_tokens,total_modeled_gross_tokens,gross_observed_people_per_million_tokens,base_marginal_sensitivity_per_million_tokens,rankable_as_observed_population_gross_sum,exclusions_and_nonadditivity,interpretation
IL-PUNJABI-base-reuse_conservative,IL-PUNJABI,dual_script_register,base,reuse_conservative,2,2,1.000000,120059639,120059639,120059639,component_population_subtotal_nonadditive_not_rankable,false,false,pa-Guru-IN;pnb-Arab-PK,POP-IN-COMP-016;POP-PK-002,PM-S001;PM-S003,2011;2023,44054221,0,116755428,2,0,,4073049,8146098,7331488,0.10000002455163193,0,0,7331488,16375889.724,6008905.832,false,,"The displayed population is a diagnostic subtotal of separately linked named-output components. The validated upstream link and matrix controls do not authorize it as an additive package union, so it is excluded from the cardinal ranking and retained only for architecture sensitivity."
IL-PUNJABI-high-reuse_optimistic,IL-PUNJABI,dual_script_register,high,reuse_optimistic,2,2,1.000000,120059639,120059639,120059639,component_population_subtotal_nonadditive_not_rankable,false,false,pa-Guru-IN;pnb-Arab-PK,POP-IN-COMP-016;POP-PK-002,PM-S001;PM-S003,2011;2023,44054221,0,116755428,2,0,,18664571,37329142,22397485,0.4000000053577444,0,0,22397485,5360407.162,1966927.135,false,,"The displayed population is a diagnostic subtotal of separately linked named-output components. The validated upstream link and matrix controls do not authorize it as an additive package union, so it is excluded from the cardinal ranking and retained only for architecture sensitivity."
IL-PUNJABI-high-reuse_base,IL-PUNJABI,dual_script_register,high,reuse_base,2,2,1.000000,120059639,120059639,120059639,component_population_subtotal_nonadditive_not_rankable,false,false,pa-Guru-IN;pnb-Arab-PK,POP-IN-COMP-016;POP-PK-002,PM-S001;PM-S003,2011;2023,44054221,0,116755428,2,0,,18664571,37329142,27996857,0.24999998660563905,0,0,27996857,4288325.615,1573541.666,false,,"The displayed population is a diagnostic subtotal of separately linked named-output components. The validated upstream link and matrix controls do not authorize it as an additive package union, so it is excluded from the cardinal ranking and retained only for architecture sensitivity."
IL-PUNJABI-high-reuse_conservative,IL-PUNJABI,dual_script_register,high,reuse_conservative,2,2,1.000000,120059639,120059639,120059639,component_population_subtotal_nonadditive_not_rankable,false,false,pa-Guru-IN;pnb-Arab-PK,POP-IN-COMP-016;POP-PK-002,PM-S001;PM-S003,2011;2023,44054221,0,116755428,2,0,,18664571,37329142,33596228,0.09999999464225562,0,0,33596228,3573604.721,1311284.737,false,,"The displayed population is a diagnostic subtotal of separately linked named-output components. The validated upstream link and matrix controls do not authorize it as an additive package union, so it is excluded from the cardinal ranking and retained only for architecture sensitivity."
IL-NGUNI-low-reuse_optimistic,IL-NGUNI,pluricentric_shared_core,low,reuse_optimistic,4,4,1.000000,27137226,27137226,27137226,component_population_subtotal_nonadditive_not_rankable,false,false,zu-Latn-ZA;xh-Latn-ZA;ss-Latn-ZA;nr-Latn-ZA,ZA-ZUL-2022;ZA-XHO-2022;ZA-SSW-2022;ZA-NBL-2022,ZA-S001,2022,12367792,0,27137226,4,0,,912737,3650948,1460379,0.6000000547802926,0,0,1460379,18582317.330,8468891.979,false,,"The displayed population is a diagnostic subtotal of separately linked named-output components. The validated upstream link and matrix controls do not authorize it as an additive package union, so it is excluded from the cardinal ranking and retained only for architecture sensitivity."
IL-NGUNI-low-reuse_base,IL-NGUNI,pluricentric_shared_core,low,reuse_base,4,4,1.000000,27137226,27137226,27137226,component_population_subtotal_nonadditive_not_rankable,false,false,zu-Latn-ZA;xh-Latn-ZA;ss-Latn-ZA;nr-Latn-ZA,ZA-ZUL-2022;ZA-XHO-2022;ZA-SSW-2022;ZA-NBL-2022,ZA-S001,2022,12367792,0,27137226,4,0,,912737,3650948,2281843,0.37499986304926824,0,0,2281843,11892678.857,5420088.937,false,,"The displayed population is a diagnostic subtotal of separately linked named-output components. The validated upstream link and matrix controls do not authorize it as an additive package union, so it is excluded from the cardinal ranking and retained only for architecture sensitivity."
IL-NGUNI-low-reuse_conservative,IL-NGUNI,pluricentric_shared_core,low,reuse_conservative,4,4,1.000000,27137226,27137226,27137226,component_population_subtotal_nonadditive_not_rankable,false,false,zu-Latn-ZA;xh-Latn-ZA;ss-Latn-ZA;nr-Latn-ZA,ZA-ZUL-2022;ZA-XHO-2022;ZA-SSW-2022;ZA-NBL-2022,ZA-S001,2022,12367792,0,27137226,4,0,,912737,3650948,3103306,0.14999994521970728,0,0,3103306,8744618.159,3985360.129,false,,"The displayed population is a diagnostic subtotal of separately linked named-output components. The validated upstream link and matrix controls do not authorize it as an additive package union, so it is excluded from the cardinal ranking and retained only for architecture sensitivity."
IL-NGUNI-base-reuse_optimistic,IL-NGUNI,pluricentric_shared_core,base,reuse_optimistic,4,4,1.000000,27137226,27137226,27137226,component_population_subtotal_nonadditive_not_rankable,false,false,zu-Latn-ZA;xh-Latn-ZA;ss-Latn-ZA;nr-Latn-ZA,ZA-ZUL-2022;ZA-XHO-2022;ZA-SSW-2022;ZA-NBL-2022,ZA-S001,2022,12367792,0,27137226,4,0,,4073049,16292196,6516878,0.6000000245516319,0,0,6516878,4164145.163,1897809.350,false,,"The displayed population is a diagnostic subtotal of separately linked named-output components. The validated upstream link and matrix controls do not authorize it as an additive package union, so it is excluded from the cardinal ranking and retained only for architecture sensitivity."
IL-NGUNI-base-reuse_base,IL-NGUNI,pluricentric_shared_core,base,reuse_base,4,4,1.000000,27137226,27137226,27137226,component_population_subtotal_nonadditive_not_rankable,false,false,zu-Latn-ZA;xh-Latn-ZA;ss-Latn-ZA;nr-Latn-ZA,ZA-ZUL-2022;ZA-XHO-2022;ZA-SSW-2022;ZA-NBL-2022,ZA-S001,2022,12367792,0,27137226,4,0,,4073049,16292196,10182623,0.3749999693104601,0,0,10182623,2665052.610,1214597.850,false,,"The displayed population is a diagnostic subtotal of separately linked named-output components. The validated upstream link and matrix controls do not authorize it as an additive package union, so it is excluded from the cardinal ranking and retained only for architecture sensitivity."
IL-NGUNI-base-reuse_conservative,IL-NGUNI,pluricentric_shared_core,base,reuse_conservative,4,4,1.000000,27137226,27137226,27137226,component_population_subtotal_nonadditive_not_rankable,false,false,zu-Latn-ZA;xh-Latn-ZA;ss-Latn-ZA;nr-Latn-ZA,ZA-ZUL-2022;ZA-XHO-2022;ZA-SSW-2022;ZA-NBL-2022,ZA-S001,2022,12367792,0,27137226,4,0,,4073049,16292196,13848367,0.14999997544836807,0,0,13848367,1959597.547,893086.672,false,,"The displayed population is a diagnostic subtotal of separately linked named-output components. The validated upstream link and matrix controls do not authorize it as an additive package union, so it is excluded from the cardinal ranking and retained only for architecture sensitivity."
IL-NGUNI-high-reuse_optimistic,IL-NGUNI,pluricentric_shared_core,high,reuse_optimistic,4,4,1.000000,27137226,27137226,27137226,component_population_subtotal_nonadditive_not_rankable,false,false,zu-Latn-ZA;xh-Latn-ZA;ss-Latn-ZA;nr-Latn-ZA,ZA-ZUL-2022;ZA-XHO-2022;ZA-SSW-2022;ZA-NBL-2022,ZA-S001,2022,12367792,0,27137226,4,0,,18664571,74658284,29863314,0.5999999946422556,0,0,29863314,908714.485,414146.668,false,,"The displayed population is a diagnostic subtotal of separately linked named-output components. The validated upstream link and matrix controls do not authorize it as an additive package union, so it is excluded from the cardinal ranking and retained only for architecture sensitivity."
IL-NGUNI-high-reuse_base,IL-NGUNI,pluricentric_shared_core,high,reuse_base,4,4,1.000000,27137226,27137226,27137226,component_population_subtotal_nonadditive_not_rankable,false,false,zu-Latn-ZA;xh-Latn-ZA;ss-Latn-ZA;nr-Latn-ZA,ZA-ZUL-2022;ZA-XHO-2022;ZA-SSW-2022;ZA-NBL-2022,ZA-S001,2022,12367792,0,27137226,4,0,,18664571,74658284,46661428,0.3749999933028195,0,0,46661428,581577.272,265053.868,false,,"The displayed population is a diagnostic subtotal of separately linked named-output components. The validated upstream link and matrix controls do not authorize it as an additive package union, so it is excluded from the cardinal ranking and retained only for architecture sensitivity."
IL-NGUNI-high-reuse_conservative,IL-NGUNI,pluricentric_shared_core,high,reuse_conservative,4,4,1.000000,27137226,27137226,27137226,component_population_subtotal_nonadditive_not_rankable,false,false,zu-Latn-ZA;xh-Latn-ZA;ss-Latn-ZA;nr-Latn-ZA,ZA-ZUL-2022;ZA-XHO-2022;ZA-SSW-2022;ZA-NBL-2022,ZA-S001,2022,12367792,0,27137226,4,0,,18664571,74658284,63459541,0.15000000535774438,0,0,63459541,427630.354,194892.554,false,,"The displayed population is a diagnostic subtotal of separately linked named-output components. The validated upstream link and matrix controls do not authorize it as an additive package union, so it is excluded from the cardinal ranking and retained only for architecture sensitivity."
IL-SOTHO-low-reuse_optimistic,IL-SOTHO,pluricentric_shared_core,low,reuse_optimistic,3,3,1.000000,15624006,15624006,15624006,component_population_subtotal_nonadditive_not_rankable,false,false,nso-Latn-ZA;tn-Latn-ZA;st-Latn-ZA,ZA-NSO-2022;ZA-TSN-2022;ZA-SOT-2022,ZA-S001,2022,7120641,0,15624006,3,0,,912737,2738211,1277832,0.533333260292943,0,0,1277832,12226964.108,5572439.100,false,,"The displayed population is a diagnostic subtotal of separately linked named-output components. The validated upstream link and matrix controls do not authorize it as an additive package union, so it is excluded from the cardinal ranking and retained only for architecture sensitivity."
IL-SOTHO-low-reuse_base,IL-SOTHO,pluricentric_shared_core,low,reuse_base,3,3,1.000000,15624006,15624006,15624006,component_population_subtotal_nonadditive_not_rankable,false,false,nso-Latn-ZA;tn-Latn-ZA;st-Latn-ZA,ZA-NSO-2022;ZA-TSN-2022;ZA-SOT-2022,ZA-S001,2022,7120641,0,15624006,3,0,,912737,2738211,1825474,0.33333333333333337,0,0,1825474,8558876.215,3900707.981,false,,"The displayed population is a diagnostic subtotal of separately linked named-output components. The validated upstream link and matrix controls do not authorize it as an additive package union, so it is excluded from the cardinal ranking and retained only for architecture sensitivity."
IL-SOTHO-low-reuse_conservative,IL-SOTHO,pluricentric_shared_core,low,reuse_conservative,3,3,1.000000,15624006,15624006,15624006,component_population_subtotal_nonadditive_not_rankable,false,false,nso-Latn-ZA;tn-Latn-ZA;st-Latn-ZA,ZA-NSO-2022;ZA-TSN-2022;ZA-SOT-2022,ZA-S001,2022,7120641,0,15624006,3,0,,912737,2738211,2373116,0.1333334063737236,0,0,2373116,6583751.490,3000544.853,false,,"The displayed population is a diagnostic subtotal of separately linked named-output components. The validated upstream link and matrix controls do not authorize it as an additive package union, so it is excluded from the cardinal ranking and retained only for architecture sensitivity."
IL-SOTHO-base-reuse_optimistic,IL-SOTHO,pluricentric_shared_core,base,reuse_optimistic,3,3,1.000000,15624006,15624006,15624006,component_population_subtotal_nonadditive_not_rankable,false,false,nso-Latn-ZA;tn-Latn-ZA;st-Latn-ZA,ZA-NSO-2022;ZA-TSN-2022;ZA-SOT-2022,ZA-S001,2022,7120641,0,15624006,3,0,,4073049,12219147,5702269,0.533333300597824,0,0,5702269,2739962.987,1248738.178,false,,"The displayed population is a diagnostic subtotal of separately linked named-output components. The validated upstream link and matrix controls do not authorize it as an additive package union, so it is excluded from the cardinal ranking and retained only for architecture sensitivity."
IL-SOTHO-base-reuse_base,IL-SOTHO,pluricentric_shared_core,base,reuse_base,3,3,1.000000,15624006,15624006,15624006,component_population_subtotal_nonadditive_not_rankable,false,false,nso-Latn-ZA;tn-Latn-ZA;st-Latn-ZA,ZA-NSO-2022;ZA-TSN-2022;ZA-SOT-2022,ZA-S001,2022,7120641,0,15624006,3,0,,4073049,12219147,8146098,0.33333333333333337,0,0,8146098,1917974.225,874116.786,false,,"The displayed population is a diagnostic subtotal of separately linked named-output components. The validated upstream link and matrix controls do not authorize it as an additive package union, so it is excluded from the cardinal ranking and retained only for architecture sensitivity."
IL-SOTHO-base-reuse_conservative,IL-SOTHO,pluricentric_shared_core,base,reuse_conservative,3,3,1.000000,15624006,15624006,15624006,component_population_subtotal_nonadditive_not_rankable,false,false,nso-Latn-ZA;tn-Latn-ZA;st-Latn-ZA,ZA-NSO-2022;ZA-TSN-2022;ZA-SOT-2022,ZA-S001,2022,7120641,0,15624006,3,0,,4073049,12219147,10589927,0.1333333660688426,0,0,10589927,1475364.844,672397.553,false,,"The displayed population is a diagnostic subtotal of separately linked named-output components. The validated upstream link and matrix controls do not authorize it as an additive package union, so it is excluded from the cardinal ranking and retained only for architecture sensitivity."
IL-SOTHO-high-reuse_optimistic,IL-SOTHO,pluricentric_shared_core,high,reuse_optimistic,3,3,1.000000,15624006,15624006,15624006,component_population_subtotal_nonadditive_not_rankable,false,false,nso-Latn-ZA;tn-Latn-ZA;st-Latn-ZA,ZA-NSO-2022;ZA-TSN-2022;ZA-SOT-2022,ZA-S001,2022,7120641,0,15624006,3,0,,18664571,55993713,26130399,0.5333333404769924,0,0,26130399,597924.509,272504.105,false,,"The displayed population is a diagnostic subtotal of separately linked named-output components. The validated upstream link and matrix controls do not authorize it as an additive package union, so it is excluded from the cardinal ranking and retained only for architecture sensitivity."
IL-SOTHO-high-reuse_base,IL-SOTHO,pluricentric_shared_core,high,reuse_base,3,3,1.000000,15624006,15624006,15624006,component_population_subtotal_nonadditive_not_rankable,false,false,nso-Latn-ZA;tn-Latn-ZA;st-Latn-ZA,ZA-NSO-2022;ZA-TSN-2022;ZA-SOT-2022,ZA-S001,2022,7120641,0,15624006,3,0,,18664571,55993713,37329142,0.33333333333333337,0,0,37329142,418547.150,190752.871,false,,"The displayed population is a diagnostic subtotal of separately linked named-output components. The validated upstream link and matrix controls do not authorize it as an additive package union, so it is excluded from the cardinal ranking and retained only for architecture sensitivity."
IL-SOTHO-high-reuse_conservative,IL-SOTHO,pluricentric_shared_core,high,reuse_conservative,3,3,1.000000,15624006,15624006,15624006,component_population_subtotal_nonadditive_not_rankable,false,false,nso-Latn-ZA;tn-Latn-ZA;st-Latn-ZA,ZA-NSO-2022;ZA-TSN-2022;ZA-SOT-2022,ZA-S001,2022,7120641,0,15624006,3,0,,18664571,55993713,48527885,0.1333333261896742,0,0,48527885,321959.344,146732.976,false,,"The displayed population is a diagnostic subtotal of separately linked named-output components. The validated upstream link and matrix controls do not authorize it as an additive package union, so it is excluded from the cardinal ranking and retained only for architecture sensitivity."
IL-MANDING-low-reuse_optimistic,IL-MANDING,pluricentric_shared_core,low,reuse_optimistic,3,1,0.333333,9551561,9551561,9551561,component_population_subtotal_nonadditive_not_rankable,false,false,bm-Latn-ML,POP-ML-AFG-001,AFG-S008,2022,1701611,0,9551561,1,0,,912737,2738211,1277832,0.533333260292943,91274,0,1369106,6976494.881,1242862.861,false,man-Latn:no eligible exact person observation;dyu-Latn-CI:no eligible exact person observation,"The displayed population is a diagnostic subtotal of separately linked named-output components. The validated upstream link and matrix controls do not authorize it as an additive package union, so it is excluded from the cardinal ranking and retained only for architecture sensitivity."
IL-MANDING-low-reuse_base,IL-MANDING,pluricentric_shared_core,low,reuse_base,3,1,0.333333,9551561,9551561,9551561,component_population_subtotal_nonadditive_not_rankable,false,false,bm-Latn-ML,POP-ML-AFG-001,AFG-S008,2022,1701611,0,9551561,1,0,,912737,2738211,1825474,0.33333333333333337,273821,0,2099295,4549889.844,810563.070,false,man-Latn:no eligible exact person observation;dyu-Latn-CI:no eligible exact person observation,"The displayed population is a diagnostic subtotal of separately linked named-output components. The validated upstream link and matrix controls do not authorize it as an additive package union, so it is excluded from the cardinal ranking and retained only for architecture sensitivity."
IL-MANDING-low-reuse_conservative,IL-MANDING,pluricentric_shared_core,low,reuse_conservative,3,1,0.333333,9551561,9551561,9551561,component_population_subtotal_nonadditive_not_rankable,false,false,bm-Latn-ML,POP-ML-AFG-001,AFG-S008,2022,1701611,0,9551561,1,0,,912737,2738211,2373116,0.1333334063737236,638916,0,3012032,3171135.300,564937.889,false,man-Latn:no eligible exact person observation;dyu-Latn-CI:no eligible exact person observation,"The displayed population is a diagnostic subtotal of separately linked named-output components. The validated upstream link and matrix controls do not authorize it as an additive package union, so it is excluded from the cardinal ranking and retained only for architecture sensitivity."
IL-MANDING-base-reuse_optimistic,IL-MANDING,pluricentric_shared_core,base,reuse_optimistic,3,1,0.333333,9551561,9551561,9551561,component_population_subtotal_nonadditive_not_rankable,false,false,bm-Latn-ML,POP-ML-AFG-001,AFG-S008,2022,1701611,0,9551561,1,0,,4073049,12219147,5702269,0.533333300597824,407305,0,6109574,1563375.941,278515.491,false,man-Latn:no eligible exact person observation;dyu-Latn-CI:no eligible exact person observation,"The displayed population is a diagnostic subtotal of separately linked named-output components. The validated upstream link and matrix controls do not authorize it as an additive package union, so it is excluded from the cardinal ranking and retained only for architecture sensitivity."
IL-MANDING-base-reuse_base,IL-MANDING,pluricentric_shared_core,base,reuse_base,3,1,0.333333,9551561,9551561,9551561,component_population_subtotal_nonadditive_not_rankable,false,false,bm-Latn-ML,POP-ML-AFG-001,AFG-S008,2022,1701611,0,9551561,1,0,,4073049,12219147,8146098,0.33333333333333337,1221915,0,9368013,1019593.056,181640.546,false,man-Latn:no eligible exact person observation;dyu-Latn-CI:no eligible exact person observation,"The displayed population is a diagnostic subtotal of separately linked named-output components. The validated upstream link and matrix controls do not authorize it as an additive package union, so it is excluded from the cardinal ranking and retained only for architecture sensitivity."
IL-MANDING-base-reuse_conservative,IL-MANDING,pluricentric_shared_core,base,reuse_conservative,3,1,0.333333,9551561,9551561,9551561,component_population_subtotal_nonadditive_not_rankable,false,false,bm-Latn-ML,POP-ML-AFG-001,AFG-S008,2022,1701611,0,9551561,1,0,,4073049,12219147,10589927,0.1333333660688426,2851134,0,13441061,710625.523,126597.967,false,man-Latn:no eligible exact person observation;dyu-Latn-CI:no eligible exact person observation,"The displayed population is a diagnostic subtotal of separately linked named-output components. The validated upstream link and matrix controls do not authorize it as an additive package union, so it is excluded from the cardinal ranking and retained only for architecture sensitivity."
IL-MANDING-high-reuse_optimistic,IL-MANDING,pluricentric_shared_core,high,reuse_optimistic,3,1,0.333333,9551561,9551561,9551561,component_population_subtotal_nonadditive_not_rankable,false,false,bm-Latn-ML,POP-ML-AFG-001,AFG-S008,2022,1701611,0,9551561,1,0,,18664571,55993713,26130399,0.5333333404769924,1866457,0,27996856,341165.487,60778.646,false,man-Latn:no eligible exact person observation;dyu-Latn-CI:no eligible exact person observation,"The displayed population is a diagnostic subtotal of separately linked named-output components. The validated upstream link and matrix controls do not authorize it as an additive package union, so it is excluded from the cardinal ranking and retained only for architecture sensitivity."
IL-MANDING-high-reuse_base,IL-MANDING,pluricentric_shared_core,high,reuse_base,3,1,0.333333,9551561,9551561,9551561,component_population_subtotal_nonadditive_not_rankable,false,false,bm-Latn-ML,POP-ML-AFG-001,AFG-S008,2022,1701611,0,9551561,1,0,,18664571,55993713,37329142,0.33333333333333337,5599371,0,42928513,222499.228,39638.247,false,man-Latn:no eligible exact person observation;dyu-Latn-CI:no eligible exact person observation,"The displayed population is a diagnostic subtotal of separately linked named-output components. The validated upstream link and matrix controls do not authorize it as an additive package union, so it is excluded from the cardinal ranking and retained only for architecture sensitivity."
IL-MANDING-high-reuse_conservative,IL-MANDING,pluricentric_shared_core,high,reuse_conservative,3,1,0.333333,9551561,9551561,9551561,component_population_subtotal_nonadditive_not_rankable,false,false,bm-Latn-ML,POP-ML-AFG-001,AFG-S008,2022,1701611,0,9551561,1,0,,18664571,55993713,48527885,0.1333333261896742,13065200,0,61593085,155075.217,27626.656,false,man-Latn:no eligible exact person observation;dyu-Latn-CI:no eligible exact person observation,"The displayed population is a diagnostic subtotal of separately linked named-output components. The validated upstream link and matrix controls do not authorize it as an additive package union, so it is excluded from the cardinal ranking and retained only for architecture sensitivity."
IL-SQUECHUA-low-reuse_optimistic,IL-SQUECHUA,pluricentric_shared_core,low,reuse_optimistic,3,0,0.000000,0,0,0,no_rankable_exact_named_output_population,false,false,,,,,,,,0,0,,912737,2738211,1277832,0.533333260292943,0,0,1277832,0.000,,false,quy-Latn-PE:no eligible exact person observation;quz-Latn-PE:no eligible exact person observation;quh-Latn-BO:no eligible exact person observation,No observed package reach is rankable under the current exact named-output or constructed-bridge evidence rule.
IL-SQUECHUA-low-reuse_base,IL-SQUECHUA,pluricentric_shared_core,low,reuse_base,3,0,0.000000,0,0,0,no_rankable_exact_named_output_population,false,false,,,,,,,,0,0,,912737,2738211,1825474,0.33333333333333337,0,0,1825474,0.000,,false,quy-Latn-PE:no eligible exact person observation;quz-Latn-PE:no eligible exact person observation;quh-Latn-BO:no eligible exact person observation,No observed package reach is rankable under the current exact named-output or constructed-bridge evidence rule.
IL-SQUECHUA-low-reuse_conservative,IL-SQUECHUA,pluricentric_shared_core,low,reuse_conservative,3,0,0.000000,0,0,0,no_rankable_exact_named_output_population,false,false,,,,,,,,0,0,,912737,2738211,2373116,0.1333334063737236,0,0,2373116,0.000,,false,quy-Latn-PE:no eligible exact person observation;quz-Latn-PE:no eligible exact person observation;quh-Latn-BO:no eligible exact person observation,No observed package reach is rankable under the current exact named-output or constructed-bridge evidence rule.
IL-SQUECHUA-base-reuse_optimistic,IL-SQUECHUA,pluricentric_shared_core,base,reuse_optimistic,3,0,0.000000,0,0,0,no_rankable_exact_named_output_population,false,false,,,,,,,,0,0,,4073049,12219147,5702269,0.533333300597824,0,0,5702269,0.000,,false,quy-Latn-PE:no eligible exact person observation;quz-Latn-PE:no eligible exact person observation;quh-Latn-BO:no eligible exact person observation,No observed package reach is rankable under the current exact named-output or constructed-bridge evidence rule.
IL-SQUECHUA-base-reuse_base,IL-SQUECHUA,pluricentric_shared_core,base,reuse_base,3,0,0.000000,0,0,0,no_rankable_exact_named_output_population,false,false,,,,,,,,0,0,,4073049,12219147,8146098,0.33333333333333337,0,0,8146098,0.000,,false,quy-Latn-PE:no eligible exact person observation;quz-Latn-PE:no eligible exact person observation;quh-Latn-BO:no eligible exact person observation,No observed package reach is rankable under the current exact named-output or constructed-bridge evidence rule.
IL-SQUECHUA-base-reuse_conservative,IL-SQUECHUA,pluricentric_shared_core,base,reuse_conservative,3,0,0.000000,0,0,0,no_rankable_exact_named_output_population,false,false,,,,,,,,0,0,,4073049,12219147,10589927,0.1333333660688426,0,0,10589927,0.000,,false,quy-Latn-PE:no eligible exact person observation;quz-Latn-PE:no eligible exact person observation;quh-Latn-BO:no eligible exact person observation,No observed package reach is rankable under the current exact named-output or constructed-bridge evidence rule.
IL-SQUECHUA-high-reuse_optimistic,IL-SQUECHUA,pluricentric_shared_core,high,reuse_optimistic,3,0,0.000000,0,0,0,no_rankable_exact_named_output_population,false,false,,,,,,,,0,0,,18664571,55993713,26130399,0.5333333404769924,0,0,26130399,0.000,,false,quy-Latn-PE:no eligible exact person observation;quz-Latn-PE:no eligible exact person observation;quh-Latn-BO:no eligible exact person observation,No observed package reach is rankable under the current exact named-output or constructed-bridge evidence rule.
IL-SQUECHUA-high-reuse_base,IL-SQUECHUA,pluricentric_shared_core,high,reuse_base,3,0,0.000000,0,0,0,no_rankable_exact_named_output_population,false,false,,,,,,,,0,0,,18664571,55993713,37329142,0.33333333333333337,0,0,37329142,0.000,,false,quy-Latn-PE:no eligible exact person observation;quz-Latn-PE:no eligible exact person observation;quh-Latn-BO:no eligible exact person observation,No observed package reach is rankable under the current exact named-output or constructed-bridge evidence rule.
IL-SQUECHUA-high-reuse_conservative,IL-SQUECHUA,pluricentric_shared_core,high,reuse_conservative,3,0,0.000000,0,0,0,no_rankable_exact_named_output_population,false,false,,,,,,,,0,0,,18664571,55993713,48527885,0.1333333261896742,0,0,48527885,0.000,,false,quy-Latn-PE:no eligible exact person observation;quz-Latn-PE:no eligible exact person observation;quh-Latn-BO:no eligible exact person observation,No observed package reach is rankable under the current exact named-output or constructed-bridge evidence rule.
