wikimedia_code,wikipedia_articles,wikipedia_activeusers,wikipedia_edits,wikipedia_pages,wikibooks_articles,wikibooks_activeusers,wikibooks_edits,wikibooks_pages,wikiversity_articles,wikiversity_activeusers,wikiversity_edits,wikiversity_pages,wikisource_articles,wikisource_activeusers,wikisource_edits,wikisource_pages,wikipedia_articles_per_active_user,possible_automation_skew,source_date,source_id,source_sha256,limitations
jam,1719,15,22866,3126,0,0,0,0,0,0,0,0,0,0,0,0,114.600,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
jbo,1359,22,115144,6771,0,0,0,0,0,0,0,0,0,0,0,0,61.773,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
jv,75455,125,1752300,186788,0,0,0,0,0,0,0,0,3294,25,82583,26295,603.640,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
ka,198309,360,5480219,814702,299,5,19142,5219,0,0,0,0,7018,5,78404,8247,550.858,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
kaa,15503,38,266279,44080,0,0,0,0,0,0,0,0,0,0,0,0,407.974,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
kab,7164,19,117064,18219,0,0,0,0,0,0,0,0,0,0,0,0,377.053,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
kai,1740,9,13945,4080,0,0,0,0,0,0,0,0,0,0,0,0,193.333,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
kaj,299,13,24344,1174,0,0,0,0,0,0,0,0,0,0,0,0,23.000,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
kbd,1674,17,48852,7141,0,0,0,0,0,0,0,0,0,0,0,0,98.471,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
kbp,1715,9,18644,3456,0,0,0,0,0,0,0,0,0,0,0,0,190.556,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
kcg,1957,27,49282,7653,0,0,0,0,0,0,0,0,0,0,0,0,72.481,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
kg,2019,18,52941,4506,0,0,0,0,0,0,0,0,0,0,0,0,112.167,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
kge,2909,10,32075,4671,0,0,0,0,0,0,0,0,0,0,0,0,290.900,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
ki,2640,12,24118,4469,0,0,0,0,0,0,0,0,0,0,0,0,220.000,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
kj,4,0,3551,115,0,0,0,0,0,0,0,0,0,0,0,0,,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
kk,244857,384,3642879,670439,162,5,9750,1609,0,0,0,0,0,0,0,0,637.648,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
kl,0,5,76464,1293,0,0,0,0,0,0,0,0,0,0,0,0,0.000,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
km,12802,112,339295,38092,183,5,9920,1027,0,0,0,0,0,0,0,0,114.304,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
kn,35662,157,1379226,161244,2,0,3767,158,0,0,0,0,1556,20,315070,112703,227.146,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
knc,2076,17,29882,3018,0,0,0,0,0,0,0,0,0,0,0,0,122.118,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
ko,760404,5245,42300101,3591595,1340,14,47837,7237,316,10,36411,3240,25470,41,458532,89967,144.977,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
koi,3471,13,64157,13985,0,0,0,0,0,0,0,0,0,0,0,0,267.000,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
kr,0,1,4644,163,0,0,0,0,0,0,0,0,0,0,0,0,0.000,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
krc,2931,17,125569,17771,0,0,0,0,0,0,0,0,0,0,0,0,172.412,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
ks,11544,28,150300,27097,0,0,3453,65,0,0,0,0,0,0,0,0,412.286,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
ksh,3038,12,1610380,10813,0,0,0,0,0,0,0,0,0,0,0,0,253.167,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
ku,91970,140,2085391,302151,45,5,6928,600,0,0,0,0,0,0,0,0,656.929,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
kus,1380,11,17134,2091,0,0,0,0,0,0,0,0,0,0,0,0,125.455,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
kv,5821,23,148960,20298,0,0,0,0,0,0,0,0,0,0,0,0,253.087,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
kw,7278,29,228387,15180,0,0,0,0,0,0,0,0,0,0,0,0,250.966,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
ky,76526,100,651261,125660,0,3,5202,472,0,0,0,0,0,0,0,0,765.260,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
la,142200,189,3973991,296359,207,5,10870,1425,0,0,0,0,21332,46,277309,81739,752.381,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
lad,4089,27,216667,12868,0,0,0,0,0,0,0,0,0,0,0,0,151.444,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
lb,67842,124,2698804,143596,0,1,3564,133,0,0,0,0,0,0,0,0,547.113,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
lbe,1053,9,55453,16242,0,0,0,0,0,0,0,0,0,0,0,0,117.000,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
lez,4496,20,99093,15320,0,0,0,0,0,0,0,0,0,0,0,0,224.800,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
lfn,4682,24,43464,7474,0,0,0,0,0,0,0,0,0,0,0,0,195.083,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
lg,5732,60,70681,11694,0,0,0,0,0,0,0,0,0,0,0,0,95.533,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
li,15219,30,485639,68838,240,4,3208,1188,0,0,0,0,1885,6,7314,3370,507.300,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
lij,11597,29,273057,28593,0,0,0,0,0,0,0,0,4395,14,47793,16874,399.897,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
lld,183216,42,252821,191083,0,0,0,0,0,0,0,0,0,0,0,0,4362.286,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
lmo,80240,57,1332229,153612,0,0,0,0,0,0,0,0,0,0,0,0,1407.719,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
ln,5253,28,135573,11982,0,0,3495,89,0,0,0,0,0,0,0,0,187.607,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
lo,5607,52,130346,16642,0,0,0,0,0,0,0,0,0,0,0,0,107.827,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
lrc,1,3,140079,240,0,0,0,0,0,0,0,0,0,0,0,0,0.333,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
lt,226646,555,7897504,567022,3571,6,58902,9023,0,0,0,0,1802,8,12857,3204,408.371,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
ltg,1156,11,38044,3322,0,0,0,0,0,0,0,0,0,0,0,0,105.091,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
lv,145206,426,4504928,577972,82,0,4799,362,0,0,0,0,0,0,0,0,340.859,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
mad,5426,55,59357,16134,0,0,0,0,0,0,0,0,207,6,4471,1164,98.655,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
mag,3663,12,71588,17130,0,0,0,0,0,0,0,0,0,0,0,0,305.250,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
mai,14360,49,276010,46134,0,0,0,0,0,0,0,0,0,0,0,0,293.061,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
map-bms,13975,22,222322,30403,0,0,0,0,0,0,0,0,0,0,0,0,635.227,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
mdf,7629,18,103734,24125,0,0,0,0,0,0,0,0,0,0,0,0,423.833,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
mg,103635,96,1148515,262847,39,5,5063,542,0,0,0,0,0,0,0,0,1079.531,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
mh,4,1,4215,207,0,0,0,0,0,0,0,0,0,0,0,0,4.000,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
mhr,11326,20,203272,31836,0,0,0,0,0,0,0,0,0,0,0,0,566.300,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
mi,8066,31,168800,15626,0,0,3489,75,0,0,0,0,0,0,0,0,260.194,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
min,229932,56,3351926,475362,824,10,10158,2450,0,0,0,0,414,24,30791,9228,4105.929,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
mk,163697,286,5604050,608095,123,5,13358,966,0,0,0,0,3371,6,22381,8232,572.367,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
ml,88612,423,4400129,555935,107,5,20500,3581,0,0,0,0,20834,49,239439,81639,209.485,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
mn,28130,259,865516,115837,0,0,3774,206,0,0,0,0,0,0,0,0,108.610,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
mni,10549,35,62170,17897,0,0,0,0,0,0,0,0,0,0,0,0,301.400,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
mnw,4332,29,57282,11619,0,0,0,0,0,0,0,0,0,0,0,0,149.379,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
mos,1325,10,31819,2126,0,0,0,0,0,0,0,0,0,0,0,0,132.500,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
mr,102819,329,2700586,334630,989,7,29184,2891,0,0,0,0,4797,18,236133,109608,312.520,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
mrj,10430,16,108255,21699,0,0,0,0,0,0,0,0,0,0,0,0,651.875,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
ms,441165,2059,6923793,1189819,571,7,16332,3624,0,0,0,0,1262,15,24293,8860,214.262,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
mt,7954,44,330945,23905,0,0,0,0,0,0,0,0,0,0,0,0,180.773,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
mus,1,1,3606,116,0,0,0,0,0,0,0,0,0,0,0,0,1.000,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
mwl,4345,45,107694,10805,0,0,0,0,0,0,0,0,0,0,0,0,96.556,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
my,112014,296,1049705,272954,0,1,3464,74,0,0,0,0,4879,9,21880,6214,378.426,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
myv,7873,23,154781,32041,0,0,0,0,0,0,0,0,0,0,0,0,342.304,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
mzn,68767,52,396590,169814,0,0,0,0,0,0,0,0,0,0,0,0,1322.442,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
na,0,2,90012,1813,1,0,3761,247,0,0,0,0,0,0,0,0,0.000,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
nah,2878,17,526894,10368,3,0,4687,73,0,0,0,0,0,0,0,0,169.294,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
nap,14968,34,672108,24253,0,0,0,0,0,0,0,0,12945,7,91026,14626,440.235,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
